春日未来60位	2517336 pt
春日未来80位	2467339 pt
春日未来100位	2402761 pt
春日未来120位	2332558 pt
春日未来140位	2259281 pt
春日未来160位	2210585 pt
春日未来180位	2178718 pt
春日未来200位	2140205 pt
春日未来220位	2103628 pt
春日未来240位	2018319 pt
春日未来260位	1848562 pt
春日未来280位	631961 pt
春日未来300位	360263 pt
最上静香60位	3010785 pt
最上静香80位	3000000 pt
最上静香100位	2850709 pt
最上静香120位	2738094 pt
最上静香140位	2635195 pt
最上静香160位	2579738 pt
最上静香180位	2526296 pt
最上静香200位	2482499 pt
最上静香220位	2416401 pt
最上静香240位	2289648 pt
最上静香260位	1679784 pt
最上静香280位	931643 pt
最上静香300位	426964 pt
伊吹翼60位	2346256 pt
伊吹翼80位	2169874 pt
伊吹翼100位	2085109 pt
伊吹翼120位	2020091 pt
伊吹翼140位	2001512 pt
伊吹翼160位	1961011 pt
伊吹翼180位	1890149 pt
伊吹翼200位	1830591 pt
伊吹翼220位	1777964 pt
伊吹翼240位	1725095 pt
伊吹翼260位	1579366 pt
伊吹翼280位	540612 pt
伊吹翼300位	278768 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4502384 pt
田中琴葉100位	4269169 pt
田中琴葉120位	4022299 pt
田中琴葉140位	3770111 pt
田中琴葉160位	3633399 pt
田中琴葉180位	3522745 pt
田中琴葉200位	3378906 pt
田中琴葉220位	3232954 pt
田中琴葉240位	3155262 pt
田中琴葉260位	2208164 pt
田中琴葉280位	846104 pt
田中琴葉300位	402711 pt
島原エレナ60位	2123054 pt
島原エレナ80位	2050868 pt
島原エレナ100位	2008513 pt
島原エレナ120位	2000103 pt
島原エレナ140位	1897044 pt
島原エレナ160位	1813015 pt
島原エレナ180位	1792877 pt
島原エレナ200位	1742605 pt
島原エレナ220位	1705391 pt
島原エレナ240位	1644755 pt
島原エレナ260位	1494057 pt
島原エレナ280位	613390 pt
島原エレナ300位	336780 pt
佐竹美奈子60位	2599106 pt
佐竹美奈子80位	2307755 pt
佐竹美奈子100位	2189678 pt
佐竹美奈子120位	2074505 pt
佐竹美奈子140位	2018820 pt
佐竹美奈子160位	2002177 pt
佐竹美奈子180位	1907510 pt
佐竹美奈子200位	1822135 pt
佐竹美奈子220位	1731996 pt
佐竹美奈子240位	1672515 pt
佐竹美奈子260位	1387719 pt
佐竹美奈子280位	722926 pt
佐竹美奈子300位	390335 pt
所恵美60位	3130498 pt
所恵美80位	3019718 pt
所恵美100位	2909411 pt
所恵美120位	2769055 pt
所恵美140位	2708044 pt
所恵美160位	2623213 pt
所恵美180位	2520158 pt
所恵美200位	2481890 pt
所恵美220位	2417979 pt
所恵美240位	2311530 pt
所恵美260位	1887920 pt
所恵美280位	744107 pt
所恵美300位	440076 pt
徳川まつり60位	2488635 pt
徳川まつり80位	2343881 pt
徳川まつり100位	2277963 pt
徳川まつり120位	2200776 pt
徳川まつり140位	2109299 pt
徳川まつり160位	2070377 pt
徳川まつり180位	2013383 pt
徳川まつり200位	1988068 pt
徳川まつり220位	1903328 pt
徳川まつり240位	1832352 pt
徳川まつり260位	1580617 pt
徳川まつり280位	712106 pt
徳川まつり300位	381198 pt
箱崎星梨花60位	2629469 pt
箱崎星梨花80位	2519428 pt
箱崎星梨花100位	2436891 pt
箱崎星梨花120位	2326846 pt
箱崎星梨花140位	2237058 pt
箱崎星梨花160位	2183770 pt
箱崎星梨花180位	2100167 pt
箱崎星梨花200位	2041437 pt
箱崎星梨花220位	1998729 pt
箱崎星梨花240位	1880007 pt
箱崎星梨花260位	1569413 pt
箱崎星梨花280位	612652 pt
箱崎星梨花300位	313400 pt
野々原茜60位	2004441 pt
野々原茜80位	1848148 pt
野々原茜100位	1732824 pt
野々原茜120位	1645882 pt
野々原茜140位	1566896 pt
野々原茜160位	1505090 pt
野々原茜180位	1424583 pt
野々原茜200位	1376649 pt
野々原茜220位	1300752 pt
野々原茜240位	1224448 pt
野々原茜260位	977318 pt
野々原茜280位	638116 pt
野々原茜300位	387350 pt
望月杏奈60位	3037764 pt
望月杏奈80位	3000133 pt
望月杏奈100位	2824673 pt
望月杏奈120位	2645759 pt
望月杏奈140位	2580442 pt
望月杏奈160位	2484077 pt
望月杏奈180位	2412969 pt
望月杏奈200位	2356631 pt
望月杏奈220位	2281742 pt
望月杏奈240位	2155627 pt
望月杏奈260位	1786721 pt
望月杏奈280位	695428 pt
望月杏奈300位	337030 pt
ロコ60位	2303486 pt
ロコ80位	2200009 pt
ロコ100位	2100687 pt
ロコ120位	2042990 pt
ロコ140位	2011337 pt
ロコ160位	1961949 pt
ロコ180位	1898786 pt
ロコ200位	1779288 pt
ロコ220位	1702543 pt
ロコ240位	1635976 pt
ロコ260位	1334114 pt
ロコ280位	573962 pt
ロコ300位	346017 pt
七尾百合子60位	3547333 pt
七尾百合子80位	3419351 pt
七尾百合子100位	3210862 pt
七尾百合子120位	3039031 pt
七尾百合子140位	3000000 pt
七尾百合子160位	2813266 pt
七尾百合子180位	2735176 pt
七尾百合子200位	2619905 pt
七尾百合子220位	2503202 pt
七尾百合子240位	2344272 pt
七尾百合子260位	1598485 pt
七尾百合子280位	858830 pt
七尾百合子300位	375016 pt
高山紗代子60位	2600708 pt
高山紗代子80位	2501682 pt
高山紗代子100位	2403914 pt
高山紗代子120位	2318396 pt
高山紗代子140位	2269592 pt
高山紗代子160位	2203605 pt
高山紗代子180位	2154856 pt
高山紗代子200位	2116462 pt
高山紗代子220位	2071800 pt
高山紗代子240位	1984579 pt
高山紗代子260位	1431135 pt
高山紗代子280位	641459 pt
高山紗代子300位	394550 pt
松田亜利沙60位	2058523 pt
松田亜利沙80位	2006619 pt
松田亜利沙100位	1941331 pt
松田亜利沙120位	1890905 pt
松田亜利沙140位	1822983 pt
松田亜利沙160位	1786854 pt
松田亜利沙180位	1725339 pt
松田亜利沙200位	1685294 pt
松田亜利沙220位	1612912 pt
松田亜利沙240位	1581800 pt
松田亜利沙260位	1218437 pt
松田亜利沙280位	546371 pt
松田亜利沙300位	302582 pt
高坂海美60位	2676829 pt
高坂海美80位	2586358 pt
高坂海美100位	2527022 pt
高坂海美120位	2505486 pt
高坂海美140位	2427277 pt
高坂海美160位	2351241 pt
高坂海美180位	2292122 pt
高坂海美200位	2218701 pt
高坂海美220位	2174337 pt
高坂海美240位	2090673 pt
高坂海美260位	1686599 pt
高坂海美280位	848072 pt
高坂海美300位	363431 pt
中谷育60位	1890780 pt
中谷育80位	1817648 pt
中谷育100位	1731228 pt
中谷育120位	1676547 pt
中谷育140位	1616334 pt
中谷育160位	1575024 pt
中谷育180位	1510690 pt
中谷育200位	1465885 pt
中谷育220位	1442346 pt
中谷育240位	1389581 pt
中谷育260位	1196181 pt
中谷育280位	723652 pt
中谷育300位	382361 pt
天空橋朋花60位	2469320 pt
天空橋朋花80位	2400000 pt
天空橋朋花100位	2339850 pt
天空橋朋花120位	2301064 pt
天空橋朋花140位	2225325 pt
天空橋朋花160位	2198022 pt
天空橋朋花180位	2152382 pt
天空橋朋花200位	2109106 pt
天空橋朋花220位	2068055 pt
天空橋朋花240位	2006988 pt
天空橋朋花260位	1787324 pt
天空橋朋花280位	581134 pt
天空橋朋花300位	273256 pt
エミリー60位	2057094 pt
エミリー80位	2000691 pt
エミリー100位	1850000 pt
エミリー120位	1806609 pt
エミリー140位	1753712 pt
エミリー160位	1649707 pt
エミリー180位	1600430 pt
エミリー200位	1539365 pt
エミリー220位	1494174 pt
エミリー240位	1387260 pt
エミリー260位	1162607 pt
エミリー280位	582233 pt
エミリー300位	344067 pt
北沢志保60位	3054942 pt
北沢志保80位	3000187 pt
北沢志保100位	2803813 pt
北沢志保120位	2561588 pt
北沢志保140位	2501041 pt
北沢志保160位	2362781 pt
北沢志保180位	2263338 pt
北沢志保200位	2201660 pt
北沢志保220位	2133528 pt
北沢志保240位	2020759 pt
北沢志保260位	1531730 pt
北沢志保280位	581542 pt
北沢志保300位	334979 pt
舞浜歩60位	1628984 pt
舞浜歩80位	1556401 pt
舞浜歩100位	1514900 pt
舞浜歩120位	1500394 pt
舞浜歩140位	1412544 pt
舞浜歩160位	1354571 pt
舞浜歩180位	1305320 pt
舞浜歩200位	1263123 pt
舞浜歩220位	1203065 pt
舞浜歩240位	1129136 pt
舞浜歩260位	962803 pt
舞浜歩280位	413845 pt
舞浜歩300位	232561 pt
木下ひなた60位	1801838 pt
木下ひなた80位	1671549 pt
木下ひなた100位	1590333 pt
木下ひなた120位	1512240 pt
木下ひなた140位	1460031 pt
木下ひなた160位	1409959 pt
木下ひなた180位	1352191 pt
木下ひなた200位	1302665 pt
木下ひなた220位	1240187 pt
木下ひなた240位	1186972 pt
木下ひなた260位	1065824 pt
木下ひなた280位	748816 pt
木下ひなた300位	432129 pt
矢吹可奈60位	2208333 pt
矢吹可奈80位	2141186 pt
矢吹可奈100位	2075118 pt
矢吹可奈120位	2013227 pt
矢吹可奈140位	1978507 pt
矢吹可奈160位	1913346 pt
矢吹可奈180位	1870215 pt
矢吹可奈200位	1820812 pt
矢吹可奈220位	1784444 pt
矢吹可奈240位	1736380 pt
矢吹可奈260位	1620421 pt
矢吹可奈280位	848349 pt
矢吹可奈300位	312196 pt
横山奈緒60位	2100005 pt
横山奈緒80位	2015253 pt
横山奈緒100位	1973023 pt
横山奈緒120位	1823430 pt
横山奈緒140位	1728365 pt
横山奈緒160位	1664897 pt
横山奈緒180位	1606922 pt
横山奈緒200位	1549818 pt
横山奈緒220位	1480905 pt
横山奈緒240位	1416014 pt
横山奈緒260位	1275031 pt
横山奈緒280位	611953 pt
横山奈緒300位	299849 pt
二階堂千鶴60位	2118544 pt
二階堂千鶴80位	2035006 pt
二階堂千鶴100位	2006506 pt
二階堂千鶴120位	1941047 pt
二階堂千鶴140位	1888468 pt
二階堂千鶴160位	1837544 pt
二階堂千鶴180位	1807652 pt
二階堂千鶴200位	1756075 pt
二階堂千鶴220位	1726070 pt
二階堂千鶴240位	1654483 pt
二階堂千鶴260位	1290624 pt
二階堂千鶴280位	504349 pt
二階堂千鶴300位	269835 pt
馬場このみ60位	2422948 pt
馬場このみ80位	2260567 pt
馬場このみ100位	2152414 pt
馬場このみ120位	2086184 pt
馬場このみ140位	2020902 pt
馬場このみ160位	2000030 pt
馬場このみ180位	1918033 pt
馬場このみ200位	1829772 pt
馬場このみ220位	1736651 pt
馬場このみ240位	1660073 pt
馬場このみ260位	1401779 pt
馬場このみ280位	614082 pt
馬場このみ300位	369717 pt
大神環60位	2017901 pt
大神環80位	1920942 pt
大神環100位	1818051 pt
大神環120位	1733608 pt
大神環140位	1675900 pt
大神環160位	1631364 pt
大神環180位	1577220 pt
大神環200位	1531325 pt
大神環220位	1503077 pt
大神環240位	1436388 pt
大神環260位	1218867 pt
大神環280位	754466 pt
大神環300位	346766 pt
豊川風花60位	1817754 pt
豊川風花80位	1755152 pt
豊川風花100位	1658983 pt
豊川風花120位	1595723 pt
豊川風花140位	1543753 pt
豊川風花160位	1513117 pt
豊川風花180位	1482071 pt
豊川風花200位	1445713 pt
豊川風花220位	1410330 pt
豊川風花240位	1349727 pt
豊川風花260位	1284099 pt
豊川風花280位	925338 pt
豊川風花300位	451223 pt
宮尾美也60位	2430138 pt
宮尾美也80位	2334088 pt
宮尾美也100位	2259446 pt
宮尾美也120位	2206119 pt
宮尾美也140位	2140106 pt
宮尾美也160位	2100319 pt
宮尾美也180位	2030639 pt
宮尾美也200位	2000502 pt
宮尾美也220位	1934233 pt
宮尾美也240位	1868460 pt
宮尾美也260位	1707700 pt
宮尾美也280位	899748 pt
宮尾美也300位	335020 pt
福田のり子60位	1750576 pt
福田のり子80位	1673019 pt
福田のり子100位	1611663 pt
福田のり子120位	1549939 pt
福田のり子140位	1505520 pt
福田のり子160位	1459882 pt
福田のり子180位	1418380 pt
福田のり子200位	1396424 pt
福田のり子220位	1361445 pt
福田のり子240位	1314246 pt
福田のり子260位	1249451 pt
福田のり子280位	933711 pt
福田のり子300位	487065 pt
真壁瑞希60位	2283490 pt
真壁瑞希80位	2203696 pt
真壁瑞希100位	2133044 pt
真壁瑞希120位	2073336 pt
真壁瑞希140位	2012007 pt
真壁瑞希160位	2000426 pt
真壁瑞希180位	1903423 pt
真壁瑞希200位	1791071 pt
真壁瑞希220位	1722576 pt
真壁瑞希240位	1662936 pt
真壁瑞希260位	1350366 pt
真壁瑞希280位	679907 pt
真壁瑞希300位	431056 pt
篠宮可憐60位	2139746 pt
篠宮可憐80位	2101069 pt
篠宮可憐100位	2037316 pt
篠宮可憐120位	2011562 pt
篠宮可憐140位	2000001 pt
篠宮可憐160位	1922556 pt
篠宮可憐180位	1886370 pt
篠宮可憐200位	1856819 pt
篠宮可憐220位	1813551 pt
篠宮可憐240位	1754908 pt
篠宮可憐260位	1404472 pt
篠宮可憐280位	527108 pt
篠宮可憐300位	296634 pt
百瀬莉緒60位	2050959 pt
百瀬莉緒80位	2010388 pt
百瀬莉緒100位	1969087 pt
百瀬莉緒120位	1870596 pt
百瀬莉緒140位	1810442 pt
百瀬莉緒160位	1758376 pt
百瀬莉緒180位	1711512 pt
百瀬莉緒200位	1677344 pt
百瀬莉緒220位	1630838 pt
百瀬莉緒240位	1580981 pt
百瀬莉緒260位	1453878 pt
百瀬莉緒280位	611584 pt
百瀬莉緒300位	297461 pt
永吉昴60位	2041822 pt
永吉昴80位	2004150 pt
永吉昴100位	1921511 pt
永吉昴120位	1834719 pt
永吉昴140位	1734750 pt
永吉昴160位	1659130 pt
永吉昴180位	1589727 pt
永吉昴200位	1550429 pt
永吉昴220位	1508168 pt
永吉昴240位	1469505 pt
永吉昴260位	1169244 pt
永吉昴280位	498285 pt
永吉昴300位	271721 pt
