春日未来60位	2500000 pt
春日未来80位	2394529 pt
春日未来100位	2314269 pt
春日未来120位	2251724 pt
春日未来140位	2205324 pt
春日未来160位	2127818 pt
春日未来180位	2059411 pt
春日未来200位	2016498 pt
春日未来220位	1987910 pt
春日未来240位	1866969 pt
春日未来260位	1361226 pt
春日未来280位	620146 pt
春日未来300位	355921 pt
最上静香60位	3006352 pt
最上静香80位	2953934 pt
最上静香100位	2808928 pt
最上静香120位	2702258 pt
最上静香140位	2601965 pt
最上静香160位	2535166 pt
最上静香180位	2494525 pt
最上静香200位	2437241 pt
最上静香220位	2344798 pt
最上静香240位	2101616 pt
最上静香260位	1379534 pt
最上静香280位	759161 pt
最上静香300位	394888 pt
伊吹翼60位	2310322 pt
伊吹翼80位	2123337 pt
伊吹翼100位	2035100 pt
伊吹翼120位	2003302 pt
伊吹翼140位	1913874 pt
伊吹翼160位	1837133 pt
伊吹翼180位	1802767 pt
伊吹翼200位	1731727 pt
伊吹翼220位	1649593 pt
伊吹翼240位	1562442 pt
伊吹翼260位	1200544 pt
伊吹翼280位	438311 pt
伊吹翼300位	238263 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4475238 pt
田中琴葉100位	4223807 pt
田中琴葉120位	4009234 pt
田中琴葉140位	3749952 pt
田中琴葉160位	3594542 pt
田中琴葉180位	3475037 pt
田中琴葉200位	3308090 pt
田中琴葉220位	3157454 pt
田中琴葉240位	2968790 pt
田中琴葉260位	2174426 pt
田中琴葉280位	761934 pt
田中琴葉300位	360062 pt
島原エレナ60位	2090622 pt
島原エレナ80位	2008513 pt
島原エレナ100位	1983024 pt
島原エレナ120位	1853829 pt
島原エレナ140位	1800080 pt
島原エレナ160位	1687566 pt
島原エレナ180位	1619321 pt
島原エレナ200位	1557230 pt
島原エレナ220位	1514275 pt
島原エレナ240位	1454591 pt
島原エレナ260位	968494 pt
島原エレナ280位	538665 pt
島原エレナ300位	313390 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2307755 pt
佐竹美奈子100位	2189678 pt
佐竹美奈子120位	2055804 pt
佐竹美奈子140位	2009917 pt
佐竹美奈子160位	1981227 pt
佐竹美奈子180位	1862870 pt
佐竹美奈子200位	1752139 pt
佐竹美奈子220位	1613835 pt
佐竹美奈子240位	1435954 pt
佐竹美奈子260位	813994 pt
佐竹美奈子280位	480319 pt
佐竹美奈子300位	311255 pt
所恵美60位	3107822 pt
所恵美80位	3007957 pt
所恵美100位	2888491 pt
所恵美120位	2747011 pt
所恵美140位	2631689 pt
所恵美160位	2519164 pt
所恵美180位	2475094 pt
所恵美200位	2394957 pt
所恵美220位	2311530 pt
所恵美240位	2164713 pt
所恵美260位	1508316 pt
所恵美280位	650313 pt
所恵美300位	415106 pt
徳川まつり60位	2418656 pt
徳川まつり80位	2317789 pt
徳川まつり100位	2201554 pt
徳川まつり120位	2106902 pt
徳川まつり140位	2054975 pt
徳川まつり160位	2011435 pt
徳川まつり180位	2000000 pt
徳川まつり200位	1907976 pt
徳川まつり220位	1823998 pt
徳川まつり240位	1744580 pt
徳川まつり260位	1223107 pt
徳川まつり280位	570184 pt
徳川まつり300位	350738 pt
箱崎星梨花60位	2626267 pt
箱崎星梨花80位	2512080 pt
箱崎星梨花100位	2417162 pt
箱崎星梨花120位	2305354 pt
箱崎星梨花140位	2208262 pt
箱崎星梨花160位	2114700 pt
箱崎星梨花180位	2053663 pt
箱崎星梨花200位	2003879 pt
箱崎星梨花220位	1900723 pt
箱崎星梨花240位	1714765 pt
箱崎星梨花260位	1102502 pt
箱崎星梨花280位	481746 pt
箱崎星梨花300位	290636 pt
野々原茜60位	2000584 pt
野々原茜80位	1821560 pt
野々原茜100位	1717651 pt
野々原茜120位	1616593 pt
野々原茜140位	1540402 pt
野々原茜160位	1448077 pt
野々原茜180位	1393385 pt
野々原茜200位	1312868 pt
野々原茜220位	1225870 pt
野々原茜240位	1124966 pt
野々原茜260位	647655 pt
野々原茜280位	391868 pt
野々原茜300位	271031 pt
望月杏奈60位	3031861 pt
望月杏奈80位	2947415 pt
望月杏奈100位	2801492 pt
望月杏奈120位	2617193 pt
望月杏奈140位	2540425 pt
望月杏奈160位	2428448 pt
望月杏奈180位	2348546 pt
望月杏奈200位	2266362 pt
望月杏奈220位	2166364 pt
望月杏奈240位	1991245 pt
望月杏奈260位	1354874 pt
望月杏奈280位	567044 pt
望月杏奈300位	307794 pt
ロコ60位	2301010 pt
ロコ80位	2171191 pt
ロコ100位	2081800 pt
ロコ120位	2032430 pt
ロコ140位	2004831 pt
ロコ160位	1907668 pt
ロコ180位	1803233 pt
ロコ200位	1679951 pt
ロコ220位	1604983 pt
ロコ240位	1507594 pt
ロコ260位	1050006 pt
ロコ280位	512668 pt
ロコ300位	300625 pt
七尾百合子60位	3531041 pt
七尾百合子80位	3399961 pt
七尾百合子100位	3167570 pt
七尾百合子120位	3020873 pt
七尾百合子140位	2977557 pt
七尾百合子160位	2800642 pt
七尾百合子180位	2702939 pt
七尾百合子200位	2539254 pt
七尾百合子220位	2458006 pt
七尾百合子240位	2041624 pt
七尾百合子260位	1142163 pt
七尾百合子280位	475645 pt
七尾百合子300位	280560 pt
高山紗代子60位	2573050 pt
高山紗代子80位	2466672 pt
高山紗代子100位	2349627 pt
高山紗代子120位	2292266 pt
高山紗代子140位	2214099 pt
高山紗代子160位	2133177 pt
高山紗代子180位	2100310 pt
高山紗代子200位	2055606 pt
高山紗代子220位	2006683 pt
高山紗代子240位	1891328 pt
高山紗代子260位	1082219 pt
高山紗代子280位	567114 pt
高山紗代子300位	360409 pt
松田亜利沙60位	2022175 pt
松田亜利沙80位	2000000 pt
松田亜利沙100位	1900012 pt
松田亜利沙120位	1823126 pt
松田亜利沙140位	1753889 pt
松田亜利沙160位	1702570 pt
松田亜利沙180位	1631821 pt
松田亜利沙200位	1573940 pt
松田亜利沙220位	1533723 pt
松田亜利沙240位	1475435 pt
松田亜利沙260位	996430 pt
松田亜利沙280位	482909 pt
松田亜利沙300位	294913 pt
高坂海美60位	2557739 pt
高坂海美80位	2516468 pt
高坂海美100位	2464817 pt
高坂海美120位	2379258 pt
高坂海美140位	2301805 pt
高坂海美160位	2232646 pt
高坂海美180位	2159864 pt
高坂海美200位	2094142 pt
高坂海美220位	2037764 pt
高坂海美240位	1958968 pt
高坂海美260位	1405177 pt
高坂海美280位	800584 pt
高坂海美300位	342820 pt
中谷育60位	1844491 pt
中谷育80位	1734493 pt
中谷育100位	1667641 pt
中谷育120位	1589099 pt
中谷育140位	1534921 pt
中谷育160位	1498868 pt
中谷育180位	1420173 pt
中谷育200位	1359968 pt
中谷育220位	1312100 pt
中谷育240位	1253991 pt
中谷育260位	992117 pt
中谷育280位	556400 pt
中谷育300位	298457 pt
天空橋朋花60位	2404307 pt
天空橋朋花80位	2291114 pt
天空橋朋花100位	2229540 pt
天空橋朋花120位	2195610 pt
天空橋朋花140位	2143543 pt
天空橋朋花160位	2106208 pt
天空橋朋花180位	2046034 pt
天空橋朋花200位	2003878 pt
天空橋朋花220位	1946239 pt
天空橋朋花240位	1880928 pt
天空橋朋花260位	1378613 pt
天空橋朋花280位	525916 pt
天空橋朋花300位	255208 pt
エミリー60位	2020547 pt
エミリー80位	1948096 pt
エミリー100位	1839061 pt
