春日未来60位	2567555 pt
春日未来80位	2517336 pt
春日未来100位	2467641 pt
春日未来120位	2411893 pt
春日未来140位	2383475 pt
春日未来160位	2345269 pt
春日未来180位	2313523 pt
春日未来200位	2271004 pt
春日未来220位	2229794 pt
春日未来240位	2200496 pt
春日未来260位	2115646 pt
春日未来280位	691409 pt
春日未来300位	395149 pt
最上静香60位	3024286 pt
最上静香80位	3000345 pt
最上静香100位	2904018 pt
最上静香120位	2791918 pt
最上静香140位	2672055 pt
最上静香160位	2618802 pt
最上静香180位	2561728 pt
最上静香200位	2511671 pt
最上静香220位	2477006 pt
最上静香240位	2405785 pt
最上静香260位	2218612 pt
最上静香280位	1000449 pt
最上静香300位	427297 pt
伊吹翼60位	2396467 pt
伊吹翼80位	2239336 pt
伊吹翼100位	2185516 pt
伊吹翼120位	2113284 pt
伊吹翼140位	2089765 pt
伊吹翼160位	2049649 pt
伊吹翼180位	2012549 pt
伊吹翼200位	2001512 pt
伊吹翼220位	1971689 pt
伊吹翼240位	1927989 pt
伊吹翼260位	1809672 pt
伊吹翼280位	689383 pt
伊吹翼300位	300756 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4507583 pt
田中琴葉100位	4269169 pt
田中琴葉120位	4022299 pt
田中琴葉140位	3781684 pt
田中琴葉160位	3669518 pt
田中琴葉180位	3536407 pt
田中琴葉200位	3413831 pt
田中琴葉220位	3283517 pt
田中琴葉240位	3190093 pt
田中琴葉260位	2511469 pt
田中琴葉280位	924469 pt
田中琴葉300位	413615 pt
島原エレナ60位	2212732 pt
島原エレナ80位	2146351 pt
島原エレナ100位	2094997 pt
島原エレナ120位	2048919 pt
島原エレナ140位	2005112 pt
島原エレナ160位	1982694 pt
島原エレナ180位	1938735 pt
島原エレナ200位	1904150 pt
島原エレナ220位	1871005 pt
島原エレナ240位	1832097 pt
島原エレナ260位	1744596 pt
島原エレナ280位	752659 pt
島原エレナ300位	352786 pt
佐竹美奈子60位	2610687 pt
佐竹美奈子80位	2314530 pt
佐竹美奈子100位	2210218 pt
佐竹美奈子120位	2123811 pt
佐竹美奈子140位	2061379 pt
佐竹美奈子160位	2020788 pt
佐竹美奈子180位	1999448 pt
佐竹美奈子200位	1933663 pt
佐竹美奈子220位	1872287 pt
佐竹美奈子240位	1815621 pt
佐竹美奈子260位	1730495 pt
佐竹美奈子280位	922890 pt
佐竹美奈子300位	409044 pt
所恵美60位	3154543 pt
所恵美80位	3030305 pt
所恵美100位	2950365 pt
所恵美120位	2810298 pt
所恵美140位	2751574 pt
所恵美160位	2679615 pt
所恵美180位	2580979 pt
所恵美200位	2509907 pt
所恵美220位	2473782 pt
所恵美240位	2411558 pt
所恵美260位	2200926 pt
所恵美280位	784358 pt
所恵美300位	459069 pt
徳川まつり60位	2501384 pt
徳川まつり80位	2399568 pt
徳川まつり100位	2310130 pt
徳川まつり120位	2255881 pt
徳川まつり140位	2189828 pt
徳川まつり160位	2116476 pt
徳川まつり180位	2097729 pt
徳川まつり200位	2045324 pt
徳川まつり220位	2010183 pt
徳川まつり240位	1995051 pt
徳川まつり260位	1866828 pt
徳川まつり280位	748420 pt
徳川まつり300位	390325 pt
箱崎星梨花60位	2639970 pt
箱崎星梨花80位	2526904 pt
箱崎星梨花100位	2475868 pt
箱崎星梨花120位	2350993 pt
箱崎星梨花140位	2279414 pt
箱崎星梨花160位	2207938 pt
箱崎星梨花180位	2132301 pt
箱崎星梨花200位	2087832 pt
箱崎星梨花220位	2044952 pt
箱崎星梨花240位	2010329 pt
箱崎星梨花260位	1886940 pt
箱崎星梨花280位	884172 pt
箱崎星梨花300位	319595 pt
野々原茜60位	2008795 pt
野々原茜80位	1897904 pt
野々原茜100位	1780714 pt
野々原茜120位	1706799 pt
野々原茜140位	1628232 pt
野々原茜160位	1595889 pt
野々原茜180位	1529750 pt
野々原茜200位	1491788 pt
野々原茜220位	1465538 pt
野々原茜240位	1418712 pt
野々原茜260位	1331398 pt
野々原茜280位	881998 pt
野々原茜300位	438357 pt
望月杏奈60位	3079038 pt
望月杏奈80位	3001580 pt
望月杏奈100位	2844438 pt
望月杏奈120位	2725056 pt
望月杏奈140位	2627444 pt
望月杏奈160位	2557245 pt
望月杏奈180位	2506818 pt
望月杏奈200位	2453453 pt
望月杏奈220位	2410831 pt
望月杏奈240位	2383187 pt
望月杏奈260位	2163453 pt
望月杏奈280位	748656 pt
望月杏奈300位	337030 pt
ロコ60位	2316975 pt
ロコ80位	2222222 pt
ロコ100位	2144306 pt
ロコ120位	2087862 pt
ロコ140位	2042990 pt
ロコ160位	2005433 pt
ロコ180位	1955795 pt
ロコ200位	1901749 pt
ロコ220位	1854718 pt
ロコ240位	1818977 pt
ロコ260位	1726037 pt
ロコ280位	583898 pt
ロコ300位	346017 pt
七尾百合子60位	3565008 pt
七尾百合子80位	3430218 pt
七尾百合子100位	3210862 pt
七尾百合子120位	3048127 pt
七尾百合子140位	3000770 pt
七尾百合子160位	2827003 pt
七尾百合子180位	2754764 pt
七尾百合子200位	2666033 pt
七尾百合子220位	2510771 pt
七尾百合子240位	2429525 pt
七尾百合子260位	2074224 pt
七尾百合子280位	896253 pt
七尾百合子300位	386138 pt
高山紗代子60位	2607339 pt
高山紗代子80位	2507026 pt
高山紗代子100位	2419527 pt
高山紗代子120位	2346076 pt
高山紗代子140位	2279041 pt
高山紗代子160位	2229233 pt
高山紗代子180位	2176239 pt
高山紗代子200位	2135689 pt
高山紗代子220位	2105062 pt
高山紗代子240位	2015032 pt
高山紗代子260位	1668344 pt
高山紗代子280位	799056 pt
高山紗代子300位	394550 pt
松田亜利沙60位	2115302 pt
松田亜利沙80位	2016327 pt
松田亜利沙100位	2000602 pt
松田亜利沙120位	1938041 pt
松田亜利沙140位	1896665 pt
松田亜利沙160位	1835880 pt
松田亜利沙180位	1790899 pt
松田亜利沙200位	1745063 pt
松田亜利沙220位	1720059 pt
松田亜利沙240位	1694173 pt
松田亜利沙260位	1572377 pt
松田亜利沙280位	588307 pt
松田亜利沙300位	322571 pt
高坂海美60位	2707354 pt
高坂海美80位	2610798 pt
高坂海美100位	2553799 pt
高坂海美120位	2514750 pt
高坂海美140位	2457910 pt
高坂海美160位	2402174 pt
高坂海美180位	2325786 pt
高坂海美200位	2271312 pt
高坂海美220位	2220647 pt
高坂海美240位	2179631 pt
高坂海美260位	2000000 pt
高坂海美280位	887136 pt
高坂海美300位	365271 pt
中谷育60位	1919191 pt
中谷育80位	1870110 pt
中谷育100位	1803711 pt
中谷育120位	1736498 pt
中谷育140位	1704440 pt
中谷育160位	1668981 pt
中谷育180位	1634580 pt
中谷育200位	1603151 pt
中谷育220位	1569685 pt
中谷育240位	1541717 pt
中谷育260位	1478679 pt
中谷育280位	868616 pt
中谷育300位	400235 pt
天空橋朋花60位	2506086 pt
天空橋朋花80位	2431590 pt
天空橋朋花100位	2404426 pt
天空橋朋花120位	2342836 pt
天空橋朋花140位	2294117 pt
天空橋朋花160位	2242256 pt
天空橋朋花180位	2208082 pt
天空橋朋花200位	2192969 pt
天空橋朋花220位	2162542 pt
天空橋朋花240位	2121204 pt
天空橋朋花260位	2034756 pt
天空橋朋花280位	723365 pt
天空橋朋花300位	283871 pt
エミリー60位	2083817 pt
エミリー80位	2005007 pt
エミリー100位	1929550 pt
エミリー120位	1850345 pt
エミリー140位	1807994 pt
エミリー160位	1761905 pt
エミリー180位	1716190 pt
エミリー200位	1676749 pt
エミリー220位	1625462 pt
エミリー240位	1582227 pt
エミリー260位	1503615 pt
エミリー280位	763804 pt
エミリー300位	349118 pt
北沢志保60位	3063832 pt
北沢志保80位	3003511 pt
北沢志保100位	2825218 pt
北沢志保120位	2598419 pt
北沢志保140位	2507660 pt
北沢志保160位	2385513 pt
北沢志保180位	2300823 pt
北沢志保200位	2233436 pt
北沢志保220位	2201297 pt
北沢志保240位	2104375 pt
北沢志保260位	1681830 pt
北沢志保280位	669829 pt
北沢志保300位	346872 pt
舞浜歩60位	1664358 pt
舞浜歩80位	1603468 pt
舞浜歩100位	1543047 pt
舞浜歩120位	1510095 pt
舞浜歩140位	1486453 pt
舞浜歩160位	1418076 pt
舞浜歩180位	1390580 pt
舞浜歩200位	1345451 pt
舞浜歩220位	1298803 pt
舞浜歩240位	1258164 pt
舞浜歩260位	1156060 pt
舞浜歩280位	438207 pt
舞浜歩300位	245160 pt
木下ひなた60位	1839485 pt
