春日未来200位	1843728 pt
春日未来210位	1808740 pt
春日未来220位	1763827 pt
春日未来230位	1601291 pt
春日未来240位	1452094 pt
春日未来250位	1201467 pt
春日未来260位	1007713 pt
春日未来270位	660166 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	251228 pt
最上静香200位	2253666 pt
最上静香210位	2186430 pt
最上静香220位	2140683 pt
最上静香230位	1960991 pt
最上静香240位	1623626 pt
最上静香250位	1371492 pt
最上静香260位	1153948 pt
最上静香270位	748243 pt
最上静香280位	531358 pt
最上静香290位	426964 pt
最上静香300位	325233 pt
伊吹翼200位	1566008 pt
伊吹翼210位	1520586 pt
伊吹翼220位	1501960 pt
伊吹翼230位	1401215 pt
伊吹翼240位	1229636 pt
伊吹翼250位	1056571 pt
伊吹翼260位	715125 pt
伊吹翼270位	423463 pt
伊吹翼280位	267202 pt
伊吹翼290位	216770 pt
伊吹翼300位	184017 pt
田中琴葉200位	3162884 pt
田中琴葉210位	3089110 pt
田中琴葉220位	2949762 pt
田中琴葉230位	2770114 pt
田中琴葉240位	2338288 pt
田中琴葉250位	1935781 pt
田中琴葉260位	1188757 pt
田中琴葉270位	835967 pt
田中琴葉280位	546389 pt
田中琴葉290位	394950 pt
田中琴葉300位	314606 pt
島原エレナ200位	1366883 pt
島原エレナ210位	1318681 pt
島原エレナ220位	1284159 pt
島原エレナ230位	1131717 pt
島原エレナ240位	819582 pt
島原エレナ250位	587254 pt
島原エレナ260位	500038 pt
島原エレナ270位	390556 pt
島原エレナ280位	319066 pt
島原エレナ290位	261143 pt
島原エレナ300位	199911 pt
佐竹美奈子200位	1659589 pt
佐竹美奈子210位	1560826 pt
佐竹美奈子220位	1500617 pt
佐竹美奈子230位	1186129 pt
佐竹美奈子240位	847444 pt
佐竹美奈子250位	596091 pt
佐竹美奈子260位	437295 pt
佐竹美奈子270位	338988 pt
佐竹美奈子280位	268632 pt
佐竹美奈子290位	232391 pt
佐竹美奈子300位	189219 pt
所恵美200位	2245847 pt
所恵美210位	2200575 pt
所恵美220位	2144886 pt
所恵美230位	2035124 pt
所恵美240位	1836229 pt
所恵美250位	1472120 pt
所恵美260位	1213132 pt
所恵美270位	766635 pt
所恵美280位	543307 pt
所恵美290位	455090 pt
所恵美300位	378329 pt
徳川まつり200位	1720997 pt
徳川まつり210位	1672132 pt
徳川まつり220位	1568974 pt
徳川まつり230位	1425027 pt
徳川まつり240位	1153575 pt
徳川まつり250位	796317 pt
徳川まつり260位	571131 pt
徳川まつり270位	438887 pt
徳川まつり280位	382300 pt
徳川まつり290位	316137 pt
徳川まつり300位	260521 pt
箱崎星梨花200位	1850281 pt
箱崎星梨花210位	1796936 pt
箱崎星梨花220位	1746055 pt
箱崎星梨花230位	1604856 pt
箱崎星梨花240位	1388696 pt
箱崎星梨花250位	996198 pt
箱崎星梨花260位	687224 pt
箱崎星梨花270位	454845 pt
箱崎星梨花280位	321630 pt
箱崎星梨花290位	272601 pt
箱崎星梨花300位	226083 pt
野々原茜200位	1169441 pt
野々原茜210位	1139661 pt
野々原茜220位	1069439 pt
野々原茜230位	994559 pt
野々原茜240位	706687 pt
野々原茜250位	550030 pt
野々原茜260位	435253 pt
野々原茜270位	356924 pt
野々原茜280位	285248 pt
野々原茜290位	248918 pt
野々原茜300位	192322 pt
望月杏奈200位	2192426 pt
望月杏奈210位	2101432 pt
望月杏奈220位	1964653 pt
望月杏奈230位	1707054 pt
望月杏奈240位	1358836 pt
望月杏奈250位	1046541 pt
望月杏奈260位	763035 pt
望月杏奈270位	505311 pt
望月杏奈280位	361772 pt
望月杏奈290位	291973 pt
望月杏奈300位	251803 pt
ロコ200位	1596023 pt
ロコ210位	1538865 pt
ロコ220位	1501661 pt
ロコ230位	1327466 pt
ロコ240位	1011650 pt
ロコ250位	787468 pt
ロコ260位	545857 pt
ロコ270位	433785 pt
ロコ280位	323282 pt
ロコ290位	247671 pt
ロコ300位	197071 pt
七尾百合子200位	2500069 pt
七尾百合子210位	2422988 pt
七尾百合子220位	2272096 pt
七尾百合子230位	2036717 pt
七尾百合子240位	1574079 pt
七尾百合子250位	1222104 pt
七尾百合子260位	858830 pt
七尾百合子270位	492047 pt
七尾百合子280位	347890 pt
七尾百合子290位	277806 pt
七尾百合子300位	226926 pt
高山紗代子200位	1924063 pt
