春日未来200位	1989286 pt
春日未来210位	1943123 pt
春日未来220位	1920893 pt
春日未来230位	1873887 pt
春日未来240位	1806343 pt
春日未来250位	1622960 pt
春日未来260位	1301288 pt
春日未来270位	980182 pt
春日未来280位	592333 pt
春日未来290位	432224 pt
春日未来300位	319901 pt
最上静香200位	2403477 pt
最上静香210位	2362705 pt
最上静香220位	2323586 pt
最上静香230位	2202207 pt
最上静香240位	1974244 pt
最上静香250位	1694202 pt
最上静香260位	1304718 pt
最上静香270位	1041762 pt
最上静香280位	683641 pt
最上静香290位	515859 pt
最上静香300位	358934 pt
伊吹翼200位	1673908 pt
伊吹翼210位	1634218 pt
伊吹翼220位	1589376 pt
伊吹翼230位	1546610 pt
伊吹翼240位	1508648 pt
伊吹翼250位	1346183 pt
伊吹翼260位	1024364 pt
伊吹翼270位	729687 pt
伊吹翼280位	350943 pt
伊吹翼290位	264286 pt
伊吹翼300位	221810 pt
田中琴葉200位	3296943 pt
田中琴葉210位	3200764 pt
田中琴葉220位	3134782 pt
田中琴葉230位	3076756 pt
田中琴葉240位	2838400 pt
田中琴葉250位	2352691 pt
田中琴葉260位	1941401 pt
田中琴葉270位	1007275 pt
田中琴葉280位	743032 pt
田中琴葉290位	451312 pt
田中琴葉300位	359386 pt
島原エレナ200位	1504303 pt
島原エレナ210位	1471339 pt
島原エレナ220位	1436962 pt
島原エレナ230位	1375600 pt
島原エレナ240位	1304044 pt
島原エレナ250位	1089724 pt
島原エレナ260位	738907 pt
島原エレナ270位	560365 pt
島原エレナ280位	466359 pt
島原エレナ290位	392073 pt
島原エレナ300位	311863 pt
佐竹美奈子200位	1745728 pt
佐竹美奈子210位	1654188 pt
佐竹美奈子220位	1607679 pt
佐竹美奈子230位	1526889 pt
佐竹美奈子240位	1388177 pt
佐竹美奈子250位	1024143 pt
佐竹美奈子260位	674352 pt
佐竹美奈子270位	485181 pt
佐竹美奈子280位	389167 pt
佐竹美奈子290位	324151 pt
佐竹美奈子300位	264480 pt
所恵美200位	2359465 pt
所恵美210位	2326778 pt
所恵美220位	2240359 pt
所恵美230位	2212000 pt
所恵美240位	2067240 pt
所恵美250位	1865533 pt
所恵美260位	1508316 pt
所恵美270位	935253 pt
所恵美280位	645870 pt
所恵美290位	491587 pt
所恵美300位	412501 pt
徳川まつり200位	1837489 pt
徳川まつり210位	1809483 pt
徳川まつり220位	1776332 pt
徳川まつり230位	1740693 pt
徳川まつり240位	1604122 pt
徳川まつり250位	1414096 pt
徳川まつり260位	1087758 pt
徳川まつり270位	708577 pt
徳川まつり280位	495211 pt
徳川まつり290位	392610 pt
徳川まつり300位	344476 pt
箱崎星梨花200位	1974123 pt
箱崎星梨花210位	1909943 pt
箱崎星梨花220位	1852124 pt
箱崎星梨花230位	1797216 pt
箱崎星梨花240位	1666262 pt
箱崎星梨花250位	1496951 pt
箱崎星梨花260位	988673 pt
箱崎星梨花270位	612652 pt
箱崎星梨花280位	426411 pt
箱崎星梨花290位	328526 pt
