春日未来60位	81296 pt
春日未来80位	56082 pt
春日未来100位	42939 pt
春日未来120位	28900 pt
春日未来140位	22073 pt
春日未来160位	15054 pt
春日未来180位	10495 pt
春日未来200位	8683 pt
春日未来220位	7264 pt
春日未来240位	6081 pt
春日未来260位	4935 pt
春日未来280位	4132 pt
春日未来300位	3436 pt
最上静香60位	90374 pt
最上静香80位	53740 pt
最上静香100位	37982 pt
最上静香120位	29666 pt
最上静香140位	22196 pt
最上静香160位	17164 pt
最上静香180位	13416 pt
最上静香200位	10025 pt
最上静香220位	7337 pt
最上静香240位	6272 pt
最上静香260位	4774 pt
最上静香280位	4244 pt
最上静香300位	3611 pt
伊吹翼60位	58401 pt
伊吹翼80位	36615 pt
伊吹翼100位	25872 pt
伊吹翼120位	17357 pt
伊吹翼140位	14067 pt
伊吹翼160位	10302 pt
伊吹翼180位	8181 pt
伊吹翼200位	6369 pt
伊吹翼220位	5305 pt
伊吹翼240位	4452 pt
伊吹翼260位	3519 pt
伊吹翼280位	3018 pt
伊吹翼300位	2458 pt
田中琴葉60位	172644 pt
田中琴葉80位	119752 pt
田中琴葉100位	73848 pt
田中琴葉120位	51450 pt
田中琴葉140位	37235 pt
田中琴葉160位	24668 pt
田中琴葉180位	18588 pt
田中琴葉200位	14267 pt
田中琴葉220位	10477 pt
田中琴葉240位	9145 pt
田中琴葉260位	7814 pt
田中琴葉280位	6628 pt
田中琴葉300位	5450 pt
島原エレナ60位	29792 pt
島原エレナ80位	16371 pt
島原エレナ100位	9359 pt
島原エレナ120位	5577 pt
島原エレナ140位	4334 pt
島原エレナ160位	3175 pt
島原エレナ180位	1997 pt
島原エレナ200位	1321 pt
島原エレナ220位	865 pt
島原エレナ240位	575 pt
島原エレナ260位	406 pt
島原エレナ280位	305 pt
島原エレナ300位	208 pt
佐竹美奈子60位	109195 pt
佐竹美奈子80位	58456 pt
佐竹美奈子100位	35628 pt
佐竹美奈子120位	24999 pt
佐竹美奈子140位	16424 pt
佐竹美奈子160位	12022 pt
佐竹美奈子180位	9909 pt
佐竹美奈子200位	7916 pt
佐竹美奈子220位	5914 pt
佐竹美奈子240位	4737 pt
佐竹美奈子260位	3467 pt
佐竹美奈子280位	2872 pt
佐竹美奈子300位	2192 pt
所恵美60位	114253 pt
所恵美80位	78091 pt
所恵美100位	47766 pt
所恵美120位	31008 pt
所恵美140位	24872 pt
所恵美160位	19960 pt
所恵美180位	15956 pt
所恵美200位	12815 pt
所恵美220位	10603 pt
所恵美240位	8802 pt
所恵美260位	7102 pt
所恵美280位	6124 pt
所恵美300位	5380 pt
徳川まつり60位	45406 pt
徳川まつり80位	33635 pt
徳川まつり100位	23603 pt
徳川まつり120位	17638 pt
徳川まつり140位	13625 pt
徳川まつり160位	10912 pt
徳川まつり180位	9031 pt
徳川まつり200位	7490 pt
徳川まつり220位	6372 pt
徳川まつり240位	5135 pt
徳川まつり260位	4454 pt
徳川まつり280位	3721 pt
徳川まつり300位	3082 pt
箱崎星梨花60位	90798 pt
箱崎星梨花80位	57885 pt
箱崎星梨花100位	36030 pt
箱崎星梨花120位	22114 pt
箱崎星梨花140位	16029 pt
箱崎星梨花160位	12249 pt
箱崎星梨花180位	9852 pt
箱崎星梨花200位	7468 pt
