春日未来60位	2470698 pt
春日未来80位	2346556 pt
春日未来100位	2272002 pt
春日未来120位	2205324 pt
春日未来140位	2119856 pt
春日未来160位	2038672 pt
春日未来180位	2000466 pt
春日未来200位	1916211 pt
春日未来220位	1837683 pt
春日未来240位	1662237 pt
春日未来260位	1179106 pt
春日未来280位	542237 pt
春日未来300位	319901 pt
最上静香60位	3004516 pt
最上静香80位	2851267 pt
最上静香100位	2749717 pt
最上静香120位	2640647 pt
最上静香140位	2540836 pt
最上静香160位	2497955 pt
最上静香180位	2428024 pt
最上静香200位	2350272 pt
最上静香220位	2245281 pt
最上静香240位	1775321 pt
最上静香260位	1228044 pt
最上静香280位	669272 pt
最上静香300位	358934 pt
伊吹翼60位	2300193 pt
伊吹翼80位	2104700 pt
伊吹翼100位	2008387 pt
伊吹翼120位	1975284 pt
伊吹翼140位	1833768 pt
伊吹翼160位	1798971 pt
伊吹翼180位	1708013 pt
伊吹翼200位	1630599 pt
伊吹翼220位	1539391 pt
伊吹翼240位	1415440 pt
伊吹翼260位	856519 pt
伊吹翼280位	346300 pt
伊吹翼300位	210591 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4469987 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4005191 pt
田中琴葉140位	3712432 pt
田中琴葉160位	3565171 pt
田中琴葉180位	3403749 pt
田中琴葉200位	3245732 pt
田中琴葉220位	3081397 pt
田中琴葉240位	2728541 pt
田中琴葉260位	1322021 pt
田中琴葉280位	583579 pt
田中琴葉300位	348818 pt
島原エレナ60位	2050868 pt
島原エレナ80位	2004403 pt
島原エレナ100位	1927037 pt
島原エレナ120位	1808356 pt
島原エレナ140位	1719335 pt
島原エレナ160位	1615148 pt
島原エレナ180位	1517228 pt
島原エレナ200位	1451739 pt
島原エレナ220位	1350265 pt
島原エレナ240位	1104543 pt
島原エレナ260位	600349 pt
島原エレナ280位	377925 pt
島原エレナ300位	257056 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2142898 pt
佐竹美奈子120位	2053806 pt
佐竹美奈子140位	2004033 pt
佐竹美奈子160位	1927310 pt
佐竹美奈子180位	1826586 pt
佐竹美奈子200位	1704955 pt
佐竹美奈子220位	1570204 pt
佐竹美奈子240位	1186129 pt
佐竹美奈子260位	555777 pt
佐竹美奈子280位	355513 pt
佐竹美奈子300位	218614 pt
所恵美60位	3068076 pt
所恵美80位	3000993 pt
所恵美100位	2766569 pt
所恵美120位	2681778 pt
所恵美140位	2558550 pt
所恵美160位	2488219 pt
所恵美180位	2400367 pt
所恵美200位	2311530 pt
所恵美220位	2212000 pt
所恵美240位	1883868 pt
所恵美260位	1404731 pt
所恵美280位	626989 pt
所恵美300位	397816 pt
徳川まつり60位	2371530 pt
徳川まつり80位	2283156 pt
徳川まつり100位	2130101 pt
徳川まつり120位	2061259 pt
徳川まつり140位	2011435 pt
徳川まつり160位	1958437 pt
徳川まつり180位	1854666 pt
徳川まつり200位	1804002 pt
徳川まつり220位	1711025 pt
徳川まつり240位	1423131 pt
徳川まつり260位	816175 pt
徳川まつり280位	441483 pt
徳川まつり300位	328109 pt
箱崎星梨花60位	2626267 pt
箱崎星梨花80位	2502929 pt
箱崎星梨花100位	2389309 pt
箱崎星梨花120位	2240159 pt
箱崎星梨花140位	2164800 pt
箱崎星梨花160位	2070665 pt
箱崎星梨花180位	2005587 pt
箱崎星梨花200位	1935852 pt
箱崎星梨花220位	1821017 pt
箱崎星梨花240位	1542676 pt
箱崎星梨花260位	875118 pt
箱崎星梨花280位	362531 pt
箱崎星梨花300位	234176 pt
野々原茜60位	2000166 pt
野々原茜80位	1804160 pt
野々原茜100位	1700582 pt
野々原茜120位	1587902 pt
野々原茜140位	1500087 pt
野々原茜160位	1416935 pt
野々原茜180位	1342512 pt
野々原茜200位	1234676 pt
野々原茜220位	1151480 pt
野々原茜240位	955882 pt
野々原茜260位	548248 pt
野々原茜280位	322362 pt
野々原茜300位	213884 pt
望月杏奈60位	3031861 pt
望月杏奈80位	2947415 pt
望月杏奈100位	2722994 pt
望月杏奈120位	2600415 pt
望月杏奈140位	2502875 pt
望月杏奈160位	2400420 pt
望月杏奈180位	2309322 pt
望月杏奈200位	2200233 pt
望月杏奈220位	2074467 pt
望月杏奈240位	1564760 pt
望月杏奈260位	979390 pt
望月杏奈280位	447606 pt
望月杏奈300位	290590 pt
ロコ60位	2283807 pt
ロコ80位	2163847 pt
ロコ100位	2051566 pt
ロコ120位	2013741 pt
ロコ140位	2000000 pt
ロコ160位	1889496 pt
ロコ180位	1696289 pt
ロコ200位	1616000 pt
ロコ220位	1539041 pt
ロコ240位	1250782 pt
ロコ260位	790892 pt
ロコ280位	423279 pt
ロコ300位	239214 pt
七尾百合子60位	3524792 pt
七尾百合子80位	3383058 pt
七尾百合子100位	3158536 pt
七尾百合子120位	3009215 pt
七尾百合子140位	2935470 pt
七尾百合子160位	2770000 pt
七尾百合子180位	2656646 pt
七尾百合子200位	2510771 pt
七尾百合子220位	2422988 pt
七尾百合子240位	1843144 pt
七尾百合子260位	913061 pt
七尾百合子280位	375016 pt
七尾百合子300位	242189 pt
高山紗代子60位	2519179 pt
高山紗代子80位	2401080 pt
高山紗代子100位	2263866 pt
高山紗代子120位	2204611 pt
高山紗代子140位	2141449 pt
高山紗代子160位	2063172 pt
