春日未来	1位	1200000000000008422	ゆたか	12345678
春日未来	2位	1300000000000078030	KBS@未来ちゃんかわいい	5033202
春日未来	3位	300000000000030461	ナナ	3943610
春日未来	4位	700000000000077984	魚肉	3759531
春日未来	5位	400000000000074088	stardust	3612390
春日未来	6位	200000000000007542	さいとぅー	3610000
春日未来	7位	300000000000053068	anonymous	3610000
春日未来	8位	1200000000000097947	阿仁(あに)@台湾	3610000
春日未来	9位	400000000000045365	保登心愛	3610000
春日未来	10位	700000000000000753	蒋介石	3610000
春日未来	11位	600000000000094437	auau	3610000
春日未来	12位	600000000000024409	今日からシャカちゃん(未来ちゃん全所持)	3585486
春日未来	13位	500000000000086725	iOSきち	3582738
春日未来	14位	400000000000049819	銀紙	3466498
春日未来	15位	600000000000079448	青藍	3154310
春日未来	16位	500000000000050070	ムギ介	3086429
春日未来	17位	200000000000056376	みなしごハッチ	3068574
春日未来	18位	200000000000078221	ﾏﾘｹﾛ	3054827
春日未来	19位	1000000000000018683	闇呑	3011766
春日未来	20位	1300000000000080871	夕樹	3007255
春日未来	21位	600000000000002558	ひっき～	3002300
春日未来	22位	100000000000051072	ごつと	3001364
春日未来	23位	300000000000002499	KYON	2996349
春日未来	24位	400000000000074767	ノラ	2992039
春日未来	25位	200000000000004861	あたたん	2975605
春日未来	26位	200000000000028746	じゅんき	2935980
春日未来	27位	500000000000051086	ミーツ	2816819
春日未来	28位	1100000000000079686	nbaws	2815812
春日未来	29位	500000000000000347	のり	2804153
春日未来	30位	500000000000000556	ゆっ	2714313
春日未来	31位	900000000000000524	怜	2709130
春日未来	32位	1100000000000053323	全身赤仮面	2677729
春日未来	33位	300000000000078396	より	2629026
春日未来	34位	1500000000000076331	クマの☆彡	2616792
春日未来	35位	800000000000005026	みょん提督	2601726
春日未来	36位	500000000000013661	めがれ！	2582931
春日未来	37位	200000000000056210	LUCK	2570421
春日未来	38位	96013	八九寺	2567555
春日未来	39位	1400000000000000869	とんぼ	2558156
春日未来	40位	300000000000061324	RISKY	2549162
春日未来	41位	1300000000000022523	まあち	2546807
春日未来	42位	1000000000000056825	古葉。	2531634
春日未来	43位	400000000000030769	バンザイ先生	2528749
春日未来	44位	74889	シロー	2524628
春日未来	45位	900000000000055003	こんにゃく	2517595
春日未来	46位	400000000000011253	nsn	2517336
春日未来	47位	1100000000000007085	のんけ	2512011
春日未来	48位	500000000000075890	コウジ	2509915
春日未来	49位	200000000000021349	たなばた野郎	2509542
春日未来	50位	500000000000081859	はっくしょん8801	2506872
春日未来	51位	400000000000062797	ロンロン	2506494
春日未来	52位	200000000000000903	nas	2506049
春日未来	53位	500000000000031421	ドンキー小朝	2503284
春日未来	54位	800000000000008899	ぬこたゃん	2503266
春日未来	55位	1400000000000000840	かすけ～ど	2501379
春日未来	56位	1500000000000051854	ゆと	2500337
春日未来	57位	1100000000000080689	御鷹らん	2500098
春日未来	58位	200000000000026379	ウィーク	2500000
春日未来	59位	800000000000007922	DAICHI	2480820
春日未来	60位	500000000000087050	おみそ＠同僚募集中	2470698
春日未来	61位	1400000000000093922	小澤祀梨	2460497
春日未来	62位	400000000000093185	ユキ	2449653
春日未来	63位	900000000000001445	カズロウ	2440391
春日未来	64位	600000000000046085	虹	2413583
春日未来	65位	900000000000000080	出雲桜	2409644
春日未来	66位	62161	mlZ2	2401263
春日未来	67位	900000000000051122	あずみの	2400288
春日未来	68位	1300000000000056705	かんらく	2400089
春日未来	69位	800000000000000333	寝そべりぬいぐるみ 春日未来	2394296
春日未来	70位	900000000000055247	ハタ	2390333
春日未来	71位	400000000000091746	鈴	2384173
春日未来	72位	500000000000083970	トウテツ	2383619
春日未来	73位	500000000000052454	Sui	2383475
春日未来	74位	500000000000099965	一通	2373235
春日未来	75位	1200000000000001507	ばし	2370655
春日未来	76位	600000000000002102	しょうっち	2361650
春日未来	77位	500000000000087126	真二	2359542
春日未来	78位	500000000000092034	ポピハム	2356474
春日未来	79位	300000000000004293	すみすみ	2350299
春日未来	80位	1300000000000004554	ひまりん	2350054
春日未来	81位	1400000000000056013	アキ	2345678
春日未来	82位	1100000000000081729	HANSEN	2341450
春日未来	83位	700000000000004721	GSXZ	2334986
春日未来	84位	800000000000007108	サク	2334903
春日未来	85位	200000000000000930	てんしろ	2327602
春日未来	86位	1500000000000072934	カムイ	2327156
春日未来	87位	100000000000030519	マサ！？	2315530
春日未来	88位	1500000000000084431	こいこい	2312968
春日未来	89位	700000000000004849	フューチャー	2310853
春日未来	90位	700000000000052571	きたきた	2309935
春日未来	91位	1200000000000012526	タスク	2307915
春日未来	92位	300000000000014427	たろす@ホワイト企業()	2302747
春日未来	93位	400000000000101656	とたけ	2291254
春日未来	94位	1400000000000009171	ぐぎゅるるる	2289377
春日未来	95位	800000000000021010	りおん	2284362
春日未来	96位	400000000000008200	みずっち	2284080
春日未来	97位	600000000000000976	あるふぽ@流川市宣伝本部	2282780
春日未来	98位	800000000000051878	ケース	2281791
春日未来	99位	500000000000051299	まきよ	2277346
春日未来	100位	1100000000000003035	GoE	2276591
春日未来	101位	500000000000051447	へろ@同僚募集中	2268243
春日未来	102位	1100000000000093573	しまんちゅ	2267996
春日未来	103位	500000000000029280	Ash	2267129
春日未来	104位	600000000000086791	もっきー	2258183
春日未来	105位	900000000000074091	プリズニャン	2252868
春日未来	106位	300000000000010661	あろんぐ	2250563
春日未来	107位	200000000000024983	リョーータ	2247440
春日未来	108位	900000000000080059	こふきいも	2239250
春日未来	109位	400000000000000691	鎖骨	2233895
春日未来	110位	1400000000000075979	nimo	2233511
春日未来	111位	300000000000080388	おいかぜ	2232714
春日未来	112位	300000000000053408	Raki	2231912
春日未来	113位	1400000000000056616	弱いサカナ♪	2223484
春日未来	114位	44	にき(引っ越し中)んご	2222226
春日未来	115位	300000000000085168	Kisarasan	2209891
春日未来	116位	700000000000008773	いんがん	2208473
春日未来	117位	600000000000014132	hiro	2206854
春日未来	118位	1400000000000012168	ぢる	2206542
春日未来	119位	800000000000001094	えだまめ@同僚募集中	2205993
春日未来	120位	300000000000035578	サテン	2205324
春日未来	121位	400000000000072940	ハンクス	2201962
春日未来	122位	700000000000004861	shimashi 	2201350
春日未来	123位	700000000000060668	依楠	2201031
春日未来	124位	1100000000000085617	のーち	2194476
春日未来	125位	1200000000000056355	よっしーP@同僚募集	2178119
春日未来	126位	1000000000000002067	ヒナっぽい	2175252
春日未来	127位	700000000000000423	ファミエリ	2173621
春日未来	128位	1100000000000092933	カルピス(原液)	2170926
春日未来	129位	200000000000097350	chirimen	2168589
春日未来	130位	1300000000000007096	まっさン	2163351
春日未来	131位	94028	DISK3	2162501
春日未来	132位	1200000000000000774	てるあき	2160480
春日未来	133位	1300000000000043081	β版の輝き	2147435
春日未来	134位	800000000000014050	春日未来の焼畑農業	2144460
春日未来	135位	300000000000049644	にょろ	2135309
春日未来	136位	1200000000000079254	クマノミ	2135160
春日未来	137位	1300000000000003580	あしの人	2130788
春日未来	138位	800000000000022399	すが	2124334
春日未来	139位	1000000000000001291	かけ	2123335
春日未来	140位	1200000000000082467	Veri	2122996
春日未来	141位	500000000000007213	サワーＰ	2119856
春日未来	142位	800000000000000870	町長	2115646
春日未来	143位	1200000000000002691	となと	2109792
春日未来	144位	900000000000012323	フリテン	2109223
春日未来	145位	400000000000020235	フリーザ	2103628
春日未来	146位	600000000000000188	あかまる	2102720
春日未来	147位	200000000000007976	レベルゼロ	2100708
春日未来	148位	1400000000000097128	ホワイトドォル	2096833
春日未来	149位	400000000000004401	シヒロ	2094875
春日未来	150位	800000000000051668	きぱ	2078762
春日未来	151位	1300000000000082928	bomdom	2075412
春日未来	152位	1500000000000096931	オウジュ	2070795
春日未来	153位	600000000000038059	かみやん	2063701
春日未来	154位	800000000000001256	きりつネＬ	2062376
春日未来	155位	300000000000022337	まそう	2059411
春日未来	156位	700000000000047331	はるうさ	2053735
春日未来	157位	1200000000000000013	おかゆ	2052787
春日未来	158位	200000000000074122	びお	2050251
春日未来	159位	700000000000081318	kurotuki	2048367
春日未来	160位	100000000000080705	ToRa@	2038672
春日未来	161位	600000000000004089	プロデューサー	2036072
春日未来	162位	400000000000000051	妖狐	2026443
春日未来	163位	1500000000000001683	むみん	2020466
春日未来	164位	1300000000000017744	ギンタ	2013783
春日未来	165位	400000000000086098	AAS	2012512
春日未来	166位	25190	いがらす	2011583
春日未来	167位	500000000000006014	KAI	2010660
春日未来	168位	100000000000023174	あさ漬け	2008587
春日未来	169位	1400000000000051251	しおどめ	2006753
春日未来	170位	100000000000005721	わら	2006356
春日未来	171位	1200000000000003743	きえる	2006028
春日未来	172位	400000000000037159	綾鷹	2005390
春日未来	173位	300000000000080414	ジャン	2003321
春日未来	174位	600000000000004454	伊園	2003137
春日未来	175位	700000000000015432	あかつき	2002172
春日未来	176位	1100000000000021400	未来ギター	2001900
春日未来	177位	1200000000000061983	kuma	2001647
春日未来	178位	74304	いいんちょさん	2001227
春日未来	179位	300000000000002246	TAK	2001183
春日未来	180位	16039	鷹ため	2000466
春日未来	181位	600000000000051510	モモケン	1997559
春日未来	182位	1100000000000050878	神無月葵	1996844
春日未来	183位	12510	dai	1996712
春日未来	184位	1400000000000059028	うなぎ	1992034
春日未来	185位	500000000000006543	ユウキ	1969572
春日未来	186位	3747	だば	1968538
春日未来	187位	100000000000058785	金竹生姜	1966910
春日未来	188位	1300000000000004204	みおん	1946397
春日未来	189位	900000000000077329	こば	1944509
春日未来	190位	1300000000000009448	とも	1941830
春日未来	191位	1400000000000006808	ぶるすぴ	1941630
春日未来	192位	700000000000063664	下降気流	1941588
春日未来	193位	100000000000001103	レコ	1939811
春日未来	194位	600000000000042822	suke@同僚募集中	1938394
春日未来	195位	1200000000000034434	しおん	1938009
春日未来	196位	1100000000000054343	りんゆーP	1935213
