春日未来200位	1849254 pt
春日未来210位	1824216 pt
春日未来220位	1776656 pt
春日未来230位	1619579 pt
春日未来240位	1460644 pt
春日未来250位	1232777 pt
春日未来260位	1007713 pt
春日未来270位	672209 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	251228 pt
最上静香200位	2253666 pt
最上静香210位	2201181 pt
最上静香220位	2150936 pt
最上静香230位	1960991 pt
最上静香240位	1641372 pt
最上静香250位	1383207 pt
最上静香260位	1154330 pt
最上静香270位	748243 pt
最上静香280位	531358 pt
最上静香290位	426964 pt
最上静香300位	325484 pt
伊吹翼200位	1572189 pt
伊吹翼210位	1530182 pt
伊吹翼220位	1504169 pt
伊吹翼230位	1401548 pt
伊吹翼240位	1232772 pt
伊吹翼250位	1071676 pt
伊吹翼260位	715125 pt
伊吹翼270位	439108 pt
伊吹翼280位	273049 pt
伊吹翼290位	221051 pt
伊吹翼300位	184552 pt
田中琴葉200位	3162884 pt
田中琴葉210位	3093002 pt
田中琴葉220位	2961875 pt
田中琴葉230位	2770114 pt
田中琴葉240位	2338288 pt
田中琴葉250位	1941401 pt
田中琴葉260位	1256597 pt
田中琴葉270位	835967 pt
田中琴葉280位	546389 pt
田中琴葉290位	394950 pt
田中琴葉300位	320921 pt
島原エレナ200位	1373804 pt
島原エレナ210位	1323062 pt
島原エレナ220位	1292272 pt
島原エレナ230位	1149427 pt
島原エレナ240位	819582 pt
島原エレナ250位	645580 pt
島原エレナ260位	505135 pt
島原エレナ270位	404521 pt
島原エレナ280位	319531 pt
島原エレナ290位	268475 pt
島原エレナ300位	199911 pt
佐竹美奈子200位	1670633 pt
佐竹美奈子210位	1561037 pt
佐竹美奈子220位	1501404 pt
佐竹美奈子230位	1186129 pt
佐竹美奈子240位	869483 pt
佐竹美奈子250位	603503 pt
佐竹美奈子260位	437295 pt
佐竹美奈子270位	338988 pt
佐竹美奈子280位	268632 pt
佐竹美奈子290位	236677 pt
佐竹美奈子300位	191987 pt
所恵美200位	2245847 pt
所恵美210位	2200575 pt
所恵美220位	2155481 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1477059 pt
所恵美260位	1245357 pt
所恵美270位	773553 pt
所恵美280位	543307 pt
所恵美290位	455090 pt
所恵美300位	378329 pt
徳川まつり200位	1726710 pt
徳川まつり210位	1700137 pt
徳川まつり220位	1601046 pt
徳川まつり230位	1425027 pt
徳川まつり240位	1167225 pt
徳川まつり250位	796317 pt
徳川まつり260位	584285 pt
徳川まつり270位	438887 pt
徳川まつり280位	382300 pt
徳川まつり290位	316137 pt
徳川まつり300位	270805 pt
箱崎星梨花200位	1850281 pt
箱崎星梨花210位	1796936 pt
箱崎星梨花220位	1757071 pt
箱崎星梨花230位	1636872 pt
箱崎星梨花240位	1391749 pt
箱崎星梨花250位	1011960 pt
箱崎星梨花260位	718795 pt
箱崎星梨花270位	454845 pt
箱崎星梨花280位	321630 pt
箱崎星梨花290位	272601 pt
箱崎星梨花300位	226083 pt
野々原茜200位	1180210 pt
野々原茜210位	1140909 pt
野々原茜220位	1081119 pt
野々原茜230位	1001870 pt
野々原茜240位	725459 pt
野々原茜250位	559477 pt
野々原茜260位	452347 pt
野々原茜270位	359383 pt
野々原茜280位	285248 pt
野々原茜290位	248918 pt
野々原茜300位	192322 pt
望月杏奈200位	2192426 pt
望月杏奈210位	2102207 pt
望月杏奈220位	1964653 pt
望月杏奈230位	1707054 pt
望月杏奈240位	1361592 pt
望月杏奈250位	1054584 pt
望月杏奈260位	763035 pt
望月杏奈270位	505311 pt
望月杏奈280位	362274 pt
望月杏奈290位	296681 pt
望月杏奈300位	251803 pt
ロコ200位	1596023 pt
ロコ210位	1552612 pt
ロコ220位	1507594 pt
ロコ230位	1336902 pt
ロコ240位	1013779 pt
ロコ250位	787468 pt
ロコ260位	545857 pt
ロコ270位	433785 pt
ロコ280位	323282 pt
ロコ290位	267779 pt
ロコ300位	197071 pt
七尾百合子200位	2500156 pt
七尾百合子210位	2424242 pt
七尾百合子220位	2290211 pt
七尾百合子230位	2036717 pt
七尾百合子240位	1574079 pt
七尾百合子250位	1222104 pt
七尾百合子260位	858830 pt
七尾百合子270位	492047 pt
七尾百合子280位	347890 pt
七尾百合子290位	277806 pt
七尾百合子300位	226926 pt
高山紗代子200位	1931360 pt
高山紗代子210位	1916213 pt
高山紗代子220位	1840155 pt
高山紗代子230位	1627211 pt
高山紗代子240位	1443157 pt
高山紗代子250位	1216811 pt
高山紗代子260位	926461 pt
高山紗代子270位	694268 pt
高山紗代子280位	455888 pt
高山紗代子290位	394550 pt
高山紗代子300位	295602 pt
松田亜利沙200位	1426311 pt
松田亜利沙210位	1402781 pt
松田亜利沙220位	1358876 pt
松田亜利沙230位	1244229 pt
松田亜利沙240位	1039284 pt
松田亜利沙250位	934757 pt
松田亜利沙260位	591447 pt
松田亜利沙270位	449035 pt
松田亜利沙280位	316606 pt
松田亜利沙290位	256357 pt
松田亜利沙300位	197403 pt
高坂海美200位	1870330 pt
高坂海美210位	1816596 pt
高坂海美220位	1773291 pt
高坂海美230位	1676445 pt
高坂海美240位	1530114 pt
高坂海美250位	1269526 pt
高坂海美260位	1085884 pt
高坂海美270位	877057 pt
高坂海美280位	557985 pt
高坂海美290位	365112 pt
高坂海美300位	313832 pt
中谷育200位	1147345 pt
中谷育210位	1126031 pt
中谷育220位	1094753 pt
中谷育230位	1015928 pt
中谷育240位	967229 pt
中谷育250位	760117 pt
中谷育260位	629223 pt
中谷育270位	436456 pt
中谷育280位	382165 pt
中谷育290位	317678 pt
中谷育300位	256450 pt
天空橋朋花200位	1807227 pt
天空橋朋花210位	1771490 pt
天空橋朋花220位	1737361 pt
天空橋朋花230位	1665960 pt
天空橋朋花240位	1429392 pt
天空橋朋花250位	1175153 pt
天空橋朋花260位	758344 pt
天空橋朋花270位	499261 pt
天空橋朋花280位	345262 pt
天空橋朋花290位	269153 pt
天空橋朋花300位	205810 pt
エミリー200位	1365711 pt
エミリー210位	1311752 pt
エミリー220位	1207173 pt
エミリー230位	1101697 pt
エミリー240位	864825 pt
エミリー250位	519959 pt
エミリー260位	391828 pt
エミリー270位	334156 pt
エミリー280位	260038 pt
エミリー290位	204747 pt
エミリー300位	155754 pt
北沢志保200位	2009164 pt
北沢志保210位	1953230 pt
北沢志保220位	1822968 pt
北沢志保230位	1549331 pt
北沢志保240位	1189533 pt
北沢志保250位	979629 pt
北沢志保260位	648286 pt
北沢志保270位	452644 pt
北沢志保280位	311236 pt
北沢志保290位	263694 pt
北沢志保300位	217938 pt
舞浜歩200位	1023541 pt
舞浜歩210位	1006635 pt
舞浜歩220位	919919 pt
舞浜歩230位	841802 pt
舞浜歩240位	702102 pt
舞浜歩250位	477195 pt
舞浜歩260位	323087 pt
舞浜歩270位	258766 pt
舞浜歩280位	213464 pt
舞浜歩290位	189702 pt
舞浜歩300位	160744 pt
木下ひなた200位	1017209 pt
木下ひなた210位	966507 pt
木下ひなた220位	917024 pt
木下ひなた230位	806833 pt
木下ひなた240位	713712 pt
木下ひなた250位	546547 pt
木下ひなた260位	499039 pt
木下ひなた270位	415308 pt
木下ひなた280位	349930 pt
木下ひなた290位	281749 pt
木下ひなた300位	230379 pt
矢吹可奈200位	1521254 pt
矢吹可奈210位	1503399 pt
矢吹可奈220位	1461909 pt
矢吹可奈230位	1319860 pt
矢吹可奈240位	1194639 pt
矢吹可奈250位	1093897 pt
矢吹可奈260位	826192 pt
矢吹可奈270位	502686 pt
矢吹可奈280位	393425 pt
矢吹可奈290位	273780 pt
矢吹可奈300位	230668 pt
横山奈緒200位	1323397 pt
横山奈緒210位	1228132 pt
横山奈緒220位	1201399 pt
横山奈緒230位	1130032 pt
横山奈緒240位	1036925 pt
横山奈緒250位	754532 pt
横山奈緒260位	533035 pt
横山奈緒270位	465394 pt
横山奈緒280位	311475 pt
横山奈緒290位	248180 pt
横山奈緒300位	197744 pt
二階堂千鶴200位	1497013 pt
二階堂千鶴210位	1445161 pt
二階堂千鶴220位	1400667 pt
二階堂千鶴230位	1298146 pt
二階堂千鶴240位	1156108 pt
二階堂千鶴250位	977427 pt
二階堂千鶴260位	701094 pt
二階堂千鶴270位	455788 pt
二階堂千鶴280位	358701 pt
二階堂千鶴290位	272609 pt
二階堂千鶴300位	213777 pt
馬場このみ200位	1693524 pt
馬場このみ210位	1586355 pt
馬場このみ220位	1341862 pt
馬場このみ230位	1074901 pt
馬場このみ240位	842416 pt
馬場このみ250位	611526 pt
馬場このみ260位	442763 pt
馬場このみ270位	328836 pt
馬場このみ280位	266488 pt
馬場このみ290位	220539 pt
馬場このみ300位	201238 pt
大神環200位	1142661 pt
大神環210位	1112473 pt
大神環220位	1073894 pt
大神環230位	1006182 pt
大神環240位	905104 pt
大神環250位	769764 pt
大神環260位	567734 pt
大神環270位	386127 pt
大神環280位	311772 pt
大神環290位	245864 pt
大神環300位	196783 pt
豊川風花200位	1167388 pt
豊川風花210位	1135698 pt
豊川風花220位	1107333 pt
豊川風花230位	1015042 pt
豊川風花240位	871918 pt
豊川風花250位	646688 pt
豊川風花260位	480855 pt
豊川風花270位	423482 pt
豊川風花280位	341927 pt
豊川風花290位	282396 pt
豊川風花300位	249570 pt
宮尾美也200位	1514979 pt
宮尾美也210位	1466314 pt
宮尾美也220位	1374172 pt
宮尾美也230位	1234236 pt
宮尾美也240位	1085125 pt
宮尾美也250位	935929 pt
宮尾美也260位	743587 pt
宮尾美也270位	576186 pt
宮尾美也280位	443930 pt
宮尾美也290位	306102 pt
宮尾美也300位	212521 pt
福田のり子200位	984056 pt
福田のり子210位	963018 pt
福田のり子220位	926801 pt
福田のり子230位	852443 pt
福田のり子240位	803134 pt
福田のり子250位	691320 pt
福田のり子260位	603176 pt
福田のり子270位	502856 pt
福田のり子280位	382438 pt
福田のり子290位	339232 pt
福田のり子300位	270942 pt
真壁瑞希200位	1598868 pt
真壁瑞希210位	1521802 pt
真壁瑞希220位	1481052 pt
真壁瑞希230位	1361347 pt
真壁瑞希240位	1165204 pt
真壁瑞希250位	908774 pt
真壁瑞希260位	682686 pt
真壁瑞希270位	507311 pt
真壁瑞希280位	444757 pt
真壁瑞希290位	355699 pt
