春日未来60位	2345678 pt
春日未来80位	2235449 pt
春日未来100位	2175252 pt
春日未来120位	2100050 pt
春日未来140位	2006753 pt
春日未来160位	1918658 pt
春日未来180位	1833093 pt
春日未来200位	1797665 pt
春日未来220位	1558236 pt
春日未来240位	1227129 pt
春日未来260位	755460 pt
春日未来280位	405179 pt
春日未来300位	220517 pt
最上静香60位	2976198 pt
最上静香80位	2738949 pt
最上静香100位	2605474 pt
最上静香120位	2524808 pt
最上静香140位	2449733 pt
最上静香160位	2295078 pt
最上静香180位	2233259 pt
最上静香200位	2143195 pt
最上静香220位	2029993 pt
最上静香240位	1448265 pt
最上静香260位	990103 pt
最上静香280位	502553 pt
最上静香300位	317407 pt
伊吹翼60位	2161456 pt
伊吹翼80位	2047474 pt
伊吹翼100位	2002304 pt
伊吹翼120位	1869355 pt
伊吹翼140位	1768593 pt
伊吹翼160位	1634234 pt
伊吹翼180位	1578924 pt
伊吹翼200位	1505089 pt
伊吹翼220位	1287956 pt
伊吹翼240位	1039955 pt
伊吹翼260位	590917 pt
伊吹翼280位	249753 pt
伊吹翼300位	173029 pt
田中琴葉60位	4908364 pt
田中琴葉80位	4379519 pt
田中琴葉100位	4127973 pt
田中琴葉120位	3957535 pt
田中琴葉140位	3644564 pt
田中琴葉160位	3511313 pt
田中琴葉180位	3296943 pt
田中琴葉200位	3091358 pt
田中琴葉220位	2756376 pt
田中琴葉240位	1988199 pt
田中琴葉260位	886631 pt
田中琴葉280位	444722 pt
田中琴葉300位	289121 pt
島原エレナ60位	2016658 pt
島原エレナ80位	1955474 pt
島原エレナ100位	1807564 pt
島原エレナ120位	1731114 pt
島原エレナ140位	1573264 pt
島原エレナ160位	1502958 pt
島原エレナ180位	1398538 pt
島原エレナ200位	1303845 pt
島原エレナ220位	1056593 pt
島原エレナ240位	583891 pt
島原エレナ260位	390556 pt
島原エレナ280位	274921 pt
島原エレナ300位	161632 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2279844 pt
佐竹美奈子100位	2102405 pt
佐竹美奈子120位	2011151 pt
佐竹美奈子140位	1983233 pt
佐竹美奈子160位	1873778 pt
佐竹美奈子180位	1764352 pt
佐竹美奈子200位	1602471 pt
佐竹美奈子220位	1315595 pt
佐竹美奈子240位	567295 pt
佐竹美奈子260位	347308 pt
佐竹美奈子280位	237003 pt
佐竹美奈子300位	163619 pt
所恵美60位	3013913 pt
所恵美80位	2822824 pt
所恵美100位	2666072 pt
所恵美120位	2567898 pt
所恵美140位	2473004 pt
所恵美160位	2399447 pt
所恵美180位	2289620 pt
所恵美200位	2182690 pt
所恵美220位	2038917 pt
所恵美240位	1627351 pt
所恵美260位	1203297 pt
所恵美280位	518276 pt
所恵美300位	357573 pt
徳川まつり60位	2330230 pt
徳川まつり80位	2189038 pt
徳川まつり100位	2083370 pt
徳川まつり120位	2014886 pt
徳川まつり140位	1973909 pt
徳川まつり160位	1827600 pt
徳川まつり180位	1734593 pt
徳川まつり200位	1661948 pt
徳川まつり220位	1420499 pt
徳川まつり240位	975739 pt
徳川まつり260位	478193 pt
徳川まつり280位	357154 pt
徳川まつり300位	228622 pt
箱崎星梨花60位	2552266 pt
箱崎星梨花80位	2436891 pt
箱崎星梨花100位	2275372 pt
箱崎星梨花120位	2143835 pt
箱崎星梨花140位	2041091 pt
箱崎星梨花160位	2000950 pt
箱崎星梨花180位	1875811 pt
箱崎星梨花200位	1783377 pt
箱崎星梨花220位	1600812 pt
箱崎星梨花240位	1062068 pt
箱崎星梨花260位	559486 pt
箱崎星梨花280位	285466 pt
箱崎星梨花300位	191518 pt
野々原茜60位	1848000 pt
野々原茜80位	1707130 pt
野々原茜100位	1558157 pt
野々原茜120位	1453512 pt
野々原茜140位	1345168 pt
野々原茜160位	1283494 pt
野々原茜180位	1211471 pt
野々原茜200位	1128845 pt
野々原茜220位	981539 pt
野々原茜240位	615512 pt
野々原茜260位	356952 pt
野々原茜280位	245425 pt
野々原茜300位	164163 pt
望月杏奈60位	3009014 pt
望月杏奈80位	2826583 pt
望月杏奈100位	2632720 pt
望月杏奈120位	2543804 pt
望月杏奈140位	2435936 pt
望月杏奈160位	2300961 pt
望月杏奈180位	2207840 pt
望月杏奈200位	2092160 pt
望月杏奈220位	1812155 pt
望月杏奈240位	1103649 pt
望月杏奈260位	610207 pt
望月杏奈280位	316643 pt
望月杏奈300位	219080 pt
ロコ60位	2210485 pt
ロコ80位	2120889 pt
ロコ100位	2026641 pt
ロコ120位	2003582 pt
ロコ140位	1872141 pt
ロコ160位	1745507 pt
ロコ180位	1626026 pt
ロコ200位	1555852 pt
ロコ220位	1329377 pt
ロコ240位	825942 pt
ロコ260位	439700 pt
ロコ280位	277525 pt
ロコ300位	182318 pt
七尾百合子60位	3510310 pt
七尾百合子80位	3300468 pt
七尾百合子100位	3100260 pt
七尾百合子120位	3000770 pt
七尾百合子140位	2808490 pt
七尾百合子160位	2710683 pt
七尾百合子180位	2520015 pt
七尾百合子200位	2413996 pt
七尾百合子220位	2084978 pt
七尾百合子240位	1341827 pt
七尾百合子260位	736273 pt
七尾百合子280位	320188 pt
七尾百合子300位	222363 pt
高山紗代子60位	2403914 pt
高山紗代子80位	2256927 pt
高山紗代子100位	2146859 pt
高山紗代子120位	2082035 pt
高山紗代子140位	2015655 pt
高山紗代子160位	1994397 pt
高山紗代子180位	1927651 pt
高山紗代子200位	1830637 pt
