春日未来200位	1850625 pt
春日未来210位	1827826 pt
春日未来220位	1798331 pt
春日未来230位	1643099 pt
春日未来240位	1471631 pt
春日未来250位	1272843 pt
春日未来260位	1007713 pt
春日未来270位	672209 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	255154 pt
最上静香200位	2260312 pt
最上静香210位	2221908 pt
最上静香220位	2150936 pt
最上静香230位	2018590 pt
最上静香240位	1641372 pt
最上静香250位	1452750 pt
最上静香260位	1158750 pt
最上静香270位	748243 pt
最上静香280位	531358 pt
最上静香290位	426964 pt
最上静香300位	325484 pt
伊吹翼200位	1584472 pt
伊吹翼210位	1538871 pt
伊吹翼220位	1505089 pt
伊吹翼230位	1428983 pt
伊吹翼240位	1232772 pt
伊吹翼250位	1094586 pt
伊吹翼260位	760278 pt
伊吹翼270位	439108 pt
伊吹翼280位	275809 pt
伊吹翼290位	221810 pt
伊吹翼300位	184897 pt
田中琴葉200位	3173591 pt
田中琴葉210位	3110868 pt
田中琴葉220位	2995920 pt
田中琴葉230位	2818282 pt
田中琴葉240位	2544068 pt
田中琴葉250位	1953257 pt
田中琴葉260位	1256597 pt
田中琴葉270位	843116 pt
田中琴葉280位	546389 pt
田中琴葉290位	397582 pt
田中琴葉300位	331046 pt
島原エレナ200位	1393262 pt
島原エレナ210位	1337739 pt
島原エレナ220位	1294294 pt
島原エレナ230位	1149427 pt
島原エレナ240位	914579 pt
島原エレナ250位	645580 pt
島原エレナ260位	505135 pt
島原エレナ270位	414574 pt
島原エレナ280位	323468 pt
島原エレナ290位	270272 pt
島原エレナ300位	207586 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子210位	1573787 pt
佐竹美奈子220位	1501404 pt
佐竹美奈子230位	1186129 pt
佐竹美奈子240位	880035 pt
佐竹美奈子250位	603503 pt
佐竹美奈子260位	437295 pt
佐竹美奈子270位	338988 pt
佐竹美奈子280位	274141 pt
佐竹美奈子290位	236677 pt
佐竹美奈子300位	192597 pt
所恵美200位	2247307 pt
所恵美210位	2203053 pt
所恵美220位	2157683 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1479096 pt
所恵美260位	1277911 pt
所恵美270位	787117 pt
所恵美280位	547071 pt
所恵美290位	457339 pt
所恵美300位	378329 pt
徳川まつり200位	1731177 pt
徳川まつり210位	1702915 pt
徳川まつり220位	1601748 pt
徳川まつり230位	1435528 pt
徳川まつり240位	1226278 pt
徳川まつり250位	816808 pt
徳川まつり260位	595818 pt
徳川まつり270位	441483 pt
徳川まつり280位	392610 pt
徳川まつり290位	317473 pt
徳川まつり300位	270805 pt
箱崎星梨花200位	1861648 pt
箱崎星梨花210位	1804598 pt
箱崎星梨花220位	1762582 pt
箱崎星梨花230位	1636872 pt
箱崎星梨花240位	1408337 pt
箱崎星梨花250位	1071665 pt
箱崎星梨花260位	718795 pt
箱崎星梨花270位	454845 pt
箱崎星梨花280位	321630 pt
箱崎星梨花290位	272601 pt
箱崎星梨花300位	226083 pt
野々原茜200位	1197494 pt
野々原茜210位	1144248 pt
野々原茜220位	1106434 pt
野々原茜230位	1001870 pt
野々原茜240位	819919 pt
野々原茜250位	559477 pt
野々原茜260位	452347 pt
野々原茜270位	359383 pt
野々原茜280位	286564 pt
野々原茜290位	248918 pt
野々原茜300位	193882 pt
望月杏奈200位	2193345 pt
望月杏奈210位	2102207 pt
望月杏奈220位	1964653 pt
望月杏奈230位	1707054 pt
望月杏奈240位	1386136 pt
望月杏奈250位	1117401 pt
望月杏奈260位	786887 pt
望月杏奈270位	556443 pt
望月杏奈280位	378127 pt
望月杏奈290位	305714 pt
望月杏奈300位	263216 pt
ロコ200位	1603492 pt
ロコ210位	1562226 pt
ロコ220位	1521489 pt
ロコ230位	1336902 pt
ロコ240位	1086020 pt
ロコ250位	787468 pt
ロコ260位	545857 pt
ロコ270位	438232 pt
ロコ280位	338736 pt
ロコ290位	277784 pt
ロコ300位	210612 pt
七尾百合子200位	2500249 pt
七尾百合子210位	2462337 pt
七尾百合子220位	2303704 pt
七尾百合子230位	2036717 pt
七尾百合子240位	1574079 pt
七尾百合子250位	1222104 pt
七尾百合子260位	858830 pt
七尾百合子270位	492047 pt
七尾百合子280位	356023 pt
七尾百合子290位	284401 pt
七尾百合子300位	230346 pt
高山紗代子200位	1940740 pt
高山紗代子210位	1919642 pt
高山紗代子220位	1855268 pt
高山紗代子230位	1636535 pt
高山紗代子240位	1502960 pt
高山紗代子250位	1216811 pt
高山紗代子260位	926461 pt
高山紗代子270位	694268 pt
高山紗代子280位	455888 pt
高山紗代子290位	394550 pt
高山紗代子300位	298524 pt
松田亜利沙200位	1444439 pt
松田亜利沙210位	1414687 pt
松田亜利沙220位	1363379 pt
松田亜利沙230位	1244229 pt
松田亜利沙240位	1049113 pt
松田亜利沙250位	955191 pt
松田亜利沙260位	591447 pt
松田亜利沙270位	452658 pt
松田亜利沙280位	316606 pt
松田亜利沙290位	261759 pt
松田亜利沙300位	207152 pt
高坂海美200位	1877195 pt
高坂海美210位	1837486 pt
高坂海美220位	1782206 pt
高坂海美230位	1701270 pt
高坂海美240位	1530114 pt
高坂海美250位	1269526 pt
高坂海美260位	1085884 pt
高坂海美270位	877057 pt
高坂海美280位	567155 pt
高坂海美290位	365112 pt
高坂海美300位	314314 pt
中谷育200位	1177883 pt
中谷育210位	1127527 pt
中谷育220位	1099491 pt
中谷育230位	1015928 pt
中谷育240位	967229 pt
中谷育250位	763171 pt
中谷育260位	635347 pt
中谷育270位	488380 pt
中谷育280位	382361 pt
中谷育290位	317678 pt
中谷育300位	256450 pt
天空橋朋花200位	1807637 pt
天空橋朋花210位	1774486 pt
天空橋朋花220位	1753178 pt
天空橋朋花230位	1691964 pt
天空橋朋花240位	1442878 pt
天空橋朋花250位	1175153 pt
天空橋朋花260位	897568 pt
天空橋朋花270位	519893 pt
天空橋朋花280位	345262 pt
天空橋朋花290位	269153 pt
天空橋朋花300位	205810 pt
エミリー200位	1372979 pt
エミリー210位	1319760 pt
エミリー220位	1245670 pt
エミリー230位	1101697 pt
エミリー240位	906537 pt
エミリー250位	534330 pt
エミリー260位	437076 pt
エミリー270位	337643 pt
エミリー280位	273997 pt
エミリー290位	206115 pt
エミリー300位	159501 pt
北沢志保200位	2014819 pt
北沢志保210位	1953230 pt
北沢志保220位	1843706 pt
北沢志保230位	1549331 pt
北沢志保240位	1219691 pt
北沢志保250位	979629 pt
北沢志保260位	648286 pt
北沢志保270位	489170 pt
北沢志保280位	311236 pt
北沢志保290位	263694 pt
北沢志保300位	217938 pt
舞浜歩200位	1026286 pt
舞浜歩210位	1009365 pt
舞浜歩220位	933275 pt
舞浜歩230位	854684 pt
舞浜歩240位	702102 pt
舞浜歩250位	477195 pt
舞浜歩260位	323087 pt
舞浜歩270位	259103 pt
舞浜歩280位	217251 pt
舞浜歩290位	193314 pt
舞浜歩300位	160744 pt
木下ひなた200位	1022365 pt
木下ひなた210位	973377 pt
木下ひなた220位	951085 pt
木下ひなた230位	841365 pt
木下ひなた240位	713792 pt
木下ひなた250位	597540 pt
木下ひなた260位	503335 pt
木下ひなた270位	426989 pt
木下ひなた280位	349930 pt
木下ひなた290位	283969 pt
木下ひなた300位	230379 pt
矢吹可奈200位	1524193 pt
矢吹可奈210位	1503399 pt
矢吹可奈220位	1461909 pt
矢吹可奈230位	1355069 pt
矢吹可奈240位	1202645 pt
矢吹可奈250位	1097262 pt
矢吹可奈260位	832294 pt
矢吹可奈270位	512409 pt
矢吹可奈280位	393425 pt
矢吹可奈290位	273780 pt
矢吹可奈300位	230668 pt
横山奈緒200位	1349825 pt
横山奈緒210位	1306313 pt
横山奈緒220位	1211388 pt
横山奈緒230位	1142875 pt
横山奈緒240位	1050543 pt
横山奈緒250位	787865 pt
横山奈緒260位	556812 pt
横山奈緒270位	465394 pt
横山奈緒280位	318196 pt
横山奈緒290位	261225 pt
横山奈緒300位	202253 pt
二階堂千鶴200位	1501566 pt
二階堂千鶴210位	1463155 pt
二階堂千鶴220位	1402138 pt
二階堂千鶴230位	1305068 pt
二階堂千鶴240位	1192976 pt
二階堂千鶴250位	977427 pt
二階堂千鶴260位	711093 pt
二階堂千鶴270位	462764 pt
二階堂千鶴280位	361852 pt
二階堂千鶴290位	282212 pt
二階堂千鶴300位	215422 pt
馬場このみ200位	1701597 pt
馬場このみ210位	1586355 pt
馬場このみ220位	1404907 pt
馬場このみ230位	1074901 pt
馬場このみ240位	869988 pt
馬場このみ250位	624619 pt
馬場このみ260位	442763 pt
馬場このみ270位	329751 pt
馬場このみ280位	269528 pt
馬場このみ290位	221180 pt
馬場このみ300位	201238 pt
大神環200位	1149536 pt
大神環210位	1112473 pt
大神環220位	1077826 pt
大神環230位	1006182 pt
大神環240位	919588 pt
大神環250位	803943 pt
大神環260位	567734 pt
大神環270位	386127 pt
大神環280位	311772 pt
大神環290位	245864 pt
大神環300位	198168 pt
豊川風花200位	1171821 pt
豊川風花210位	1142313 pt
豊川風花220位	1107333 pt
豊川風花230位	1015042 pt
豊川風花240位	871918 pt
豊川風花250位	670955 pt
豊川風花260位	511301 pt
豊川風花270位	423482 pt
豊川風花280位	360983 pt
豊川風花290位	293603 pt
豊川風花300位	251080 pt
宮尾美也200位	1519485 pt
宮尾美也210位	1493425 pt
宮尾美也220位	1385475 pt
宮尾美也230位	1256067 pt
宮尾美也240位	1148221 pt
宮尾美也250位	1001293 pt
宮尾美也260位	778283 pt
宮尾美也270位	611935 pt
宮尾美也280位	443930 pt
宮尾美也290位	311005 pt
宮尾美也300位	228020 pt
福田のり子200位	993793 pt
福田のり子210位	964484 pt
福田のり子220位	935840 pt
福田のり子230位	872908 pt
福田のり子240位	818158 pt
福田のり子250位	732796 pt
福田のり子260位	607917 pt
福田のり子270位	504410 pt
福田のり子280位	404720 pt
福田のり子290位	350168 pt
福田のり子300位	270942 pt
真壁瑞希200位	1598868 pt
真壁瑞希210位	1526163 pt
真壁瑞希220位	1483841 pt
真壁瑞希230位	1375852 pt
真壁瑞希240位	1169090 pt
真壁瑞希250位	926637 pt
真壁瑞希260位	682686 pt
真壁瑞希270位	514006 pt
真壁瑞希280位	444757 pt
真壁瑞希290位	368034 pt
真壁瑞希300位	317734 pt
篠宮可憐200位	1505249 pt
篠宮可憐210位	1474314 pt
篠宮可憐220位	1414012 pt
篠宮可憐230位	1338614 pt
篠宮可憐240位	1175293 pt
篠宮可憐250位	1028324 pt
篠宮可憐260位	793015 pt
篠宮可憐270位	562675 pt
篠宮可憐280位	368249 pt
篠宮可憐290位	296634 pt
篠宮可憐300位	257119 pt
百瀬莉緒200位	1438311 pt
百瀬莉緒210位	1405435 pt
百瀬莉緒220位	1330316 pt
百瀬莉緒230位	1201582 pt
百瀬莉緒240位	848968 pt
百瀬莉緒250位	727553 pt
百瀬莉緒260位	595590 pt
百瀬莉緒270位	419165 pt
百瀬莉緒280位	320504 pt
百瀬莉緒290位	232934 pt
百瀬莉緒300位	202788 pt
永吉昴200位	1305408 pt
永吉昴210位	1270398 pt
永吉昴220位	1227534 pt
永吉昴230位	1036251 pt
永吉昴240位	845272 pt
永吉昴250位	511322 pt
永吉昴260位	388286 pt
永吉昴270位	299083 pt
永吉昴280位	242141 pt
永吉昴290位	179756 pt
永吉昴300位	157097 pt
北上麗花200位	1516494 pt
北上麗花210位	1497352 pt
北上麗花220位	1444597 pt
北上麗花230位	1359594 pt
北上麗花240位	1024955 pt
北上麗花250位	822476 pt
北上麗花260位	606194 pt
北上麗花270位	444277 pt
北上麗花280位	336734 pt
北上麗花290位	274068 pt
北上麗花300位	255835 pt
周防桃子200位	2145647 pt
周防桃子210位	2080066 pt
周防桃子220位	1891789 pt
周防桃子230位	1460415 pt
周防桃子240位	1084815 pt
周防桃子250位	854425 pt
周防桃子260位	557994 pt
周防桃子270位	388985 pt
周防桃子280位	321191 pt
周防桃子290位	240366 pt
周防桃子300位	201094 pt
ジュリア200位	1732873 pt
ジュリア210位	1656578 pt
ジュリア220位	1507010 pt
ジュリア230位	1332151 pt
ジュリア240位	1031834 pt
ジュリア250位	841978 pt
ジュリア260位	643045 pt
ジュリア270位	505893 pt
ジュリア280位	421147 pt
ジュリア290位	320739 pt
ジュリア300位	266570 pt
※03/26 04:05 集計時点のポイントですBY SKDN
