春日未来200位	2016498 pt
春日未来210位	2005390 pt
春日未来220位	1987910 pt
春日未来230位	1933386 pt
春日未来240位	1866969 pt
春日未来250位	1728862 pt
春日未来260位	1361226 pt
春日未来270位	996048 pt
春日未来280位	620146 pt
春日未来290位	475562 pt
春日未来300位	355921 pt
最上静香200位	2437241 pt
最上静香210位	2386401 pt
最上静香220位	2344798 pt
最上静香230位	2247918 pt
最上静香240位	2101616 pt
最上静香250位	1822230 pt
最上静香260位	1379534 pt
最上静香270位	1093674 pt
最上静香280位	759161 pt
最上静香290位	553423 pt
最上静香300位	394888 pt
伊吹翼200位	1731445 pt
伊吹翼210位	1683161 pt
伊吹翼220位	1648168 pt
伊吹翼230位	1600307 pt
伊吹翼240位	1561700 pt
伊吹翼250位	1454000 pt
伊吹翼260位	1200544 pt
伊吹翼270位	820179 pt
伊吹翼280位	438311 pt
伊吹翼290位	307856 pt
伊吹翼300位	238263 pt
田中琴葉200位	3308090 pt
田中琴葉210位	3206872 pt
田中琴葉220位	3157454 pt
田中琴葉230位	3110868 pt
田中琴葉240位	2968790 pt
田中琴葉250位	2592505 pt
田中琴葉260位	2174426 pt
田中琴葉270位	1025615 pt
田中琴葉280位	761934 pt
田中琴葉290位	458972 pt
田中琴葉300位	360062 pt
島原エレナ200位	1557230 pt
島原エレナ210位	1538614 pt
島原エレナ220位	1514275 pt
島原エレナ230位	1490506 pt
島原エレナ240位	1454591 pt
島原エレナ250位	1348351 pt
島原エレナ260位	968494 pt
島原エレナ270位	740138 pt
島原エレナ280位	538665 pt
島原エレナ290位	411760 pt
島原エレナ300位	313390 pt
佐竹美奈子200位	1752139 pt
佐竹美奈子210位	1681238 pt
佐竹美奈子220位	1613835 pt
佐竹美奈子230位	1570395 pt
佐竹美奈子240位	1435954 pt
佐竹美奈子250位	1147696 pt
佐竹美奈子260位	813994 pt
佐竹美奈子270位	590722 pt
佐竹美奈子280位	480319 pt
佐竹美奈子290位	378671 pt
佐竹美奈子300位	311255 pt
所恵美200位	2394957 pt
所恵美210位	2362519 pt
所恵美220位	2311530 pt
所恵美230位	2229763 pt
所恵美240位	2164713 pt
所恵美250位	1930945 pt
所恵美260位	1508316 pt
所恵美270位	1002014 pt
所恵美280位	650313 pt
所恵美290位	491587 pt
所恵美300位	415106 pt
徳川まつり200位	1907976 pt
徳川まつり210位	1865181 pt
徳川まつり220位	1823998 pt
徳川まつり230位	1793045 pt
徳川まつり240位	1744580 pt
徳川まつり250位	1525537 pt
徳川まつり260位	1223107 pt
徳川まつり270位	743551 pt
徳川まつり280位	570184 pt
徳川まつり290位	408154 pt
徳川まつり300位	350738 pt
箱崎星梨花200位	2003879 pt
箱崎星梨花210位	1976003 pt
箱崎星梨花220位	1900723 pt
箱崎星梨花230位	1838504 pt
箱崎星梨花240位	1714765 pt
箱崎星梨花250位	1552183 pt
箱崎星梨花260位	1102502 pt
箱崎星梨花270位	877069 pt
箱崎星梨花280位	481746 pt
箱崎星梨花290位	336543 pt
箱崎星梨花300位	290636 pt
野々原茜200位	1310685 pt
野々原茜210位	1274825 pt
野々原茜220位	1225870 pt
野々原茜230位	1174653 pt
野々原茜240位	1124966 pt
野々原茜250位	907585 pt
野々原茜260位	647655 pt
野々原茜270位	494520 pt
野々原茜280位	391868 pt
野々原茜290位	305206 pt
野々原茜300位	271031 pt
望月杏奈200位	2266362 pt
望月杏奈210位	2214093 pt
望月杏奈220位	2166364 pt
望月杏奈230位	2106015 pt
望月杏奈240位	1991245 pt
望月杏奈250位	1635768 pt
望月杏奈260位	1354874 pt
望月杏奈270位	815936 pt
望月杏奈280位	567044 pt
望月杏奈290位	371213 pt
望月杏奈300位	307794 pt
ロコ200位	1679951 pt
ロコ210位	1642389 pt
ロコ220位	1604983 pt
ロコ230位	1574813 pt
ロコ240位	1507594 pt
ロコ250位	1399523 pt
ロコ260位	1050006 pt
ロコ270位	669260 pt
ロコ280位	512668 pt
ロコ290位	397139 pt
ロコ300位	300625 pt
七尾百合子200位	2539254 pt
七尾百合子210位	2506403 pt
七尾百合子220位	2458006 pt
七尾百合子230位	2320501 pt
