春日未来60位	2486662 pt
春日未来80位	2357724 pt
春日未来100位	2284080 pt
春日未来120位	2220369 pt
春日未来140位	2138215 pt
春日未来160位	2060149 pt
春日未来180位	2005390 pt
春日未来200位	1966818 pt
春日未来220位	1880580 pt
春日未来240位	1780618 pt
春日未来260位	1301288 pt
春日未来280位	574825 pt
春日未来300位	319901 pt
最上静香60位	3006184 pt
最上静香80位	2906685 pt
最上静香100位	2782477 pt
最上静香120位	2662647 pt
最上静香140位	2552406 pt
最上静香160位	2502351 pt
最上静香180位	2454142 pt
最上静香200位	2383678 pt
最上静香220位	2291703 pt
最上静香240位	1914572 pt
最上静香260位	1291690 pt
最上静香280位	669272 pt
最上静香300位	358934 pt
伊吹翼60位	2300990 pt
伊吹翼80位	2109393 pt
伊吹翼100位	2011475 pt
伊吹翼120位	1997726 pt
伊吹翼140位	1840675 pt
伊吹翼160位	1806623 pt
伊吹翼180位	1741415 pt
伊吹翼200位	1649846 pt
伊吹翼220位	1572009 pt
伊吹翼240位	1475282 pt
伊吹翼260位	991697 pt
伊吹翼280位	348799 pt
伊吹翼300位	214813 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4475238 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4009234 pt
田中琴葉140位	3714883 pt
田中琴葉160位	3590187 pt
田中琴葉180位	3432030 pt
田中琴葉200位	3296943 pt
田中琴葉220位	3123153 pt
田中琴葉240位	2812941 pt
田中琴葉260位	1839280 pt
田中琴葉280位	739357 pt
田中琴葉300位	359386 pt
島原エレナ60位	2055266 pt
島原エレナ80位	2005127 pt
島原エレナ100位	1948152 pt
島原エレナ120位	1827392 pt
島原エレナ140位	1758307 pt
島原エレナ160位	1617138 pt
島原エレナ180位	1526921 pt
島原エレナ200位	1493812 pt
島原エレナ220位	1406965 pt
島原エレナ240位	1200100 pt
島原エレナ260位	708755 pt
島原エレナ280位	427323 pt
島原エレナ300位	263583 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
