春日未来60位	1871118 pt
春日未来80位	1668759 pt
春日未来100位	1538716 pt
春日未来120位	1313720 pt
春日未来140位	1140786 pt
春日未来160位	952442 pt
春日未来180位	713876 pt
春日未来200位	465036 pt
春日未来220位	308754 pt
春日未来240位	174182 pt
春日未来260位	124385 pt
春日未来280位	92772 pt
春日未来300位	75183 pt
最上静香60位	1898111 pt
最上静香80位	1674116 pt
最上静香100位	1594290 pt
最上静香120位	1478299 pt
最上静香140位	1261114 pt
最上静香160位	1038110 pt
最上静香180位	790385 pt
最上静香200位	573002 pt
最上静香220位	388105 pt
最上静香240位	292734 pt
最上静香260位	192315 pt
最上静香280位	138141 pt
最上静香300位	115999 pt
伊吹翼60位	1735869 pt
伊吹翼80位	1500442 pt
伊吹翼100位	1306670 pt
伊吹翼120位	1100262 pt
伊吹翼140位	827481 pt
伊吹翼160位	549643 pt
伊吹翼180位	319039 pt
伊吹翼200位	182837 pt
伊吹翼220位	120851 pt
伊吹翼240位	93513 pt
伊吹翼260位	69958 pt
伊吹翼280位	52738 pt
伊吹翼300位	42920 pt
田中琴葉60位	3195360 pt
田中琴葉80位	3013384 pt
田中琴葉100位	2721460 pt
田中琴葉120位	2503151 pt
田中琴葉140位	2200194 pt
田中琴葉160位	1853622 pt
田中琴葉180位	1432707 pt
田中琴葉200位	1047274 pt
田中琴葉220位	775435 pt
田中琴葉240位	444722 pt
田中琴葉260位	222270 pt
田中琴葉280位	142381 pt
田中琴葉300位	108203 pt
島原エレナ60位	1202174 pt
島原エレナ80位	1044448 pt
島原エレナ100位	915585 pt
島原エレナ120位	710233 pt
島原エレナ140位	492921 pt
島原エレナ160位	346044 pt
島原エレナ180位	216150 pt
島原エレナ200位	123294 pt
島原エレナ220位	84680 pt
島原エレナ240位	58597 pt
島原エレナ260位	45081 pt
島原エレナ280位	35242 pt
島原エレナ300位	28439 pt
佐竹美奈子60位	2020839 pt
佐竹美奈子80位	1897277 pt
佐竹美奈子100位	1704750 pt
佐竹美奈子120位	1479107 pt
佐竹美奈子140位	1242144 pt
佐竹美奈子160位	666733 pt
佐竹美奈子180位	443877 pt
佐竹美奈子200位	270280 pt
佐竹美奈子220位	189238 pt
佐竹美奈子240位	101711 pt
佐竹美奈子260位	71888 pt
佐竹美奈子280位	59105 pt
佐竹美奈子300位	48840 pt
所恵美60位	2054666 pt
所恵美80位	1890422 pt
所恵美100位	1801641 pt
所恵美120位	1660303 pt
所恵美140位	1496604 pt
所恵美160位	1210055 pt
所恵美180位	944238 pt
所恵美200位	764284 pt
所恵美220位	429191 pt
所恵美240位	308893 pt
所恵美260位	221567 pt
所恵美280位	138758 pt
所恵美300位	111096 pt
徳川まつり60位	1752928 pt
徳川まつり80位	1527903 pt
徳川まつり100位	1322399 pt
徳川まつり120位	1176767 pt
徳川まつり140位	1001226 pt
徳川まつり160位	688174 pt
徳川まつり180位	456985 pt
徳川まつり200位	284222 pt
徳川まつり220位	213733 pt
徳川まつり240位	164223 pt
徳川まつり260位	132263 pt
徳川まつり280位	105496 pt
徳川まつり300位	83952 pt
箱崎星梨花60位	2005074 pt
箱崎星梨花80位	1778352 pt
箱崎星梨花100位	1618247 pt
箱崎星梨花120位	1327079 pt
箱崎星梨花140位	1035838 pt
箱崎星梨花160位	735645 pt
箱崎星梨花180位	476915 pt
箱崎星梨花200位	229048 pt
箱崎星梨花220位	170366 pt
箱崎星梨花240位	114177 pt
箱崎星梨花260位	79484 pt
箱崎星梨花280位	58704 pt
箱崎星梨花300位	50863 pt
野々原茜60位	1284712 pt
野々原茜80位	1076821 pt
野々原茜100位	1007656 pt
野々原茜120位	819043 pt
野々原茜140位	607402 pt
野々原茜160位	387162 pt
野々原茜180位	262679 pt
野々原茜200位	190439 pt
野々原茜220位	134330 pt
野々原茜240位	94506 pt
野々原茜260位	73459 pt
野々原茜280位	60380 pt
野々原茜300位	49546 pt
望月杏奈60位	2175415 pt
望月杏奈80位	2008538 pt
望月杏奈100位	1784767 pt
望月杏奈120位	1602149 pt
望月杏奈140位	1355603 pt
望月杏奈160位	1140592 pt
望月杏奈180位	970338 pt
望月杏奈200位	614027 pt
望月杏奈220位	286187 pt
望月杏奈240位	202248 pt
望月杏奈260位	137847 pt
望月杏奈280位	89537 pt
望月杏奈300位	70725 pt
ロコ60位	1540132 pt
ロコ80位	1317920 pt
ロコ100位	1165653 pt
ロコ120位	1075336 pt
ロコ140位	856541 pt
ロコ160位	660919 pt
ロコ180位	365043 pt
ロコ200位	248929 pt
ロコ220位	165657 pt
ロコ240位	101841 pt
ロコ260位	71051 pt
ロコ280位	50663 pt
ロコ300位	37116 pt
七尾百合子60位	2406763 pt
七尾百合子80位	2187632 pt
七尾百合子100位	2088084 pt
七尾百合子120位	1924826 pt
七尾百合子140位	1533312 pt
七尾百合子160位	1172326 pt
七尾百合子180位	909880 pt
七尾百合子200位	626131 pt
七尾百合子220位	394060 pt
七尾百合子240位	252504 pt
七尾百合子260位	136893 pt
七尾百合子280位	102803 pt
七尾百合子300位	89469 pt
高山紗代子60位	1612802 pt
高山紗代子80位	1515131 pt
高山紗代子100位	1378549 pt
高山紗代子120位	1282732 pt
高山紗代子140位	1101485 pt
高山紗代子160位	798232 pt
高山紗代子180位	634367 pt
高山紗代子200位	423866 pt
高山紗代子220位	264203 pt
高山紗代子240位	172350 pt
高山紗代子260位	131853 pt
高山紗代子280位	95428 pt
高山紗代子300位	78932 pt
松田亜利沙60位	1184837 pt
松田亜利沙80位	1039622 pt
松田亜利沙100位	940934 pt
松田亜利沙120位	765330 pt
松田亜利沙140位	474655 pt
松田亜利沙160位	315996 pt
松田亜利沙180位	225506 pt
松田亜利沙200位	128924 pt
松田亜利沙220位	98171 pt
松田亜利沙240位	70897 pt
松田亜利沙260位	58481 pt
松田亜利沙280位	49813 pt
松田亜利沙300位	40576 pt
高坂海美60位	1602762 pt
高坂海美80位	1466988 pt
高坂海美100位	1310618 pt
高坂海美120位	1150237 pt
高坂海美140位	912477 pt
高坂海美160位	758155 pt
高坂海美180位	536044 pt
高坂海美200位	363228 pt
高坂海美220位	246757 pt
高坂海美240位	165333 pt
高坂海美260位	121100 pt
高坂海美280位	86500 pt
高坂海美300位	67491 pt
中谷育60位	1004603 pt
中谷育80位	756038 pt
中谷育100位	630500 pt
中谷育120位	478103 pt
中谷育140位	292248 pt
中谷育160位	189645 pt
中谷育180位	127909 pt
中谷育200位	93039 pt
中谷育220位	66100 pt
中谷育240位	53732 pt
中谷育260位	40236 pt
中谷育280位	34285 pt
中谷育300位	27920 pt
天空橋朋花60位	1593296 pt
天空橋朋花80位	1447944 pt
天空橋朋花100位	1320041 pt
天空橋朋花120位	1132545 pt
天空橋朋花140位	796279 pt
天空橋朋花160位	623935 pt
天空橋朋花180位	442306 pt
天空橋朋花200位	296079 pt
天空橋朋花220位	176244 pt
天空橋朋花240位	97670 pt
天空橋朋花260位	67394 pt
天空橋朋花280位	47480 pt
天空橋朋花300位	37076 pt
エミリー60位	1500309 pt
エミリー80位	1294546 pt
エミリー100位	1147023 pt
エミリー120位	855038 pt
エミリー140位	396477 pt
エミリー160位	215687 pt
エミリー180位	109205 pt
エミリー200位	70537 pt
エミリー220位	54878 pt
エミリー240位	44232 pt
エミリー260位	36070 pt
エミリー280位	29061 pt
エミリー300位	22444 pt
北沢志保60位	2264099 pt
北沢志保80位	2059937 pt
北沢志保100位	1904196 pt
北沢志保120位	1625548 pt
北沢志保140位	1378585 pt
北沢志保160位	930138 pt
北沢志保180位	606970 pt
北沢志保200位	391916 pt
北沢志保220位	300107 pt
北沢志保240位	158160 pt
北沢志保260位	122530 pt
北沢志保280位	87310 pt
北沢志保300位	70335 pt
舞浜歩60位	903820 pt
舞浜歩80位	670694 pt
舞浜歩100位	599578 pt
舞浜歩120位	459195 pt
舞浜歩140位	276179 pt
舞浜歩160位	143513 pt
舞浜歩180位	101179 pt
舞浜歩200位	73599 pt
舞浜歩220位	62195 pt
舞浜歩240位	48990 pt
舞浜歩260位	37947 pt
舞浜歩280位	29575 pt
舞浜歩300位	23820 pt
木下ひなた60位	1060444 pt
木下ひなた80位	937984 pt
木下ひなた100位	827931 pt
木下ひなた120位	649162 pt
木下ひなた140位	465171 pt
木下ひなた160位	322566 pt
木下ひなた180位	192755 pt
木下ひなた200位	139824 pt
木下ひなた220位	105350 pt
木下ひなた240位	77113 pt
木下ひなた260位	64233 pt
木下ひなた280位	52854 pt
木下ひなた300位	40193 pt
矢吹可奈60位	1364251 pt
矢吹可奈80位	1212538 pt
矢吹可奈100位	1106906 pt
矢吹可奈120位	981137 pt
矢吹可奈140位	743266 pt
矢吹可奈160位	589440 pt
矢吹可奈180位	350307 pt
矢吹可奈200位	234619 pt
矢吹可奈220位	143819 pt
矢吹可奈240位	102982 pt
矢吹可奈260位	74023 pt
矢吹可奈280位	53951 pt
矢吹可奈300位	42208 pt
横山奈緒60位	1301205 pt
横山奈緒80位	1177782 pt
横山奈緒100位	1065798 pt
横山奈緒120位	891432 pt
横山奈緒140位	607276 pt
横山奈緒160位	455854 pt
横山奈緒180位	344854 pt
横山奈緒200位	254055 pt
横山奈緒220位	171982 pt
横山奈緒240位	104306 pt
横山奈緒260位	78978 pt
横山奈緒280位	68696 pt
横山奈緒300位	54602 pt
二階堂千鶴60位	1141740 pt
二階堂千鶴80位	1011441 pt
二階堂千鶴100位	929150 pt
二階堂千鶴120位	785677 pt
二階堂千鶴140位	613608 pt
二階堂千鶴160位	445825 pt
二階堂千鶴180位	329528 pt
二階堂千鶴200位	216442 pt
二階堂千鶴220位	138268 pt
二階堂千鶴240位	91921 pt
二階堂千鶴260位	72446 pt
二階堂千鶴280位	54302 pt
二階堂千鶴300位	42559 pt
馬場このみ60位	1854034 pt
馬場このみ80位	1659969 pt
馬場このみ100位	1532357 pt
馬場このみ120位	1400828 pt
馬場このみ140位	1098706 pt
馬場このみ160位	883281 pt
馬場このみ180位	524144 pt
馬場このみ200位	302704 pt
馬場このみ220位	175525 pt
馬場このみ240位	115909 pt
馬場このみ260位	100930 pt
馬場このみ280位	80651 pt
馬場このみ300位	58123 pt
大神環60位	1184903 pt
大神環80位	1037213 pt
大神環100位	975586 pt
大神環120位	743903 pt
大神環140位	460376 pt
大神環160位	271540 pt
大神環180位	169103 pt
大神環200位	100975 pt
大神環220位	79040 pt
大神環240位	55432 pt
大神環260位	41892 pt
大神環280位	33376 pt
大神環300位	26082 pt
豊川風花60位	1130402 pt
豊川風花80位	1006393 pt
豊川風花100位	936391 pt
豊川風花120位	797427 pt
豊川風花140位	617501 pt
豊川風花160位	348395 pt
豊川風花180位	257710 pt
豊川風花200位	197871 pt
豊川風花220位	128864 pt
豊川風花240位	103800 pt
豊川風花260位	77585 pt
豊川風花280位	62895 pt
豊川風花300位	51333 pt
宮尾美也60位	1643365 pt
宮尾美也80位	1323281 pt
宮尾美也100位	1241224 pt
宮尾美也120位	1048514 pt
宮尾美也140位	607378 pt
宮尾美也160位	332851 pt
宮尾美也180位	176949 pt
宮尾美也200位	96667 pt
宮尾美也220位	64747 pt
宮尾美也240位	42097 pt
宮尾美也260位	30070 pt
宮尾美也280位	25702 pt
宮尾美也300位	20148 pt
福田のり子60位	842447 pt
福田のり子80位	605128 pt
福田のり子100位	533726 pt
福田のり子120位	382659 pt
福田のり子140位	268583 pt
福田のり子160位	182779 pt
福田のり子180位	116177 pt
福田のり子200位	89688 pt
福田のり子220位	65513 pt
福田のり子240位	52098 pt
福田のり子260位	43345 pt
福田のり子280位	37143 pt
福田のり子300位	31098 pt
真壁瑞希60位	1737582 pt
真壁瑞希80位	1583703 pt
真壁瑞希100位	1400775 pt
真壁瑞希120位	1209862 pt
真壁瑞希140位	989159 pt
真壁瑞希160位	824153 pt
真壁瑞希180位	539505 pt
真壁瑞希200位	372099 pt
真壁瑞希220位	272024 pt
真壁瑞希240位	182164 pt
真壁瑞希260位	121920 pt
真壁瑞希280位	102650 pt
真壁瑞希300位	78585 pt
篠宮可憐60位	1263558 pt
篠宮可憐80位	1100625 pt
篠宮可憐100位	965971 pt
篠宮可憐120位	720078 pt
篠宮可憐140位	582107 pt
篠宮可憐160位	375930 pt
篠宮可憐180位	237063 pt
篠宮可憐200位	163125 pt
篠宮可憐220位	122398 pt
篠宮可憐240位	89917 pt
篠宮可憐260位	70128 pt
篠宮可憐280位	55854 pt
篠宮可憐300位	44292 pt
百瀬莉緒60位	1439485 pt
百瀬莉緒80位	1306067 pt
百瀬莉緒100位	1200687 pt
百瀬莉緒120位	1003049 pt
百瀬莉緒140位	719278 pt
百瀬莉緒160位	491519 pt
百瀬莉緒180位	285451 pt
百瀬莉緒200位	176032 pt
百瀬莉緒220位	97730 pt
百瀬莉緒240位	76233 pt
百瀬莉緒260位	60568 pt
百瀬莉緒280位	50951 pt
百瀬莉緒300位	39425 pt
永吉昴60位	1336460 pt
永吉昴80位	1137176 pt
永吉昴100位	1040293 pt
永吉昴120位	939553 pt
永吉昴140位	629007 pt
永吉昴160位	436320 pt
永吉昴180位	248858 pt
永吉昴200位	190860 pt
永吉昴220位	119634 pt
永吉昴240位	73196 pt
永吉昴260位	49776 pt
永吉昴280位	39861 pt
永吉昴300位	33654 pt
北上麗花60位	1336329 pt
北上麗花80位	1150632 pt
北上麗花100位	1033130 pt
北上麗花120位	781687 pt
北上麗花140位	598992 pt
北上麗花160位	371105 pt
北上麗花180位	210094 pt
北上麗花200位	158353 pt
北上麗花220位	95866 pt
北上麗花240位	66650 pt
北上麗花260位	50545 pt
