春日未来60位	2172759 pt
春日未来80位	2018581 pt
春日未来100位	2000693 pt
春日未来120位	1853392 pt
春日未来140位	1769763 pt
春日未来160位	1697362 pt
春日未来180位	1556985 pt
春日未来200位	1231359 pt
春日未来220位	934714 pt
春日未来240位	512423 pt
春日未来260位	335081 pt
春日未来280位	211561 pt
春日未来300位	165141 pt
最上静香60位	2502055 pt
最上静香80位	2379517 pt
最上静香100位	2210839 pt
最上静香120位	2103162 pt
最上静香140位	2033972 pt
最上静香160位	2001024 pt
最上静香180位	1856373 pt
最上静香200位	1631008 pt
最上静香220位	1321907 pt
最上静香240位	992343 pt
最上静香260位	586264 pt
最上静香280位	326459 pt
最上静香300位	247875 pt
伊吹翼60位	2036400 pt
伊吹翼80位	1981118 pt
伊吹翼100位	1715781 pt
伊吹翼120位	1560092 pt
伊吹翼140位	1502275 pt
伊吹翼160位	1396248 pt
伊吹翼180位	1169570 pt
伊吹翼200位	968604 pt
伊吹翼220位	625389 pt
伊吹翼240位	363882 pt
伊吹翼260位	215598 pt
伊吹翼280位	152504 pt
伊吹翼300位	110350 pt
田中琴葉60位	4451123 pt
田中琴葉80位	4114274 pt
田中琴葉100位	3903301 pt
田中琴葉120位	3672508 pt
田中琴葉140位	3475037 pt
田中琴葉160位	3312025 pt
田中琴葉180位	3059263 pt
田中琴葉200位	2446401 pt
田中琴葉220位	1879247 pt
田中琴葉240位	897235 pt
田中琴葉260位	510912 pt
田中琴葉280位	265028 pt
田中琴葉300位	188702 pt
島原エレナ60位	1827392 pt
島原エレナ80位	1625440 pt
島原エレナ100位	1523734 pt
島原エレナ120位	1461749 pt
島原エレナ140位	1300921 pt
島原エレナ160位	1173222 pt
島原エレナ180位	1063557 pt
島原エレナ200位	651718 pt
島原エレナ220位	455311 pt
島原エレナ240位	290422 pt
島原エレナ260位	160374 pt
島原エレナ280位	110700 pt
島原エレナ300位	82225 pt
佐竹美奈子60位	2505660 pt
佐竹美奈子80位	2252223 pt
佐竹美奈子100位	2031008 pt
佐竹美奈子120位	1991600 pt
佐竹美奈子140位	1833159 pt
佐竹美奈子160位	1692313 pt
佐竹美奈子180位	1401783 pt
佐竹美奈子200位	966061 pt
佐竹美奈子220位	447003 pt
佐竹美奈子240位	272851 pt
佐竹美奈子260位	172362 pt
佐竹美奈子280位	135623 pt
佐竹美奈子300位	103020 pt
所恵美60位	2616506 pt
所恵美80位	2491474 pt
所恵美100位	2364061 pt
所恵美120位	2275186 pt
所恵美140位	2176124 pt
所恵美160位	2112958 pt
所恵美180位	2024937 pt
所恵美200位	1766013 pt
所恵美220位	1309350 pt
所恵美240位	892647 pt
所恵美260位	529326 pt
所恵美280位	339860 pt
所恵美300位	216732 pt
徳川まつり60位	2203602 pt
徳川まつり80位	2040651 pt
徳川まつり100位	1963627 pt
徳川まつり120位	1804670 pt
徳川まつり140位	1702020 pt
徳川まつり160位	1574616 pt
徳川まつり180位	1350141 pt
徳川まつり200位	1113876 pt
徳川まつり220位	649463 pt
徳川まつり240位	402031 pt
徳川まつり260位	274088 pt
徳川まつり280位	203812 pt
徳川まつり300位	154788 pt
箱崎星梨花60位	2413888 pt
箱崎星梨花80位	2206564 pt
箱崎星梨花100位	2040153 pt
箱崎星梨花120位	1929434 pt
箱崎星梨花140位	1814575 pt
箱崎星梨花160位	1697300 pt
箱崎星梨花180位	1467296 pt
箱崎星梨花200位	1081604 pt
箱崎星梨花220位	584081 pt
箱崎星梨花240位	315707 pt
箱崎星梨花260位	221314 pt
箱崎星梨花280位	143388 pt
箱崎星梨花300位	106336 pt
野々原茜60位	1737492 pt
野々原茜80位	1520501 pt
野々原茜100位	1405739 pt
野々原茜120位	1267999 pt
野々原茜140位	1184397 pt
野々原茜160位	1077839 pt
野々原茜180位	923163 pt
野々原茜200位	591935 pt
野々原茜220位	419713 pt
野々原茜240位	274415 pt
野々原茜260位	184531 pt
野々原茜280位	121733 pt
野々原茜300位	101002 pt
望月杏奈60位	2854393 pt
望月杏奈80位	2584659 pt
望月杏奈100位	2487162 pt
望月杏奈120位	2304601 pt
望月杏奈140位	2119994 pt
望月杏奈160位	2050700 pt
望月杏奈180位	1955801 pt
望月杏奈200位	1659006 pt
望月杏奈220位	1031400 pt
望月杏奈240位	556443 pt
望月杏奈260位	293456 pt
望月杏奈280位	184413 pt
望月杏奈300位	145406 pt
ロコ60位	2067136 pt
ロコ80位	2009900 pt
ロコ100位	1945640 pt
ロコ120位	1716347 pt
ロコ140位	1600229 pt
ロコ160位	1522454 pt
ロコ180位	1381238 pt
ロコ200位	943166 pt
ロコ220位	559292 pt
ロコ240位	354010 pt
ロコ260位	222891 pt
ロコ280位	150945 pt
ロコ300位	108960 pt
七尾百合子60位	3237283 pt
七尾百合子80位	3032414 pt
七尾百合子100位	2827602 pt
七尾百合子120位	2672591 pt
七尾百合子140位	2539254 pt
七尾百合子160位	2419431 pt
七尾百合子180位	2145508 pt
七尾百合子200位	1574207 pt
七尾百合子220位	1157073 pt
七尾百合子240位	749185 pt
七尾百合子260位	366202 pt
七尾百合子280位	205309 pt
七尾百合子300位	156456 pt
高山紗代子60位	2112516 pt
高山紗代子80位	2028524 pt
高山紗代子100位	2003517 pt
高山紗代子120位	1866912 pt
高山紗代子140位	1800098 pt
高山紗代子160位	1735306 pt
高山紗代子180位	1633974 pt
高山紗代子200位	1257091 pt
高山紗代子220位	906648 pt
高山紗代子240位	629734 pt
高山紗代子260位	385514 pt
高山紗代子280位	230807 pt
高山紗代子300位	186354 pt
松田亜利沙60位	1698732 pt
松田亜利沙80位	1526641 pt
松田亜利沙100位	1456547 pt
松田亜利沙120位	1341585 pt
松田亜利沙140位	1268838 pt
松田亜利沙160位	1184755 pt
松田亜利沙180位	1102534 pt
松田亜利沙200位	905407 pt
松田亜利沙220位	601719 pt
松田亜利沙240位	384821 pt
松田亜利沙260位	227704 pt
松田亜利沙280位	138456 pt
松田亜利沙300位	115348 pt
高坂海美60位	2019595 pt
高坂海美80位	1999999 pt
高坂海美100位	1833126 pt
高坂海美120位	1746805 pt
高坂海美140位	1635644 pt
高坂海美160位	1576831 pt
高坂海美180位	1438990 pt
高坂海美200位	1243574 pt
高坂海美220位	1011817 pt
高坂海美240位	779429 pt
高坂海美260位	511719 pt
高坂海美280位	285954 pt
高坂海美300位	198031 pt
中谷育60位	1381656 pt
中谷育80位	1217197 pt
中谷育100位	1068907 pt
中谷育120位	989370 pt
中谷育140位	888375 pt
中谷育160位	768564 pt
中谷育180位	687880 pt
中谷育200位	449671 pt
中谷育220位	332119 pt
中谷育240位	250228 pt
中谷育260位	206165 pt
中谷育280位	154343 pt
中谷育300位	117635 pt
天空橋朋花60位	2021589 pt
天空橋朋花80位	1980793 pt
天空橋朋花100位	1831903 pt
天空橋朋花120位	1704801 pt
天空橋朋花140位	1626275 pt
天空橋朋花160位	1550734 pt
天空橋朋花180位	1384624 pt
天空橋朋花200位	1147297 pt
天空橋朋花220位	780010 pt
天空橋朋花240位	396460 pt
天空橋朋花260位	231253 pt
天空橋朋花280位	144685 pt
天空橋朋花300位	102693 pt
エミリー60位	1800335 pt
エミリー80位	1572439 pt
エミリー100位	1510825 pt
エミリー120位	1365826 pt
エミリー140位	1184700 pt
エミリー160位	1031883 pt
エミリー180位	830246 pt
エミリー200位	577309 pt
エミリー220位	282840 pt
エミリー240位	181349 pt
エミリー260位	126621 pt
エミリー280位	101155 pt
エミリー300位	81349 pt
北沢志保60位	2803813 pt
北沢志保80位	2629706 pt
北沢志保100位	2406502 pt
北沢志保120位	2186122 pt
