春日未来60位	2509915 pt
春日未来80位	2448779 pt
春日未来100位	2400398 pt
春日未来120位	2318116 pt
春日未来140位	2232691 pt
春日未来160位	2200657 pt
春日未来180位	2166374 pt
春日未来200位	2103628 pt
春日未来220位	2071326 pt
春日未来240位	1981025 pt
春日未来260位	1700081 pt
春日未来280位	631961 pt
春日未来300位	355921 pt
最上静香60位	3009707 pt
最上静香80位	2998381 pt
最上静香100位	2848573 pt
最上静香120位	2724548 pt
最上静香140位	2621433 pt
最上静香160位	2569530 pt
最上静香180位	2517103 pt
最上静香200位	2466582 pt
最上静香220位	2393326 pt
最上静香240位	2242468 pt
最上静香260位	1568007 pt
最上静香280位	924548 pt
最上静香300位	426964 pt
伊吹翼60位	2317879 pt
伊吹翼80位	2168875 pt
伊吹翼100位	2080300 pt
伊吹翼120位	2008387 pt
伊吹翼140位	1983217 pt
伊吹翼160位	1913874 pt
伊吹翼180位	1859011 pt
伊吹翼200位	1810334 pt
伊吹翼220位	1744726 pt
伊吹翼240位	1671691 pt
伊吹翼260位	1508210 pt
伊吹翼280位	508011 pt
伊吹翼300位	270114 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4497390 pt
田中琴葉100位	4242532 pt
田中琴葉120位	4010360 pt
田中琴葉140位	3767143 pt
田中琴葉160位	3607472 pt
田中琴葉180位	3510800 pt
田中琴葉200位	3377007 pt
田中琴葉220位	3191574 pt
田中琴葉240位	3120046 pt
田中琴葉260位	2193440 pt
田中琴葉280位	829627 pt
田中琴葉300位	392512 pt
島原エレナ60位	2116518 pt
島原エレナ80位	2015500 pt
島原エレナ100位	2002613 pt
島原エレナ120位	1956788 pt
島原エレナ140位	1849258 pt
島原エレナ160位	1801564 pt
島原エレナ180位	1743593 pt
島原エレナ200位	1686497 pt
島原エレナ220位	1625824 pt
島原エレナ240位	1573786 pt
島原エレナ260位	1402327 pt
島原エレナ280位	600349 pt
島原エレナ300位	336780 pt
佐竹美奈子60位	2599106 pt
佐竹美奈子80位	2307755 pt
佐竹美奈子100位	2189678 pt
佐竹美奈子120位	2057794 pt
佐竹美奈子140位	2011151 pt
佐竹美奈子160位	2000327 pt
佐竹美奈子180位	1901056 pt
佐竹美奈子200位	1812134 pt
佐竹美奈子220位	1703958 pt
佐竹美奈子240位	1607679 pt
佐竹美奈子260位	1149339 pt
佐竹美奈子280位	677072 pt
佐竹美奈子300位	353411 pt
所恵美60位	3117898 pt
所恵美80位	3014291 pt
所恵美100位	2907250 pt
所恵美120位	2763911 pt
所恵美140位	2703603 pt
所恵美160位	2604116 pt
所恵美180位	2508125 pt
所恵美200位	2462218 pt
所恵美220位	2386365 pt
所恵美240位	2274549 pt
所恵美260位	1677267 pt
所恵美280位	744107 pt
所恵美300位	440076 pt
徳川まつり60位	2454086 pt
徳川まつり80位	2335667 pt
徳川まつり100位	2253785 pt
徳川まつり120位	2159333 pt
徳川まつり140位	2106594 pt
徳川まつり160位	2046126 pt
