春日未来60位	2001169 pt
春日未来80位	1814557 pt
春日未来100位	1624774 pt
春日未来120位	1526471 pt
春日未来140位	1346051 pt
春日未来160位	1071007 pt
春日未来180位	851994 pt
春日未来200位	572363 pt
春日未来220位	352479 pt
春日未来240位	205027 pt
春日未来260位	138309 pt
春日未来280位	108715 pt
春日未来300位	83134 pt
最上静香60位	2006280 pt
最上静香80位	1865628 pt
最上静香100位	1750687 pt
最上静香120位	1610344 pt
最上静香140位	1464015 pt
最上静香160位	1166129 pt
最上静香180位	993791 pt
最上静香200位	758970 pt
最上静香220位	457455 pt
最上静香240位	329920 pt
最上静香260位	224069 pt
最上静香280位	167918 pt
最上静香300位	131262 pt
伊吹翼60位	1806999 pt
伊吹翼80位	1529438 pt
伊吹翼100位	1402166 pt
伊吹翼120位	1249932 pt
伊吹翼140位	933121 pt
伊吹翼160位	664808 pt
伊吹翼180位	516208 pt
伊吹翼200位	252084 pt
伊吹翼220位	152830 pt
伊吹翼240位	113499 pt
伊吹翼260位	82428 pt
伊吹翼280位	65248 pt
伊吹翼300位	50431 pt
田中琴葉60位	3470004 pt
田中琴葉80位	3279443 pt
田中琴葉100位	3024368 pt
田中琴葉120位	2813773 pt
田中琴葉140位	2562901 pt
田中琴葉160位	2040855 pt
田中琴葉180位	1699698 pt
田中琴葉200位	1256175 pt
田中琴葉220位	923937 pt
田中琴葉240位	486048 pt
田中琴葉260位	248951 pt
田中琴葉280位	163407 pt
田中琴葉300位	118751 pt
島原エレナ60位	1404038 pt
島原エレナ80位	1157472 pt
島原エレナ100位	1010680 pt
島原エレナ120位	913839 pt
島原エレナ140位	682106 pt
島原エレナ160位	462919 pt
島原エレナ180位	315200 pt
島原エレナ200位	188437 pt
島原エレナ220位	107333 pt
島原エレナ240位	78161 pt
島原エレナ260位	57411 pt
島原エレナ280位	44973 pt
島原エレナ300位	33283 pt
佐竹美奈子60位	2180553 pt
佐竹美奈子80位	2003556 pt
佐竹美奈子100位	1827656 pt
佐竹美奈子120位	1680871 pt
佐竹美奈子140位	1414268 pt
佐竹美奈子160位	1020696 pt
佐竹美奈子180位	622288 pt
佐竹美奈子200位	331220 pt
佐竹美奈子220位	222509 pt
佐竹美奈子240位	127503 pt
佐竹美奈子260位	83629 pt
佐竹美奈子280位	69733 pt
佐竹美奈子300位	54641 pt
所恵美60位	2167012 pt
所恵美80位	2005447 pt
所恵美100位	1900967 pt
所恵美120位	1802816 pt
所恵美140位	1597464 pt
所恵美160位	1416029 pt
所恵美180位	1131967 pt
所恵美200位	881724 pt
所恵美220位	575866 pt
所恵美240位	379885 pt
所恵美260位	248288 pt
所恵美280位	157551 pt
所恵美300位	124325 pt
徳川まつり60位	1958677 pt
徳川まつり80位	1644807 pt
徳川まつり100位	1504812 pt
徳川まつり120位	1357657 pt
徳川まつり140位	1232116 pt
徳川まつり160位	853877 pt
徳川まつり180位	584953 pt
徳川まつり200位	402031 pt
徳川まつり220位	268592 pt
徳川まつり240位	195511 pt
徳川まつり260位	145443 pt
徳川まつり280位	124695 pt
徳川まつり300位	96390 pt
箱崎星梨花60位	2053772 pt
箱崎星梨花80位	1862976 pt
箱崎星梨花100位	1663871 pt
箱崎星梨花120位	1523658 pt
箱崎星梨花140位	1256534 pt
箱崎星梨花160位	899069 pt
箱崎星梨花180位	614840 pt
箱崎星梨花200位	284762 pt
箱崎星梨花220位	205261 pt
箱崎星梨花240位	139071 pt
箱崎星梨花260位	93235 pt
箱崎星梨花280位	66716 pt
箱崎星梨花300位	54875 pt
野々原茜60位	1434808 pt
野々原茜80位	1200054 pt
野々原茜100位	1066842 pt
野々原茜120位	1000418 pt
野々原茜140位	801979 pt
野々原茜160位	521919 pt
野々原茜180位	343268 pt
野々原茜200位	263158 pt
野々原茜220位	169619 pt
野々原茜240位	117586 pt
野々原茜260位	89627 pt
野々原茜280位	72321 pt
野々原茜300位	56964 pt
望月杏奈60位	2352649 pt
望月杏奈80位	2075065 pt
望月杏奈100位	1916619 pt
望月杏奈120位	1777830 pt
望月杏奈140位	1571735 pt
望月杏奈160位	1289202 pt
望月杏奈180位	1100946 pt
望月杏奈200位	720041 pt
望月杏奈220位	351702 pt
望月杏奈240位	236383 pt
望月杏奈260位	157286 pt
望月杏奈280位	100729 pt
望月杏奈300位	84012 pt
ロコ60位	1666649 pt
ロコ80位	1497408 pt
ロコ100位	1324523 pt
ロコ120位	1210789 pt
ロコ140位	1018495 pt
ロコ160位	827886 pt
ロコ180位	531750 pt
ロコ200位	341025 pt
ロコ220位	228195 pt
ロコ240位	139079 pt
ロコ260位	85090 pt
ロコ280位	65521 pt
ロコ300位	47963 pt
七尾百合子60位	2522108 pt
七尾百合子80位	2412903 pt
七尾百合子100位	2227351 pt
七尾百合子120位	2114095 pt
七尾百合子140位	1828793 pt
七尾百合子160位	1512379 pt
七尾百合子180位	1154262 pt
七尾百合子200位	825163 pt
七尾百合子220位	494189 pt
七尾百合子240位	302069 pt
七尾百合子260位	159687 pt
七尾百合子280位	117061 pt
七尾百合子300位	100978 pt
高山紗代子60位	1741799 pt
高山紗代子80位	1661083 pt
高山紗代子100位	1532217 pt
高山紗代子120位	1457981 pt
高山紗代子140位	1305557 pt
高山紗代子160位	1020483 pt
高山紗代子180位	835030 pt
高山紗代子200位	517475 pt
高山紗代子220位	355377 pt
高山紗代子240位	211349 pt
高山紗代子260位	158323 pt
高山紗代子280位	113267 pt
高山紗代子300位	87570 pt
松田亜利沙60位	1264427 pt
松田亜利沙80位	1115088 pt
松田亜利沙100位	1016450 pt
松田亜利沙120位	884279 pt
松田亜利沙140位	697334 pt
松田亜利沙160位	416768 pt
松田亜利沙180位	313115 pt
松田亜利沙200位	200324 pt
松田亜利沙220位	133060 pt
松田亜利沙240位	98000 pt
松田亜利沙260位	69770 pt
松田亜利沙280位	57942 pt
松田亜利沙300位	47636 pt
高坂海美60位	1690387 pt
高坂海美80位	1533760 pt
高坂海美100位	1464617 pt
高坂海美120位	1301649 pt
高坂海美140位	1125071 pt
高坂海美160位	865246 pt
高坂海美180位	667209 pt
高坂海美200位	493536 pt
高坂海美220位	359989 pt
高坂海美240位	205969 pt
高坂海美260位	153774 pt
高坂海美280位	112600 pt
高坂海美300位	82965 pt
中谷育60位	1008609 pt
中谷育80位	872770 pt
中谷育100位	707369 pt
中谷育120位	613648 pt
中谷育140位	349404 pt
中谷育160位	241731 pt
中谷育180位	154444 pt
中谷育200位	120113 pt
中谷育220位	79280 pt
中谷育240位	62157 pt
中谷育260位	52433 pt
中谷育280位	41556 pt
中谷育300位	34154 pt
天空橋朋花60位	1805686 pt
天空橋朋花80位	1556104 pt
天空橋朋花100位	1439105 pt
天空橋朋花120位	1302867 pt
天空橋朋花140位	1004903 pt
天空橋朋花160位	816836 pt
天空橋朋花180位	571174 pt
天空橋朋花200位	401057 pt
天空橋朋花220位	259444 pt
天空橋朋花240位	139475 pt
天空橋朋花260位	82991 pt
天空橋朋花280位	57398 pt
天空橋朋花300位	45504 pt
エミリー60位	1532260 pt
エミリー80位	1358782 pt
