春日未来60位	2509915 pt
春日未来80位	2435713 pt
春日未来100位	2370423 pt
春日未来120位	2303645 pt
春日未来140位	2225192 pt
春日未来160位	2168116 pt
春日未来180位	2129784 pt
春日未来200位	2081880 pt
春日未来220位	2046753 pt
春日未来240位	1945860 pt
春日未来260位	1511248 pt
春日未来280位	631961 pt
春日未来300位	355921 pt
最上静香60位	3007615 pt
最上静香80位	2972136 pt
最上静香100位	2832975 pt
最上静香120位	2720413 pt
最上静香140位	2607837 pt
最上静香160位	2544660 pt
最上静香180位	2503487 pt
最上静香200位	2448039 pt
最上静香220位	2374052 pt
最上静香240位	2214150 pt
最上静香260位	1542314 pt
最上静香280位	864374 pt
最上静香300位	426964 pt
伊吹翼60位	2310914 pt
伊吹翼80位	2142601 pt
伊吹翼100位	2059828 pt
伊吹翼120位	2005306 pt
伊吹翼140位	1964608 pt
伊吹翼160位	1876995 pt
伊吹翼180位	1813308 pt
伊吹翼200位	1765547 pt
伊吹翼220位	1702780 pt
伊吹翼240位	1603269 pt
伊吹翼260位	1392638 pt
伊吹翼280位	501119 pt
伊吹翼300位	269274 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4480489 pt
田中琴葉100位	4242532 pt
田中琴葉120位	4009844 pt
田中琴葉140位	3758407 pt
田中琴葉160位	3601027 pt
田中琴葉180位	3502038 pt
田中琴葉200位	3356547 pt
田中琴葉220位	3172120 pt
田中琴葉240位	3089784 pt
田中琴葉260位	2193440 pt
田中琴葉280位	761934 pt
田中琴葉300位	360401 pt
島原エレナ60位	2108801 pt
島原エレナ80位	2014482 pt
島原エレナ100位	2001026 pt
島原エレナ120位	1912211 pt
島原エレナ140位	1813863 pt
島原エレナ160位	1774718 pt
島原エレナ180位	1709349 pt
島原エレナ200位	1639974 pt
島原エレナ220位	1591676 pt
島原エレナ240位	1514275 pt
島原エレナ260位	1260656 pt
島原エレナ280位	566847 pt
島原エレナ300位	324842 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2307755 pt
佐竹美奈子100位	2189678 pt
佐竹美奈子120位	2055804 pt
佐竹美奈子140位	2010767 pt
佐竹美奈子160位	2000000 pt
佐竹美奈子180位	1865818 pt
佐竹美奈子200位	1764539 pt
佐竹美奈子220位	1654188 pt
佐竹美奈子240位	1567446 pt
佐竹美奈子260位	1015971 pt
佐竹美奈子280位	588355 pt
佐竹美奈子300位	338300 pt
所恵美60位	3117898 pt
所恵美80位	3007957 pt
所恵美100位	2906167 pt
所恵美120位	2758738 pt
所恵美140位	2689988 pt
所恵美160位	2602932 pt
所恵美180位	2501598 pt
所恵美200位	2434827 pt
所恵美220位	2363375 pt
所恵美240位	2245313 pt
所恵美260位	1652436 pt
所恵美280位	744107 pt
所恵美300位	440076 pt
徳川まつり60位	2452746 pt
徳川まつり80位	2325705 pt
徳川まつり100位	2243977 pt
徳川まつり120位	2154330 pt
徳川まつり140位	2101447 pt
徳川まつり160位	2028752 pt
徳川まつり180位	2005724 pt
徳川まつり200位	1948076 pt
徳川まつり220位	1856642 pt
徳川まつり240位	1756322 pt
徳川まつり260位	1330097 pt
徳川まつり280位	595874 pt
徳川まつり300位	367310 pt
箱崎星梨花60位	2629469 pt
箱崎星梨花80位	2514111 pt
箱崎星梨花100位	2435730 pt
箱崎星梨花120位	2315219 pt
箱崎星梨花140位	2215843 pt
箱崎星梨花160位	2162939 pt
箱崎星梨花180位	2077557 pt
箱崎星梨花200位	2012087 pt
箱崎星梨花220位	1909658 pt
箱崎星梨花240位	1825653 pt
箱崎星梨花260位	1342652 pt
箱崎星梨花280位	553727 pt
箱崎星梨花300位	299991 pt
野々原茜60位	2001125 pt
野々原茜80位	1840200 pt
野々原茜100位	1726468 pt
野々原茜120位	1628232 pt
野々原茜140位	1558359 pt
野々原茜160位	1480897 pt
野々原茜180位	1408672 pt
野々原茜200位	1338777 pt
野々原茜220位	1246426 pt
野々原茜240位	1151418 pt
野々原茜260位	744307 pt
野々原茜280位	438085 pt
野々原茜300位	281567 pt
望月杏奈60位	3036472 pt
望月杏奈80位	2990657 pt
望月杏奈100位	2810144 pt
望月杏奈120位	2626963 pt
望月杏奈140位	2555553 pt
望月杏奈160位	2455371 pt
望月杏奈180位	2390957 pt
望月杏奈200位	2319001 pt
望月杏奈220位	2209716 pt
望月杏奈240位	2100383 pt
望月杏奈260位	1448878 pt
望月杏奈280位	603419 pt
望月杏奈300位	337030 pt
ロコ60位	2303486 pt
ロコ80位	2177988 pt
ロコ100位	2098228 pt
ロコ120位	2038129 pt
ロコ140位	2009900 pt
ロコ160位	1917742 pt
ロコ180位	1813576 pt
ロコ200位	1703383 pt
ロコ220位	1652045 pt
ロコ240位	1577366 pt
ロコ260位	1206569 pt
ロコ280位	533721 pt
ロコ300位	323282 pt
七尾百合子60位	3538477 pt
七尾百合子80位	3403634 pt
七尾百合子100位	3206305 pt
七尾百合子120位	3033008 pt
七尾百合子140位	2992181 pt
七尾百合子160位	2813266 pt
七尾百合子180位	2715786 pt
七尾百合子200位	2567909 pt
七尾百合子220位	2480511 pt
七尾百合子240位	2241543 pt
七尾百合子260位	1168715 pt
七尾百合子280位	552849 pt
七尾百合子300位	340482 pt
高山紗代子60位	2600708 pt
高山紗代子80位	2499873 pt
高山紗代子100位	2372345 pt
高山紗代子120位	2303054 pt
高山紗代子140位	2250473 pt
高山紗代子160位	2178785 pt
高山紗代子180位	2117472 pt
高山紗代子200位	2074483 pt
高山紗代子220位	2025782 pt
高山紗代子240位	1943105 pt
高山紗代子260位	1270537 pt
高山紗代子280位	567114 pt
高山紗代子300位	383039 pt
松田亜利沙60位	2039292 pt
松田亜利沙80位	2002213 pt
松田亜利沙100位	1920394 pt
松田亜利沙120位	1855396 pt
松田亜利沙140位	1807383 pt
松田亜利沙160位	1736150 pt
松田亜利沙180位	1690762 pt
松田亜利沙200位	1620960 pt
松田亜利沙220位	1573093 pt
松田亜利沙240位	1518948 pt
松田亜利沙260位	996430 pt
松田亜利沙280位	501044 pt
松田亜利沙300位	294913 pt
高坂海美60位	2614524 pt
高坂海美80位	2542475 pt
高坂海美100位	2510800 pt
高坂海美120位	2453077 pt
高坂海美140位	2370233 pt
高坂海美160位	2305102 pt
高坂海美180位	2221968 pt
高坂海美200位	2152264 pt
高坂海美220位	2098984 pt
高坂海美240位	2024542 pt
高坂海美260位	1638389 pt
高坂海美280位	832309 pt
高坂海美300位	348507 pt
中谷育60位	1861568 pt
中谷育80位	1795250 pt
中谷育100位	1704196 pt
中谷育120位	1640998 pt
中谷育140位	1582305 pt
中谷育160位	1525119 pt
中谷育180位	1481009 pt
中谷育200位	1428971 pt
中谷育220位	1391616 pt
中谷育240位	1313038 pt
中谷育260位	1050941 pt
中谷育280位	606419 pt
中谷育300位	349796 pt
天空橋朋花60位	2417646 pt
天空橋朋花80位	2326623 pt
天空橋朋花100位	2281973 pt
天空橋朋花120位	2222727 pt
天空橋朋花140位	2191410 pt
天空橋朋花160位	2153882 pt
天空橋朋花180位	2091885 pt
天空橋朋花200位	2041896 pt
天空橋朋花220位	2015015 pt
天空橋朋花240位	1917551 pt
天空橋朋花260位	1535073 pt
天空橋朋花280位	581134 pt
天空橋朋花300位	261350 pt
エミリー60位	2027967 pt
エミリー80位	1965830 pt
エミリー100位	1843753 pt
エミリー120位	1803375 pt
エミリー140位	1747282 pt
エミリー160位	1635789 pt
エミリー180位	1579999 pt
エミリー200位	1516826 pt
エミリー220位	1464274 pt
エミリー240位	1320331 pt
エミリー260位	912647 pt
エミリー280位	410269 pt
エミリー300位	260038 pt
北沢志保60位	3033288 pt
北沢志保80位	3000000 pt
北沢志保100位	2769249 pt
北沢志保120位	2545721 pt
北沢志保140位	2433108 pt
北沢志保160位	2316499 pt
北沢志保180位	2230797 pt
北沢志保200位	2135938 pt
北沢志保220位	2060128 pt
北沢志保240位	1964635 pt
北沢志保260位	1243403 pt
北沢志保280位	546697 pt
北沢志保300位	301486 pt
舞浜歩60位	1611483 pt
舞浜歩80位	1550277 pt
舞浜歩100位	1510387 pt
舞浜歩120位	1466909 pt
舞浜歩140位	1397439 pt
舞浜歩160位	1309784 pt
舞浜歩180位	1256902 pt
舞浜歩200位	1216988 pt
舞浜歩220位	1156206 pt
舞浜歩240位	1061704 pt
舞浜歩260位	744383 pt
舞浜歩280位	323494 pt
舞浜歩300位	213009 pt
木下ひなた60位	1764422 pt
木下ひなた80位	1644183 pt
木下ひなた100位	1538766 pt
木下ひなた120位	1501008 pt
木下ひなた140位	1438816 pt
木下ひなた160位	1390124 pt
木下ひなた180位	1315569 pt
木下ひなた200位	1247828 pt
木下ひなた220位	1176081 pt
木下ひなた240位	1082300 pt
木下ひなた260位	885049 pt
木下ひなた280位	609810 pt
木下ひなた300位	404659 pt
