春日未来60位	1568951 pt
春日未来80位	1459374 pt
春日未来100位	1107803 pt
春日未来120位	916880 pt
春日未来140位	734083 pt
春日未来160位	575055 pt
春日未来180位	389407 pt
春日未来200位	251091 pt
春日未来220位	137414 pt
春日未来240位	108698 pt
春日未来260位	84949 pt
春日未来280位	65722 pt
春日未来300位	50917 pt
最上静香60位	1541948 pt
最上静香80位	1375658 pt
最上静香100位	1157171 pt
最上静香120位	997865 pt
最上静香140位	802198 pt
最上静香160位	609868 pt
最上静香180位	429683 pt
最上静香200位	322980 pt
最上静香220位	222837 pt
最上静香240位	169478 pt
最上静香260位	128759 pt
最上静香280位	105749 pt
最上静香300位	78061 pt
伊吹翼60位	1501718 pt
伊吹翼80位	1245676 pt
伊吹翼100位	1003337 pt
伊吹翼120位	674690 pt
伊吹翼140位	446635 pt
伊吹翼160位	321166 pt
伊吹翼180位	156674 pt
伊吹翼200位	102661 pt
伊吹翼220位	75058 pt
伊吹翼240位	61616 pt
伊吹翼260位	45179 pt
伊吹翼280位	36583 pt
伊吹翼300位	31285 pt
田中琴葉60位	2586858 pt
田中琴葉80位	2389451 pt
田中琴葉100位	2172870 pt
田中琴葉120位	1870113 pt
田中琴葉140位	1478164 pt
田中琴葉160位	1166065 pt
田中琴葉180位	1000162 pt
田中琴葉200位	709241 pt
田中琴葉220位	476530 pt
田中琴葉240位	270755 pt
田中琴葉260位	152891 pt
田中琴葉280位	109349 pt
田中琴葉300位	82450 pt
島原エレナ60位	976096 pt
島原エレナ80位	729847 pt
島原エレナ100位	536555 pt
島原エレナ120位	363449 pt
島原エレナ140位	237814 pt
島原エレナ160位	159365 pt
島原エレナ180位	90540 pt
島原エレナ200位	61823 pt
島原エレナ220位	42821 pt
島原エレナ240位	30990 pt
島原エレナ260位	23744 pt
島原エレナ280位	16899 pt
島原エレナ300位	12791 pt
佐竹美奈子60位	1844678 pt
佐竹美奈子80位	1642500 pt
佐竹美奈子100位	1318236 pt
佐竹美奈子120位	1115632 pt
佐竹美奈子140位	652331 pt
佐竹美奈子160位	396629 pt
佐竹美奈子180位	241788 pt
佐竹美奈子200位	183001 pt
佐竹美奈子220位	101593 pt
佐竹美奈子240位	66191 pt
佐竹美奈子260位	50619 pt
佐竹美奈子280位	40064 pt
佐竹美奈子300位	31246 pt
所恵美60位	1729312 pt
所恵美80位	1567243 pt
所恵美100位	1466117 pt
所恵美120位	1262415 pt
所恵美140位	1026976 pt
所恵美160位	771987 pt
所恵美180位	587636 pt
所恵美200位	344511 pt
所恵美220位	238236 pt
所恵美240位	170185 pt
所恵美260位	113099 pt
所恵美280位	96391 pt
所恵美300位	74901 pt
徳川まつり60位	1498560 pt
徳川まつり80位	1231544 pt
徳川まつり100位	1011441 pt
徳川まつり120位	816766 pt
徳川まつり140位	578955 pt
徳川まつり160位	400994 pt
徳川まつり180位	259215 pt
徳川まつり200位	183276 pt
徳川まつり220位	136534 pt
徳川まつり240位	112571 pt
徳川まつり260位	89716 pt
徳川まつり280位	68403 pt
徳川まつり300位	50649 pt
箱崎星梨花60位	1713543 pt
箱崎星梨花80位	1520100 pt
箱崎星梨花100位	1206744 pt
箱崎星梨花120位	949396 pt
箱崎星梨花140位	680007 pt
箱崎星梨花160位	411142 pt
箱崎星梨花180位	239585 pt
箱崎星梨花200位	136862 pt
箱崎星梨花220位	111441 pt
箱崎星梨花240位	68719 pt
箱崎星梨花260位	52035 pt
箱崎星梨花280位	39974 pt
箱崎星梨花300位	32993 pt
野々原茜60位	959977 pt
野々原茜80位	819605 pt
野々原茜100位	696154 pt
野々原茜120位	448612 pt
野々原茜140位	315857 pt
野々原茜160位	210223 pt
野々原茜180位	146828 pt
野々原茜200位	109971 pt
野々原茜220位	78114 pt
野々原茜240位	59677 pt
野々原茜260位	49124 pt
野々原茜280位	37648 pt
野々原茜300位	30038 pt
望月杏奈60位	1847036 pt
望月杏奈80位	1618391 pt
望月杏奈100位	1396883 pt
望月杏奈120位	1131504 pt
