春日未来200位	1916211 pt
春日未来210位	1884652 pt
春日未来220位	1837683 pt
春日未来230位	1803851 pt
春日未来240位	1662237 pt
春日未来250位	1437898 pt
春日未来260位	1179106 pt
春日未来270位	763186 pt
春日未来280位	542237 pt
春日未来290位	421579 pt
春日未来300位	319901 pt
最上静香200位	2350272 pt
最上静香210位	2312499 pt
最上静香220位	2245281 pt
最上静香230位	2113798 pt
最上静香240位	1775319 pt
最上静香250位	1560347 pt
最上静香260位	1228044 pt
最上静香270位	946112 pt
最上静香280位	669067 pt
最上静香290位	473104 pt
最上静香300位	358934 pt
伊吹翼200位	1630599 pt
伊吹翼210位	1600952 pt
伊吹翼220位	1539391 pt
伊吹翼230位	1504169 pt
伊吹翼240位	1415440 pt
伊吹翼250位	1250866 pt
伊吹翼260位	856519 pt
伊吹翼270位	556700 pt
伊吹翼280位	346300 pt
伊吹翼290位	258539 pt
伊吹翼300位	210591 pt
田中琴葉200位	3245732 pt
田中琴葉210位	3155262 pt
田中琴葉220位	3081397 pt
田中琴葉230位	2949762 pt
田中琴葉240位	2728541 pt
田中琴葉250位	2184307 pt
田中琴葉260位	1322021 pt
田中琴葉270位	877232 pt
田中琴葉280位	583579 pt
田中琴葉290位	424392 pt
田中琴葉300位	348818 pt
島原エレナ200位	1451739 pt
島原エレナ210位	1407097 pt
島原エレナ220位	1350265 pt
島原エレナ230位	1292332 pt
島原エレナ240位	1104543 pt
島原エレナ250位	823807 pt
島原エレナ260位	600349 pt
島原エレナ270位	490588 pt
島原エレナ280位	377925 pt
島原エレナ290位	306459 pt
島原エレナ300位	257056 pt
佐竹美奈子200位	1704955 pt
佐竹美奈子210位	1615471 pt
佐竹美奈子220位	1570204 pt
佐竹美奈子230位	1410984 pt
佐竹美奈子240位	1186129 pt
佐竹美奈子250位	865229 pt
佐竹美奈子260位	555777 pt
佐竹美奈子270位	403025 pt
佐竹美奈子280位	354584 pt
佐竹美奈子290位	279667 pt
佐竹美奈子300位	218614 pt
所恵美200位	2311530 pt
所恵美210位	2240825 pt
所恵美220位	2212000 pt
所恵美230位	2146273 pt
所恵美240位	1883868 pt
所恵美250位	1705094 pt
所恵美260位	1404731 pt
所恵美270位	878248 pt
所恵美280位	626989 pt
所恵美290位	488224 pt
所恵美300位	397816 pt
徳川まつり200位	1804002 pt
徳川まつり210位	1765029 pt
徳川まつり220位	1711025 pt
徳川まつり230位	1604122 pt
徳川まつり240位	1423131 pt
徳川まつり250位	1121770 pt
徳川まつり260位	816175 pt
徳川まつり270位	588370 pt
徳川まつり280位	441483 pt
徳川まつり290位	383179 pt
徳川まつり300位	328109 pt
箱崎星梨花200位	1935852 pt
箱崎星梨花210位	1881397 pt
箱崎星梨花220位	1821017 pt
箱崎星梨花230位	1713279 pt
箱崎星梨花240位	1542676 pt
箱崎星梨花250位	1279707 pt
箱崎星梨花260位	875118 pt
箱崎星梨花270位	594239 pt
箱崎星梨花280位	362531 pt
箱崎星梨花290位	295406 pt
箱崎星梨花300位	234176 pt
野々原茜200位	1234676 pt
野々原茜210位	1202682 pt
野々原茜220位	1151480 pt
野々原茜230位	1092889 pt
野々原茜240位	955882 pt
野々原茜250位	661734 pt
野々原茜260位	548248 pt
野々原茜270位	378109 pt
野々原茜280位	322362 pt
野々原茜290位	272364 pt
野々原茜300位	213884 pt
望月杏奈200位	2200233 pt
望月杏奈210位	2149544 pt
望月杏奈220位	2074467 pt
望月杏奈230位	1940137 pt
望月杏奈240位	1564760 pt
望月杏奈250位	1277519 pt
望月杏奈260位	979390 pt
望月杏奈270位	614796 pt
望月杏奈280位	447606 pt
望月杏奈290位	335114 pt
望月杏奈300位	290590 pt
ロコ200位	1616000 pt
ロコ210位	1590447 pt
ロコ220位	1539041 pt
ロコ230位	1396431 pt
ロコ240位	1250782 pt
ロコ250位	1133417 pt
ロコ260位	790892 pt
ロコ270位	515530 pt
ロコ280位	423279 pt
ロコ290位	311805 pt
ロコ300位	239214 pt
七尾百合子200位	2510771 pt
七尾百合子210位	2489019 pt
七尾百合子220位	2422988 pt
七尾百合子230位	2211570 pt
七尾百合子240位	1843144 pt
七尾百合子250位	1297380 pt
七尾百合子260位	913061 pt
七尾百合子270位	552849 pt
七尾百合子280位	375016 pt
七尾百合子290位	295807 pt
七尾百合子300位	242189 pt
高山紗代子200位	2001287 pt
高山紗代子210位	1971940 pt
高山紗代子220位	1938418 pt
高山紗代子230位	1824781 pt
高山紗代子240位	1594678 pt
高山紗代子250位	1446015 pt
高山紗代子260位	1037566 pt
高山紗代子270位	764435 pt
高山紗代子280位	495229 pt
高山紗代子290位	421237 pt
高山紗代子300位	338905 pt
松田亜利沙200位	1518601 pt
松田亜利沙210位	1500602 pt
松田亜利沙220位	1475435 pt
松田亜利沙230位	1422452 pt
松田亜利沙240位	1290525 pt
松田亜利沙250位	1051240 pt
松田亜利沙260位	695563 pt
松田亜利沙270位	498542 pt
松田亜利沙280位	393725 pt
松田亜利沙290位	302582 pt
松田亜利沙300位	261759 pt
高坂海美200位	1955593 pt
高坂海美210位	1916306 pt
高坂海美220位	1877195 pt
高坂海美230位	1844595 pt
高坂海美240位	1691685 pt
高坂海美250位	1534593 pt
高坂海美260位	1289258 pt
高坂海美270位	995388 pt
高坂海美280位	674605 pt
高坂海美290位	400090 pt
高坂海美300位	328675 pt
中谷育200位	1257599 pt
中谷育210位	1232851 pt
中谷育220位	1199116 pt
中谷育230位	1135846 pt
中谷育240位	1053423 pt
中谷育250位	963972 pt
中谷育260位	758831 pt
中谷育270位	592245 pt
中谷育280位	455053 pt
中谷育290位	349796 pt
中谷育300位	288594 pt
天空橋朋花200位	1900360 pt
天空橋朋花210位	1866150 pt
天空橋朋花220位	1825557 pt
天空橋朋花230位	1774230 pt
天空橋朋花240位	1676244 pt
天空橋朋花250位	1279553 pt
天空橋朋花260位	1005230 pt
天空橋朋花270位	634205 pt
天空橋朋花280位	443310 pt
天空橋朋花290位	312814 pt
天空橋朋花300位	213723 pt
エミリー200位	1470737 pt
エミリー210位	1412071 pt
エミリー220位	1328812 pt
エミリー230位	1242268 pt
エミリー240位	1088171 pt
エミリー250位	737518 pt
エミリー260位	475018 pt
エミリー270位	375803 pt
エミリー280位	309875 pt
エミリー290位	218326 pt
エミリー300位	184789 pt
北沢志保200位	2059301 pt
北沢志保210位	2008738 pt
北沢志保220位	1945272 pt
北沢志保230位	1680446 pt
北沢志保240位	1355135 pt
北沢志保250位	1174436 pt
北沢志保260位	873342 pt
北沢志保270位	547128 pt
北沢志保280位	366574 pt
北沢志保290位	309228 pt
北沢志保300位	248516 pt
舞浜歩200位	1083837 pt
舞浜歩210位	1062351 pt
舞浜歩220位	1019859 pt
舞浜歩230位	978593 pt
舞浜歩240位	840737 pt
舞浜歩250位	595777 pt
舞浜歩260位	411332 pt
舞浜歩270位	297172 pt
舞浜歩280位	229951 pt
舞浜歩290位	203769 pt
舞浜歩300位	172656 pt
木下ひなた200位	1109277 pt
木下ひなた210位	1068600 pt
木下ひなた220位	1021138 pt
木下ひなた230位	1005885 pt
木下ひなた240位	882808 pt
木下ひなた250位	777651 pt
木下ひなた260位	611395 pt
木下ひなた270位	507538 pt
木下ひなた280位	423515 pt
木下ひなた290位	307831 pt
木下ひなた300位	266710 pt
矢吹可奈200位	1607698 pt
矢吹可奈210位	1569885 pt
矢吹可奈220位	1547774 pt
矢吹可奈230位	1509979 pt
矢吹可奈240位	1416173 pt
矢吹可奈250位	1230301 pt
矢吹可奈260位	1056150 pt
矢吹可奈270位	699535 pt
矢吹可奈280位	499912 pt
矢吹可奈290位	311469 pt
矢吹可奈300位	254438 pt
横山奈緒200位	1433085 pt
横山奈緒210位	1403797 pt
横山奈緒220位	1348612 pt
横山奈緒230位	1226085 pt
横山奈緒240位	1111390 pt
横山奈緒250位	1001953 pt
横山奈緒260位	746018 pt
横山奈緒270位	488227 pt
横山奈緒280位	350221 pt
横山奈緒290位	283691 pt
横山奈緒300位	223280 pt
二階堂千鶴200位	1567419 pt
二階堂千鶴210位	1542501 pt
二階堂千鶴220位	1509887 pt
二階堂千鶴230位	1420894 pt
二階堂千鶴240位	1303419 pt
二階堂千鶴250位	1087753 pt
二階堂千鶴260位	780628 pt
二階堂千鶴270位	467810 pt
二階堂千鶴280位	402818 pt
二階堂千鶴290位	282212 pt
二階堂千鶴300位	227951 pt
馬場このみ200位	1715466 pt
馬場このみ210位	1644981 pt
馬場このみ220位	1510016 pt
馬場このみ230位	1277791 pt
馬場このみ240位	1076575 pt
馬場このみ250位	730750 pt
馬場このみ260位	606403 pt
馬場このみ270位	447041 pt
馬場このみ280位	328838 pt
馬場このみ290位	293716 pt
馬場このみ300位	232894 pt
大神環200位	1244937 pt
大神環210位	1211141 pt
大神環220位	1193591 pt
大神環230位	1121706 pt
大神環240位	1027023 pt
大神環250位	879238 pt
大神環260位	621673 pt
大神環270位	459005 pt
大神環280位	349830 pt
大神環290位	316686 pt
大神環300位	236148 pt
豊川風花200位	1222361 pt
豊川風花210位	1200948 pt
豊川風花220位	1179068 pt
豊川風花230位	1132305 pt
豊川風花240位	1039481 pt
豊川風花250位	830610 pt
豊川風花260位	610242 pt
豊川風花270位	495281 pt
豊川風花280位	390229 pt
豊川風花290位	311804 pt
豊川風花300位	272292 pt
宮尾美也200位	1659340 pt
宮尾美也210位	1609441 pt
宮尾美也220位	1525626 pt
宮尾美也230位	1485950 pt
宮尾美也240位	1355399 pt
宮尾美也250位	1171560 pt
宮尾美也260位	1009296 pt
宮尾美也270位	843283 pt
宮尾美也280位	515043 pt
宮尾美也290位	335020 pt
宮尾美也300位	260818 pt
福田のり子200位	1064201 pt
福田のり子210位	1046001 pt
福田のり子220位	1030523 pt
福田のり子230位	1003409 pt
福田のり子240位	957513 pt
福田のり子250位	876921 pt
福田のり子260位	808606 pt
福田のり子270位	697420 pt
福田のり子280位	538327 pt
福田のり子290位	429499 pt
福田のり子300位	370783 pt
真壁瑞希200位	1633005 pt
真壁瑞希210位	1586957 pt
真壁瑞希220位	1546559 pt
真壁瑞希230位	1483841 pt
真壁瑞希240位	1295127 pt
真壁瑞希250位	1058923 pt
真壁瑞希260位	746975 pt
真壁瑞希270位	601007 pt
真壁瑞希280位	500831 pt
真壁瑞希290位	421476 pt
真壁瑞希300位	342429 pt
篠宮可憐200位	1603093 pt
篠宮可憐210位	1573617 pt
篠宮可憐220位	1524077 pt
篠宮可憐230位	1480183 pt
篠宮可憐240位	1402908 pt
篠宮可憐250位	1162624 pt
篠宮可憐260位	983152 pt
篠宮可憐270位	634798 pt
篠宮可憐280位	415359 pt
篠宮可憐290位	332649 pt
篠宮可憐300位	263235 pt
百瀬莉緒200位	1529263 pt
百瀬莉緒210位	1487165 pt
百瀬莉緒220位	1441384 pt
百瀬莉緒230位	1407190 pt
百瀬莉緒240位	1201582 pt
百瀬莉緒250位	812238 pt
百瀬莉緒260位	668301 pt
百瀬莉緒270位	581944 pt
百瀬莉緒280位	354122 pt
百瀬莉緒290位	245033 pt
百瀬莉緒300位	222111 pt
永吉昴200位	1359057 pt
永吉昴210位	1329710 pt
永吉昴220位	1275153 pt
永吉昴230位	1173640 pt
永吉昴240位	944927 pt
永吉昴250位	648066 pt
永吉昴260位	439429 pt
永吉昴270位	320961 pt
永吉昴280位	275289 pt
永吉昴290位	198608 pt
永吉昴300位	172143 pt
北上麗花200位	1589105 pt
