春日未来200位	1882145 pt
春日未来210位	1830404 pt
春日未来220位	1800852 pt
春日未来230位	1657959 pt
春日未来240位	1471631 pt
春日未来250位	1296708 pt
春日未来260位	1085060 pt
春日未来270位	682215 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	255154 pt
最上静香200位	2283077 pt
最上静香210位	2235353 pt
最上静香220位	2179769 pt
最上静香230位	2088171 pt
最上静香240位	1641372 pt
最上静香250位	1452750 pt
最上静香260位	1174612 pt
最上静香270位	818553 pt
最上静香280位	595161 pt
最上静香290位	436326 pt
最上静香300位	329920 pt
伊吹翼200位	1604677 pt
伊吹翼210位	1548470 pt
伊吹翼220位	1514614 pt
伊吹翼230位	1475282 pt
伊吹翼240位	1259561 pt
伊吹翼250位	1167004 pt
伊吹翼260位	760278 pt
伊吹翼270位	440704 pt
伊吹翼280位	276414 pt
伊吹翼290位	221810 pt
伊吹翼300位	186001 pt
田中琴葉200位	3200764 pt
田中琴葉210位	3111422 pt
田中琴葉220位	3003238 pt
田中琴葉230位	2821328 pt
田中琴葉240位	2598450 pt
田中琴葉250位	1953257 pt
田中琴葉260位	1256597 pt
田中琴葉270位	868062 pt
田中琴葉280位	569499 pt
田中琴葉290位	402448 pt
田中琴葉300位	336197 pt
島原エレナ200位	1403764 pt
島原エレナ210位	1367974 pt
島原エレナ220位	1307703 pt
島原エレナ230位	1214125 pt
島原エレナ240位	945422 pt
島原エレナ250位	667009 pt
島原エレナ260位	507386 pt
島原エレナ270位	435127 pt
島原エレナ280位	352786 pt
島原エレナ290位	274933 pt
島原エレナ300位	207586 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子210位	1573787 pt
佐竹美奈子220位	1501404 pt
佐竹美奈子230位	1258286 pt
佐竹美奈子240位	887828 pt
佐竹美奈子250位	672978 pt
佐竹美奈子260位	460788 pt
佐竹美奈子270位	347088 pt
佐竹美奈子280位	288424 pt
佐竹美奈子290位	240774 pt
佐竹美奈子300位	199761 pt
所恵美200位	2254499 pt
所恵美210位	2214635 pt
所恵美220位	2157683 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1508316 pt
所恵美260位	1296426 pt
所恵美270位	787117 pt
所恵美280位	547071 pt
所恵美290位	457339 pt
所恵美300位	378329 pt
徳川まつり200位	1746977 pt
徳川まつり210位	1702915 pt
徳川まつり220位	1622980 pt
徳川まつり230位	1453287 pt
徳川まつり240位	1235334 pt
徳川まつり250位	837409 pt
徳川まつり260位	651430 pt
徳川まつり270位	444894 pt
徳川まつり280位	395202 pt
徳川まつり290位	331196 pt
徳川まつり300位	276477 pt
箱崎星梨花200位	1877038 pt
箱崎星梨花210位	1821017 pt
箱崎星梨花220位	1765785 pt
箱崎星梨花230位	1671537 pt
箱崎星梨花240位	1488760 pt
箱崎星梨花250位	1073214 pt
箱崎星梨花260位	725467 pt
箱崎星梨花270位	460081 pt
箱崎星梨花280位	328686 pt
箱崎星梨花290位	273164 pt
箱崎星梨花300位	227277 pt
野々原茜200位	1203152 pt
野々原茜210位	1162222 pt
野々原茜220位	1123012 pt
野々原茜230位	1022804 pt
野々原茜240位	868437 pt
野々原茜250位	559477 pt
野々原茜260位	452347 pt
野々原茜270位	361537 pt
野々原茜280位	286763 pt
野々原茜290位	248918 pt
野々原茜300位	195544 pt
望月杏奈200位	2196803 pt
望月杏奈210位	2108697 pt
望月杏奈220位	1968313 pt
望月杏奈230位	1766056 pt
望月杏奈240位	1398013 pt
望月杏奈250位	1117401 pt
望月杏奈260位	854979 pt
望月杏奈270位	602120 pt
望月杏奈280位	412368 pt
望月杏奈290位	312630 pt
望月杏奈300位	272307 pt
ロコ200位	1605698 pt
ロコ210位	1563460 pt
ロコ220位	1526343 pt
