春日未来60位	2470698 pt
春日未来80位	2350299 pt
春日未来100位	2284080 pt
春日未来120位	2206542 pt
春日未来140位	2130788 pt
春日未来160位	2050251 pt
春日未来180位	2002172 pt
春日未来200位	1938009 pt
春日未来220位	1856974 pt
春日未来240位	1735394 pt
春日未来260位	1208047 pt
春日未来280位	553108 pt
春日未来300位	319901 pt
最上静香60位	3004516 pt
最上静香80位	2862319 pt
最上静香100位	2755426 pt
最上静香120位	2653286 pt
最上静香140位	2546983 pt
最上静香160位	2500559 pt
最上静香180位	2445405 pt
最上静香200位	2374224 pt
最上静香220位	2245593 pt
最上静香240位	1792430 pt
最上静香260位	1228044 pt
最上静香280位	669272 pt
最上静香300位	358934 pt
伊吹翼60位	2300990 pt
伊吹翼80位	2104700 pt
伊吹翼100位	2009334 pt
伊吹翼120位	1982665 pt
伊吹翼140位	1838124 pt
伊吹翼160位	1805547 pt
伊吹翼180位	1710735 pt
伊吹翼200位	1630599 pt
伊吹翼220位	1555407 pt
伊吹翼240位	1467515 pt
伊吹翼260位	909477 pt
伊吹翼280位	346300 pt
伊吹翼300位	214813 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4469987 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4009234 pt
田中琴葉140位	3714883 pt
田中琴葉160位	3565171 pt
田中琴葉180位	3427849 pt
田中琴葉200位	3268496 pt
田中琴葉220位	3094260 pt
田中琴葉240位	2770114 pt
田中琴葉260位	1488917 pt
田中琴葉280位	732485 pt
田中琴葉300位	348818 pt
島原エレナ60位	2054951 pt
島原エレナ80位	2005127 pt
島原エレナ100位	1934202 pt
島原エレナ120位	1814690 pt
島原エレナ140位	1723531 pt
島原エレナ160位	1615966 pt
島原エレナ180位	1522439 pt
島原エレナ200位	1454591 pt
島原エレナ220位	1392715 pt
島原エレナ240位	1106861 pt
島原エレナ260位	647691 pt
島原エレナ280位	392873 pt
島原エレナ300位	257056 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2175243 pt
佐竹美奈子120位	2055682 pt
佐竹美奈子140位	2008025 pt
佐竹美奈子160位	1927310 pt
佐竹美奈子180位	1831500 pt
佐竹美奈子200位	1707140 pt
佐竹美奈子220位	1594137 pt
佐竹美奈子240位	1251841 pt
佐竹美奈子260位	582048 pt
佐竹美奈子280位	364974 pt
佐竹美奈子300位	232058 pt
所恵美60位	3075836 pt
所恵美80位	3001076 pt
所恵美100位	2837625 pt
所恵美120位	2703034 pt
所恵美140位	2562415 pt
所恵美160位	2499997 pt
所恵美180位	2412091 pt
所恵美200位	2326772 pt
所恵美220位	2223216 pt
所恵美240位	1950605 pt
所恵美260位	1422764 pt
所恵美280位	645870 pt
所恵美300位	397816 pt
徳川まつり60位	2381298 pt
徳川まつり80位	2286580 pt
徳川まつり100位	2138848 pt
徳川まつり120位	2076724 pt
徳川まつり140位	2014513 pt
徳川まつり160位	2000000 pt
徳川まつり180位	1865213 pt
徳川まつり200位	1809162 pt
徳川まつり220位	1718878 pt
徳川まつり240位	1504679 pt
徳川まつり260位	911573 pt
徳川まつり280位	458889 pt
徳川まつり300位	331196 pt
箱崎星梨花60位	2626267 pt
箱崎星梨花80位	2503576 pt
箱崎星梨花100位	2395379 pt
箱崎星梨花120位	2259400 pt
箱崎星梨花140位	2183728 pt
箱崎星梨花160位	2077248 pt
箱崎星梨花180位	2013640 pt
箱崎星梨花200位	1966202 pt
箱崎星梨花220位	1825653 pt
箱崎星梨花240位	1568327 pt
箱崎星梨花260位	898173 pt
箱崎星梨花280位	365047 pt
箱崎星梨花300位	252059 pt
野々原茜60位	2000258 pt
野々原茜80位	1816975 pt
野々原茜100位	1700582 pt
野々原茜120位	1587902 pt
野々原茜140位	1501581 pt
野々原茜160位	1418684 pt
野々原茜180位	1350091 pt
野々原茜200位	1234676 pt
野々原茜220位	1162222 pt
野々原茜240位	1018789 pt
野々原茜260位	550902 pt
野々原茜280位	330333 pt
野々原茜300位	223639 pt
望月杏奈60位	3031861 pt
望月杏奈80位	2947415 pt
望月杏奈100位	2722994 pt
望月杏奈120位	2602566 pt
望月杏奈140位	2505473 pt
望月杏奈160位	2400424 pt
望月杏奈180位	2320699 pt
望月杏奈200位	2215376 pt
望月杏奈220位	2110382 pt
望月杏奈240位	1566765 pt
望月杏奈260位	1035459 pt
