春日未来200位	2187296 pt
春日未来210位	2173646 pt
春日未来220位	2145523 pt
春日未来230位	2119347 pt
春日未来240位	2103226 pt
春日未来250位	2070795 pt
春日未来260位	2005025 pt
春日未来270位	1066226 pt
春日未来280位	691409 pt
春日未来290位	499254 pt
春日未来300位	388216 pt
最上静香200位	2501531 pt
最上静香210位	2482909 pt
最上静香220位	2443567 pt
最上静香230位	2406892 pt
最上静香240位	2360650 pt
最上静香250位	2258803 pt
最上静香260位	1800271 pt
最上静香270位	1404582 pt
最上静香280位	932950 pt
最上静香290位	613473 pt
最上静香300位	426964 pt
伊吹翼200位	1929061 pt
伊吹翼210位	1901814 pt
伊吹翼220位	1863906 pt
伊吹翼230位	1835702 pt
伊吹翼240位	1816217 pt
伊吹翼250位	1796762 pt
伊吹翼260位	1726907 pt
伊吹翼270位	1395180 pt
伊吹翼280位	689383 pt
伊吹翼290位	372007 pt
伊吹翼300位	291491 pt
田中琴葉200位	3407563 pt
田中琴葉210位	3314739 pt
田中琴葉220位	3262450 pt
田中琴葉230位	3216502 pt
田中琴葉240位	3183695 pt
田中琴葉250位	3072408 pt
田中琴葉260位	2248508 pt
田中琴葉270位	1187346 pt
田中琴葉280位	876924 pt
田中琴葉290位	482815 pt
田中琴葉300位	402711 pt
島原エレナ200位	1807390 pt
島原エレナ210位	1790768 pt
島原エレナ220位	1777318 pt
島原エレナ230位	1754629 pt
島原エレナ240位	1727026 pt
島原エレナ250位	1702716 pt
島原エレナ260位	1643603 pt
島原エレナ270位	1455830 pt
島原エレナ280位	719988 pt
島原エレナ290位	453056 pt
島原エレナ300位	351412 pt
佐竹美奈子200位	1886318 pt
佐竹美奈子210位	1853302 pt
佐竹美奈子220位	1810135 pt
佐竹美奈子230位	1758473 pt
佐竹美奈子240位	1725396 pt
佐竹美奈子250位	1680008 pt
佐竹美奈子260位	1602335 pt
佐竹美奈子270位	1118399 pt
佐竹美奈子280位	809348 pt
佐竹美奈子290位	554293 pt
佐竹美奈子300位	405605 pt
所恵美200位	2501060 pt
所恵美210位	2481436 pt
所恵美220位	2457016 pt
所恵美230位	2402433 pt
所恵美240位	2374303 pt
所恵美250位	2288796 pt
所恵美260位	2048735 pt
所恵美270位	1378350 pt
所恵美280位	784358 pt
所恵美290位	543426 pt
所恵美300位	457040 pt
徳川まつり200位	2006264 pt
徳川まつり210位	2000686 pt
徳川まつり220位	1963902 pt
徳川まつり230位	1942890 pt
徳川まつり240位	1907913 pt
徳川まつり250位	1873133 pt
徳川まつり260位	1740355 pt
徳川まつり270位	1364711 pt
徳川まつり280位	712106 pt
徳川まつり290位	459873 pt
徳川まつり300位	386016 pt
箱崎星梨花200位	2056453 pt
箱崎星梨花210位	2033399 pt
箱崎星梨花220位	2007203 pt
箱崎星梨花230位	1971607 pt
箱崎星梨花240位	1919605 pt
箱崎星梨花250位	1860013 pt
