春日未来60位	2460497 pt
春日未来80位	2345678 pt
春日未来100位	2270559 pt
春日未来120位	2201031 pt
春日未来140位	2103000 pt
春日未来160位	2024286 pt
春日未来180位	2000466 pt
春日未来200位	1908895 pt
春日未来220位	1826885 pt
春日未来240位	1624429 pt
春日未来260位	1159767 pt
春日未来280位	499254 pt
春日未来300位	319901 pt
最上静香60位	3002865 pt
最上静香80位	2851267 pt
最上静香100位	2740011 pt
最上静香120位	2632083 pt
最上静香140位	2536363 pt
最上静香160位	2496297 pt
最上静香180位	2415977 pt
最上静香200位	2349815 pt
最上静香220位	2200825 pt
最上静香240位	1737397 pt
最上静香260位	1214361 pt
最上静香280位	609672 pt
最上静香300位	338493 pt
伊吹翼60位	2288944 pt
伊吹翼80位	2104700 pt
伊吹翼100位	2008387 pt
伊吹翼120位	1965456 pt
伊吹翼140位	1833314 pt
伊吹翼160位	1781287 pt
伊吹翼180位	1702466 pt
伊吹翼200位	1625196 pt
伊吹翼220位	1528170 pt
伊吹翼240位	1393617 pt
伊吹翼260位	855182 pt
伊吹翼280位	346300 pt
伊吹翼300位	192251 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4469987 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3712432 pt
田中琴葉160位	3565171 pt
田中琴葉180位	3383382 pt
田中琴葉200位	3213190 pt
田中琴葉220位	3081397 pt
田中琴葉240位	2688208 pt
田中琴葉260位	1317963 pt
田中琴葉280位	580520 pt
田中琴葉300位	340192 pt
島原エレナ60位	2048905 pt
島原エレナ80位	2003842 pt
島原エレナ100位	1916251 pt
島原エレナ120位	1805978 pt
島原エレナ140位	1700890 pt
島原エレナ160位	1597412 pt
島原エレナ180位	1510231 pt
島原エレナ200位	1434878 pt
島原エレナ220位	1323062 pt
島原エレナ240位	1039769 pt
島原エレナ260位	589537 pt
島原エレナ280位	375808 pt
島原エレナ300位	234045 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2142898 pt
佐竹美奈子120位	2052022 pt
佐竹美奈子140位	2004022 pt
佐竹美奈子160位	1924813 pt
佐竹美奈子180位	1826586 pt
佐竹美奈子200位	1704376 pt
佐竹美奈子220位	1560360 pt
佐竹美奈子240位	1157547 pt
佐竹美奈子260位	543195 pt
佐竹美奈子280位	331669 pt
佐竹美奈子300位	211311 pt
所恵美60位	3068076 pt
所恵美80位	3000405 pt
所恵美100位	2762951 pt
所恵美120位	2668343 pt
所恵美140位	2555098 pt
所恵美160位	2485911 pt
所恵美180位	2398110 pt
所恵美200位	2296299 pt
所恵美220位	2190390 pt
所恵美240位	1874541 pt
所恵美260位	1378350 pt
所恵美280位	570388 pt
所恵美300位	389777 pt
徳川まつり60位	2371358 pt
徳川まつり80位	2283156 pt
徳川まつり100位	2116598 pt
徳川まつり120位	2052993 pt
徳川まつり140位	2009126 pt
徳川まつり160位	1953857 pt
徳川まつり180位	1854666 pt
徳川まつり200位	1784866 pt
徳川まつり220位	1691156 pt
徳川まつり240位	1339252 pt
徳川まつり260位	763569 pt
徳川まつり280位	419641 pt
徳川まつり300位	300944 pt
箱崎星梨花60位	2626267 pt
箱崎星梨花80位	2502929 pt
箱崎星梨花100位	2370760 pt
箱崎星梨花120位	2238893 pt
箱崎星梨花140位	2150827 pt
箱崎星梨花160位	2050781 pt
箱崎星梨花180位	2004761 pt
箱崎星梨花200位	1925637 pt
箱崎星梨花220位	1801184 pt
箱崎星梨花240位	1533044 pt
箱崎星梨花260位	832069 pt
箱崎星梨花280位	362531 pt
箱崎星梨花300位	231335 pt
野々原茜60位	1910266 pt
野々原茜80位	1801633 pt
野々原茜100位	1700582 pt
