春日未来60位	2103628 pt
春日未来80位	2005414 pt
春日未来100位	1950512 pt
春日未来120位	1801270 pt
春日未来140位	1690428 pt
春日未来160位	1599362 pt
春日未来180位	1399516 pt
春日未来200位	1085450 pt
春日未来220位	800277 pt
春日未来240位	445078 pt
春日未来260位	241543 pt
春日未来280位	178043 pt
春日未来300位	138558 pt
最上静香60位	2354810 pt
最上静香80位	2171087 pt
最上静香100位	2047932 pt
最上静香120位	2006809 pt
最上静香140位	1952721 pt
最上静香160位	1864705 pt
最上静香180位	1681182 pt
最上静香200位	1432171 pt
最上静香220位	1108927 pt
最上静香240位	714138 pt
最上静香260位	506641 pt
最上静香280位	293074 pt
最上静香300位	218353 pt
伊吹翼60位	2010102 pt
伊吹翼80位	1809446 pt
伊吹翼100位	1639792 pt
伊吹翼120位	1518328 pt
伊吹翼140位	1437539 pt
伊吹翼160位	1298398 pt
伊吹翼180位	1019845 pt
伊吹翼200位	671412 pt
伊吹翼220位	417783 pt
伊吹翼240位	272233 pt
伊吹翼260位	175050 pt
伊吹翼280位	133438 pt
伊吹翼300位	100999 pt
田中琴葉60位	4247209 pt
田中琴葉80位	4009844 pt
田中琴葉100位	3700430 pt
田中琴葉120位	3515032 pt
田中琴葉140位	3373921 pt
田中琴葉160位	3168922 pt
田中琴葉180位	2688079 pt
田中琴葉200位	2141196 pt
田中琴葉220位	1572509 pt
田中琴葉240位	794680 pt
田中琴葉260位	444722 pt
田中琴葉280位	239526 pt
田中琴葉300位	166105 pt
島原エレナ60位	1771314 pt
島原エレナ80位	1540303 pt
島原エレナ100位	1480092 pt
島原エレナ120位	1287471 pt
島原エレナ140位	1194987 pt
島原エレナ160位	1049824 pt
島原エレナ180位	841560 pt
島原エレナ200位	517944 pt
島原エレナ220位	373768 pt
島原エレナ240位	228183 pt
島原エレナ260位	135640 pt
島原エレナ280位	94698 pt
島原エレナ300位	70056 pt
佐竹美奈子60位	2505660 pt
佐竹美奈子80位	2228416 pt
佐竹美奈子100位	2016200 pt
佐竹美奈子120位	1891718 pt
佐竹美奈子140位	1785657 pt
