春日未来60位	2302436 pt
春日未来80位	2195383 pt
春日未来100位	2104992 pt
春日未来120位	2037208 pt
春日未来140位	2001227 pt
春日未来160位	1851229 pt
春日未来180位	1811777 pt
春日未来200位	1741381 pt
春日未来220位	1465733 pt
春日未来240位	1062156 pt
春日未来260位	616119 pt
春日未来280位	346702 pt
春日未来300位	216908 pt
最上静香60位	2824400 pt
最上静香80位	2672379 pt
最上静香100位	2559486 pt
最上静香120位	2436523 pt
最上静香140位	2327864 pt
最上静香160位	2231114 pt
最上静香180位	2170022 pt
最上静香200位	2069254 pt
最上静香220位	1913438 pt
最上静香240位	1369672 pt
最上静香260位	918271 pt
最上静香280位	472073 pt
最上静香300位	297877 pt
伊吹翼60位	2157218 pt
伊吹翼80位	2028949 pt
伊吹翼100位	2000199 pt
伊吹翼120位	1830448 pt
伊吹翼140位	1714216 pt
伊吹翼160位	1597583 pt
伊吹翼180位	1533218 pt
伊吹翼200位	1488606 pt
伊吹翼220位	1192657 pt
伊吹翼240位	922979 pt
伊吹翼260位	444158 pt
伊吹翼280位	221810 pt
伊吹翼300位	166509 pt
田中琴葉60位	4772996 pt
田中琴葉80位	4355944 pt
田中琴葉100位	4105237 pt
田中琴葉120位	3907094 pt
田中琴葉140位	3605671 pt
田中琴葉160位	3502703 pt
田中琴葉180位	3283338 pt
田中琴葉200位	3026437 pt
田中琴葉220位	2569149 pt
田中琴葉240位	1921097 pt
田中琴葉260位	809655 pt
田中琴葉280位	429527 pt
田中琴葉300位	276471 pt
島原エレナ60位	2008513 pt
島原エレナ80位	1922569 pt
島原エレナ100位	1800080 pt
島原エレナ120位	1656223 pt
島原エレナ140位	1548683 pt
島原エレナ160位	1430443 pt
島原エレナ180位	1351879 pt
島原エレナ200位	1189362 pt
島原エレナ220位	914579 pt
島原エレナ240位	545122 pt
島原エレナ260位	352786 pt
島原エレナ280位	207586 pt
島原エレナ300位	144602 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2261435 pt
佐竹美奈子100位	2068163 pt
佐竹美奈子120位	2008025 pt
佐竹美奈子140位	1946242 pt
佐竹美奈子160位	1829814 pt
佐竹美奈子180位	1739435 pt
佐竹美奈子200位	1529782 pt
佐竹美奈子220位	1130976 pt
佐竹美奈子240位	533032 pt
佐竹美奈子260位	315926 pt
佐竹美奈子280位	202185 pt
佐竹美奈子300位	143685 pt
所恵美60位	3003218 pt
所恵美80位	2786412 pt
所恵美100位	2644136 pt
所恵美120位	2514712 pt
所恵美140位	2433084 pt
所恵美160位	2351896 pt
所恵美180位	2219582 pt
所恵美200位	2144060 pt
所恵美220位	1911084 pt
所恵美240位	1540722 pt
所恵美260位	1072789 pt
所恵美280位	491587 pt
所恵美300位	327637 pt
徳川まつり60位	2313413 pt
徳川まつり80位	2142143 pt
徳川まつり100位	2058576 pt
徳川まつり120位	2004791 pt
徳川まつり140位	1885534 pt
徳川まつり160位	1763822 pt
徳川まつり180位	1682557 pt
徳川まつり200位	1571434 pt
徳川まつり220位	1246143 pt
徳川まつり240位	799927 pt
徳川まつり260位	436822 pt
徳川まつり280位	316137 pt
