春日未来60位	44756 pt
春日未来80位	30708 pt
春日未来100位	22487 pt
春日未来120位	17769 pt
春日未来140位	10556 pt
春日未来160位	8418 pt
春日未来180位	6558 pt
春日未来200位	5331 pt
春日未来220位	4485 pt
春日未来240位	3560 pt
春日未来260位	2733 pt
春日未来280位	2356 pt
春日未来300位	1967 pt
最上静香60位	48651 pt
最上静香80位	33863 pt
最上静香100位	23141 pt
最上静香120位	16933 pt
最上静香140位	11870 pt
最上静香160位	9219 pt
最上静香180位	7321 pt
最上静香200位	5611 pt
最上静香220位	4230 pt
最上静香240位	3603 pt
最上静香260位	2952 pt
最上静香280位	2382 pt
最上静香300位	2007 pt
伊吹翼60位	33115 pt
伊吹翼80位	22952 pt
伊吹翼100位	14343 pt
伊吹翼120位	10685 pt
伊吹翼140位	7673 pt
伊吹翼160位	6252 pt
伊吹翼180位	5098 pt
伊吹翼200位	3764 pt
伊吹翼220位	3039 pt
伊吹翼240位	2514 pt
伊吹翼260位	2067 pt
伊吹翼280位	1627 pt
伊吹翼300位	1226 pt
田中琴葉60位	87022 pt
田中琴葉80位	54380 pt
田中琴葉100位	37693 pt
田中琴葉120位	22954 pt
田中琴葉140位	16208 pt
田中琴葉160位	13043 pt
田中琴葉180位	10154 pt
田中琴葉200位	7821 pt
田中琴葉220位	6197 pt
田中琴葉240位	5098 pt
田中琴葉260位	4283 pt
田中琴葉280位	3628 pt
田中琴葉300位	3054 pt
島原エレナ60位	17290 pt
島原エレナ80位	9851 pt
島原エレナ100位	5364 pt
島原エレナ120位	3615 pt
島原エレナ140位	2302 pt
島原エレナ160位	1502 pt
島原エレナ180位	884 pt
島原エレナ200位	519 pt
島原エレナ220位	374 pt
島原エレナ240位	312 pt
島原エレナ260位	194 pt
島原エレナ280位	131 pt
島原エレナ300位	102 pt
佐竹美奈子60位	50671 pt
佐竹美奈子80位	27924 pt
佐竹美奈子100位	18061 pt
佐竹美奈子120位	13030 pt
佐竹美奈子140位	9533 pt
佐竹美奈子160位	7428 pt
佐竹美奈子180位	5841 pt
佐竹美奈子200位	4415 pt
佐竹美奈子220位	3467 pt
佐竹美奈子240位	2429 pt
佐竹美奈子260位	1796 pt
佐竹美奈子280位	1420 pt
佐竹美奈子300位	1197 pt
所恵美60位	66058 pt
所恵美80位	34166 pt
所恵美100位	23709 pt
所恵美120位	20323 pt
所恵美140位	16150 pt
所恵美160位	11834 pt
所恵美180位	8923 pt
所恵美200位	7348 pt
所恵美220位	5928 pt
所恵美240位	5041 pt
所恵美260位	4352 pt
所恵美280位	3620 pt
所恵美300位	3262 pt
徳川まつり60位	27257 pt
徳川まつり80位	18531 pt
徳川まつり100位	13066 pt
徳川まつり120位	9940 pt
徳川まつり140位	7186 pt
徳川まつり160位	5569 pt
徳川まつり180位	4465 pt
徳川まつり200位	3577 pt
徳川まつり220位	3046 pt
徳川まつり240位	2553 pt
徳川まつり260位	2045 pt
徳川まつり280位	1685 pt
徳川まつり300位	1414 pt
箱崎星梨花60位	50684 pt
箱崎星梨花80位	29528 pt
箱崎星梨花100位	17840 pt
箱崎星梨花120位	13904 pt
箱崎星梨花140位	9432 pt
箱崎星梨花160位	6939 pt
箱崎星梨花180位	5085 pt
箱崎星梨花200位	4087 pt
箱崎星梨花220位	3380 pt
箱崎星梨花240位	2626 pt
箱崎星梨花260位	2066 pt
箱崎星梨花280位	1667 pt
箱崎星梨花300位	1323 pt
野々原茜60位	26728 pt
野々原茜80位	17402 pt
野々原茜100位	11638 pt
野々原茜120位	7078 pt
野々原茜140位	4765 pt
野々原茜160位	3422 pt
野々原茜180位	2427 pt
野々原茜200位	1683 pt
野々原茜220位	1134 pt
野々原茜240位	803 pt
野々原茜260位	610 pt
野々原茜280位	461 pt
野々原茜300位	333 pt
望月杏奈60位	62952 pt
望月杏奈80位	38906 pt
望月杏奈100位	26804 pt
望月杏奈120位	20518 pt
望月杏奈140位	15897 pt
望月杏奈160位	13011 pt
望月杏奈180位	10496 pt
望月杏奈200位	8548 pt
望月杏奈220位	6890 pt
望月杏奈240位	5818 pt
望月杏奈260位	4689 pt
望月杏奈280位	4207 pt
望月杏奈300位	3663 pt
七尾百合子60位	57665 pt
七尾百合子80位	37725 pt
七尾百合子100位	27063 pt
七尾百合子120位	19097 pt
七尾百合子140位	13199 pt
七尾百合子160位	9980 pt
七尾百合子180位	8453 pt
七尾百合子200位	6745 pt
七尾百合子220位	5259 pt
七尾百合子240位	4297 pt
七尾百合子260位	3653 pt
七尾百合子280位	3181 pt
七尾百合子300位	2733 pt
高山紗代子60位	57101 pt
高山紗代子80位	39436 pt
高山紗代子100位	23903 pt
高山紗代子120位	17342 pt
高山紗代子140位	11589 pt
高山紗代子160位	8264 pt
高山紗代子180位	5883 pt
高山紗代子200位	4818 pt
高山紗代子220位	4011 pt
高山紗代子240位	2826 pt
高山紗代子260位	2201 pt
高山紗代子280位	1640 pt
高山紗代子300位	1365 pt
松田亜利沙60位	24411 pt
松田亜利沙80位	15269 pt
松田亜利沙100位	9985 pt
松田亜利沙120位	7384 pt
松田亜利沙140位	5322 pt
松田亜利沙160位	3091 pt
松田亜利沙180位	2127 pt
松田亜利沙200位	1475 pt
松田亜利沙220位	1051 pt
松田亜利沙240位	880 pt
松田亜利沙260位	605 pt
松田亜利沙280位	413 pt
松田亜利沙300位	333 pt
高坂海美60位	35816 pt
高坂海美80位	20814 pt
高坂海美100位	13122 pt
高坂海美120位	10142 pt
高坂海美140位	7607 pt
高坂海美160位	6275 pt
高坂海美180位	5072 pt
高坂海美200位	3643 pt
高坂海美220位	2729 pt
高坂海美240位	2302 pt
高坂海美260位	1649 pt
高坂海美280位	1316 pt
高坂海美300位	1095 pt
中谷育60位	8056 pt
中谷育80位	4710 pt
中谷育100位	3498 pt
中谷育120位	2234 pt
中谷育140位	1394 pt
中谷育160位	971 pt
中谷育180位	643 pt
中谷育200位	421 pt
中谷育220位	344 pt
中谷育240位	195 pt
中谷育260位	133 pt
中谷育280位	96 pt
中谷育300位	57 pt
天空橋朋花60位	43562 pt
天空橋朋花80位	25521 pt
天空橋朋花100位	15580 pt
天空橋朋花120位	9809 pt
天空橋朋花140位	6589 pt
天空橋朋花160位	3842 pt
天空橋朋花180位	2776 pt
天空橋朋花200位	2018 pt
天空橋朋花220位	1525 pt
天空橋朋花240位	1250 pt
天空橋朋花260位	864 pt
天空橋朋花280位	662 pt
天空橋朋花300位	497 pt
エミリー60位	21284 pt
エミリー80位	11705 pt
エミリー100位	7249 pt
エミリー120位	4679 pt
エミリー140位	3310 pt
エミリー160位	1932 pt
エミリー180位	1401 pt
エミリー200位	998 pt
エミリー220位	687 pt
エミリー240位	439 pt
エミリー260位	333 pt
エミリー280位	241 pt
エミリー300位	186 pt
北沢志保60位	56702 pt
北沢志保80位	32912 pt
北沢志保100位	25743 pt
北沢志保120位	19309 pt
北沢志保140位	15640 pt
北沢志保160位	10906 pt
北沢志保180位	8239 pt
北沢志保200位	6405 pt
北沢志保220位	4849 pt
北沢志保240位	3804 pt
北沢志保260位	3054 pt
北沢志保280位	2457 pt
北沢志保300位	1894 pt
舞浜歩60位	17628 pt
舞浜歩80位	10061 pt
舞浜歩100位	6061 pt
舞浜歩120位	3974 pt
舞浜歩140位	2693 pt
舞浜歩160位	1718 pt
舞浜歩180位	1231 pt
舞浜歩200位	942 pt
舞浜歩220位	680 pt
舞浜歩240位	554 pt
舞浜歩260位	399 pt
舞浜歩280位	254 pt
舞浜歩300位	182 pt
木下ひなた60位	13820 pt
木下ひなた80位	7189 pt
木下ひなた100位	4721 pt
木下ひなた120位	2383 pt
木下ひなた140位	1713 pt
木下ひなた160位	1168 pt
木下ひなた180位	889 pt
木下ひなた200位	585 pt
木下ひなた220位	333 pt
木下ひなた240位	244 pt
木下ひなた260位	166 pt
木下ひなた280位	131 pt
木下ひなた300位	82 pt
矢吹可奈60位	30901 pt
矢吹可奈80位	19560 pt
矢吹可奈100位	14311 pt
矢吹可奈120位	9274 pt
矢吹可奈140位	5738 pt
矢吹可奈160位	3721 pt
矢吹可奈180位	2749 pt
矢吹可奈200位	2021 pt
矢吹可奈220位	1336 pt
矢吹可奈240位	919 pt
矢吹可奈260位	681 pt
矢吹可奈280位	471 pt
矢吹可奈300位	348 pt
横山奈緒60位	37095 pt
横山奈緒80位	23644 pt
横山奈緒100位	18002 pt
横山奈緒120位	12733 pt
横山奈緒140位	9085 pt
横山奈緒160位	7211 pt
横山奈緒180位	5846 pt
横山奈緒200位	4899 pt
横山奈緒220位	3566 pt
横山奈緒240位	2838 pt
横山奈緒260位	2375 pt
横山奈緒280位	1993 pt
横山奈緒300位	1702 pt
二階堂千鶴60位	19804 pt
二階堂千鶴80位	12403 pt
二階堂千鶴100位	8497 pt
二階堂千鶴120位	5523 pt
二階堂千鶴140位	3911 pt
二階堂千鶴160位	2451 pt
二階堂千鶴180位	1643 pt
二階堂千鶴200位	1084 pt
二階堂千鶴220位	845 pt
二階堂千鶴240位	532 pt
二階堂千鶴260位	395 pt
二階堂千鶴280位	295 pt
二階堂千鶴300位	229 pt
馬場このみ60位	42980 pt
馬場このみ80位	30008 pt
馬場このみ100位	18633 pt
馬場このみ120位	12870 pt
馬場このみ140位	10199 pt
馬場このみ160位	8020 pt
馬場このみ180位	6109 pt
馬場このみ200位	4804 pt
馬場このみ220位	3466 pt
馬場このみ240位	2740 pt
馬場このみ260位	2141 pt
馬場このみ280位	1684 pt
馬場このみ300位	1386 pt
大神環60位	22167 pt
大神環80位	12437 pt
大神環100位	7582 pt
大神環120位	5006 pt
大神環140位	3261 pt
大神環160位	2334 pt
大神環180位	1538 pt
大神環200位	1300 pt
大神環220位	882 pt
大神環240位	685 pt
大神環260位	514 pt
大神環280位	354 pt
大神環300位	230 pt
大神環60位	22167 pt
大神環80位	12437 pt
大神環100位	7582 pt
大神環120位	5006 pt
大神環140位	3261 pt
大神環160位	2334 pt
大神環180位	1538 pt
大神環200位	1300 pt
大神環220位	882 pt
大神環240位	685 pt
大神環260位	514 pt
大神環280位	354 pt
大神環300位	230 pt
豊川風花60位	29475 pt
豊川風花80位	16143 pt
豊川風花100位	10361 pt
豊川風花120位	6266 pt
豊川風花140位	4614 pt
豊川風花160位	3302 pt
豊川風花180位	2598 pt
豊川風花200位	2177 pt
豊川風花220位	1629 pt
豊川風花240位	1369 pt
豊川風花260位	1046 pt
豊川風花280位	827 pt
豊川風花300位	707 pt
宮尾美也60位	20931 pt
宮尾美也80位	9857 pt
宮尾美也100位	6000 pt
宮尾美也120位	4110 pt
宮尾美也140位	3180 pt
宮尾美也160位	2359 pt
宮尾美也180位	1794 pt
宮尾美也200位	1191 pt
宮尾美也220位	880 pt
宮尾美也240位	521 pt
宮尾美也260位	419 pt
宮尾美也280位	327 pt
宮尾美也300位	221 pt
福田のり子60位	12018 pt
福田のり子80位	7378 pt
福田のり子100位	4648 pt
福田のり子120位	3462 pt
福田のり子140位	1879 pt
福田のり子160位	1289 pt
福田のり子180位	986 pt
福田のり子200位	675 pt
福田のり子220位	437 pt
