春日未来200位	2352874 pt
春日未来210位	2333743 pt
春日未来220位	2322977 pt
春日未来230位	2310828 pt
春日未来240位	2298811 pt
春日未来250位	2284731 pt
春日未来260位	2251088 pt
春日未来270位	1448437 pt
春日未来280位	713489 pt
春日未来290位	506460 pt
春日未来300位	401554 pt
最上静香200位	2532967 pt
最上静香210位	2516343 pt
最上静香220位	2501333 pt
最上静香230位	2478013 pt
最上静香240位	2435407 pt
最上静香250位	2402863 pt
最上静香260位	2329667 pt
最上静香270位	1564708 pt
最上静香280位	1079504 pt
最上静香290位	681449 pt
最上静香300位	427297 pt
伊吹翼200位	2057175 pt
伊吹翼210位	2043191 pt
伊吹翼220位	2023492 pt
伊吹翼230位	2007393 pt
伊吹翼240位	1990220 pt
伊吹翼250位	1967885 pt
伊吹翼260位	1927526 pt
伊吹翼270位	1720633 pt
伊吹翼280位	696721 pt
伊吹翼290位	401727 pt
伊吹翼300位	301269 pt
田中琴葉200位	3440915 pt
田中琴葉210位	3395165 pt
田中琴葉220位	3305180 pt
田中琴葉230位	3258640 pt
田中琴葉240位	3202565 pt
田中琴葉250位	3120199 pt
田中琴葉260位	2755531 pt
田中琴葉270位	1306533 pt
田中琴葉280位	946124 pt
田中琴葉290位	580520 pt
田中琴葉300位	430929 pt
島原エレナ200位	2009460 pt
島原エレナ210位	2006749 pt
島原エレナ220位	2000893 pt
島原エレナ230位	1997179 pt
島原エレナ240位	1980132 pt
島原エレナ250位	1963267 pt
島原エレナ260位	1950956 pt
島原エレナ270位	1826537 pt
島原エレナ280位	754031 pt
島原エレナ290位	532303 pt
島原エレナ300位	366068 pt
佐竹美奈子200位	2064762 pt
佐竹美奈子210位	2052785 pt
佐竹美奈子220位	2044416 pt
佐竹美奈子230位	2031181 pt
佐竹美奈子240位	2013192 pt
佐竹美奈子250位	2000877 pt
佐竹美奈子260位	1983490 pt
佐竹美奈子270位	1653240 pt
佐竹美奈子280位	940484 pt
佐竹美奈子290位	607255 pt
佐竹美奈子300位	413349 pt
所恵美200位	2550193 pt
所恵美210位	2513941 pt
所恵美220位	2506459 pt
所恵美230位	2501056 pt
所恵美240位	2481825 pt
所恵美250位	2461951 pt
所恵美260位	2359688 pt
所恵美270位	1534953 pt
所恵美280位	784358 pt
所恵美290位	544088 pt
所恵美300位	471273 pt
徳川まつり200位	2147396 pt
徳川まつり210位	2135036 pt
徳川まつり220位	2123873 pt
徳川まつり230位	2111406 pt
徳川まつり240位	2102005 pt
徳川まつり250位	2092035 pt
徳川まつり260位	2064387 pt
徳川まつり270位	1946646 pt
徳川まつり280位	772335 pt
徳川まつり290位	498624 pt
徳川まつり300位	391144 pt
箱崎星梨花200位	2188294 pt
箱崎星梨花210位	2173080 pt
箱崎星梨花220位	2162388 pt
箱崎星梨花230位	2146528 pt
箱崎星梨花240位	2134572 pt
箱崎星梨花250位	2116918 pt
箱崎星梨花260位	2071542 pt
箱崎星梨花270位	1579501 pt
箱崎星梨花280位	886239 pt
箱崎星梨花290位	413706 pt
箱崎星梨花300位	334678 pt
野々原茜200位	1610566 pt
野々原茜210位	1602930 pt
野々原茜220位	1595905 pt
野々原茜230位	1583633 pt
野々原茜240位	1570288 pt
野々原茜250位	1557749 pt
野々原茜260位	1537962 pt
野々原茜270位	1485612 pt
野々原茜280位	1124820 pt
野々原茜290位	653142 pt
野々原茜300位	454274 pt
望月杏奈200位	2530081 pt
望月杏奈210位	2514073 pt
望月杏奈220位	2498736 pt
望月杏奈230位	2483652 pt
望月杏奈240位	2464312 pt
望月杏奈250位	2427738 pt
望月杏奈260位	2399109 pt
望月杏奈270位	1659913 pt
望月杏奈280位	748656 pt
望月杏奈290位	459126 pt
望月杏奈300位	346876 pt
ロコ200位	2019666 pt
ロコ210位	2013166 pt
ロコ220位	2001259 pt
ロコ230位	1987964 pt
ロコ240位	1979534 pt
ロコ250位	1969502 pt
ロコ260位	1952385 pt
ロコ270位	1154257 pt
ロコ280位	588476 pt
ロコ290位	482925 pt
ロコ300位	347051 pt
七尾百合子200位	2679381 pt
七尾百合子210位	2595547 pt
七尾百合子220位	2537552 pt
七尾百合子230位	2513350 pt
七尾百合子240位	2482354 pt
七尾百合子250位	2453572 pt
七尾百合子260位	2377246 pt
七尾百合子270位	1656224 pt
七尾百合子280位	896253 pt
七尾百合子290位	552849 pt
七尾百合子300位	389149 pt
高山紗代子200位	2154856 pt
高山紗代子210位	2133177 pt
高山紗代子220位	2114571 pt
高山紗代子230位	2080806 pt
高山紗代子240位	2021104 pt
高山紗代子250位	2005041 pt
高山紗代子260位	1832312 pt
高山紗代子270位	1332547 pt
高山紗代子280位	854822 pt
高山紗代子290位	527274 pt
高山紗代子300位	427993 pt
松田亜利沙200位	1798469 pt
松田亜利沙210位	1784800 pt
松田亜利沙220位	1765122 pt
松田亜利沙230位	1756046 pt
松田亜利沙240位	1746348 pt
松田亜利沙250位	1720738 pt
松田亜利沙260位	1705754 pt
松田亜利沙270位	887034 pt
松田亜利沙280位	591447 pt
松田亜利沙290位	439831 pt
松田亜利沙300位	332187 pt
高坂海美200位	2308847 pt
高坂海美210位	2271872 pt
高坂海美220位	2257914 pt
高坂海美230位	2242250 pt
高坂海美240位	2216482 pt
高坂海美250位	2200000 pt
高坂海美260位	2136763 pt
高坂海美270位	1471906 pt
高坂海美280位	887136 pt
高坂海美290位	532104 pt
高坂海美300位	377493 pt
中谷育200位	1712802 pt
中谷育210位	1706303 pt
中谷育220位	1699653 pt
中谷育230位	1688149 pt
中谷育240位	1678315 pt
中谷育250位	1666399 pt
中谷育260位	1652636 pt
中谷育270位	1448436 pt
中谷育280位	884096 pt
中谷育290位	571771 pt
中谷育300位	400235 pt
天空橋朋花200位	2266524 pt
天空橋朋花210位	2259835 pt
天空橋朋花220位	2253104 pt
天空橋朋花230位	2249142 pt
天空橋朋花240位	2236791 pt
天空橋朋花250位	2224223 pt
天空橋朋花260位	2207137 pt
天空橋朋花270位	1642365 pt
天空橋朋花280位	725365 pt
天空橋朋花290位	372037 pt
天空橋朋花300位	283871 pt
エミリー200位	1751382 pt
エミリー210位	1746024 pt
エミリー220位	1732542 pt
エミリー230位	1714759 pt
エミリー240位	1706593 pt
エミリー250位	1678147 pt
エミリー260位	1653402 pt
エミリー270位	1497661 pt
エミリー280位	763804 pt
エミリー290位	491390 pt
エミリー300位	349727 pt
北沢志保200位	2243426 pt
北沢志保210位	2229085 pt
北沢志保220位	2203529 pt
北沢志保230位	2155330 pt
北沢志保240位	2115639 pt
北沢志保250位	2082586 pt
北沢志保260位	1958149 pt
北沢志保270位	1510951 pt
北沢志保280位	738436 pt
北沢志保290位	498090 pt
北沢志保300位	357419 pt
舞浜歩200位	1417666 pt
舞浜歩210位	1403219 pt
舞浜歩220位	1393885 pt
舞浜歩230位	1382081 pt
舞浜歩240位	1365977 pt
舞浜歩250位	1351147 pt
舞浜歩260位	1325016 pt
舞浜歩270位	898274 pt
舞浜歩280位	440748 pt
舞浜歩290位	322797 pt
舞浜歩300位	267141 pt
木下ひなた200位	1531813 pt
木下ひなた210位	1526157 pt
木下ひなた220位	1515810 pt
木下ひなた230位	1509675 pt
木下ひなた240位	1502869 pt
木下ひなた250位	1474045 pt
