春日未来60位	2413583 pt
春日未来80位	2309951 pt
春日未来100位	2244303 pt
春日未来120位	2167488 pt
春日未来140位	2080771 pt
春日未来160位	2011583 pt
春日未来180位	1984187 pt
春日未来200位	1884652 pt
春日未来220位	1800852 pt
春日未来240位	1474293 pt
春日未来260位	1089009 pt
春日未来280位	462800 pt
春日未来300位	255154 pt
最上静香60位	3001460 pt
最上静香80位	2832275 pt
最上静香100位	2721857 pt
最上静香120位	2615849 pt
最上静香140位	2515529 pt
最上静香160位	2459711 pt
最上静香180位	2373571 pt
最上静香200位	2297754 pt
最上静香220位	2187164 pt
最上静香240位	1666566 pt
最上静香260位	1174612 pt
最上静香280位	604997 pt
最上静香300位	329920 pt
伊吹翼60位	2288944 pt
伊吹翼80位	2102654 pt
伊吹翼100位	2008387 pt
伊吹翼120位	1965456 pt
伊吹翼140位	1818295 pt
伊吹翼160位	1753885 pt
伊吹翼180位	1666087 pt
伊吹翼200位	1605664 pt
伊吹翼220位	1514614 pt
伊吹翼240位	1298186 pt
伊吹翼260位	760278 pt
伊吹翼280位	276414 pt
伊吹翼300位	186001 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4436737 pt
田中琴葉100位	4169509 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3710835 pt
田中琴葉160位	3563587 pt
田中琴葉180位	3368516 pt
田中琴葉200位	3200764 pt
田中琴葉220位	3017221 pt
田中琴葉240位	2598450 pt
田中琴葉260位	1256597 pt
田中琴葉280位	575929 pt
田中琴葉300位	336197 pt
島原エレナ60位	2039730 pt
島原エレナ80位	2002613 pt
島原エレナ100位	1907253 pt
島原エレナ120位	1805763 pt
島原エレナ140位	1686770 pt
島原エレナ160位	1569301 pt
島原エレナ180位	1503272 pt
島原エレナ200位	1410156 pt
島原エレナ220位	1312288 pt
島原エレナ240位	945422 pt
島原エレナ260位	533157 pt
島原エレナ280位	352806 pt
島原エレナ300位	207586 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2135338 pt
佐竹美奈子120位	2035364 pt
佐竹美奈子140位	2002441 pt
佐竹美奈子160位	1902514 pt
佐竹美奈子180位	1803613 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子220位	1504953 pt
佐竹美奈子240位	1001710 pt
佐竹美奈子260位	471974 pt
佐竹美奈子280位	291964 pt
佐竹美奈子300位	199761 pt
所恵美60位	3061006 pt
所恵美80位	2951501 pt
所恵美100位	2746897 pt
所恵美120位	2646008 pt
所恵美140位	2510910 pt
所恵美160位	2473004 pt
所恵美180位	2378384 pt
所恵美200位	2254499 pt
所恵美220位	2158491 pt
所恵美240位	1836229 pt
所恵美260位	1378350 pt
所恵美280位	570388 pt
所恵美300位	383327 pt
徳川まつり60位	2371134 pt
徳川まつり80位	2249880 pt
徳川まつり100位	2106927 pt
徳川まつり120位	2030652 pt
徳川まつり140位	2004819 pt
徳川まつり160位	1917256 pt
徳川まつり180位	1817049 pt
徳川まつり200位	1748641 pt
徳川まつり220位	1626242 pt
徳川まつり240位	1244202 pt
徳川まつり260位	691532 pt
徳川まつり280位	402031 pt
徳川まつり300位	276477 pt
箱崎星梨花60位	2592329 pt
箱崎星梨花80位	2500960 pt
箱崎星梨花100位	2335644 pt
箱崎星梨花120位	2232724 pt
箱崎星梨花140位	2114250 pt
箱崎星梨花160位	2032910 pt
箱崎星梨花180位	2000000 pt
箱崎星梨花200位	1892813 pt
箱崎星梨花220位	1765785 pt
箱崎星梨花240位	1488760 pt
箱崎星梨花260位	734460 pt
箱崎星梨花280位	330833 pt
箱崎星梨花300位	227277 pt
野々原茜60位	1910266 pt
野々原茜80位	1765851 pt
野々原茜100位	1674617 pt
野々原茜120位	1546655 pt
野々原茜140位	1461631 pt
野々原茜160位	1388328 pt
野々原茜180位	1307050 pt
野々原茜200位	1210819 pt
野々原茜220位	1123012 pt
野々原茜240位	868437 pt
野々原茜260位	452347 pt
野々原茜280位	300828 pt
野々原茜300位	197404 pt
望月杏奈60位	3019905 pt
望月杏奈80位	2947415 pt
望月杏奈100位	2717072 pt
望月杏奈120位	2590796 pt
望月杏奈140位	2500110 pt
望月杏奈160位	2363665 pt
望月杏奈180位	2285082 pt
望月杏奈200位	2200017 pt
望月杏奈220位	1968313 pt
望月杏奈240位	1412086 pt
望月杏奈260位	864061 pt
望月杏奈280位	412368 pt
望月杏奈300位	273022 pt
ロコ60位	2255621 pt
ロコ80位	2162037 pt
ロコ100位	2046012 pt
ロコ120位	2011337 pt
ロコ140位	1993239 pt
ロコ160位	1856703 pt
ロコ180位	1678916 pt
ロコ200位	1606908 pt
ロコ220位	1526343 pt
ロコ240位	1184912 pt
ロコ260位	580544 pt
ロコ280位	338736 pt
ロコ300位	216698 pt
七尾百合子60位	3524616 pt
七尾百合子80位	3364319 pt
七尾百合子100位	3132673 pt
七尾百合子120位	3005991 pt
七尾百合子140位	2890302 pt
七尾百合子160位	2761858 pt
七尾百合子180位	2591641 pt
七尾百合子200位	2506195 pt
七尾百合子220位	2314266 pt
七尾百合子240位	1732014 pt
七尾百合子260位	879521 pt
七尾百合子280位	373462 pt
七尾百合子300位	234579 pt
高山紗代子60位	2507165 pt
高山紗代子80位	2366199 pt
高山紗代子100位	2227185 pt
高山紗代子120位	2154024 pt
高山紗代子140位	2088113 pt
高山紗代子160位	2030138 pt
高山紗代子180位	2007719 pt
高山紗代子200位	1965644 pt
高山紗代子220位	1916213 pt
高山紗代子240位	1513617 pt
高山紗代子260位	1016486 pt
高山紗代子280位	455888 pt
高山紗代子300位	298860 pt
松田亜利沙60位	2005179 pt
松田亜利沙80位	1913380 pt
松田亜利沙100位	1807547 pt
松田亜利沙120位	1737558 pt
松田亜利沙140位	1662326 pt
松田亜利沙160位	1581140 pt
松田亜利沙180位	1512703 pt
松田亜利沙200位	1467598 pt
松田亜利沙220位	1401522 pt
松田亜利沙240位	1170272 pt
松田亜利沙260位	591447 pt
松田亜利沙280位	352606 pt
松田亜利沙300位	212674 pt
高坂海美60位	2511640 pt
高坂海美80位	2428130 pt
高坂海美100位	2284770 pt
高坂海美120位	2180021 pt
高坂海美140位	2101453 pt
高坂海美160位	2018600 pt
高坂海美180位	1988066 pt
高坂海美200位	1882696 pt
高坂海美220位	1818311 pt
高坂海美240位	1589874 pt
高坂海美260位	1156777 pt
高坂海美280位	614602 pt
高坂海美300位	323303 pt
中谷育60位	1708248 pt
中谷育80位	1637859 pt
中谷育100位	1551547 pt
中谷育120位	1505579 pt
中谷育140位	1445313 pt
中谷育160位	1355162 pt
中谷育180位	1267868 pt
中谷育200位	1201181 pt
中谷育220位	1130290 pt
中谷育240位	976217 pt
中谷育260位	684426 pt
中谷育280位	421147 pt
中谷育300位	266353 pt
天空橋朋花60位	2255555 pt
天空橋朋花80位	2202154 pt
天空橋朋花100位	2128109 pt
天空橋朋花120位	2078838 pt
天空橋朋花140位	2013555 pt
天空橋朋花160位	1994531 pt
天空橋朋花180位	1903854 pt
天空橋朋花200位	1843215 pt
天空橋朋花220位	1767934 pt
天空橋朋花240位	1522383 pt
天空橋朋花260位	935993 pt
天空橋朋花280位	399950 pt
天空橋朋花300位	209895 pt
エミリー60位	2004694 pt
エミリー80位	1851450 pt
エミリー100位	1787900 pt
エミリー120位	1709846 pt
エミリー140位	1606222 pt
エミリー160位	1534327 pt
エミリー180位	1481704 pt
エミリー200位	1395446 pt
エミリー220位	1302323 pt
エミリー240位	1015623 pt
エミリー260位	438276 pt
エミリー280位	287442 pt
エミリー300位	163304 pt
北沢志保60位	3025870 pt
北沢志保80位	2950269 pt
北沢志保100位	2638897 pt
北沢志保120位	2516461 pt
北沢志保140位	2378528 pt
北沢志保160位	2233436 pt
北沢志保180位	2131399 pt
北沢志保200位	2042227 pt
北沢志保220位	1865137 pt
北沢志保240位	1248879 pt
北沢志保260位	659453 pt
北沢志保280位	324623 pt
北沢志保300位	217938 pt
舞浜歩60位	1573535 pt
舞浜歩80位	1502850 pt
舞浜歩100位	1426193 pt
舞浜歩120位	1321195 pt
舞浜歩140位	1253657 pt
舞浜歩160位	1176551 pt
舞浜歩180位	1103664 pt
舞浜歩200位	1042867 pt
舞浜歩220位	982825 pt
舞浜歩240位	720746 pt
舞浜歩260位	383738 pt
舞浜歩280位	226497 pt
舞浜歩300位	163653 pt
木下ひなた60位	1701459 pt
木下ひなた80位	1571969 pt
木下ひなた100位	1473950 pt
木下ひなた120位	1417224 pt
木下ひなた140位	1314135 pt
木下ひなた160位	1205809 pt
木下ひなた180位	1142792 pt
木下ひなた200位	1056624 pt
木下ひなた220位	968556 pt
木下ひなた240位	777651 pt
木下ひなた260位	511177 pt
木下ひなた280位	383406 pt
木下ひなた300位	236614 pt
矢吹可奈60位	2052804 pt
矢吹可奈80位	2006921 pt
矢吹可奈100位	1935450 pt
矢吹可奈120位	1838048 pt
矢吹可奈140位	1782499 pt
矢吹可奈160位	1680000 pt
矢吹可奈180位	1605988 pt
矢吹可奈200位	1546704 pt
矢吹可奈220位	1493093 pt
矢吹可奈240位	1279508 pt
矢吹可奈260位	865819 pt
矢吹可奈280位	415362 pt
矢吹可奈300位	233287 pt
横山奈緒60位	2027566 pt
横山奈緒80位	2000440 pt
横山奈緒100位	1833228 pt
横山奈緒120位	1718081 pt
横山奈緒140位	1594245 pt
横山奈緒160位	1511880 pt
横山奈緒180位	1438813 pt
横山奈緒200位	1373072 pt
横山奈緒220位	1261077 pt
横山奈緒240位	1088219 pt
横山奈緒260位	627852 pt
横山奈緒280位	326288 pt
横山奈緒300位	214001 pt
二階堂千鶴60位	2027398 pt
二階堂千鶴80位	2001021 pt
二階堂千鶴100位	1903884 pt
二階堂千鶴120位	1803608 pt
二階堂千鶴140位	1722220 pt
二階堂千鶴160位	1638399 pt
二階堂千鶴180位	1581324 pt
二階堂千鶴200位	1517328 pt
二階堂千鶴220位	1430972 pt
二階堂千鶴240位	1203003 pt
二階堂千鶴260位	720045 pt
二階堂千鶴280位	361852 pt
二階堂千鶴300位	217393 pt
馬場このみ60位	2420778 pt
馬場このみ80位	2203801 pt
馬場このみ100位	2118526 pt
馬場このみ120位	2051201 pt
馬場このみ140位	2005643 pt
馬場このみ160位	1907910 pt
馬場このみ180位	1800583 pt
馬場このみ200位	1710220 pt
馬場このみ220位	1413159 pt
馬場このみ240位	928133 pt
馬場このみ260位	473762 pt
馬場このみ280位	296234 pt
馬場このみ300位	214592 pt
大神環60位	1875087 pt
大神環80位	1683026 pt
大神環100位	1566721 pt
大神環120位	1501717 pt
大神環140位	1403618 pt
大神環160位	1305058 pt
大神環180位	1257144 pt
大神環200位	1170905 pt
大神環220位	1109042 pt
大神環240位	949650 pt
大神環260位	582969 pt
大神環280位	322989 pt
大神環300位	199256 pt
豊川風花60位	1723578 pt
豊川風花80位	1633919 pt
豊川風花100位	1522931 pt
豊川風花120位	1471758 pt
豊川風花140位	1382800 pt
豊川風花160位	1315698 pt
豊川風花180位	1226723 pt
豊川風花200位	1181124 pt
豊川風花220位	1127521 pt
豊川風花240位	908104 pt
豊川風花260位	529159 pt
豊川風花280位	362847 pt
豊川風花300位	257614 pt
宮尾美也60位	2256335 pt
宮尾美也80位	2109112 pt
宮尾美也100位	2017675 pt
宮尾美也120位	2003191 pt
宮尾美也140位	1887814 pt
宮尾美也160位	1791806 pt
宮尾美也180位	1686340 pt
宮尾美也200位	1576782 pt
宮尾美也220位	1476063 pt
宮尾美也240位	1225629 pt
宮尾美也260位	835718 pt
宮尾美也280位	443930 pt
宮尾美也300位	228020 pt
福田のり子60位	1516211 pt
福田のり子80位	1461442 pt
福田のり子100位	1348929 pt
福田のり子120位	1221396 pt
福田のり子140位	1161481 pt
福田のり子160位	1105764 pt
福田のり子180位	1064201 pt
福田のり子200位	1013050 pt
福田のり子220位	965391 pt
福田のり子240位	843692 pt
福田のり子260位	650341 pt
福田のり子280位	481735 pt
福田のり子300位	321656 pt
真壁瑞希60位	2222222 pt
真壁瑞希80位	2128077 pt
真壁瑞希100位	2058047 pt
真壁瑞希120位	2011537 pt
真壁瑞希140位	1931987 pt
真壁瑞希160位	1797740 pt
真壁瑞希180位	1683132 pt
真壁瑞希200位	1603847 pt
真壁瑞希220位	1495724 pt
真壁瑞希240位	1233509 pt
真壁瑞希260位	687163 pt
真壁瑞希280位	456709 pt
真壁瑞希300位	317890 pt
篠宮可憐60位	2015641 pt
篠宮可憐80位	1984210 pt
篠宮可憐100位	1876233 pt
篠宮可憐120位	1822766 pt
篠宮可憐140位	1732286 pt
篠宮可憐160位	1672995 pt
篠宮可憐180位	1565773 pt
篠宮可憐200位	1520065 pt
篠宮可憐220位	1468149 pt
篠宮可憐240位	1263142 pt
篠宮可憐260位	805652 pt
篠宮可憐280位	376730 pt
篠宮可憐300位	258938 pt
百瀬莉緒60位	2016090 pt
百瀬莉緒80位	1964410 pt
百瀬莉緒100位	1900000 pt
百瀬莉緒120位	1740490 pt
百瀬莉緒140位	1688024 pt
百瀬莉緒160位	1632305 pt
百瀬莉緒180位	1544582 pt
百瀬莉緒200位	1459010 pt
百瀬莉緒220位	1388367 pt
百瀬莉緒240位	902185 pt
百瀬莉緒260位	618746 pt
百瀬莉緒280位	325756 pt
百瀬莉緒300位	208990 pt
永吉昴60位	2010161 pt
永吉昴80位	1972102 pt
永吉昴100位	1805057 pt
永吉昴120位	1671888 pt
永吉昴140位	1583762 pt
永吉昴160位	1501685 pt
永吉昴180位	1436258 pt
永吉昴200位	1319604 pt
永吉昴220位	1236498 pt
永吉昴240位	910835 pt
永吉昴260位	415557 pt
永吉昴280位	252001 pt
永吉昴300位	162393 pt
