春日未来60位	2005752 pt
春日未来80位	1901011 pt
春日未来100位	1699470 pt
春日未来120位	1572921 pt
春日未来140位	1438817 pt
春日未来160位	1177314 pt
春日未来180位	1003390 pt
春日未来200位	641836 pt
春日未来220位	396746 pt
春日未来240位	280208 pt
春日未来260位	170815 pt
春日未来280位	134421 pt
春日未来300位	97955 pt
最上静香60位	2046185 pt
最上静香80位	2001319 pt
最上静香100位	1849296 pt
最上静香120位	1716019 pt
最上静香140位	1599069 pt
最上静香160位	1408345 pt
最上静香180位	1114074 pt
最上静香200位	905854 pt
最上静香220位	556523 pt
最上静香240位	419393 pt
最上静香260位	291074 pt
最上静香280位	206149 pt
最上静香300位	152692 pt
伊吹翼60位	1865568 pt
伊吹翼80位	1623383 pt
伊吹翼100位	1510116 pt
伊吹翼120位	1339086 pt
伊吹翼140位	1055228 pt
伊吹翼160位	814703 pt
伊吹翼180位	602213 pt
伊吹翼200位	288864 pt
伊吹翼220位	177260 pt
伊吹翼240位	129314 pt
伊吹翼260位	95557 pt
伊吹翼280位	72184 pt
伊吹翼300位	58168 pt
田中琴葉60位	3688307 pt
田中琴葉80位	3501116 pt
田中琴葉100位	3195550 pt
田中琴葉120位	3015277 pt
田中琴葉140位	2886286 pt
田中琴葉160位	2376478 pt
田中琴葉180位	1998331 pt
田中琴葉200位	1399003 pt
田中琴葉220位	1094245 pt
田中琴葉240位	531003 pt
田中琴葉260位	277708 pt
田中琴葉280位	184258 pt
田中琴葉300位	131593 pt
島原エレナ60位	1497080 pt
島原エレナ80位	1284967 pt
島原エレナ100位	1094229 pt
島原エレナ120位	1008517 pt
島原エレナ140位	868147 pt
島原エレナ160位	553847 pt
島原エレナ180位	361777 pt
島原エレナ200位	274580 pt
島原エレナ220位	145795 pt
島原エレナ240位	106442 pt
島原エレナ260位	75243 pt
島原エレナ280位	57095 pt
島原エレナ300位	44605 pt
佐竹美奈子60位	2274076 pt
佐竹美奈子80位	2027649 pt
佐竹美奈子100位	1896476 pt
佐竹美奈子120位	1797606 pt
佐竹美奈子140位	1553451 pt
佐竹美奈子160位	1172619 pt
佐竹美奈子180位	720268 pt
佐竹美奈子200位	407510 pt
佐竹美奈子220位	274713 pt
佐竹美奈子240位	169139 pt
佐竹美奈子260位	100131 pt
佐竹美奈子280位	84338 pt
佐竹美奈子300位	66543 pt
所恵美60位	2303983 pt
所恵美80位	2057724 pt
所恵美100位	2005376 pt
所恵美120位	1918922 pt
所恵美140位	1743865 pt
所恵美160位	1550887 pt
所恵美180位	1240876 pt
所恵美200位	1029009 pt
所恵美220位	790088 pt
所恵美240位	443431 pt
所恵美260位	313251 pt
所恵美280位	182665 pt
所恵美300位	139097 pt
徳川まつり60位	2004886 pt
徳川まつり80位	1738320 pt
徳川まつり100位	1579205 pt
徳川まつり120位	1509504 pt
徳川まつり140位	1357874 pt
徳川まつり160位	1050469 pt
徳川まつり180位	716185 pt
徳川まつり200位	513565 pt
徳川まつり220位	301875 pt
徳川まつり240位	219076 pt
徳川まつり260位	164024 pt
徳川まつり280位	138306 pt
徳川まつり300位	108065 pt
箱崎星梨花60位	2086436 pt
箱崎星梨花80位	1999505 pt
箱崎星梨花100位	1718415 pt
箱崎星梨花120位	1611760 pt
箱崎星梨花140位	1396790 pt
箱崎星梨花160位	1036649 pt
箱崎星梨花180位	689249 pt
箱崎星梨花200位	373158 pt
箱崎星梨花220位	232902 pt
箱崎星梨花240位	163557 pt
箱崎星梨花260位	102885 pt
箱崎星梨花280位	77957 pt
箱崎星梨花300位	62907 pt
野々原茜60位	1507253 pt
野々原茜80位	1302714 pt
野々原茜100位	1129984 pt
野々原茜120位	1056198 pt
野々原茜140位	908563 pt
野々原茜160位	630605 pt
野々原茜180位	423628 pt
野々原茜200位	304565 pt
野々原茜220位	217364 pt
野々原茜240位	137450 pt
野々原茜260位	100006 pt
野々原茜280位	82802 pt
野々原茜300位	67769 pt
望月杏奈60位	2500110 pt
望月杏奈80位	2159169 pt
望月杏奈100位	2024348 pt
望月杏奈120位	1906758 pt
望月杏奈140位	1729058 pt
望月杏奈160位	1484343 pt
望月杏奈180位	1219195 pt
望月杏奈200位	885574 pt
望月杏奈220位	411071 pt
望月杏奈240位	261498 pt
望月杏奈260位	174506 pt
望月杏奈280位	112689 pt
望月杏奈300位	92003 pt
ロコ60位	1804729 pt
ロコ80位	1583572 pt
ロコ100位	1443059 pt
ロコ120位	1309587 pt
ロコ140位	1214853 pt
ロコ160位	974862 pt
ロコ180位	708105 pt
ロコ200位	453057 pt
ロコ220位	277010 pt
ロコ240位	182052 pt
ロコ260位	109660 pt
ロコ280位	82930 pt
ロコ300位	57931 pt
七尾百合子60位	2636274 pt
七尾百合子80位	2554436 pt
七尾百合子100位	2394057 pt
七尾百合子120位	2268722 pt
七尾百合子140位	2005452 pt
七尾百合子160位	1647570 pt
七尾百合子180位	1362754 pt
七尾百合子200位	947085 pt
七尾百合子220位	585715 pt
七尾百合子240位	322567 pt
七尾百合子260位	168621 pt
七尾百合子280位	135385 pt
七尾百合子300位	112859 pt
高山紗代子60位	1859660 pt
高山紗代子80位	1771470 pt
高山紗代子100位	1633890 pt
高山紗代子120位	1537218 pt
高山紗代子140位	1420563 pt
高山紗代子160位	1211421 pt
高山紗代子180位	932932 pt
高山紗代子200位	632606 pt
高山紗代子220位	453520 pt
高山紗代子240位	317000 pt
高山紗代子260位	200571 pt
高山紗代子280位	137095 pt
高山紗代子300位	99456 pt
松田亜利沙60位	1400307 pt
松田亜利沙80位	1200380 pt
松田亜利沙100位	1079138 pt
松田亜利沙120位	981581 pt
松田亜利沙140位	820653 pt
松田亜利沙160位	563451 pt
松田亜利沙180位	407599 pt
