春日未来60位	2488256 pt
春日未来80位	2363489 pt
春日未来100位	2301653 pt
春日未来120位	2222226 pt
春日未来140位	2160480 pt
春日未来160位	2076904 pt
春日未来180位	2012662 pt
春日未来200位	1989286 pt
春日未来220位	1920893 pt
春日未来240位	1806343 pt
春日未来260位	1301288 pt
春日未来280位	592333 pt
春日未来300位	319901 pt
最上静香60位	3006194 pt
最上静香80位	2908618 pt
最上静香100位	2793113 pt
最上静香120位	2665351 pt
最上静香140位	2555771 pt
最上静香160位	2507794 pt
最上静香180位	2470351 pt
最上静香200位	2403477 pt
最上静香220位	2323586 pt
最上静香240位	1974244 pt
最上静香260位	1304718 pt
最上静香280位	683641 pt
最上静香300位	358934 pt
伊吹翼60位	2300990 pt
伊吹翼80位	2123337 pt
伊吹翼100位	2011475 pt
伊吹翼120位	2000000 pt
伊吹翼140位	1871059 pt
伊吹翼160位	1810967 pt
伊吹翼180位	1753094 pt
伊吹翼200位	1673908 pt
伊吹翼220位	1589376 pt
伊吹翼240位	1508648 pt
伊吹翼260位	1024364 pt
伊吹翼280位	350943 pt
伊吹翼300位	221810 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4475238 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4009234 pt
田中琴葉140位	3714883 pt
田中琴葉160位	3594542 pt
田中琴葉180位	3472607 pt
田中琴葉200位	3296943 pt
田中琴葉220位	3134782 pt
田中琴葉240位	2838400 pt
田中琴葉260位	1941401 pt
田中琴葉280位	743032 pt
田中琴葉300位	359386 pt
島原エレナ60位	2055266 pt
島原エレナ80位	2005127 pt
島原エレナ100位	1956788 pt
島原エレナ120位	1829751 pt
島原エレナ140位	1769328 pt
島原エレナ160位	1624809 pt
島原エレナ180位	1551204 pt
島原エレナ200位	1504303 pt
島原エレナ220位	1436962 pt
島原エレナ240位	1304044 pt
島原エレナ260位	738907 pt
島原エレナ280位	466359 pt
島原エレナ300位	311863 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2301402 pt
佐竹美奈子100位	2185301 pt
佐竹美奈子120位	2055682 pt
佐竹美奈子140位	2008322 pt
佐竹美奈子160位	1951664 pt
佐竹美奈子180位	1856898 pt
佐竹美奈子200位	1745728 pt
佐竹美奈子220位	1607679 pt
佐竹美奈子240位	1388177 pt
佐竹美奈子260位	674352 pt
佐竹美奈子280位	389167 pt
佐竹美奈子300位	264480 pt
所恵美60位	3088336 pt
所恵美80位	3001947 pt
所恵美100位	2846960 pt
所恵美120位	2713149 pt
所恵美140位	2589102 pt
所恵美160位	2509220 pt
