春日未来60位	83497 pt
春日未来80位	57220 pt
春日未来100位	43104 pt
春日未来120位	28900 pt
春日未来140位	22487 pt
春日未来160位	17206 pt
春日未来180位	12329 pt
春日未来200位	9055 pt
春日未来220位	8007 pt
春日未来240位	6266 pt
春日未来260位	5131 pt
春日未来280位	4447 pt
春日未来300位	3445 pt
最上静香60位	92665 pt
最上静香80位	53740 pt
最上静香100位	38562 pt
最上静香120位	29854 pt
最上静香140位	22880 pt
最上静香160位	18282 pt
最上静香180位	14141 pt
最上静香200位	10191 pt
最上静香220位	7529 pt
最上静香240位	6353 pt
最上静香260位	4906 pt
最上静香280位	4332 pt
最上静香300位	3758 pt
伊吹翼60位	58401 pt
伊吹翼80位	36927 pt
伊吹翼100位	26136 pt
伊吹翼120位	18483 pt
伊吹翼140位	14508 pt
伊吹翼160位	10661 pt
伊吹翼180位	8270 pt
伊吹翼200位	6716 pt
伊吹翼220位	5341 pt
伊吹翼240位	4654 pt
伊吹翼260位	3561 pt
伊吹翼280位	3133 pt
伊吹翼300位	2580 pt
田中琴葉60位	186676 pt
田中琴葉80位	132816 pt
田中琴葉100位	77156 pt
田中琴葉120位	52453 pt
田中琴葉140位	39648 pt
田中琴葉160位	25576 pt
田中琴葉180位	20160 pt
田中琴葉200位	14366 pt
田中琴葉220位	10824 pt
田中琴葉240位	9421 pt
田中琴葉260位	7829 pt
田中琴葉280位	6786 pt
田中琴葉300位	5570 pt
島原エレナ60位	31029 pt
島原エレナ80位	17694 pt
島原エレナ100位	10950 pt
島原エレナ120位	5577 pt
島原エレナ140位	4434 pt
島原エレナ160位	3367 pt
島原エレナ180位	2017 pt
島原エレナ200位	1339 pt
島原エレナ220位	874 pt
島原エレナ240位	584 pt
島原エレナ260位	417 pt
島原エレナ280位	305 pt
島原エレナ300位	212 pt
佐竹美奈子60位	112516 pt
佐竹美奈子80位	58456 pt
佐竹美奈子100位	35859 pt
佐竹美奈子120位	25530 pt
佐竹美奈子140位	17078 pt
佐竹美奈子160位	13055 pt
佐竹美奈子180位	10489 pt
佐竹美奈子200位	8115 pt
佐竹美奈子220位	6325 pt
佐竹美奈子240位	4841 pt
佐竹美奈子260位	3636 pt
佐竹美奈子280位	2885 pt
佐竹美奈子300位	2280 pt
所恵美60位	115757 pt
所恵美80位	83458 pt
所恵美100位	49701 pt
所恵美120位	33760 pt
所恵美140位	25266 pt
所恵美160位	19980 pt
所恵美180位	17003 pt
所恵美200位	13171 pt
所恵美220位	11145 pt
所恵美240位	9360 pt
所恵美260位	7323 pt
所恵美280位	6227 pt
所恵美300位	5611 pt
徳川まつり60位	46846 pt
徳川まつり80位	34073 pt
徳川まつり100位	26423 pt
