春日未来200位	1873887 pt
春日未来210位	1828560 pt
春日未来220位	1800367 pt
春日未来230位	1657959 pt
春日未来240位	1471631 pt
春日未来250位	1282369 pt
春日未来260位	1007713 pt
春日未来270位	672209 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	255154 pt
最上静香200位	2268297 pt
最上静香210位	2234077 pt
最上静香220位	2166534 pt
最上静香230位	2018590 pt
最上静香240位	1641372 pt
最上静香250位	1452750 pt
最上静香260位	1158750 pt
最上静香270位	748243 pt
最上静香280位	531358 pt
最上静香290位	426964 pt
最上静香300位	326092 pt
伊吹翼200位	1600952 pt
伊吹翼210位	1542647 pt
伊吹翼220位	1509878 pt
伊吹翼230位	1431356 pt
伊吹翼240位	1250776 pt
伊吹翼250位	1098041 pt
伊吹翼260位	760278 pt
伊吹翼270位	440704 pt
伊吹翼280位	276414 pt
伊吹翼290位	221810 pt
伊吹翼300位	186001 pt
田中琴葉200位	3177678 pt
田中琴葉210位	3110868 pt
田中琴葉220位	2995920 pt
田中琴葉230位	2818282 pt
田中琴葉240位	2549107 pt
田中琴葉250位	1953257 pt
田中琴葉260位	1256597 pt
田中琴葉270位	843116 pt
田中琴葉280位	546389 pt
田中琴葉290位	402448 pt
田中琴葉300位	335864 pt
島原エレナ200位	1395454 pt
島原エレナ210位	1337739 pt
島原エレナ220位	1294294 pt
島原エレナ230位	1150936 pt
島原エレナ240位	914579 pt
島原エレナ250位	660778 pt
島原エレナ260位	507386 pt
島原エレナ270位	414574 pt
島原エレナ280位	342886 pt
島原エレナ290位	274933 pt
島原エレナ300位	207586 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子210位	1573787 pt
佐竹美奈子220位	1501404 pt
佐竹美奈子230位	1186129 pt
佐竹美奈子240位	880035 pt
佐竹美奈子250位	626811 pt
佐竹美奈子260位	437295 pt
佐竹美奈子270位	341319 pt
佐竹美奈子280位	274141 pt
佐竹美奈子290位	236677 pt
佐竹美奈子300位	194528 pt
所恵美200位	2248228 pt
所恵美210位	2214635 pt
所恵美220位	2157683 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1494325 pt
所恵美260位	1277911 pt
所恵美270位	787117 pt
所恵美280位	547071 pt
所恵美290位	457339 pt
所恵美300位	378329 pt
徳川まつり200位	1731177 pt
徳川まつり210位	1702915 pt
徳川まつり220位	1601748 pt
徳川まつり230位	1453287 pt
徳川まつり240位	1226278 pt
徳川まつり250位	816808 pt
徳川まつり260位	644779 pt
徳川まつり270位	443085 pt
徳川まつり280位	395202 pt
徳川まつり290位	319972 pt
徳川まつり300位	270805 pt
箱崎星梨花200位	1862434 pt
箱崎星梨花210位	1805060 pt
箱崎星梨花220位	1762582 pt
箱崎星梨花230位	1637538 pt
