春日未来60位	2427514 pt
春日未来80位	2331377 pt
春日未来100位	2270559 pt
春日未来120位	2194476 pt
春日未来140位	2103000 pt
春日未来160位	2013783 pt
春日未来180位	1996844 pt
春日未来200位	1899293 pt
春日未来220位	1816974 pt
春日未来240位	1550806 pt
春日未来260位	1143650 pt
春日未来280位	477246 pt
春日未来300位	306379 pt
最上静香60位	3002865 pt
最上静香80位	2851267 pt
最上静香100位	2731226 pt
最上静香120位	2626258 pt
最上静香140位	2525910 pt
最上静香160位	2476071 pt
最上静香180位	2404621 pt
最上静香200位	2317513 pt
最上静香220位	2195805 pt
最上静香240位	1737397 pt
最上静香260位	1192111 pt
最上静香280位	606996 pt
最上静香300位	329920 pt
伊吹翼60位	2288944 pt
伊吹翼80位	2102654 pt
伊吹翼100位	2008387 pt
伊吹翼120位	1965456 pt
伊吹翼140位	1823872 pt
伊吹翼160位	1758832 pt
伊吹翼180位	1690019 pt
伊吹翼200位	1613579 pt
伊吹翼220位	1528170 pt
伊吹翼240位	1337004 pt
伊吹翼260位	796304 pt
伊吹翼280位	322314 pt
伊吹翼300位	187793 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4469987 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3710835 pt
田中琴葉160位	3563587 pt
田中琴葉180位	3383382 pt
田中琴葉200位	3204614 pt
田中琴葉220位	3076756 pt
田中琴葉240位	2600693 pt
田中琴葉260位	1262900 pt
田中琴葉280位	575929 pt
田中琴葉300位	340192 pt
島原エレナ60位	2039730 pt
島原エレナ80位	2003842 pt
島原エレナ100位	1913068 pt
島原エレナ120位	1805763 pt
島原エレナ140位	1686770 pt
島原エレナ160位	1573264 pt
島原エレナ180位	1505596 pt
島原エレナ200位	1421283 pt
島原エレナ220位	1321884 pt
島原エレナ240位	965189 pt
島原エレナ260位	533157 pt
島原エレナ280位	352806 pt
島原エレナ300位	221170 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2142898 pt
佐竹美奈子120位	2051179 pt
佐竹美奈子140位	2003809 pt
佐竹美奈子160位	1906232 pt
佐竹美奈子180位	1803613 pt
佐竹美奈子200位	1704376 pt
佐竹美奈子220位	1531989 pt
佐竹美奈子240位	1114721 pt
佐竹美奈子260位	530708 pt
佐竹美奈子280位	326893 pt
佐竹美奈子300位	203444 pt
所恵美60位	3068076 pt
所恵美80位	3000405 pt
所恵美100位	2762951 pt
所恵美120位	2666072 pt
所恵美140位	2531327 pt
所恵美160位	2481054 pt
所恵美180位	2395894 pt
所恵美200位	2294339 pt
所恵美220位	2180103 pt
所恵美240位	1874541 pt
所恵美260位	1378350 pt
所恵美280位	570388 pt
所恵美300位	389777 pt
徳川まつり60位	2371358 pt
徳川まつり80位	2257181 pt
徳川まつり100位	2115959 pt
徳川まつり120位	2052993 pt
徳川まつり140位	2005668 pt
徳川まつり160位	1942716 pt
徳川まつり180位	1847209 pt
徳川まつり200位	1777336 pt
