春日未来200位	1884652 pt
春日未来210位	1830404 pt
春日未来220位	1800852 pt
春日未来230位	1675020 pt
春日未来240位	1474293 pt
春日未来250位	1296708 pt
春日未来260位	1089009 pt
春日未来270位	682215 pt
春日未来280位	462800 pt
春日未来290位	352713 pt
春日未来300位	255154 pt
最上静香200位	2297754 pt
最上静香210位	2235353 pt
最上静香220位	2187164 pt
最上静香230位	2088171 pt
最上静香240位	1666566 pt
最上静香250位	1459708 pt
最上静香260位	1174612 pt
最上静香270位	818553 pt
最上静香280位	604997 pt
最上静香290位	436326 pt
最上静香300位	329920 pt
伊吹翼200位	1605664 pt
伊吹翼210位	1555481 pt
伊吹翼220位	1514614 pt
伊吹翼230位	1475282 pt
伊吹翼240位	1298186 pt
伊吹翼250位	1167004 pt
伊吹翼260位	760278 pt
伊吹翼270位	444598 pt
伊吹翼280位	276414 pt
伊吹翼290位	221810 pt
伊吹翼300位	186001 pt
田中琴葉200位	3200764 pt
田中琴葉210位	3111422 pt
田中琴葉220位	3017221 pt
田中琴葉230位	2838400 pt
田中琴葉240位	2598450 pt
田中琴葉250位	1953257 pt
田中琴葉260位	1256597 pt
田中琴葉270位	868062 pt
田中琴葉280位	575929 pt
田中琴葉290位	402448 pt
田中琴葉300位	336197 pt
島原エレナ200位	1410156 pt
島原エレナ210位	1367974 pt
島原エレナ220位	1312288 pt
島原エレナ230位	1214125 pt
島原エレナ240位	945422 pt
島原エレナ250位	667009 pt
島原エレナ260位	533157 pt
島原エレナ270位	435127 pt
島原エレナ280位	352806 pt
島原エレナ290位	274933 pt
島原エレナ300位	207586 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子210位	1573787 pt
佐竹美奈子220位	1504953 pt
佐竹美奈子230位	1258286 pt
佐竹美奈子240位	1001710 pt
佐竹美奈子250位	685203 pt
佐竹美奈子260位	471974 pt
佐竹美奈子270位	382622 pt
佐竹美奈子280位	291964 pt
佐竹美奈子290位	245453 pt
佐竹美奈子300位	199761 pt
所恵美200位	2254499 pt
所恵美210位	2214635 pt
所恵美220位	2158491 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1570663 pt
所恵美260位	1378350 pt
所恵美270位	803561 pt
所恵美280位	570388 pt
所恵美290位	459069 pt
所恵美300位	383327 pt
徳川まつり200位	1748641 pt
徳川まつり210位	1703780 pt
徳川まつり220位	1626242 pt
徳川まつり230位	1489082 pt
徳川まつり240位	1244202 pt
徳川まつり250位	876680 pt
徳川まつり260位	691532 pt
徳川まつり270位	444894 pt
徳川まつり280位	402031 pt
徳川まつり290位	331196 pt
徳川まつり300位	276477 pt
箱崎星梨花200位	1892813 pt
箱崎星梨花210位	1824381 pt
箱崎星梨花220位	1765785 pt
箱崎星梨花230位	1687426 pt
箱崎星梨花240位	1488760 pt
箱崎星梨花250位	1073214 pt
箱崎星梨花260位	734460 pt
箱崎星梨花270位	460081 pt
箱崎星梨花280位	330833 pt
箱崎星梨花290位	273164 pt
箱崎星梨花300位	227277 pt
野々原茜200位	1210819 pt
野々原茜210位	1164815 pt
野々原茜220位	1123012 pt
野々原茜230位	1022804 pt
野々原茜240位	868437 pt
野々原茜250位	559477 pt
野々原茜260位	452347 pt
野々原茜270位	363970 pt
野々原茜280位	300828 pt
野々原茜290位	264735 pt
野々原茜300位	197404 pt
望月杏奈200位	2200017 pt
望月杏奈210位	2112146 pt
望月杏奈220位	1968313 pt
望月杏奈230位	1776886 pt
望月杏奈240位	1412086 pt
望月杏奈250位	1117401 pt
望月杏奈260位	864061 pt
望月杏奈270位	614796 pt
望月杏奈280位	412368 pt
望月杏奈290位	312630 pt
望月杏奈300位	273022 pt
ロコ200位	1606908 pt
ロコ210位	1563460 pt
ロコ220位	1526343 pt
