春日未来200位	2004925 pt
春日未来210位	1981518 pt
春日未来220位	1941619 pt
春日未来230位	1902206 pt
春日未来240位	1836310 pt
春日未来250位	1691771 pt
春日未来260位	1323979 pt
春日未来270位	993965 pt
春日未来280位	609469 pt
春日未来290位	475562 pt
春日未来300位	353775 pt
最上静香200位	2413436 pt
最上静香210位	2385033 pt
最上静香220位	2334278 pt
最上静香230位	2220857 pt
最上静香240位	2088171 pt
最上静香250位	1733349 pt
最上静香260位	1371303 pt
最上静香270位	1050242 pt
最上静香280位	719585 pt
最上静香290位	531295 pt
最上静香300位	391393 pt
伊吹翼200位	1711705 pt
伊吹翼210位	1660833 pt
伊吹翼220位	1625127 pt
伊吹翼230位	1569311 pt
伊吹翼240位	1528771 pt
伊吹翼250位	1392638 pt
伊吹翼260位	1066884 pt
伊吹翼270位	732526 pt
伊吹翼280位	380494 pt
伊吹翼290位	288464 pt
伊吹翼300位	232538 pt
田中琴葉200位	3297132 pt
田中琴葉210位	3200882 pt
田中琴葉220位	3137341 pt
田中琴葉230位	3076756 pt
田中琴葉240位	2915539 pt
田中琴葉250位	2405084 pt
田中琴葉260位	1941401 pt
田中琴葉270位	1016082 pt
田中琴葉280位	761934 pt
田中琴葉290位	451312 pt
田中琴葉300位	360062 pt
島原エレナ200位	1516284 pt
島原エレナ210位	1505065 pt
島原エレナ220位	1476171 pt
島原エレナ230位	1433704 pt
島原エレナ240位	1380745 pt
島原エレナ250位	1228426 pt
島原エレナ260位	893221 pt
島原エレナ270位	647691 pt
島原エレナ280位	515629 pt
島原エレナ290位	411760 pt
島原エレナ300位	311863 pt
佐竹美奈子200位	1745728 pt
佐竹美奈子210位	1665763 pt
佐竹美奈子220位	1608856 pt
佐竹美奈子230位	1549012 pt
佐竹美奈子240位	1388177 pt
佐竹美奈子250位	1032666 pt
佐竹美奈子260位	685508 pt
佐竹美奈子270位	544496 pt
佐竹美奈子280位	401830 pt
佐竹美奈子290位	352745 pt
佐竹美奈子300位	304307 pt
所恵美200位	2381431 pt
所恵美210位	2343813 pt
所恵美220位	2285603 pt
所恵美230位	2229763 pt
所恵美240位	2105485 pt
所恵美250位	1909526 pt
所恵美260位	1508316 pt
所恵美270位	1001936 pt
所恵美280位	645870 pt
所恵美290位	491587 pt
所恵美300位	415106 pt
徳川まつり200位	1867119 pt
徳川まつり210位	1829399 pt
徳川まつり220位	1805693 pt
徳川まつり230位	1769536 pt
徳川まつり240位	1682869 pt
徳川まつり250位	1467716 pt
徳川まつり260位	1097355 pt
徳川まつり270位	725147 pt
徳川まつり280位	533104 pt
徳川まつり290位	408154 pt
徳川まつり300位	344488 pt
箱崎星梨花200位	2001983 pt
箱崎星梨花210位	1960645 pt
箱崎星梨花220位	1889163 pt
箱崎星梨花230位	1825653 pt
箱崎星梨花240位	1714432 pt
箱崎星梨花250位	1546856 pt
箱崎星梨花260位	1084276 pt
箱崎星梨花270位	710006 pt
箱崎星梨花280位	456783 pt
箱崎星梨花290位	335536 pt
箱崎星梨花300位	284604 pt
野々原茜200位	1299366 pt
野々原茜210位	1262747 pt
野々原茜220位	1216599 pt
野々原茜230位	1162222 pt
野々原茜240位	1050132 pt
野々原茜250位	846091 pt
野々原茜260位	594001 pt
野々原茜270位	452347 pt
野々原茜280位	381796 pt
野々原茜290位	291634 pt
野々原茜300位	253103 pt
望月杏奈200位	2251854 pt
望月杏奈210位	2205787 pt
望月杏奈220位	2138757 pt
望月杏奈230位	2084913 pt
望月杏奈240位	1977804 pt
望月杏奈250位	1544050 pt
望月杏奈260位	1143012 pt
望月杏奈270位	815936 pt
望月杏奈280位	556443 pt
望月杏奈290位	370991 pt
望月杏奈300位	302455 pt
ロコ200位	1652045 pt
ロコ210位	1617346 pt
ロコ220位	1588703 pt
ロコ230位	1543248 pt
ロコ240位	1493626 pt
ロコ250位	1292264 pt
ロコ260位	903032 pt
ロコ270位	656522 pt
ロコ280位	468966 pt
ロコ290位	365043 pt
ロコ300位	272998 pt
七尾百合子200位	2535859 pt
七尾百合子210位	2506403 pt
七尾百合子220位	2458006 pt
七尾百合子230位	2320501 pt
七尾百合子240位	1980927 pt
七尾百合子250位	1575311 pt
七尾百合子260位	1044212 pt
七尾百合子270位	682711 pt
七尾百合子280位	475645 pt
七尾百合子290位	362804 pt
七尾百合子300位	277806 pt
高山紗代子200位	2044071 pt
高山紗代子210位	2020086 pt
高山紗代子220位	2005117 pt
高山紗代子230位	1955926 pt
高山紗代子240位	1828896 pt
高山紗代子250位	1543718 pt
高山紗代子260位	1082219 pt
高山紗代子270位	803483 pt
高山紗代子280位	567114 pt
高山紗代子290位	424384 pt
高山紗代子300位	360409 pt
松田亜利沙200位	1559931 pt
松田亜利沙210位	1534583 pt
松田亜利沙220位	1517073 pt
松田亜利沙230位	1479459 pt
松田亜利沙240位	1430694 pt
松田亜利沙250位	1257478 pt
松田亜利沙260位	913333 pt
松田亜利沙270位	591447 pt
松田亜利沙280位	482909 pt
松田亜利沙290位	352606 pt
松田亜利沙300位	294913 pt
高坂海美200位	2052110 pt
高坂海美210位	2030409 pt
高坂海美220位	2007771 pt
高坂海美230位	1970492 pt
高坂海美240位	1899935 pt
高坂海美250位	1740007 pt
高坂海美260位	1291681 pt
高坂海美270位	1112450 pt
高坂海美280位	800584 pt
高坂海美290位	429630 pt
高坂海美300位	342820 pt
中谷育200位	1331680 pt
中谷育210位	1308226 pt
中谷育220位	1279539 pt
中谷育230位	1253602 pt
中谷育240位	1211119 pt
中谷育250位	1094753 pt
中谷育260位	915288 pt
中谷育270位	716978 pt
