春日未来200位	1890606 pt
春日未来210位	1834147 pt
春日未来220位	1812401 pt
春日未来230位	1736005 pt
春日未来240位	1521967 pt
春日未来250位	1312391 pt
春日未来260位	1133990 pt
春日未来270位	682215 pt
春日未来280位	462800 pt
春日未来290位	355921 pt
春日未来300位	276363 pt
最上静香200位	2316752 pt
最上静香210位	2240667 pt
最上静香220位	2187164 pt
最上静香230位	2088171 pt
最上静香240位	1735534 pt
最上静香250位	1485468 pt
最上静香260位	1183819 pt
最上静香270位	880775 pt
最上静香280位	606996 pt
最上静香290位	442678 pt
最上静香300位	329920 pt
伊吹翼200位	1605664 pt
伊吹翼210位	1559529 pt
伊吹翼220位	1518633 pt
伊吹翼230位	1490990 pt
伊吹翼240位	1318642 pt
伊吹翼250位	1167004 pt
伊吹翼260位	760278 pt
伊吹翼270位	444598 pt
伊吹翼280位	297072 pt
伊吹翼290位	241313 pt
伊吹翼300位	187439 pt
田中琴葉200位	3200764 pt
田中琴葉210位	3114917 pt
田中琴葉220位	3026314 pt
田中琴葉230位	2847008 pt
田中琴葉240位	2598450 pt
田中琴葉250位	1961205 pt
田中琴葉260位	1262900 pt
田中琴葉270位	868062 pt
田中琴葉280位	575929 pt
田中琴葉290位	402450 pt
田中琴葉300位	336197 pt
島原エレナ200位	1418861 pt
島原エレナ210位	1382531 pt
島原エレナ220位	1314474 pt
島原エレナ230位	1224358 pt
島原エレナ240位	953162 pt
島原エレナ250位	708754 pt
島原エレナ260位	533157 pt
島原エレナ270位	435127 pt
島原エレナ280位	352806 pt
島原エレナ290位	279518 pt
島原エレナ300位	207586 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子210位	1594137 pt
佐竹美奈子220位	1510476 pt
佐竹美奈子230位	1279487 pt
佐竹美奈子240位	1092877 pt
佐竹美奈子250位	745431 pt
佐竹美奈子260位	497857 pt
佐竹美奈子270位	384689 pt
佐竹美奈子280位	299548 pt
佐竹美奈子290位	248324 pt
佐竹美奈子300位	203444 pt
所恵美200位	2264178 pt
所恵美210位	2225790 pt
所恵美220位	2171872 pt
所恵美230位	2038991 pt
所恵美240位	1836229 pt
所恵美250位	1579382 pt
所恵美260位	1378350 pt
所恵美270位	803561 pt
所恵美280位	570388 pt
所恵美290位	459069 pt
所恵美300位	389777 pt
徳川まつり200位	1761194 pt
徳川まつり210位	1710271 pt
徳川まつり220位	1644470 pt
徳川まつり230位	1516757 pt
徳川まつり240位	1296899 pt
徳川まつり250位	1014289 pt
徳川まつり260位	700573 pt
徳川まつり270位	458922 pt
徳川まつり280位	407422 pt
徳川まつり290位	340075 pt
徳川まつり300位	276477 pt
箱崎星梨花200位	1892813 pt
箱崎星梨花210位	1825598 pt
箱崎星梨花220位	1773415 pt
箱崎星梨花230位	1695345 pt
箱崎星梨花240位	1488760 pt
箱崎星梨花250位	1073214 pt
箱崎星梨花260位	792330 pt
箱崎星梨花270位	460081 pt
箱崎星梨花280位	331251 pt
箱崎星梨花290位	277874 pt
箱崎星梨花300位	229569 pt
野々原茜200位	1213158 pt
野々原茜210位	1175767 pt
野々原茜220位	1127448 pt
野々原茜230位	1022804 pt
野々原茜240位	887775 pt
野々原茜250位	559477 pt
野々原茜260位	452562 pt
野々原茜270位	366195 pt
野々原茜280位	300828 pt
野々原茜290位	266659 pt
野々原茜300位	200928 pt
望月杏奈200位	2200017 pt
望月杏奈210位	2129594 pt
望月杏奈220位	1976755 pt
望月杏奈230位	1781471 pt
望月杏奈240位	1433657 pt
望月杏奈250位	1206647 pt
望月杏奈260位	910342 pt
望月杏奈270位	614796 pt
望月杏奈280位	412368 pt
望月杏奈290位	315392 pt
望月杏奈300位	273022 pt
ロコ200位	1609702 pt
ロコ210位	1568419 pt
ロコ220位	1534460 pt
ロコ230位	1375234 pt
ロコ240位	1202906 pt
ロコ250位	970503 pt
ロコ260位	652216 pt
ロコ270位	481019 pt
ロコ280位	364661 pt
ロコ290位	283482 pt
ロコ300位	221537 pt
七尾百合子200位	2506403 pt
七尾百合子210位	2469184 pt
七尾百合子220位	2323636 pt
七尾百合子230位	2053428 pt
七尾百合子240位	1775110 pt
七尾百合子250位	1283586 pt
七尾百合子260位	905997 pt
七尾百合子270位	506090 pt
七尾百合子280位	373462 pt
七尾百合子290位	289072 pt
七尾百合子300位	234579 pt
高山紗代子200位	1971940 pt
高山紗代子210位	1943644 pt
高山紗代子220位	1917126 pt
高山紗代子230位	1718068 pt
高山紗代子240位	1516386 pt
高山紗代子250位	1270537 pt
高山紗代子260位	1016486 pt
高山紗代子270位	706721 pt
高山紗代子280位	495229 pt
高山紗代子290位	410643 pt
