春日未来200位	1908895 pt
春日未来210位	1855961 pt
春日未来220位	1826885 pt
春日未来230位	1776656 pt
春日未来240位	1624429 pt
春日未来250位	1410727 pt
春日未来260位	1159767 pt
春日未来270位	690218 pt
春日未来280位	499254 pt
春日未来290位	421579 pt
春日未来300位	319901 pt
最上静香200位	2349815 pt
最上静香210位	2308614 pt
最上静香220位	2200825 pt
最上静香230位	2113798 pt
最上静香240位	1737397 pt
最上静香250位	1523739 pt
最上静香260位	1214361 pt
最上静香270位	880775 pt
最上静香280位	609672 pt
最上静香290位	467175 pt
最上静香300位	338493 pt
伊吹翼200位	1625196 pt
伊吹翼210位	1589376 pt
伊吹翼220位	1528170 pt
伊吹翼230位	1500157 pt
伊吹翼240位	1393617 pt
伊吹翼250位	1202535 pt
伊吹翼260位	855182 pt
伊吹翼270位	489917 pt
伊吹翼280位	346300 pt
伊吹翼290位	257830 pt
伊吹翼300位	192251 pt
田中琴葉200位	3213190 pt
田中琴葉210位	3128222 pt
田中琴葉220位	3081397 pt
田中琴葉230位	2915737 pt
田中琴葉240位	2688208 pt
田中琴葉250位	2140888 pt
田中琴葉260位	1317963 pt
田中琴葉270位	868897 pt
田中琴葉280位	580520 pt
田中琴葉290位	412698 pt
田中琴葉300位	340192 pt
島原エレナ200位	1434878 pt
島原エレナ210位	1403591 pt
島原エレナ220位	1323062 pt
島原エレナ230位	1235739 pt
島原エレナ240位	1039769 pt
島原エレナ250位	759700 pt
島原エレナ260位	589537 pt
島原エレナ270位	463897 pt
島原エレナ280位	375808 pt
島原エレナ290位	279518 pt
島原エレナ300位	234045 pt
佐竹美奈子200位	1704376 pt
佐竹美奈子210位	1603272 pt
佐竹美奈子220位	1560360 pt
佐竹美奈子230位	1388177 pt
佐竹美奈子240位	1157547 pt
佐竹美奈子250位	804933 pt
佐竹美奈子260位	542115 pt
佐竹美奈子270位	401812 pt
佐竹美奈子280位	331669 pt
佐竹美奈子290位	256407 pt
佐竹美奈子300位	211311 pt
所恵美200位	2296299 pt
所恵美210位	2231605 pt
所恵美220位	2190390 pt
所恵美230位	2123911 pt
所恵美240位	1874541 pt
所恵美250位	1636057 pt
所恵美260位	1378350 pt
所恵美270位	821757 pt
所恵美280位	570388 pt
所恵美290位	459069 pt
所恵美300位	389777 pt
徳川まつり200位	1784866 pt
徳川まつり210位	1729994 pt
徳川まつり220位	1691156 pt
徳川まつり230位	1582687 pt
徳川まつり240位	1339252 pt
徳川まつり250位	1068139 pt
徳川まつり260位	763569 pt
徳川まつり270位	588370 pt
徳川まつり280位	419641 pt
徳川まつり290位	367310 pt
徳川まつり300位	300944 pt
箱崎星梨花200位	1925637 pt
箱崎星梨花210位	1862550 pt
箱崎星梨花220位	1801184 pt
箱崎星梨花230位	1706961 pt
箱崎星梨花240位	1533044 pt
箱崎星梨花250位	1262866 pt
箱崎星梨花260位	832069 pt
箱崎星梨花270位	505677 pt
箱崎星梨花280位	362531 pt
箱崎星梨花290位	295406 pt
箱崎星梨花300位	231335 pt
野々原茜200位	1231727 pt
野々原茜210位	1200321 pt
野々原茜220位	1141596 pt
野々原茜230位	1071675 pt
野々原茜240位	887775 pt
野々原茜250位	625406 pt
野々原茜260位	533893 pt
野々原茜270位	375483 pt
野々原茜280位	314960 pt
野々原茜290位	271743 pt
野々原茜300位	213884 pt
望月杏奈200位	2200017 pt
望月杏奈210位	2148029 pt
望月杏奈220位	2049148 pt
望月杏奈230位	1890599 pt
望月杏奈240位	1563855 pt
望月杏奈250位	1206647 pt
望月杏奈260位	945299 pt
