春日未来60位	2107122 pt
春日未来80位	2005752 pt
春日未来100位	1950512 pt
春日未来120位	1804019 pt
春日未来140位	1701855 pt
春日未来160位	1619851 pt
春日未来180位	1412002 pt
春日未来200位	1100576 pt
春日未来220位	800277 pt
春日未来240位	445078 pt
春日未来260位	243794 pt
春日未来280位	178043 pt
春日未来300位	138558 pt
最上静香60位	2374694 pt
最上静香80位	2178093 pt
最上静香100位	2050269 pt
最上静香120位	2010141 pt
最上静香140位	1983538 pt
最上静香160位	1880397 pt
最上静香180位	1697449 pt
最上静香200位	1473526 pt
最上静香220位	1126642 pt
最上静香240位	736018 pt
最上静香260位	516251 pt
最上静香280位	293074 pt
最上静香300位	218353 pt
伊吹翼60位	2010102 pt
伊吹翼80位	1809446 pt
伊吹翼100位	1642192 pt
伊吹翼120位	1522947 pt
伊吹翼140位	1441356 pt
伊吹翼160位	1307853 pt
伊吹翼180位	1039806 pt
伊吹翼200位	671412 pt
伊吹翼220位	447869 pt
伊吹翼240位	280823 pt
伊吹翼260位	177260 pt
伊吹翼280位	140583 pt
伊吹翼300位	101139 pt
田中琴葉60位	4247209 pt
田中琴葉80位	4009844 pt
田中琴葉100位	3716042 pt
田中琴葉120位	3515032 pt
田中琴葉140位	3373921 pt
田中琴葉160位	3179767 pt
田中琴葉180位	2699541 pt
田中琴葉200位	2161213 pt
田中琴葉220位	1572509 pt
田中琴葉240位	794680 pt
田中琴葉260位	444722 pt
田中琴葉280位	239834 pt
田中琴葉300位	166105 pt
島原エレナ60位	1800080 pt
島原エレナ80位	1547388 pt
島原エレナ100位	1488788 pt
島原エレナ120位	1309628 pt
島原エレナ140位	1196580 pt
島原エレナ160位	1063557 pt
島原エレナ180位	871696 pt
島原エレナ200位	535013 pt
島原エレナ220位	379022 pt
島原エレナ240位	228183 pt
島原エレナ260位	135640 pt
島原エレナ280位	99458 pt
島原エレナ300位	71209 pt
佐竹美奈子60位	2505660 pt
佐竹美奈子80位	2229000 pt
佐竹美奈子100位	2020867 pt
佐竹美奈子120位	1903615 pt
佐竹美奈子140位	1788036 pt
佐竹美奈子160位	1614060 pt
佐竹美奈子180位	1255423 pt
佐竹美奈子200位	808723 pt
佐竹美奈子220位	413926 pt
佐竹美奈子240位	241547 pt
佐竹美奈子260位	152916 pt
佐竹美奈子280位	112937 pt
佐竹美奈子300位	94358 pt
所恵美60位	2524286 pt
所恵美80位	2443141 pt
所恵美100位	2286814 pt
所恵美120位	2197404 pt
所恵美140位	2103299 pt
所恵美160位	2040561 pt
所恵美180位	1816639 pt
所恵美200位	1526614 pt
所恵美220位	1150200 pt
所恵美240位	746139 pt
所恵美260位	454964 pt
所恵美280位	279416 pt
所恵美300位	192264 pt
徳川まつり60位	2115633 pt
徳川まつり80位	2025498 pt
徳川まつり100位	1861057 pt
徳川まつり120位	1748804 pt
徳川まつり140位	1645464 pt
徳川まつり160位	1527903 pt
徳川まつり180位	1270520 pt
徳川まつり200位	915484 pt
徳川まつり220位	546926 pt
徳川まつり240位	331725 pt
徳川まつり260位	230953 pt
徳川まつり280位	170770 pt
徳川まつり300位	143251 pt
箱崎星梨花60位	2383297 pt
箱崎星梨花80位	2165713 pt
箱崎星梨花100位	2006499 pt
箱崎星梨花120位	1847088 pt
箱崎星梨花140位	1735008 pt
箱崎星梨花160位	1636969 pt
箱崎星梨花180位	1296139 pt
箱崎星梨花200位	811069 pt
箱崎星梨花220位	427028 pt
箱崎星梨花240位	256369 pt
箱崎星梨花260位	172409 pt
箱崎星梨花280位	110366 pt
箱崎星梨花300位	92227 pt
野々原茜60位	1700556 pt
野々原茜80位	1501581 pt
野々原茜100位	1328721 pt
野々原茜120位	1208992 pt
野々原茜140位	1109328 pt
野々原茜160位	1017165 pt
野々原茜180位	739224 pt
野々原茜200位	495588 pt
野々原茜220位	345343 pt
野々原茜240位	234734 pt
野々原茜260位	162788 pt
野々原茜280位	107695 pt
野々原茜300位	91802 pt
望月杏奈60位	2704001 pt
望月杏奈80位	2502875 pt
望月杏奈100位	2371422 pt
望月杏奈120位	2199292 pt
望月杏奈140位	2038450 pt
望月杏奈160位	1964709 pt
望月杏奈180位	1810087 pt
望月杏奈200位	1464093 pt
望月杏奈220位	816601 pt
望月杏奈240位	424416 pt
望月杏奈260位	265291 pt
望月杏奈280位	160433 pt
望月杏奈300位	131803 pt
ロコ60位	2017228 pt
ロコ80位	1959040 pt
ロコ100位	1782286 pt
ロコ120位	1636465 pt
ロコ140位	1520332 pt
ロコ160位	1437455 pt
ロコ180位	1231298 pt
ロコ200位	798862 pt
ロコ220位	459247 pt
ロコ240位	287941 pt
ロコ260位	197071 pt
ロコ280位	129781 pt
ロコ300位	98078 pt
七尾百合子60位	3118131 pt
七尾百合子80位	2910946 pt
七尾百合子100位	2719614 pt
七尾百合子120位	2586320 pt
七尾百合子140位	2500222 pt
七尾百合子160位	2360769 pt
七尾百合子180位	2005452 pt
七尾百合子200位	1433468 pt
七尾百合子220位	1048882 pt
七尾百合子240位	552849 pt
七尾百合子260位	302321 pt
七尾百合子280位	179615 pt
七尾百合子300位	142352 pt
高山紗代子60位	2038960 pt
高山紗代子80位	2001685 pt
高山紗代子100位	1936005 pt
高山紗代子120位	1806364 pt
高山紗代子140位	1718440 pt
高山紗代子160位	1661083 pt
高山紗代子180位	1461276 pt
高山紗代子200位	1090611 pt
高山紗代子220位	731986 pt
高山紗代子240位	507575 pt
高山紗代子260位	297609 pt
高山紗代子280位	197744 pt
高山紗代子300位	141472 pt
松田亜利沙60位	1621023 pt
松田亜利沙80位	1500337 pt
松田亜利沙100位	1331707 pt
松田亜利沙120位	1244263 pt
松田亜利沙140位	1137665 pt
松田亜利沙160位	1066760 pt
松田亜利沙180位	945353 pt
松田亜利沙200位	679604 pt
松田亜利沙220位	465871 pt
松田亜利沙240位	287351 pt
松田亜利沙260位	161277 pt
松田亜利沙280位	119317 pt
松田亜利沙300位	95261 pt
高坂海美60位	2006650 pt
高坂海美80位	1894982 pt
高坂海美100位	1758179 pt
高坂海美120位	1674214 pt
高坂海美140位	1548336 pt
高坂海美160位	1493385 pt
高坂海美180位	1295678 pt
高坂海美200位	1037172 pt
高坂海美220位	832851 pt
高坂海美240位	613104 pt
高坂海美260位	414174 pt
高坂海美280位	257721 pt
高坂海美300位	179901 pt
中谷育60位	1293437 pt
中谷育80位	1156936 pt
中谷育100位	1019686 pt
中谷育120位	895356 pt
中谷育140位	754274 pt
中谷育160位	658661 pt
中谷育180位	472822 pt
中谷育200位	344979 pt
中谷育220位	238510 pt
中谷育240位	188348 pt
中谷育260位	147787 pt
中谷育280位	105899 pt
中谷育300位	85393 pt
天空橋朋花60位	2007458 pt
天空橋朋花80位	1899120 pt
天空橋朋花100位	1747017 pt
天空橋朋花120位	1619963 pt
天空橋朋花140位	1577435 pt
天空橋朋花160位	1502732 pt
天空橋朋花180位	1275960 pt
天空橋朋花200位	907841 pt
天空橋朋花220位	575532 pt
天空橋朋花240位	324256 pt
天空橋朋花260位	183402 pt
天空橋朋花280位	114325 pt
天空橋朋花300位	81850 pt
エミリー60位	1703902 pt
エミリー80位	1531992 pt
エミリー100位	1430089 pt
エミリー120位	1279692 pt
エミリー140位	1116857 pt
エミリー160位	890425 pt
エミリー180位	579048 pt
エミリー200位	358922 pt
エミリー220位	212388 pt
エミリー240位	141154 pt
エミリー260位	100943 pt
エミリー280位	81688 pt
エミリー300位	64762 pt
北沢志保60位	2725155 pt
北沢志保80位	2600602 pt
北沢志保100位	2343176 pt
北沢志保120位	2128649 pt
北沢志保140位	2001274 pt
北沢志保160位	1749704 pt
北沢志保180位	1425578 pt
北沢志保200位	1079134 pt
北沢志保220位	624634 pt
北沢志保240位	383210 pt
北沢志保260位	247900 pt
北沢志保280位	155813 pt
北沢志保300位	116341 pt
舞浜歩60位	1203848 pt
舞浜歩80位	1019396 pt
舞浜歩100位	901477 pt
舞浜歩120位	800434 pt
舞浜歩140位	745439 pt
舞浜歩160位	673305 pt
舞浜歩180位	483046 pt
舞浜歩200位	340081 pt
舞浜歩220位	224557 pt
舞浜歩240位	149869 pt
舞浜歩260位	119500 pt
舞浜歩280位	87161 pt
舞浜歩300位	70796 pt
木下ひなた60位	1434078 pt
木下ひなた80位	1291108 pt
木下ひなた100位	1203663 pt
木下ひなた120位	1102510 pt
木下ひなた140位	1010977 pt
木下ひなた160位	882505 pt
木下ひなた180位	607393 pt
木下ひなた200位	392128 pt
木下ひなた220位	263069 pt
木下ひなた240位	197381 pt
木下ひなた260位	137325 pt
木下ひなた280位	106195 pt
木下ひなた300位	81393 pt
矢吹可奈60位	1829098 pt
矢吹可奈80位	1623611 pt
矢吹可奈100位	1520656 pt
矢吹可奈120位	1409281 pt
矢吹可奈140位	1325317 pt
矢吹可奈160位	1225556 pt
矢吹可奈180位	1004245 pt
矢吹可奈200位	789914 pt
矢吹可奈220位	405125 pt
矢吹可奈240位	252456 pt
矢吹可奈260位	176351 pt
矢吹可奈280位	131466 pt
矢吹可奈300位	92438 pt
横山奈緒60位	1762498 pt
横山奈緒80位	1573799 pt
横山奈緒100位	1499530 pt
横山奈緒120位	1339338 pt
横山奈緒140位	1266466 pt
横山奈緒160位	1156926 pt
横山奈緒180位	928305 pt
横山奈緒200位	700692 pt
横山奈緒220位	467196 pt
横山奈緒240位	257985 pt
横山奈緒260位	163001 pt
横山奈緒280位	120558 pt
横山奈緒300位	101603 pt
二階堂千鶴60位	1756750 pt
二階堂千鶴80位	1595121 pt
二階堂千鶴100位	1503297 pt
二階堂千鶴120位	1390107 pt
二階堂千鶴140位	1302122 pt
二階堂千鶴160位	1210741 pt
二階堂千鶴180位	942313 pt
二階堂千鶴200位	697968 pt
二階堂千鶴220位	455788 pt
二階堂千鶴240位	310271 pt
二階堂千鶴260位	206970 pt
二階堂千鶴280位	142103 pt
二階堂千鶴300位	113368 pt
馬場このみ60位	2133201 pt
馬場このみ80位	2029033 pt
馬場このみ100位	1937170 pt
馬場このみ120位	1813300 pt
馬場このみ140位	1714181 pt
馬場このみ160位	1559211 pt
馬場このみ180位	1292404 pt
馬場このみ200位	773995 pt
馬場このみ220位	431715 pt
馬場このみ240位	252130 pt
馬場このみ260位	164233 pt
馬場このみ280位	135183 pt
馬場このみ300位	111921 pt
大神環60位	1546485 pt
大神環80位	1411792 pt
大神環100位	1250422 pt
大神環120位	1172594 pt
大神環140位	1078560 pt
大神環160位	919588 pt
大神環180位	674114 pt
大神環200位	400755 pt
大神環220位	261982 pt
大神環240位	152529 pt
大神環260位	105990 pt
大神環280位	82875 pt
大神環300位	64373 pt
豊川風花60位	1530115 pt
豊川風花80位	1373847 pt
豊川風花100位	1258455 pt
豊川風花120位	1165357 pt
豊川風花140位	1069506 pt
豊川風花160位	931126 pt
豊川風花180位	776864 pt
豊川風花200位	552762 pt
豊川風花220位	340090 pt
豊川風花240位	258699 pt
豊川風花260位	169060 pt
豊川風花280位	130374 pt
豊川風花300位	101024 pt
宮尾美也60位	2082972 pt
宮尾美也80位	2000168 pt
宮尾美也100位	1803342 pt
宮尾美也120位	1603165 pt
宮尾美也140位	1459331 pt
宮尾美也160位	1225629 pt
宮尾美也180位	872694 pt
宮尾美也200位	537763 pt
宮尾美也220位	304759 pt
宮尾美也240位	135071 pt
宮尾美也260位	91995 pt
宮尾美也280位	62639 pt
宮尾美也300位	44096 pt
福田のり子60位	1198439 pt
福田のり子80位	1041476 pt
福田のり子100位	921964 pt
福田のり子120位	808282 pt
福田のり子140位	722143 pt
福田のり子160位	653485 pt
福田のり子180位	431964 pt
福田のり子200位	347572 pt
福田のり子220位	226439 pt
福田のり子240位	143785 pt
福田のり子260位	122316 pt
福田のり子280位	102241 pt
福田のり子300位	77600 pt
真壁瑞希60位	2056505 pt
真壁瑞希80位	2000616 pt
真壁瑞希100位	1803361 pt
真壁瑞希120位	1628772 pt
真壁瑞希140位	1515274 pt
真壁瑞希160位	1379325 pt
真壁瑞希180位	1092072 pt
真壁瑞希200位	927764 pt
真壁瑞希220位	623368 pt
真壁瑞希240位	419483 pt
真壁瑞希260位	281073 pt
真壁瑞希280位	188852 pt
真壁瑞希300位	149559 pt
篠宮可憐60位	1646000 pt
篠宮可憐80位	1552612 pt
篠宮可憐100位	1504044 pt
篠宮可憐120位	1391061 pt
篠宮可憐140位	1295044 pt
篠宮可憐160位	1187903 pt
篠宮可憐180位	914963 pt
篠宮可憐200位	670204 pt
篠宮可憐220位	423647 pt
篠宮可憐240位	262023 pt
篠宮可憐260位	188735 pt
