春日未来60位	2427514 pt
春日未来80位	2320698 pt
春日未来100位	2250563 pt
春日未来120位	2175252 pt
春日未来140位	2088761 pt
春日未来160位	2012512 pt
春日未来180位	1996356 pt
春日未来200位	1890606 pt
春日未来220位	1812401 pt
春日未来240位	1521967 pt
春日未来260位	1133990 pt
春日未来280位	462800 pt
春日未来300位	276363 pt
最上静香60位	3001460 pt
最上静香80位	2850709 pt
最上静香100位	2723155 pt
最上静香120位	2617823 pt
最上静香140位	2517103 pt
最上静香160位	2476071 pt
最上静香180位	2399685 pt
最上静香200位	2316752 pt
最上静香220位	2187164 pt
最上静香240位	1735534 pt
最上静香260位	1183819 pt
最上静香280位	606996 pt
最上静香300位	329920 pt
伊吹翼60位	2288944 pt
伊吹翼80位	2102654 pt
伊吹翼100位	2008387 pt
伊吹翼120位	1965456 pt
伊吹翼140位	1818632 pt
伊吹翼160位	1753885 pt
伊吹翼180位	1671338 pt
伊吹翼200位	1605664 pt
伊吹翼220位	1518633 pt
伊吹翼240位	1318642 pt
伊吹翼260位	760278 pt
伊吹翼280位	297072 pt
伊吹翼300位	187439 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4436737 pt
田中琴葉100位	4213709 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3710835 pt
田中琴葉160位	3563587 pt
田中琴葉180位	3378090 pt
田中琴葉200位	3200764 pt
田中琴葉220位	3026314 pt
田中琴葉240位	2598450 pt
田中琴葉260位	1262900 pt
田中琴葉280位	575929 pt
田中琴葉300位	336197 pt
島原エレナ60位	2039730 pt
島原エレナ80位	2002613 pt
島原エレナ100位	1907253 pt
島原エレナ120位	1805763 pt
島原エレナ140位	1686770 pt
島原エレナ160位	1569301 pt
島原エレナ180位	1504303 pt
島原エレナ200位	1418861 pt
島原エレナ220位	1314474 pt
島原エレナ240位	953162 pt
島原エレナ260位	533157 pt
島原エレナ280位	352806 pt
島原エレナ300位	207586 pt
佐竹美奈子60位	2572041 pt
佐竹美奈子80位	2290525 pt
佐竹美奈子100位	2140676 pt
佐竹美奈子120位	2039943 pt
佐竹美奈子140位	2002441 pt
佐竹美奈子160位	1906232 pt
佐竹美奈子180位	1803613 pt
佐竹美奈子200位	1681238 pt
佐竹美奈子220位	1510476 pt
佐竹美奈子240位	1092877 pt
佐竹美奈子260位	497857 pt
佐竹美奈子280位	299548 pt
佐竹美奈子300位	203444 pt
所恵美60位	3063700 pt
所恵美80位	2963731 pt
所恵美100位	2757622 pt
所恵美120位	2658666 pt
所恵美140位	2514712 pt
