春日未来60位	1572150 pt
春日未来80位	1466788 pt
春日未来100位	1158957 pt
春日未来120位	944121 pt
春日未来140位	753746 pt
春日未来160位	580457 pt
春日未来180位	389407 pt
春日未来200位	257563 pt
春日未来220位	138326 pt
春日未来240位	114456 pt
春日未来260位	87703 pt
春日未来280位	67179 pt
春日未来300位	51488 pt
最上静香60位	1548304 pt
最上静香80位	1379352 pt
最上静香100位	1174101 pt
最上静香120位	1001549 pt
最上静香140位	802198 pt
最上静香160位	611096 pt
最上静香180位	459068 pt
最上静香200位	322980 pt
最上静香220位	225461 pt
最上静香240位	169910 pt
最上静香260位	130344 pt
最上静香280位	105749 pt
最上静香300位	78316 pt
伊吹翼60位	1503359 pt
伊吹翼80位	1245676 pt
伊吹翼100位	1003337 pt
伊吹翼120位	675954 pt
伊吹翼140位	453918 pt
伊吹翼160位	321166 pt
伊吹翼180位	160004 pt
伊吹翼200位	103436 pt
伊吹翼220位	75058 pt
伊吹翼240位	61616 pt
伊吹翼260位	45179 pt
伊吹翼280位	36583 pt
伊吹翼300位	31285 pt
田中琴葉60位	2587694 pt
田中琴葉80位	2401962 pt
田中琴葉100位	2177882 pt
田中琴葉120位	1886813 pt
田中琴葉140位	1488165 pt
田中琴葉160位	1175320 pt
田中琴葉180位	1000162 pt
田中琴葉200位	727849 pt
田中琴葉220位	493555 pt
田中琴葉240位	292450 pt
田中琴葉260位	152891 pt
田中琴葉280位	109349 pt
田中琴葉300位	83425 pt
島原エレナ60位	991957 pt
島原エレナ80位	733119 pt
島原エレナ100位	545025 pt
島原エレナ120位	364286 pt
島原エレナ140位	244119 pt
島原エレナ160位	161607 pt
島原エレナ180位	91436 pt
島原エレナ200位	61920 pt
島原エレナ220位	42845 pt
島原エレナ240位	31139 pt
島原エレナ260位	23801 pt
島原エレナ280位	17524 pt
島原エレナ300位	12847 pt
佐竹美奈子60位	1872323 pt
佐竹美奈子80位	1650844 pt
佐竹美奈子100位	1318236 pt
佐竹美奈子120位	1127363 pt
佐竹美奈子140位	660642 pt
佐竹美奈子160位	402922 pt
佐竹美奈子180位	241788 pt
佐竹美奈子200位	183001 pt
佐竹美奈子220位	102992 pt
佐竹美奈子240位	66275 pt
佐竹美奈子260位	53599 pt
佐竹美奈子280位	40064 pt
佐竹美奈子300位	31278 pt
所恵美60位	1761240 pt
所恵美80位	1567243 pt
所恵美100位	1469801 pt
所恵美120位	1264567 pt
所恵美140位	1051321 pt
所恵美160位	771987 pt
所恵美180位	609026 pt
所恵美200位	365652 pt
所恵美220位	252756 pt
所恵美240位	173718 pt
所恵美260位	113343 pt
所恵美280位	96391 pt
所恵美300位	74901 pt
徳川まつり60位	1499778 pt
徳川まつり80位	1235611 pt
徳川まつり100位	1011441 pt
徳川まつり120位	836722 pt
徳川まつり140位	610631 pt
徳川まつり160位	402031 pt
徳川まつり180位	259215 pt
徳川まつり200位	187033 pt
徳川まつり220位	136534 pt
徳川まつり240位	113966 pt
徳川まつり260位	93174 pt
