春日未来200位	1806217 pt
春日未来210位	1758409 pt
春日未来220位	1608454 pt
春日未来230位	1400443 pt
春日未来240位	1258413 pt
春日未来250位	1052060 pt
春日未来260位	755460 pt
春日未来270位	536105 pt
春日未来280位	414052 pt
春日未来290位	314589 pt
春日未来300位	220517 pt
最上静香200位	2173651 pt
最上静香210位	2096334 pt
最上静香220位	2040751 pt
最上静香230位	1879340 pt
最上静香240位	1507059 pt
最上静香250位	1223522 pt
最上静香260位	1009402 pt
最上静香270位	748243 pt
最上静香280位	502553 pt
最上静香290位	417589 pt
最上静香300位	317407 pt
伊吹翼200位	1508489 pt
伊吹翼210位	1490907 pt
伊吹翼220位	1354975 pt
伊吹翼230位	1203571 pt
伊吹翼240位	1047069 pt
伊吹翼250位	821966 pt
伊吹翼260位	615060 pt
伊吹翼270位	342026 pt
伊吹翼280位	249753 pt
伊吹翼290位	198560 pt
伊吹翼300位	173035 pt
田中琴葉200位	3110868 pt
田中琴葉210位	2939085 pt
田中琴葉220位	2780190 pt
田中琴葉230位	2598438 pt
田中琴葉240位	2003282 pt
田中琴葉250位	1689342 pt
田中琴葉260位	909108 pt
田中琴葉270位	714267 pt
田中琴葉280位	528719 pt
田中琴葉290位	364245 pt
田中琴葉300位	302972 pt
島原エレナ200位	1307632 pt
島原エレナ210位	1221955 pt
島原エレナ220位	1071259 pt
島原エレナ230位	911174 pt
島原エレナ240位	635305 pt
島原エレナ250位	507386 pt
島原エレナ260位	406648 pt
島原エレナ270位	331175 pt
島原エレナ280位	294944 pt
島原エレナ290位	207586 pt
島原エレナ300位	166443 pt
佐竹美奈子200位	1606525 pt
佐竹美奈子210位	1501404 pt
佐竹美奈子220位	1372606 pt
佐竹美奈子230位	1054300 pt
佐竹美奈子240位	633156 pt
佐竹美奈子250位	437295 pt
佐竹美奈子260位	357246 pt
佐竹美奈子270位	286735 pt
佐竹美奈子280位	250617 pt
佐竹美奈子290位	195382 pt
佐竹美奈子300位	168342 pt
所恵美200位	2189842 pt
所恵美210位	2149103 pt
所恵美220位	2049548 pt
所恵美230位	1926556 pt
所恵美240位	1696238 pt
所恵美250位	1417421 pt
所恵美260位	1203297 pt
所恵美270位	730756 pt
所恵美280位	518276 pt
所恵美290位	440076 pt
所恵美300位	358844 pt
徳川まつり200位	1671937 pt
徳川まつり210位	1571434 pt
徳川まつり220位	1481372 pt
徳川まつり230位	1270786 pt
徳川まつり240位	1006975 pt
徳川まつり250位	748965 pt
徳川まつり260位	479229 pt
徳川まつり270位	409362 pt
徳川まつり280位	357154 pt
徳川まつり290位	275787 pt
徳川まつり300位	228622 pt
箱崎星梨花200位	1802160 pt
箱崎星梨花210位	1734768 pt
箱崎星梨花220位	1603853 pt
箱崎星梨花230位	1399259 pt
箱崎星梨花240位	1070625 pt
