春日未来200位	1806217 pt
春日未来210位	1763694 pt
春日未来220位	1608454 pt
春日未来230位	1442418 pt
春日未来240位	1273615 pt
春日未来250位	1105568 pt
春日未来260位	756208 pt
春日未来270位	543590 pt
春日未来280位	414052 pt
春日未来290位	314589 pt
春日未来300位	223612 pt
最上静香200位	2188254 pt
最上静香210位	2103880 pt
最上静香220位	2056421 pt
最上静香230位	1879340 pt
最上静香240位	1507059 pt
最上静香250位	1223522 pt
最上静香260位	1009402 pt
最上静香270位	748243 pt
最上静香280位	504770 pt
最上静香290位	417589 pt
最上静香300位	321320 pt
伊吹翼200位	1508648 pt
伊吹翼210位	1490907 pt
伊吹翼220位	1374007 pt
伊吹翼230位	1211364 pt
伊吹翼240位	1085001 pt
伊吹翼250位	821966 pt
伊吹翼260位	615060 pt
伊吹翼270位	342026 pt
伊吹翼280位	249753 pt
伊吹翼290位	199168 pt
伊吹翼300位	173370 pt
田中琴葉200位	3110868 pt
田中琴葉210位	2956871 pt
田中琴葉220位	2780190 pt
田中琴葉230位	2601079 pt
田中琴葉240位	2017303 pt
田中琴葉250位	1717551 pt
田中琴葉260位	911983 pt
田中琴葉270位	714267 pt
田中琴葉280位	532610 pt
田中琴葉290位	364245 pt
田中琴葉300位	303643 pt
島原エレナ200位	1309386 pt
島原エレナ210位	1235048 pt
島原エレナ220位	1086798 pt
島原エレナ230位	914579 pt
島原エレナ240位	645580 pt
島原エレナ250位	507386 pt
島原エレナ260位	409512 pt
島原エレナ270位	339365 pt
島原エレナ280位	294944 pt
島原エレナ290位	207586 pt
島原エレナ300位	169145 pt
佐竹美奈子200位	1607757 pt
佐竹美奈子210位	1505853 pt
佐竹美奈子220位	1395331 pt
佐竹美奈子230位	1078335 pt
佐竹美奈子240位	633156 pt
佐竹美奈子250位	461743 pt
佐竹美奈子260位	371297 pt
佐竹美奈子270位	292563 pt
佐竹美奈子280位	257521 pt
佐竹美奈子290位	203444 pt
佐竹美奈子300位	168342 pt
所恵美200位	2189842 pt
所恵美210位	2155656 pt
所恵美220位	2054162 pt
所恵美230位	1948218 pt
所恵美240位	1698034 pt
所恵美250位	1417421 pt
所恵美260位	1213132 pt
所恵美270位	730756 pt
所恵美280位	543307 pt
所恵美290位	451192 pt
所恵美300位	358844 pt
徳川まつり200位	1700392 pt
徳川まつり210位	1592160 pt
徳川まつり220位	1494079 pt
徳川まつり230位	1292023 pt
徳川まつり240位	1032950 pt
徳川まつり250位	763569 pt
徳川まつり260位	479229 pt
徳川まつり270位	409362 pt
徳川まつり280位	361646 pt
徳川まつり290位	275787 pt
徳川まつり300位	230953 pt
箱崎星梨花200位	1804042 pt
箱崎星梨花210位	1734768 pt
箱崎星梨花220位	1615552 pt
箱崎星梨花230位	1487995 pt
箱崎星梨花240位	1070625 pt
箱崎星梨花250位	860000 pt
箱崎星梨花260位	573114 pt
箱崎星梨花270位	388909 pt
箱崎星梨花280位	287170 pt
箱崎星梨花290位	235404 pt
箱崎星梨花300位	205021 pt
野々原茜200位	1140909 pt
野々原茜210位	1094357 pt
野々原茜220位	1018580 pt
野々原茜230位	793482 pt
野々原茜240位	643139 pt
野々原茜250位	482825 pt
野々原茜260位	359383 pt
野々原茜270位	286564 pt
野々原茜280位	255855 pt
野々原茜290位	210318 pt
野々原茜300位	168678 pt
望月杏奈200位	2142043 pt
望月杏奈210位	2003521 pt
望月杏奈220位	1884092 pt
望月杏奈230位	1416294 pt
望月杏奈240位	1120497 pt
望月杏奈250位	794233 pt
望月杏奈260位	642114 pt
望月杏奈270位	452370 pt
望月杏奈280位	352183 pt
望月杏奈290位	273022 pt
望月杏奈300位	226211 pt
ロコ200位	1560679 pt
ロコ210位	1512092 pt
ロコ220位	1366716 pt
ロコ230位	1159027 pt
ロコ240位	911513 pt
ロコ250位	606141 pt
ロコ260位	446556 pt
ロコ270位	364661 pt
ロコ280位	277525 pt
ロコ290位	222262 pt
ロコ300位	183870 pt
七尾百合子200位	2423659 pt
七尾百合子210位	2311951 pt
七尾百合子220位	2143485 pt
七尾百合子230位	1777902 pt
七尾百合子240位	1481457 pt
七尾百合子250位	1142163 pt
七尾百合子260位	736273 pt
七尾百合子270位	455914 pt
七尾百合子280位	330116 pt
七尾百合子290位	252697 pt
七尾百合子300位	222696 pt
高山紗代子200位	1860964 pt
高山紗代子210位	1824781 pt
高山紗代子220位	1673686 pt
高山紗代子230位	1484293 pt
高山紗代子240位	1270537 pt
高山紗代子250位	1072196 pt
高山紗代子260位	780716 pt
高山紗代子270位	587189 pt
高山紗代子280位	425309 pt
高山紗代子290位	371901 pt
高山紗代子300位	280710 pt
松田亜利沙200位	1373121 pt
松田亜利沙210位	1337108 pt
松田亜利沙220位	1288087 pt
松田亜利沙230位	1170272 pt
松田亜利沙240位	1014339 pt
松田亜利沙250位	709078 pt
松田亜利沙260位	547673 pt
松田亜利沙270位	368932 pt
松田亜利沙280位	293873 pt
松田亜利沙290位	209684 pt
松田亜利沙300位	179800 pt
高坂海美200位	1794391 pt
高坂海美210位	1744230 pt
高坂海美220位	1685393 pt
高坂海美230位	1564394 pt
高坂海美240位	1439027 pt
高坂海美250位	1210302 pt
高坂海美260位	942268 pt
高坂海美270位	783532 pt
高坂海美280位	548815 pt
高坂海美290位	346079 pt
高坂海美300位	307468 pt
中谷育200位	1079004 pt
中谷育210位	1030324 pt
中谷育220位	1002477 pt
中谷育230位	952155 pt
中谷育240位	808564 pt
中谷育250位	661770 pt
中谷育260位	503376 pt
中谷育270位	382361 pt
中谷育280位	317044 pt
中谷育290位	267223 pt
中谷育300位	213258 pt
天空橋朋花200位	1741053 pt
天空橋朋花210位	1703747 pt
天空橋朋花220位	1651043 pt
天空橋朋花230位	1426157 pt
天空橋朋花240位	1205053 pt
天空橋朋花250位	1046463 pt
天空橋朋花260位	726110 pt
天空橋朋花270位	440392 pt
天空橋朋花280位	327200 pt
天空橋朋花290位	236526 pt
天空橋朋花300位	200330 pt
エミリー200位	1283533 pt
エミリー210位	1201003 pt
エミリー220位	1125952 pt
エミリー230位	935139 pt
エミリー240位	641727 pt
エミリー250位	472149 pt
エミリー260位	358517 pt
