春日未来60位	2380342 pt
春日未来80位	2302747 pt
春日未来100位	2221269 pt
春日未来120位	2124473 pt
春日未来140位	2052383 pt
春日未来160位	2002172 pt
春日未来180位	1912664 pt
春日未来200位	1837683 pt
春日未来220位	1759850 pt
春日未来240位	1388834 pt
春日未来260位	970576 pt
春日未来280位	461807 pt
春日未来300位	251228 pt
最上静香60位	3001441 pt
最上静香80位	2813938 pt
最上静香100位	2678526 pt
最上静香120位	2602213 pt
最上静香140位	2501567 pt
最上静香160位	2440530 pt
最上静香180位	2316987 pt
最上静香200位	2240217 pt
最上静香220位	2127862 pt
最上静香240位	1574938 pt
最上静香260位	1127317 pt
最上静香280位	531358 pt
最上静香300位	325233 pt
伊吹翼60位	2223300 pt
伊吹翼80位	2098280 pt
伊吹翼100位	2006503 pt
伊吹翼120位	1933034 pt
伊吹翼140位	1804630 pt
伊吹翼160位	1735598 pt
伊吹翼180位	1636653 pt
伊吹翼200位	1553365 pt
伊吹翼220位	1469503 pt
伊吹翼240位	1187732 pt
伊吹翼260位	683871 pt
伊吹翼280位	267202 pt
伊吹翼300位	182321 pt
田中琴葉60位	5091537 pt
田中琴葉80位	4432500 pt
田中琴葉100位	4158564 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3689171 pt
田中琴葉160位	3515032 pt
田中琴葉180位	3350402 pt
田中琴葉200位	3162884 pt
田中琴葉220位	2905376 pt
田中琴葉240位	2338288 pt
田中琴葉260位	1011403 pt
田中琴葉280位	546389 pt
田中琴葉300位	313799 pt
島原エレナ60位	2031131 pt
島原エレナ80位	2001026 pt
島原エレナ100位	1871540 pt
島原エレナ120位	1785906 pt
島原エレナ140位	1638103 pt
島原エレナ160位	1522561 pt
島原エレナ180位	1468658 pt
島原エレナ200位	1365105 pt
島原エレナ220位	1220450 pt
島原エレナ240位	809037 pt
島原エレナ260位	485572 pt
島原エレナ280位	311504 pt
島原エレナ300位	182690 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2279844 pt
佐竹美奈子100位	2131905 pt
佐竹美奈子120位	2025205 pt
佐竹美奈子140位	2000733 pt
佐竹美奈子160位	1902514 pt
佐竹美奈子180位	1802821 pt
佐竹美奈子200位	1637147 pt
佐竹美奈子220位	1483090 pt
佐竹美奈子240位	820199 pt
佐竹美奈子260位	436693 pt
佐竹美奈子280位	268632 pt
佐竹美奈子300位	180279 pt
所恵美60位	3031396 pt
所恵美80位	2907250 pt
所恵美100位	2701314 pt
所恵美120位	2625772 pt
所恵美140位	2504053 pt
所恵美160位	2449820 pt
所恵美180位	2357382 pt
所恵美200位	2234162 pt
所恵美220位	2121961 pt
所恵美240位	1836229 pt
所恵美260位	1213132 pt
所恵美280位	543307 pt
所恵美300位	378329 pt
徳川まつり60位	2345678 pt
徳川まつり80位	2224554 pt
徳川まつり100位	2105158 pt
徳川まつり120位	2025168 pt
徳川まつり140位	2001526 pt
徳川まつり160位	1885341 pt
徳川まつり180位	1809162 pt
徳川まつり200位	1714415 pt
徳川まつり220位	1568974 pt
徳川まつり240位	1129896 pt
徳川まつり260位	553557 pt
徳川まつり280位	369403 pt
徳川まつり300位	252106 pt
箱崎星梨花60位	2566450 pt
箱崎星梨花80位	2488140 pt
箱崎星梨花100位	2307446 pt
箱崎星梨花120位	2188549 pt
箱崎星梨花140位	2091735 pt
箱崎星梨花160位	2008252 pt
箱崎星梨花180位	1932924 pt
箱崎星梨花200位	1837501 pt
箱崎星梨花220位	1740494 pt
箱崎星梨花240位	1338327 pt
箱崎星梨花260位	637043 pt
箱崎星梨花280位	321630 pt
箱崎星梨花300位	226083 pt
野々原茜60位	1898822 pt
野々原茜80位	1747286 pt
野々原茜100位	1643394 pt
野々原茜120位	1508543 pt
野々原茜140位	1429591 pt
野々原茜160位	1354882 pt
野々原茜180位	1283494 pt
野々原茜200位	1161516 pt
野々原茜220位	1069439 pt
野々原茜240位	706687 pt
野々原茜260位	429403 pt
野々原茜280位	274415 pt
野々原茜300位	192322 pt
望月杏奈60位	3014410 pt
望月杏奈80位	2896004 pt
望月杏奈100位	2666447 pt
望月杏奈120位	2564335 pt
望月杏奈140位	2486633 pt
望月杏奈160位	2342637 pt
望月杏奈180位	2253743 pt
望月杏奈200位	2187753 pt
望月杏奈220位	1932739 pt
望月杏奈240位	1298819 pt
望月杏奈260位	754626 pt
望月杏奈280位	361323 pt
望月杏奈300位	248438 pt
ロコ60位	2246116 pt
ロコ80位	2152418 pt
ロコ100位	2037121 pt
ロコ120位	2009644 pt
ロコ140位	1980368 pt
ロコ160位	1826997 pt
ロコ180位	1666790 pt
ロコ200位	1596023 pt
ロコ220位	1484086 pt
ロコ240位	988555 pt
ロコ260位	531041 pt
ロコ280位	300707 pt
ロコ300位	193841 pt
七尾百合子60位	3514125 pt
七尾百合子80位	3348554 pt
七尾百合子100位	3111708 pt
七尾百合子120位	3003226 pt
七尾百合子140位	2840006 pt
七尾百合子160位	2747032 pt
七尾百合子180位	2558403 pt
七尾百合子200位	2488462 pt
七尾百合子220位	2258086 pt
七尾百合子240位	1574079 pt
七尾百合子260位	816284 pt
七尾百合子280位	347890 pt
七尾百合子300位	226926 pt
高山紗代子60位	2457673 pt
高山紗代子80位	2317785 pt
高山紗代子100位	2199320 pt
高山紗代子120位	2116755 pt
高山紗代子140位	2034804 pt
高山紗代子160位	2008560 pt
高山紗代子180位	1994308 pt
高山紗代子200位	1920549 pt
高山紗代子220位	1813075 pt
高山紗代子240位	1406895 pt
高山紗代子260位	905238 pt
高山紗代子280位	446659 pt
高山紗代子300位	281515 pt
松田亜利沙60位	2004452 pt
松田亜利沙80位	1907735 pt
松田亜利沙100位	1801416 pt
松田亜利沙120位	1715514 pt
松田亜利沙140位	1623829 pt
松田亜利沙160位	1561260 pt
松田亜利沙180位	1478437 pt
松田亜利沙200位	1414628 pt
松田亜利沙220位	1337966 pt
松田亜利沙240位	1039284 pt
松田亜利沙260位	591447 pt
松田亜利沙280位	316119 pt
松田亜利沙300位	197403 pt
高坂海美60位	2450546 pt
高坂海美80位	2370410 pt
高坂海美100位	2238951 pt
高坂海美120位	2157827 pt
高坂海美140位	2042443 pt
高坂海美160位	2003173 pt
高坂海美180位	1942825 pt
高坂海美200位	1869592 pt
高坂海美220位	1763469 pt
高坂海美240位	1509698 pt
高坂海美260位	1059434 pt
高坂海美280位	548815 pt
高坂海美300位	307468 pt
中谷育60位	1700000 pt
中谷育80位	1609474 pt
中谷育100位	1521087 pt
中谷育120位	1495936 pt
中谷育140位	1425386 pt
中谷育160位	1321935 pt
中谷育180位	1203960 pt
中谷育200位	1140525 pt
中谷育220位	1077480 pt
中谷育240位	924653 pt
中谷育260位	561303 pt
中谷育280位	367549 pt
中谷育300位	248231 pt
天空橋朋花60位	2240661 pt
天空橋朋花80位	2154189 pt
天空橋朋花100位	2106812 pt
天空橋朋花120位	2039363 pt
天空橋朋花140位	2004006 pt
天空橋朋花160位	1956088 pt
天空橋朋花180位	1857435 pt
天空橋朋花200位	1805612 pt
天空橋朋花220位	1725415 pt
天空橋朋花240位	1419672 pt
天空橋朋花260位	758344 pt
天空橋朋花280位	345262 pt
天空橋朋花300位	205724 pt
エミリー60位	2004694 pt
エミリー80位	1813503 pt
エミリー100位	1745352 pt
エミリー120位	1670091 pt
エミリー140位	1590524 pt
エミリー160位	1504988 pt
エミリー180位	1459366 pt
エミリー200位	1361433 pt
エミリー220位	1187303 pt
エミリー240位	809264 pt
エミリー260位	382202 pt
エミリー280位	241096 pt
エミリー300位	155754 pt
北沢志保60位	3020058 pt
北沢志保80位	2877100 pt
北沢志保100位	2608778 pt
北沢志保120位	2507335 pt
北沢志保140位	2363778 pt
北沢志保160位	2208524 pt
北沢志保180位	2109822 pt
北沢志保200位	2007648 pt
北沢志保220位	1662265 pt
北沢志保240位	1144580 pt
北沢志保260位	648286 pt
北沢志保280位	310842 pt
北沢志保300位	204356 pt
舞浜歩60位	1552049 pt
