春日未来200位	2271004 pt
春日未来210位	2241796 pt
春日未来220位	2229794 pt
春日未来230位	2212543 pt
春日未来240位	2200496 pt
春日未来250位	2158910 pt
春日未来260位	2115646 pt
春日未来270位	1446100 pt
春日未来280位	691409 pt
春日未来290位	499254 pt
春日未来300位	395149 pt
最上静香200位	2511671 pt
最上静香210位	2501333 pt
最上静香220位	2474558 pt
最上静香230位	2432497 pt
最上静香240位	2405785 pt
最上静香250位	2319782 pt
最上静香260位	2218612 pt
最上静香270位	1472305 pt
最上静香280位	1000449 pt
最上静香290位	613473 pt
最上静香300位	427297 pt
伊吹翼200位	2001512 pt
伊吹翼210位	1990757 pt
伊吹翼220位	1971689 pt
伊吹翼230位	1950619 pt
伊吹翼240位	1927989 pt
伊吹翼250位	1880456 pt
伊吹翼260位	1809672 pt
伊吹翼270位	1508648 pt
伊吹翼280位	689383 pt
伊吹翼290位	388457 pt
伊吹翼300位	300756 pt
田中琴葉200位	3413831 pt
田中琴葉210位	3356878 pt
田中琴葉220位	3283517 pt
田中琴葉230位	3237669 pt
田中琴葉240位	3190093 pt
田中琴葉250位	3080578 pt
田中琴葉260位	2511469 pt
田中琴葉270位	1278729 pt
田中琴葉280位	924469 pt
田中琴葉290位	580520 pt
田中琴葉300位	413615 pt
島原エレナ200位	1901243 pt
島原エレナ210位	1883636 pt
島原エレナ220位	1871005 pt
島原エレナ230位	1852755 pt
島原エレナ240位	1828917 pt
島原エレナ250位	1808356 pt
島原エレナ260位	1744596 pt
島原エレナ270位	1637620 pt
島原エレナ280位	752659 pt
島原エレナ290位	482874 pt
島原エレナ300位	352786 pt
佐竹美奈子200位	1933663 pt
佐竹美奈子210位	1906599 pt
佐竹美奈子220位	1872287 pt
佐竹美奈子230位	1848529 pt
佐竹美奈子240位	1815621 pt
佐竹美奈子250位	1798035 pt
佐竹美奈子260位	1730495 pt
佐竹美奈子270位	1224742 pt
佐竹美奈子280位	922890 pt
佐竹美奈子290位	588355 pt
佐竹美奈子300位	409044 pt
所恵美200位	2509907 pt
所恵美210位	2500801 pt
所恵美220位	2473782 pt
所恵美230位	2448300 pt
所恵美240位	2411558 pt
所恵美250位	2382591 pt
所恵美260位	2200926 pt
所恵美270位	1378350 pt
所恵美280位	784358 pt
所恵美290位	543426 pt
所恵美300位	459069 pt
徳川まつり200位	2045324 pt
徳川まつり210位	2021922 pt
徳川まつり220位	2010183 pt
徳川まつり230位	2002733 pt
徳川まつり240位	1994139 pt
徳川まつり250位	1954567 pt
徳川まつり260位	1866828 pt
徳川まつり270位	1542532 pt
徳川まつり280位	748420 pt
徳川まつり290位	471429 pt
徳川まつり300位	390325 pt
箱崎星梨花200位	2087832 pt
箱崎星梨花210位	2074352 pt
箱崎星梨花220位	2044952 pt
箱崎星梨花230位	2027728 pt
箱崎星梨花240位	2010329 pt
箱崎星梨花250位	1988889 pt
箱崎星梨花260位	1886940 pt
箱崎星梨花270位	1422544 pt
箱崎星梨花280位	884172 pt
箱崎星梨花290位	413706 pt
箱崎星梨花300位	319595 pt
野々原茜200位	1491788 pt
野々原茜210位	1475356 pt
野々原茜220位	1465538 pt
野々原茜230位	1439103 pt
野々原茜240位	1418712 pt
野々原茜250位	1374763 pt
野々原茜260位	1331398 pt
野々原茜270位	1212164 pt
野々原茜280位	881998 pt
野々原茜290位	637923 pt
野々原茜300位	438357 pt
望月杏奈200位	2453453 pt
望月杏奈210位	2431534 pt
望月杏奈220位	2407713 pt
望月杏奈230位	2400000 pt
望月杏奈240位	2383187 pt
望月杏奈250位	2331461 pt
望月杏奈260位	2159007 pt
望月杏奈270位	1371431 pt
望月杏奈280位	748656 pt
望月杏奈290位	459126 pt
望月杏奈300位	337030 pt
ロコ200位	1901749 pt
ロコ210位	1881536 pt
ロコ220位	1854718 pt
ロコ230位	1838984 pt
ロコ240位	1818977 pt
ロコ250位	1789963 pt
ロコ260位	1726037 pt
ロコ270位	1098281 pt
ロコ280位	583898 pt
ロコ290位	475884 pt
ロコ300位	346017 pt
七尾百合子200位	2666033 pt
七尾百合子210位	2555776 pt
七尾百合子220位	2510771 pt
七尾百合子230位	2486564 pt
七尾百合子240位	2429525 pt
七尾百合子250位	2362766 pt
七尾百合子260位	2074224 pt
七尾百合子270位	1477468 pt
七尾百合子280位	896253 pt
七尾百合子290位	519955 pt
七尾百合子300位	386138 pt
高山紗代子200位	2135689 pt
高山紗代子210位	2114191 pt
高山紗代子220位	2105062 pt
高山紗代子230位	2062932 pt
高山紗代子240位	2013187 pt
高山紗代子250位	1974242 pt
高山紗代子260位	1668344 pt
高山紗代子270位	1227673 pt
高山紗代子280位	799056 pt
高山紗代子290位	491936 pt
高山紗代子300位	394550 pt
松田亜利沙200位	1745063 pt
松田亜利沙210位	1729923 pt
松田亜利沙220位	1720059 pt
松田亜利沙230位	1705754 pt
松田亜利沙240位	1694173 pt
松田亜利沙250位	1658492 pt
松田亜利沙260位	1572377 pt
松田亜利沙270位	712751 pt
松田亜利沙280位	588307 pt
松田亜利沙290位	435694 pt
松田亜利沙300位	322571 pt
高坂海美200位	2271312 pt
高坂海美210位	2254184 pt
高坂海美220位	2220647 pt
高坂海美230位	2202702 pt
高坂海美240位	2179631 pt
高坂海美250位	2137526 pt
高坂海美260位	2000000 pt
高坂海美270位	1471906 pt
高坂海美280位	887136 pt
高坂海美290位	521704 pt
高坂海美300位	365271 pt
中谷育200位	1603151 pt
中谷育210位	1585100 pt
中谷育220位	1569685 pt
中谷育230位	1558067 pt
中谷育240位	1540061 pt
中谷育250位	1522760 pt
中谷育260位	1474094 pt
中谷育270位	1259708 pt
中谷育280位	868616 pt
中谷育290位	561145 pt
中谷育300位	400235 pt
天空橋朋花200位	2192969 pt
天空橋朋花210位	2174466 pt
天空橋朋花220位	2158416 pt
天空橋朋花230位	2144207 pt
天空橋朋花240位	2121204 pt
天空橋朋花250位	2092637 pt
天空橋朋花260位	2034756 pt
天空橋朋花270位	1636463 pt
天空橋朋花280位	723365 pt
天空橋朋花290位	372037 pt
天空橋朋花300位	283871 pt
エミリー200位	1676749 pt
エミリー210位	1645768 pt
エミリー220位	1625462 pt
エミリー230位	1601793 pt
エミリー240位	1582227 pt
エミリー250位	1559611 pt
エミリー260位	1503615 pt
エミリー270位	1310330 pt
エミリー280位	763804 pt
エミリー290位	459530 pt
エミリー300位	349118 pt
北沢志保200位	2231567 pt
北沢志保210位	2211790 pt
北沢志保220位	2201297 pt
北沢志保230位	2132887 pt
北沢志保240位	2104375 pt
北沢志保250位	2049545 pt
北沢志保260位	1681830 pt
北沢志保270位	1234591 pt
北沢志保280位	669829 pt
北沢志保290位	489170 pt
北沢志保300位	346872 pt
舞浜歩200位	1345451 pt
舞浜歩210位	1320509 pt
舞浜歩220位	1298803 pt
舞浜歩230位	1282550 pt
舞浜歩240位	1258164 pt
舞浜歩250位	1224816 pt
舞浜歩260位	1156060 pt
舞浜歩270位	841802 pt
舞浜歩280位	438207 pt
舞浜歩290位	314957 pt
舞浜歩300位	245160 pt
木下ひなた200位	1454985 pt
木下ひなた210位	1437789 pt
木下ひなた220位	1422583 pt
木下ひなた230位	1404355 pt
木下ひなた240位	1386808 pt
木下ひなた250位	1351932 pt
木下ひなた260位	1304864 pt
木下ひなた270位	1173419 pt
木下ひなた280位	972786 pt
木下ひなた290位	714003 pt
木下ひなた300位	492538 pt
矢吹可奈200位	1973040 pt
矢吹可奈210位	1963563 pt
矢吹可奈220位	1947780 pt
矢吹可奈230位	1932779 pt
矢吹可奈240位	1918572 pt
矢吹可奈250位	1897824 pt
矢吹可奈260位	1875556 pt
矢吹可奈270位	1761874 pt
矢吹可奈280位	1069125 pt
矢吹可奈290位	588973 pt
矢吹可奈300位	343724 pt
横山奈緒200位	1600281 pt
横山奈緒210位	1579154 pt
横山奈緒220位	1571591 pt
横山奈緒230位	1549609 pt
横山奈緒240位	1534480 pt
