春日未来60位	1170869 pt
春日未来80位	811821 pt
春日未来100位	580345 pt
春日未来120位	446321 pt
春日未来140位	338388 pt
春日未来160位	232635 pt
春日未来180位	131570 pt
春日未来200位	97682 pt
春日未来220位	73773 pt
春日未来240位	62080 pt
春日未来260位	45795 pt
春日未来280位	38581 pt
春日未来300位	32345 pt
最上静香60位	1125766 pt
最上静香80位	855169 pt
最上静香100位	682301 pt
最上静香120位	440139 pt
最上静香140位	297098 pt
最上静香160位	216388 pt
最上静香180位	157606 pt
最上静香200位	130357 pt
最上静香220位	98699 pt
最上静香240位	78017 pt
最上静香260位	57300 pt
最上静香280位	47928 pt
最上静香300位	41299 pt
伊吹翼60位	970034 pt
伊吹翼80位	751592 pt
伊吹翼100位	521721 pt
伊吹翼120位	316744 pt
伊吹翼140位	192188 pt
伊吹翼160位	115690 pt
伊吹翼180位	89334 pt
伊吹翼200位	60912 pt
伊吹翼220位	40781 pt
伊吹翼240位	34146 pt
伊吹翼260位	26403 pt
伊吹翼280位	23695 pt
伊吹翼300位	20655 pt
田中琴葉60位	1797237 pt
田中琴葉80位	1481799 pt
田中琴葉100位	1302824 pt
田中琴葉120位	1023698 pt
田中琴葉140位	844299 pt
田中琴葉160位	580819 pt
田中琴葉180位	429908 pt
田中琴葉200位	299227 pt
田中琴葉220位	225924 pt
田中琴葉240位	114321 pt
田中琴葉260位	86208 pt
田中琴葉280位	66817 pt
田中琴葉300位	52524 pt
島原エレナ60位	559281 pt
島原エレナ80位	361167 pt
島原エレナ100位	233330 pt
島原エレナ120位	152205 pt
島原エレナ140位	78236 pt
島原エレナ160位	46769 pt
島原エレナ180位	34509 pt
島原エレナ200位	22799 pt
島原エレナ220位	15814 pt
島原エレナ240位	10558 pt
島原エレナ260位	8291 pt
島原エレナ280位	6513 pt
島原エレナ300位	5654 pt
佐竹美奈子60位	1378549 pt
佐竹美奈子80位	992770 pt
佐竹美奈子100位	705508 pt
佐竹美奈子120位	546512 pt
佐竹美奈子140位	324242 pt
佐竹美奈子160位	220524 pt
佐竹美奈子180位	158464 pt
佐竹美奈子200位	84844 pt
佐竹美奈子220位	54437 pt
佐竹美奈子240位	43576 pt
佐竹美奈子260位	29977 pt
佐竹美奈子280位	22990 pt
佐竹美奈子300位	19605 pt
所恵美60位	1280488 pt
所恵美80位	972393 pt
所恵美100位	788080 pt
所恵美120位	608818 pt
所恵美140位	486059 pt
所恵美160位	355875 pt
所恵美180位	237327 pt
所恵美200位	163788 pt
所恵美220位	128866 pt
所恵美240位	86606 pt
所恵美260位	72079 pt
所恵美280位	63376 pt
所恵美300位	52187 pt
徳川まつり60位	849937 pt
徳川まつり80位	652623 pt
徳川まつり100位	514305 pt
徳川まつり120位	363273 pt
徳川まつり140位	255497 pt
徳川まつり160位	178781 pt
徳川まつり180位	125674 pt
徳川まつり200位	102627 pt
徳川まつり220位	80117 pt
徳川まつり240位	66591 pt
徳川まつり260位	52161 pt
徳川まつり280位	39495 pt
徳川まつり300位	33090 pt
箱崎星梨花60位	1231984 pt
