春日未来60位	2313906 pt
春日未来80位	2209683 pt
春日未来100位	2124449 pt
春日未来120位	2061109 pt
春日未来140位	2003137 pt
春日未来160位	1891583 pt
春日未来180位	1825027 pt
春日未来200位	1776656 pt
春日未来220位	1485681 pt
春日未来240位	1124119 pt
春日未来260位	691251 pt
春日未来280位	383720 pt
春日未来300位	218472 pt
最上静香60位	2920026 pt
最上静香80位	2711339 pt
最上静香100位	2573136 pt
最上静香120位	2500060 pt
最上静香140位	2403647 pt
最上静香160位	2263999 pt
最上静香180位	2212662 pt
最上静香200位	2099056 pt
最上静香220位	1932976 pt
最上静香240位	1375317 pt
最上静香260位	923035 pt
最上静香280位	490268 pt
最上静香300位	302665 pt
伊吹翼60位	2159216 pt
伊吹翼80位	2033241 pt
伊吹翼100位	2001084 pt
伊吹翼120位	1858857 pt
伊吹翼140位	1743506 pt
伊吹翼160位	1609964 pt
伊吹翼180位	1554147 pt
伊吹翼200位	1503151 pt
伊吹翼220位	1276659 pt
伊吹翼240位	944545 pt
伊吹翼260位	450132 pt
伊吹翼280位	249753 pt
伊吹翼300位	172688 pt
田中琴葉60位	4908364 pt
田中琴葉80位	4360263 pt
田中琴葉100位	4127973 pt
田中琴葉120位	3921742 pt
田中琴葉140位	3644564 pt
田中琴葉160位	3506199 pt
田中琴葉180位	3284726 pt
田中琴葉200位	3076527 pt
田中琴葉220位	2714825 pt
田中琴葉240位	1941401 pt
田中琴葉260位	864496 pt
田中琴葉280位	429527 pt
田中琴葉300位	277469 pt
島原エレナ60位	2015499 pt
島原エレナ80位	1948152 pt
島原エレナ100位	1805763 pt
島原エレナ120位	1709658 pt
島原エレナ140位	1548683 pt
島原エレナ160位	1459555 pt
島原エレナ180位	1378186 pt
島原エレナ200位	1276401 pt
島原エレナ220位	927670 pt
島原エレナ240位	565925 pt
島原エレナ260位	364396 pt
島原エレナ280位	228183 pt
島原エレナ300位	152741 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2278005 pt
佐竹美奈子100位	2081783 pt
佐竹美奈子120位	2010396 pt
佐竹美奈子140位	1952228 pt
佐竹美奈子160位	1851696 pt
佐竹美奈子180位	1760906 pt
佐竹美奈子200位	1565633 pt
佐竹美奈子220位	1247316 pt
佐竹美奈子240位	567295 pt
佐竹美奈子260位	322114 pt
佐竹美奈子280位	214738 pt
佐竹美奈子300位	152319 pt
所恵美60位	3005191 pt
所恵美80位	2806537 pt
所恵美100位	2655211 pt
所恵美120位	2533244 pt
所恵美140位	2460782 pt
所恵美160位	2380657 pt
所恵美180位	2254249 pt
所恵美200位	2162392 pt
所恵美220位	2025636 pt
所恵美240位	1554424 pt
所恵美260位	1183895 pt
所恵美280位	503084 pt
所恵美300位	350230 pt
徳川まつり60位	2326024 pt
徳川まつり80位	2159023 pt
徳川まつり100位	2069522 pt
徳川まつり120位	2013087 pt
徳川まつり140位	1931386 pt
徳川まつり160位	1805153 pt
徳川まつり180位	1716164 pt
徳川まつり200位	1626261 pt
徳川まつり220位	1326950 pt
徳川まつり240位	879526 pt
徳川まつり260位	453249 pt
徳川まつり280位	340655 pt
徳川まつり300位	228622 pt
箱崎星梨花60位	2549346 pt
箱崎星梨花80位	2421919 pt
箱崎星梨花100位	2264169 pt
箱崎星梨花120位	2133862 pt
箱崎星梨花140位	2032910 pt
箱崎星梨花160位	1966495 pt
箱崎星梨花180位	1838634 pt
箱崎星梨花200位	1741297 pt
箱崎星梨花220位	1553145 pt
箱崎星梨花240位	1012683 pt
箱崎星梨花260位	542642 pt
箱崎星梨花280位	283507 pt
箱崎星梨花300位	191057 pt
野々原茜60位	1848000 pt
野々原茜80位	1698220 pt
野々原茜100位	1542075 pt
野々原茜120位	1429588 pt
野々原茜140位	1321361 pt
野々原茜160位	1247029 pt
野々原茜180位	1169371 pt
野々原茜200位	1094320 pt
野々原茜220位	920755 pt
野々原茜240位	589163 pt
野々原茜260位	325185 pt
野々原茜280位	234469 pt
野々原茜300位	153277 pt
望月杏奈60位	3009014 pt
望月杏奈80位	2826583 pt
望月杏奈100位	2618503 pt
望月杏奈120位	2527715 pt
望月杏奈140位	2411686 pt
望月杏奈160位	2298152 pt
望月杏奈180位	2203317 pt
望月杏奈200位	2058250 pt
望月杏奈220位	1634264 pt
望月杏奈240位	1060123 pt
望月杏奈260位	583082 pt
望月杏奈280位	300112 pt
望月杏奈300位	210497 pt
ロコ60位	2210485 pt
ロコ80位	2106733 pt
ロコ100位	2025129 pt
ロコ120位	2000000 pt
ロコ140位	1840772 pt
ロコ160位	1712359 pt
ロコ180位	1610634 pt
ロコ200位	1525911 pt
ロコ220位	1286052 pt
ロコ240位	753784 pt
ロコ260位	421355 pt
ロコ280位	249975 pt
ロコ300位	168031 pt
七尾百合子60位	3510310 pt
七尾百合子80位	3269512 pt
七尾百合子100位	3067466 pt
七尾百合子120位	2977557 pt
七尾百合子140位	2800642 pt
七尾百合子160位	2702433 pt
七尾百合子180位	2510771 pt
七尾百合子200位	2400015 pt
七尾百合子220位	1981226 pt
七尾百合子240位	1317431 pt
七尾百合子260位	699826 pt
七尾百合子280位	320188 pt
七尾百合子300位	210567 pt
高山紗代子60位	2367371 pt
高山紗代子80位	2231975 pt
高山紗代子100位	2129032 pt
高山紗代子120位	2044929 pt
高山紗代子140位	2003514 pt
高山紗代子160位	1972421 pt
高山紗代子180位	1919871 pt
高山紗代子200位	1818507 pt
高山紗代子220位	1501533 pt
高山紗代子240位	1190130 pt
高山紗代子260位	729400 pt
高山紗代子280位	401181 pt
高山紗代子300位	259007 pt
松田亜利沙60位	1921098 pt
松田亜利沙80位	1807547 pt
松田亜利沙100位	1714457 pt
松田亜利沙120位	1627739 pt
松田亜利沙140位	1550601 pt
松田亜利沙160位	1464221 pt
