春日未来200位	2081880 pt
春日未来210位	2067502 pt
春日未来220位	2046753 pt
春日未来230位	2006753 pt
春日未来240位	1945860 pt
春日未来250位	1833145 pt
春日未来260位	1511248 pt
春日未来270位	1062348 pt
春日未来280位	631961 pt
春日未来290位	475562 pt
春日未来300位	355921 pt
最上静香200位	2448039 pt
最上静香210位	2419681 pt
最上静香220位	2374052 pt
最上静香230位	2323415 pt
最上静香240位	2214150 pt
最上静香250位	2008434 pt
最上静香260位	1542314 pt
最上静香270位	1199470 pt
最上静香280位	864374 pt
最上静香290位	553423 pt
最上静香300位	426964 pt
伊吹翼200位	1765547 pt
伊吹翼210位	1728140 pt
伊吹翼220位	1702780 pt
伊吹翼230位	1655837 pt
伊吹翼240位	1603269 pt
伊吹翼250位	1518691 pt
伊吹翼260位	1392638 pt
伊吹翼270位	946964 pt
伊吹翼280位	501119 pt
伊吹翼290位	349921 pt
伊吹翼300位	269274 pt
田中琴葉200位	3356547 pt
田中琴葉210位	3245732 pt
田中琴葉220位	3172120 pt
田中琴葉230位	3133113 pt
田中琴葉240位	3089784 pt
田中琴葉250位	2874898 pt
田中琴葉260位	2193440 pt
田中琴葉270位	1075849 pt
田中琴葉280位	761934 pt
田中琴葉290位	458972 pt
田中琴葉300位	360401 pt
島原エレナ200位	1639974 pt
島原エレナ210位	1613681 pt
島原エレナ220位	1591676 pt
島原エレナ230位	1568943 pt
島原エレナ240位	1514275 pt
島原エレナ250位	1439492 pt
島原エレナ260位	1260656 pt
島原エレナ270位	913078 pt
島原エレナ280位	566847 pt
島原エレナ290位	427102 pt
島原エレナ300位	324842 pt
佐竹美奈子200位	1764539 pt
佐竹美奈子210位	1707140 pt
佐竹美奈子220位	1654188 pt
佐竹美奈子230位	1607679 pt
佐竹美奈子240位	1567446 pt
佐竹美奈子250位	1387719 pt
佐竹美奈子260位	1015971 pt
佐竹美奈子270位	721376 pt
佐竹美奈子280位	588355 pt
佐竹美奈子290位	410608 pt
佐竹美奈子300位	338300 pt
所恵美200位	2434827 pt
所恵美210位	2399874 pt
所恵美220位	2363375 pt
所恵美230位	2311530 pt
所恵美240位	2245313 pt
所恵美250位	2103386 pt
所恵美260位	1652436 pt
所恵美270位	1072006 pt
所恵美280位	744107 pt
所恵美290位	518276 pt
所恵美300位	440076 pt
徳川まつり200位	1948076 pt
徳川まつり210位	1907558 pt
徳川まつり220位	1856642 pt
徳川まつり230位	1814151 pt
徳川まつり240位	1756322 pt
徳川まつり250位	1586298 pt
徳川まつり260位	1330097 pt
徳川まつり270位	842712 pt
徳川まつり280位	595874 pt
徳川まつり290位	431806 pt
徳川まつり300位	367310 pt
箱崎星梨花200位	2012087 pt
箱崎星梨花210位	2000000 pt
箱崎星梨花220位	1909658 pt
箱崎星梨花230位	1870512 pt
箱崎星梨花240位	1825653 pt
箱崎星梨花250位	1649177 pt
箱崎星梨花260位	1342652 pt
箱崎星梨花270位	886472 pt
箱崎星梨花280位	553727 pt
箱崎星梨花290位	342060 pt
箱崎星梨花300位	299991 pt
野々原茜200位	1338777 pt
野々原茜210位	1302516 pt
野々原茜220位	1246426 pt
野々原茜230位	1177664 pt
野々原茜240位	1151418 pt
野々原茜250位	1023746 pt
野々原茜260位	744307 pt
野々原茜270位	599778 pt
野々原茜280位	438085 pt
