春日未来60位	413039 pt
春日未来80位	279161 pt
春日未来100位	184039 pt
春日未来120位	130680 pt
春日未来140位	93931 pt
春日未来160位	67733 pt
春日未来180位	50946 pt
春日未来200位	41294 pt
春日未来220位	34152 pt
春日未来240位	26684 pt
春日未来260位	20863 pt
春日未来280位	17780 pt
春日未来300位	14932 pt
最上静香60位	385629 pt
最上静香80位	285942 pt
最上静香100位	217278 pt
最上静香120位	144105 pt
最上静香140位	113101 pt
最上静香160位	77893 pt
最上静香180位	61115 pt
最上静香200位	45454 pt
最上静香220位	34143 pt
最上静香240位	28834 pt
最上静香260位	24499 pt
最上静香280位	19183 pt
最上静香300位	16155 pt
伊吹翼60位	333231 pt
伊吹翼80位	212845 pt
伊吹翼100位	150097 pt
伊吹翼120位	100199 pt
伊吹翼140位	65359 pt
伊吹翼160位	50218 pt
伊吹翼180位	35853 pt
伊吹翼200位	25671 pt
伊吹翼220位	19788 pt
伊吹翼240位	17200 pt
伊吹翼260位	14354 pt
伊吹翼280位	11752 pt
伊吹翼300位	10260 pt
田中琴葉60位	821300 pt
田中琴葉80位	648128 pt
田中琴葉100位	515326 pt
田中琴葉120位	347597 pt
田中琴葉140位	259664 pt
田中琴葉160位	174153 pt
田中琴葉180位	115270 pt
田中琴葉200位	82446 pt
田中琴葉220位	63960 pt
田中琴葉240位	50317 pt
田中琴葉260位	35602 pt
田中琴葉280位	25672 pt
田中琴葉300位	20975 pt
島原エレナ60位	205145 pt
島原エレナ80位	119919 pt
島原エレナ100位	63951 pt
島原エレナ120位	36300 pt
島原エレナ140位	22475 pt
島原エレナ160位	15085 pt
島原エレナ180位	10682 pt
島原エレナ200位	7302 pt
島原エレナ220位	5381 pt
島原エレナ240位	4074 pt
島原エレナ260位	3340 pt
島原エレナ280位	2473 pt
島原エレナ300位	1967 pt
佐竹美奈子60位	531761 pt
佐竹美奈子80位	327867 pt
佐竹美奈子100位	237116 pt
佐竹美奈子120位	188132 pt
佐竹美奈子140位	121372 pt
佐竹美奈子160位	70898 pt
佐竹美奈子180位	44371 pt
佐竹美奈子200位	30290 pt
佐竹美奈子220位	21773 pt
佐竹美奈子240位	15948 pt
佐竹美奈子260位	12951 pt
佐竹美奈子280位	10892 pt
佐竹美奈子300位	9262 pt
所恵美60位	483913 pt
所恵美80位	367434 pt
所恵美100位	291254 pt
所恵美120位	203841 pt
所恵美140位	152571 pt
所恵美160位	119577 pt
所恵美180位	80894 pt
所恵美200位	62472 pt
所恵美220位	49410 pt
所恵美240位	39958 pt
所恵美260位	32641 pt
所恵美280位	27204 pt
所恵美300位	23247 pt
徳川まつり60位	271852 pt
徳川まつり80位	196531 pt
徳川まつり100位	142878 pt
徳川まつり120位	102307 pt
徳川まつり140位	84259 pt
徳川まつり160位	59174 pt
徳川まつり180位	41826 pt
徳川まつり200位	31711 pt
徳川まつり220位	26575 pt
徳川まつり240位	22400 pt
徳川まつり260位	18118 pt
徳川まつり280位	16290 pt
徳川まつり300位	14039 pt
箱崎星梨花60位	447674 pt
箱崎星梨花80位	338587 pt
箱崎星梨花100位	236538 pt
箱崎星梨花120位	156905 pt
箱崎星梨花140位	100520 pt
箱崎星梨花160位	63333 pt
箱崎星梨花180位	35525 pt
箱崎星梨花200位	27830 pt
箱崎星梨花220位	22276 pt
箱崎星梨花240位	17952 pt
箱崎星梨花260位	14637 pt
箱崎星梨花280位	11946 pt
箱崎星梨花300位	10531 pt
野々原茜60位	189660 pt
野々原茜80位	131412 pt
野々原茜100位	87232 pt
野々原茜120位	55768 pt
野々原茜140位	38947 pt
野々原茜160位	29868 pt
野々原茜180位	21479 pt
野々原茜200位	15784 pt
野々原茜220位	12555 pt
野々原茜240位	9407 pt
野々原茜260位	7683 pt
野々原茜280位	6603 pt
野々原茜300位	5440 pt
望月杏奈60位	615102 pt
望月杏奈80位	442034 pt
望月杏奈100位	274546 pt
望月杏奈120位	222888 pt
望月杏奈140位	164829 pt
望月杏奈160位	109323 pt
望月杏奈180位	65123 pt
望月杏奈200位	46159 pt
望月杏奈220位	39272 pt
望月杏奈240位	33031 pt
望月杏奈260位	27408 pt
望月杏奈280位	23873 pt
望月杏奈300位	20783 pt
ロコ60位	325433 pt
ロコ80位	244529 pt
ロコ100位	156308 pt
ロコ120位	102671 pt
ロコ140位	59257 pt
ロコ160位	39268 pt
ロコ180位	28424 pt
ロコ200位	21045 pt
ロコ220位	15815 pt
ロコ240位	13143 pt
ロコ260位	10399 pt
ロコ280位	8840 pt
ロコ300位	6935 pt
七尾百合子60位	516633 pt
七尾百合子80位	341306 pt
七尾百合子100位	240406 pt
七尾百合子120位	168960 pt
七尾百合子140位	124190 pt
七尾百合子160位	87179 pt
七尾百合子180位	69805 pt
七尾百合子200位	55521 pt
七尾百合子220位	45657 pt
七尾百合子240位	33158 pt
七尾百合子260位	26739 pt
七尾百合子280位	22798 pt
七尾百合子300位	20556 pt
高山紗代子60位	515073 pt
高山紗代子80位	331807 pt
高山紗代子100位	217969 pt
高山紗代子120位	165427 pt
高山紗代子140位	124497 pt
高山紗代子160位	84862 pt
高山紗代子180位	64177 pt
高山紗代子200位	46037 pt
高山紗代子220位	32356 pt
高山紗代子240位	25814 pt
高山紗代子260位	19812 pt
高山紗代子280位	17017 pt
高山紗代子300位	14092 pt
松田亜利沙60位	233523 pt
松田亜利沙80位	141841 pt
松田亜利沙100位	100965 pt
松田亜利沙120位	62108 pt
松田亜利沙140位	44395 pt
松田亜利沙160位	29352 pt
松田亜利沙180位	21514 pt
松田亜利沙200位	17077 pt
松田亜利沙220位	11712 pt
松田亜利沙240位	9247 pt
松田亜利沙260位	6849 pt
松田亜利沙280位	5789 pt
松田亜利沙300位	4922 pt
高坂海美60位	339665 pt
高坂海美80位	228637 pt
高坂海美100位	173234 pt
高坂海美120位	105034 pt
高坂海美140位	76213 pt
高坂海美160位	48490 pt
高坂海美180位	36612 pt
高坂海美200位	26045 pt
高坂海美220位	21407 pt
高坂海美240位	18360 pt
高坂海美260位	14788 pt
高坂海美280位	12037 pt
高坂海美300位	9621 pt
中谷育60位	134130 pt
中谷育80位	72639 pt
中谷育100位	35112 pt
中谷育120位	24408 pt
中谷育140位	17726 pt
中谷育160位	12191 pt
中谷育180位	9455 pt
中谷育200位	7091 pt
中谷育220位	5204 pt
中谷育240位	3593 pt
中谷育260位	2696 pt
中谷育280位	2354 pt
中谷育300位	1701 pt
天空橋朋花60位	352742 pt
天空橋朋花80位	217098 pt
天空橋朋花100位	164385 pt
天空橋朋花120位	106316 pt
天空橋朋花140位	76985 pt
天空橋朋花160位	46582 pt
天空橋朋花180位	27777 pt
天空橋朋花200位	20071 pt
天空橋朋花220位	14434 pt
天空橋朋花240位	11648 pt
天空橋朋花260位	8969 pt
天空橋朋花280位	6927 pt
天空橋朋花300位	5580 pt
エミリー60位	260819 pt
エミリー80位	138932 pt
エミリー100位	67237 pt
エミリー120位	39224 pt
エミリー140位	26789 pt
エミリー160位	19833 pt
エミリー180位	12983 pt
エミリー200位	9015 pt
エミリー220位	6715 pt
エミリー240位	5617 pt
エミリー260位	4575 pt
エミリー280位	3899 pt
エミリー300位	3018 pt
北沢志保60位	487081 pt
北沢志保80位	356382 pt
北沢志保100位	254162 pt
