春日未来60位	2304517 pt
春日未来80位	2209637 pt
春日未来100位	2111908 pt
春日未来120位	2045089 pt
春日未来140位	2002172 pt
春日未来160位	1861354 pt
春日未来180位	1814405 pt
春日未来200位	1744765 pt
春日未来220位	1476440 pt
春日未来240位	1085401 pt
春日未来260位	638985 pt
春日未来280位	368933 pt
春日未来300位	218060 pt
最上静香60位	2854885 pt
最上静香80位	2697732 pt
最上静香100位	2559486 pt
最上静香120位	2455419 pt
最上静香140位	2352494 pt
最上静香160位	2236181 pt
最上静香180位	2194805 pt
最上静香200位	2079726 pt
最上静香220位	1924583 pt
最上静香240位	1370966 pt
最上静香260位	923035 pt
最上静香280位	476537 pt
最上静香300位	297877 pt
伊吹翼60位	2158883 pt
伊吹翼80位	2028949 pt
伊吹翼100位	2000201 pt
伊吹翼120位	1839878 pt
伊吹翼140位	1736170 pt
伊吹翼160位	1602119 pt
伊吹翼180位	1540944 pt
伊吹翼200位	1495503 pt
伊吹翼220位	1220200 pt
伊吹翼240位	937616 pt
伊吹翼260位	444688 pt
伊吹翼280位	221810 pt
伊吹翼300位	166698 pt
田中琴葉60位	4822056 pt
田中琴葉80位	4358738 pt
田中琴葉100位	4123590 pt
田中琴葉120位	3907094 pt
田中琴葉140位	3616032 pt
田中琴葉160位	3502703 pt
田中琴葉180位	3284726 pt
田中琴葉200位	3034434 pt
田中琴葉220位	2676135 pt
田中琴葉240位	1926803 pt
田中琴葉260位	815456 pt
田中琴葉280位	429527 pt
田中琴葉300位	277469 pt
島原エレナ60位	2008513 pt
島原エレナ80位	1922569 pt
島原エレナ100位	1803837 pt
島原エレナ120位	1668175 pt
島原エレナ140位	1548683 pt
島原エレナ160位	1439031 pt
島原エレナ180位	1356868 pt
島原エレナ200位	1246051 pt
島原エレナ220位	915034 pt
島原エレナ240位	562539 pt
島原エレナ260位	364396 pt
島原エレナ280位	207586 pt
島原エレナ300位	147873 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2270424 pt
佐竹美奈子100位	2072588 pt
佐竹美奈子120位	2008944 pt
佐竹美奈子140位	1950686 pt
佐竹美奈子160位	1833448 pt
佐竹美奈子180位	1757486 pt
佐竹美奈子200位	1530742 pt
佐竹美奈子220位	1178125 pt
佐竹美奈子240位	567295 pt
佐竹美奈子260位	315926 pt
佐竹美奈子280位	202473 pt
佐竹美奈子300位	143685 pt
所恵美60位	3003361 pt
所恵美80位	2791899 pt
所恵美100位	2648825 pt
所恵美120位	2514712 pt
所恵美140位	2448602 pt
所恵美160位	2357382 pt
所恵美180位	2231249 pt
所恵美200位	2149103 pt
所恵美220位	1936557 pt
