春日未来60位	35720 pt
春日未来80位	23110 pt
春日未来100位	17257 pt
春日未来120位	11452 pt
春日未来140位	8683 pt
春日未来160位	6097 pt
春日未来180位	4927 pt
春日未来200位	4114 pt
春日未来220位	3391 pt
春日未来240位	2695 pt
春日未来260位	2147 pt
春日未来280位	1801 pt
春日未来300位	1552 pt
最上静香60位	40329 pt
最上静香80位	26333 pt
最上静香100位	19804 pt
最上静香120位	13051 pt
最上静香140位	9416 pt
最上静香160位	7392 pt
最上静香180位	5654 pt
最上静香200位	4158 pt
最上静香220位	3482 pt
最上静香240位	2869 pt
最上静香260位	2260 pt
最上静香280位	1787 pt
最上静香300位	1491 pt
伊吹翼60位	29559 pt
伊吹翼80位	18194 pt
伊吹翼100位	10884 pt
伊吹翼120位	7943 pt
伊吹翼140位	6267 pt
伊吹翼160位	4827 pt
伊吹翼180位	3750 pt
伊吹翼200位	3011 pt
伊吹翼220位	2463 pt
伊吹翼240位	2067 pt
伊吹翼260位	1623 pt
伊吹翼280位	1180 pt
伊吹翼300位	937 pt
田中琴葉60位	69458 pt
田中琴葉80位	41748 pt
田中琴葉100位	28573 pt
田中琴葉120位	16733 pt
田中琴葉140位	13814 pt
田中琴葉160位	9676 pt
田中琴葉180位	7985 pt
田中琴葉200位	6248 pt
田中琴葉220位	5233 pt
田中琴葉240位	4328 pt
田中琴葉260位	3506 pt
田中琴葉280位	3039 pt
田中琴葉300位	2510 pt
島原エレナ60位	12096 pt
島原エレナ80位	7135 pt
島原エレナ100位	4064 pt
島原エレナ120位	2882 pt
島原エレナ140位	1650 pt
島原エレナ160位	1080 pt
島原エレナ180位	637 pt
島原エレナ200位	374 pt
島原エレナ220位	293 pt
島原エレナ240位	197 pt
島原エレナ260位	124 pt
島原エレナ280位	98 pt
島原エレナ300位	44 pt
佐竹美奈子60位	38166 pt
佐竹美奈子80位	25477 pt
佐竹美奈子100位	15279 pt
佐竹美奈子120位	10600 pt
佐竹美奈子140位	7537 pt
佐竹美奈子160位	6256 pt
佐竹美奈子180位	4664 pt
佐竹美奈子200位	3661 pt
佐竹美奈子220位	2798 pt
佐竹美奈子240位	1970 pt
佐竹美奈子260位	1606 pt
佐竹美奈子280位	1149 pt
佐竹美奈子300位	968 pt
所恵美60位	52967 pt
所恵美80位	27717 pt
所恵美100位	20355 pt
所恵美120位	15418 pt
所恵美140位	11337 pt
所恵美160位	9096 pt
所恵美180位	7367 pt
所恵美200位	5769 pt
所恵美220位	4691 pt
所恵美240位	4218 pt
所恵美260位	3498 pt
所恵美280位	3005 pt
所恵美300位	2547 pt
徳川まつり60位	23430 pt
徳川まつり80位	14331 pt
徳川まつり100位	10397 pt
徳川まつり120位	8006 pt
徳川まつり140位	5733 pt
徳川まつり160位	4546 pt
徳川まつり180位	3547 pt
徳川まつり200位	3012 pt
徳川まつり220位	2514 pt
徳川まつり240位	1926 pt
徳川まつり260位	1496 pt
徳川まつり280位	1241 pt
徳川まつり300位	1068 pt
箱崎星梨花60位	44275 pt
箱崎星梨花80位	23464 pt
箱崎星梨花100位	15742 pt
箱崎星梨花120位	9705 pt
箱崎星梨花140位	6814 pt
箱崎星梨花160位	5080 pt
箱崎星梨花180位	4079 pt
箱崎星梨花200位	3081 pt
箱崎星梨花220位	2617 pt
箱崎星梨花240位	2103 pt
箱崎星梨花260位	1610 pt
箱崎星梨花280位	1308 pt
箱崎星梨花300位	1069 pt
野々原茜60位	20884 pt
野々原茜80位	14212 pt
野々原茜100位	8596 pt
野々原茜120位	5076 pt
野々原茜140位	3516 pt
野々原茜160位	2644 pt
野々原茜180位	1832 pt
野々原茜200位	1339 pt
