春日未来60位	2266058 pt
春日未来80位	2172954 pt
春日未来100位	2079043 pt
春日未来120位	2009476 pt
春日未来140位	1983417 pt
春日未来160位	1828560 pt
春日未来180位	1781689 pt
春日未来200位	1677347 pt
春日未来220位	1368032 pt
春日未来240位	1007958 pt
春日未来260位	542591 pt
春日未来280位	317123 pt
春日未来300位	211420 pt
最上静香60位	2759136 pt
最上静香80位	2628079 pt
最上静香100位	2536261 pt
最上静香120位	2408653 pt
最上静香140位	2289499 pt
最上静香160位	2210869 pt
最上静香180位	2114385 pt
最上静香200位	2026176 pt
最上静香220位	1863888 pt
最上静香240位	1316799 pt
最上静香260位	815636 pt
最上静香280位	445930 pt
最上静香300位	291606 pt
伊吹翼60位	2132729 pt
伊吹翼80位	2019202 pt
伊吹翼100位	1971047 pt
伊吹翼120位	1803063 pt
伊吹翼140位	1675321 pt
伊吹翼160位	1569169 pt
伊吹翼180位	1514475 pt
伊吹翼200位	1414570 pt
伊吹翼220位	1168180 pt
伊吹翼240位	818580 pt
伊吹翼260位	405178 pt
伊吹翼280位	215496 pt
伊吹翼300位	163560 pt
田中琴葉60位	4732309 pt
田中琴葉80位	4352433 pt
田中琴葉100位	4089049 pt
田中琴葉120位	3873801 pt
田中琴葉140位	3605671 pt
田中琴葉160位	3478388 pt
田中琴葉180位	3270163 pt
田中琴葉200位	2962071 pt
田中琴葉220位	2447359 pt
田中琴葉240位	1817776 pt
田中琴葉260位	767192 pt
田中琴葉280位	388840 pt
田中琴葉300位	257116 pt
島原エレナ60位	2007231 pt
島原エレナ80位	1858033 pt
島原エレナ100位	1777993 pt
島原エレナ120位	1622329 pt
島原エレナ140位	1508390 pt
島原エレナ160位	1408305 pt
島原エレナ180位	1328860 pt
島原エレナ200位	1153724 pt
島原エレナ220位	751065 pt
島原エレナ240位	447059 pt
島原エレナ260位	309071 pt
島原エレナ280位	192269 pt
島原エレナ300位	123904 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2261435 pt
佐竹美奈子100位	2055804 pt
佐竹美奈子120位	2004297 pt
佐竹美奈子140位	1926552 pt
佐竹美奈子160位	1815784 pt
佐竹美奈子180位	1680958 pt
佐竹美奈子200位	1486151 pt
佐竹美奈子220位	1010741 pt
佐竹美奈子240位	523196 pt
佐竹美奈子260位	292948 pt
佐竹美奈子280位	189216 pt
佐竹美奈子300位	140249 pt
所恵美60位	3000000 pt
所恵美80位	2754818 pt
所恵美100位	2625771 pt
所恵美120位	2482501 pt
所恵美140位	2410158 pt
所恵美160位	2320713 pt
所恵美180位	2200357 pt
所恵美200位	2082454 pt
所恵美220位	1816766 pt
所恵美240位	1490897 pt
所恵美260位	935253 pt
所恵美280位	480542 pt
所恵美300位	314251 pt
徳川まつり60位	2307358 pt
徳川まつり80位	2118969 pt
徳川まつり100位	2032401 pt
徳川まつり120位	2002794 pt
徳川まつり140位	1834041 pt
徳川まつり160位	1725918 pt
徳川まつり180位	1648838 pt
徳川まつり200位	1490396 pt
徳川まつり220位	1130479 pt
徳川まつり240位	743421 pt
徳川まつり260位	427376 pt
徳川まつり280位	311289 pt
徳川まつり300位	208263 pt
箱崎星梨花60位	2521024 pt
箱崎星梨花80位	2405809 pt
箱崎星梨花100位	2222088 pt
箱崎星梨花120位	2100508 pt
箱崎星梨花140位	2006676 pt
箱崎星梨花160位	1910874 pt
箱崎星梨花180位	1786794 pt
箱崎星梨花200位	1695353 pt
箱崎星梨花220位	1333897 pt
箱崎星梨花240位	777937 pt
箱崎星梨花260位	389009 pt
箱崎星梨花280位	247742 pt
箱崎星梨花300位	162376 pt
野々原茜60位	1827492 pt
野々原茜80位	1690686 pt
野々原茜100位	1505469 pt
野々原茜120位	1387551 pt
野々原茜140位	1301400 pt
野々原茜160位	1211471 pt
野々原茜180位	1092945 pt
野々原茜200位	968219 pt
野々原茜220位	702078 pt
野々原茜240位	487645 pt
野々原茜260位	278020 pt
野々原茜280位	196729 pt
野々原茜300位	136241 pt
望月杏奈60位	3009014 pt
望月杏奈80位	2810144 pt
望月杏奈100位	2601589 pt
望月杏奈120位	2508114 pt
望月杏奈140位	2362584 pt
望月杏奈160位	2229240 pt
望月杏奈180位	2161319 pt
望月杏奈200位	2003521 pt
望月杏奈220位	1368098 pt
望月杏奈240位	912223 pt
望月杏奈260位	511410 pt
望月杏奈280位	283702 pt
望月杏奈300位	197791 pt
ロコ60位	2201622 pt
ロコ80位	2093482 pt
ロコ100位	2018131 pt
ロコ120位	1939534 pt
ロコ140位	1821469 pt
ロコ160位	1669175 pt
ロコ180位	1604383 pt
ロコ200位	1501661 pt
ロコ220位	1075235 pt
ロコ240位	631793 pt
ロコ260位	362206 pt
ロコ280位	216698 pt
ロコ300位	151847 pt
七尾百合子60位	3402642 pt
七尾百合子80位	3249096 pt
七尾百合子100位	3033008 pt
七尾百合子120位	2883488 pt
七尾百合子140位	2764474 pt
七尾百合子160位	2600209 pt
七尾百合子180位	2480489 pt
七尾百合子200位	2292590 pt
七尾百合子220位	1831630 pt
七尾百合子240位	1183922 pt
七尾百合子260位	536709 pt
七尾百合子280位	277806 pt
七尾百合子300位	185723 pt
