春日未来60位	2209807 pt
春日未来80位	2103459 pt
春日未来100位	2007383 pt
春日未来120位	2000280 pt
春日未来140位	1853820 pt
春日未来160位	1768598 pt
春日未来180位	1686974 pt
春日未来200位	1522960 pt
春日未来220位	1141962 pt
春日未来240位	733855 pt
春日未来260位	432963 pt
春日未来280位	263527 pt
春日未来300位	189595 pt
最上静香60位	2645927 pt
最上静香80位	2498606 pt
最上静香100位	2378901 pt
最上静香120位	2269865 pt
最上静香140位	2195143 pt
最上静香160位	2098856 pt
最上静香180位	2019346 pt
最上静香200位	1870994 pt
最上静香220位	1579681 pt
最上静香240位	1138001 pt
最上静香260位	658761 pt
最上静香280位	383571 pt
最上静香300位	260073 pt
伊吹翼60位	2104700 pt
伊吹翼80位	2004127 pt
伊吹翼100位	1850167 pt
伊吹翼120位	1702817 pt
伊吹翼140位	1550985 pt
伊吹翼160位	1504509 pt
伊吹翼180位	1423632 pt
伊吹翼200位	1172117 pt
伊吹翼220位	834865 pt
伊吹翼240位	601185 pt
伊吹翼260位	294849 pt
伊吹翼280位	182094 pt
伊吹翼300位	132167 pt
田中琴葉60位	4577343 pt
田中琴葉80位	4300891 pt
田中琴葉100位	4049751 pt
田中琴葉120位	3815008 pt
田中琴葉140位	3553044 pt
田中琴葉160位	3434067 pt
田中琴葉180位	3171163 pt
田中琴葉200位	2669325 pt
田中琴葉220位	2117569 pt
田中琴葉240位	1205561 pt
田中琴葉260位	622172 pt
田中琴葉280位	318795 pt
田中琴葉300位	207328 pt
島原エレナ60位	1953379 pt
島原エレナ80位	1795616 pt
島原エレナ100位	1627040 pt
島原エレナ120位	1500916 pt
島原エレナ140位	1387085 pt
島原エレナ160位	1285382 pt
島原エレナ180位	1205483 pt
島原エレナ200位	949325 pt
島原エレナ220位	605316 pt
島原エレナ240位	352786 pt
島原エレナ260位	228183 pt
島原エレナ280位	138697 pt
島原エレナ300位	101205 pt
佐竹美奈子60位	2531911 pt
佐竹美奈子80位	2258829 pt
佐竹美奈子100位	2051179 pt
佐竹美奈子120位	2000733 pt
佐竹美奈子140位	1866077 pt
佐竹美奈子160位	1764352 pt
佐竹美奈子180位	1531969 pt
佐竹美奈子200位	1097454 pt
佐竹美奈子220位	619040 pt
佐竹美奈子240位	358137 pt
佐竹美奈子260位	221556 pt
佐竹美奈子280位	156469 pt
佐竹美奈子300位	113403 pt
所恵美60位	2881177 pt
所恵美80位	2625979 pt
所恵美100位	2499304 pt
所恵美120位	2386739 pt
所恵美140位	2288880 pt
所恵美160位	2201391 pt
所恵美180位	2130643 pt
所恵美200位	1931842 pt
所恵美220位	1508316 pt
所恵美240位	1212031 pt
所恵美260位	671383 pt
所恵美280位	425864 pt
所恵美300位	253835 pt
徳川まつり60位	2257181 pt
徳川まつり80位	2106289 pt
徳川まつり100位	2014513 pt
徳川まつり120位	1878107 pt
徳川まつり140位	1767943 pt
徳川まつり160位	1670683 pt
徳川まつり180位	1530702 pt
徳川まつり200位	1261256 pt
徳川まつり220位	837409 pt
徳川まつり240位	542999 pt
徳川まつり260位	359821 pt
徳川まつり280位	239916 pt
徳川まつり300位	175415 pt
箱崎星梨花60位	2500660 pt
箱崎星梨花80位	2266587 pt
箱崎星梨花100位	2127135 pt
箱崎星梨花120位	2015393 pt
箱崎星梨花140位	1902521 pt
箱崎星梨花160位	1778272 pt
箱崎星梨花180位	1675919 pt
箱崎星梨花200位	1443811 pt
箱崎星梨花220位	941683 pt
箱崎星梨花240位	449332 pt
箱崎星梨花260位	280209 pt
箱崎星梨花280位	194350 pt
箱崎星梨花300位	125939 pt
野々原茜60位	1805283 pt
野々原茜80位	1639061 pt
野々原茜100位	1500816 pt
野々原茜120位	1350672 pt
野々原茜140位	1238985 pt
野々原茜160位	1169850 pt
野々原茜180位	1029322 pt
野々原茜200位	792949 pt
野々原茜220位	507769 pt
野々原茜240位	321461 pt
野々原茜260位	239513 pt
野々原茜280位	160022 pt
野々原茜300位	108938 pt
望月杏奈60位	2984537 pt
望月杏奈80位	2650881 pt
望月杏奈100位	2524455 pt
望月杏奈120位	2425958 pt
望月杏奈140位	2240909 pt
望月杏奈160位	2142079 pt
望月杏奈180位	2061589 pt
望月杏奈200位	1855687 pt
望月杏奈220位	1200777 pt
望月杏奈240位	618322 pt
望月杏奈260位	363384 pt
望月杏奈280位	232015 pt
望月杏奈300位	162597 pt
ロコ60位	2129804 pt
ロコ80位	2030691 pt
ロコ100位	2004059 pt
ロコ120位	1824018 pt
ロコ140位	1679433 pt
ロコ160位	1606908 pt
ロコ180位	1514571 pt
ロコ200位	1243969 pt
ロコ220位	795992 pt
ロコ240位	415407 pt
ロコ260位	297511 pt
ロコ280位	180250 pt
ロコ300位	126654 pt
七尾百合子60位	3365930 pt
七尾百合子80位	3123176 pt
七尾百合子100位	2952466 pt
七尾百合子120位	2785333 pt
七尾百合子140位	2665074 pt
七尾百合子160位	2510771 pt
七尾百合子180位	2368772 pt
七尾百合子200位	1939897 pt
七尾百合子220位	1445523 pt
七尾百合子240位	1103351 pt
七尾百合子260位	416232 pt
七尾百合子280位	234525 pt
七尾百合子300位	169535 pt
高山紗代子60位	2226851 pt
高山紗代子80位	2103551 pt
高山紗代子100位	2033955 pt
高山紗代子120位	1985952 pt
高山紗代子140位	1892199 pt
高山紗代子160位	1834126 pt
高山紗代子180位	1778310 pt
高山紗代子200位	1523999 pt
高山紗代子220位	1108095 pt
高山紗代子240位	731986 pt
高山紗代子260位	455888 pt
高山紗代子280位	274449 pt
高山紗代子300位	201106 pt
松田亜利沙60位	1775736 pt
松田亜利沙80位	1684086 pt
松田亜利沙100位	1561260 pt
松田亜利沙120位	1464221 pt
松田亜利沙140位	1366528 pt
松田亜利沙160位	1305334 pt
松田亜利沙180位	1239344 pt
松田亜利沙200位	1127290 pt
松田亜利沙220位	796242 pt
松田亜利沙240位	511134 pt
松田亜利沙260位	293333 pt
松田亜利沙280位	155424 pt
松田亜利沙300位	132458 pt
高坂海美60位	2109588 pt
高坂海美80位	2026214 pt
高坂海美100位	2001386 pt
高坂海美120位	1890689 pt
高坂海美140位	1787497 pt
高坂海美160位	1666295 pt
高坂海美180位	1616786 pt
高坂海美200位	1514488 pt
高坂海美220位	1233704 pt
高坂海美240位	902993 pt
高坂海美260位	613274 pt
高坂海美280位	318050 pt
高坂海美300位	224031 pt
中谷育60位	1441357 pt
中谷育80位	1331596 pt
中谷育100位	1234845 pt
中谷育120位	1089339 pt
中谷育140位	1006663 pt
中谷育160位	897520 pt
中谷育180位	830529 pt
中谷育200位	720860 pt
中谷育220位	586959 pt
中谷育240位	383288 pt
中谷育260位	292239 pt
中谷育280位	210793 pt
中谷育300位	154722 pt
天空橋朋花60位	2066677 pt
天空橋朋花80位	2015290 pt
天空橋朋花100位	1974993 pt
天空橋朋花120位	1843257 pt
天空橋朋花140位	1718319 pt
天空橋朋花160位	1646756 pt
天空橋朋花180位	1580739 pt
天空橋朋花200位	1353315 pt
天空橋朋花220位	1020860 pt
天空橋朋花240位	553744 pt
天空橋朋花260位	288812 pt
天空橋朋花280位	178910 pt
天空橋朋花300位	124635 pt
エミリー60位	1855373 pt
エミリー80位	1636749 pt
エミリー100位	1547556 pt
エミリー120位	1459257 pt
エミリー140位	1340396 pt
エミリー160位	1192580 pt
エミリー180位	1035601 pt
エミリー200位	793644 pt
エミリー220位	508408 pt
エミリー240位	272544 pt
エミリー260位	182307 pt
エミリー280位	120178 pt
エミリー300位	98218 pt
北沢志保60位	2933394 pt
北沢志保80位	2751063 pt
北沢志保100位	2506401 pt
北沢志保120位	2309122 pt
北沢志保140位	2135938 pt
北沢志保160位	2002234 pt
北沢志保180位	1859617 pt
北沢志保200位	1475065 pt
北沢志保220位	944406 pt
北沢志保240位	549371 pt
北沢志保260位	329671 pt
北沢志保280位	231945 pt
北沢志保300位	159335 pt
舞浜歩60位	1366757 pt
舞浜歩80位	1224116 pt
舞浜歩100位	1106637 pt
舞浜歩120位	1021645 pt
舞浜歩140位	950940 pt
舞浜歩160位	878376 pt
舞浜歩180位	801556 pt
舞浜歩200位	640563 pt
舞浜歩220位	453680 pt
舞浜歩240位	267141 pt
舞浜歩260位	175990 pt
舞浜歩280位	134242 pt
舞浜歩300位	104044 pt
木下ひなた60位	1518140 pt
木下ひなた80位	1441494 pt
木下ひなた100位	1356899 pt
木下ひなた120位	1259366 pt
木下ひなた140位	1158756 pt
木下ひなた160位	1075694 pt
木下ひなた180位	986910 pt
木下ひなた200位	660789 pt
木下ひなた220位	411338 pt
木下ひなた240位	293528 pt
木下ひなた260位	210426 pt
木下ひなた280位	151786 pt
木下ひなた300位	111274 pt
矢吹可奈60位	2003179 pt
矢吹可奈80位	1834438 pt
矢吹可奈100位	1666720 pt
矢吹可奈120位	1579399 pt
矢吹可奈140位	1465128 pt
矢吹可奈160位	1399327 pt
矢吹可奈180位	1328137 pt
矢吹可奈200位	1140496 pt
矢吹可奈220位	836998 pt
矢吹可奈240位	491248 pt
矢吹可奈260位	259193 pt
矢吹可奈280位	183865 pt
矢吹可奈300位	125186 pt
横山奈緒60位	2000649 pt
横山奈緒80位	1820729 pt
横山奈緒100位	1660719 pt
横山奈緒120位	1542236 pt
横山奈緒140位	1407486 pt
横山奈緒160位	1326091 pt
横山奈緒180位	1203397 pt
横山奈緒200位	1016453 pt
横山奈緒220位	717626 pt
横山奈緒240位	483408 pt
横山奈緒260位	257015 pt
横山奈緒280位	172372 pt
横山奈緒300位	122760 pt
二階堂千鶴60位	1942925 pt
二階堂千鶴80位	1759131 pt
二階堂千鶴100位	1626433 pt
二階堂千鶴120位	1552374 pt
二階堂千鶴140位	1491486 pt
二階堂千鶴160位	1372981 pt
二階堂千鶴180位	1248407 pt
二階堂千鶴200位	1078436 pt
二階堂千鶴220位	834654 pt
二階堂千鶴240位	521099 pt
二階堂千鶴260位	313151 pt
二階堂千鶴280位	185762 pt
二階堂千鶴300位	138798 pt
馬場このみ60位	2273789 pt
馬場このみ80位	2082691 pt
馬場このみ100位	2017312 pt
馬場このみ120位	1935263 pt
馬場このみ140位	1817481 pt
馬場このみ160位	1695369 pt
馬場このみ180位	1589946 pt
馬場このみ200位	1193285 pt
馬場このみ220位	738737 pt
馬場このみ240位	436673 pt
馬場このみ260位	270101 pt
馬場このみ280位	192997 pt
馬場このみ300位	148429 pt
大神環60位	1701155 pt
大神環80位	1505480 pt
大神環100位	1388971 pt
大神環120位	1247328 pt
大神環140位	1178448 pt
大神環160位	1100899 pt
大神環180位	953910 pt
大神環200位	658285 pt
大神環220位	451211 pt
大神環240位	303384 pt
大神環260位	188748 pt
大神環280位	120409 pt
大神環300位	98343 pt
