春日未来60位	2644602 pt
春日未来80位	2563203 pt
春日未来100位	2513321 pt
春日未来120位	2470698 pt
春日未来140位	2424702 pt
春日未来160位	2401012 pt
春日未来180位	2372710 pt
春日未来200位	2352874 pt
春日未来220位	2322977 pt
春日未来240位	2298811 pt
春日未来260位	2251088 pt
春日未来280位	713489 pt
春日未来300位	401554 pt
最上静香60位	3026244 pt
最上静香80位	3001463 pt
最上静香100位	2922855 pt
最上静香120位	2804398 pt
最上静香140位	2702839 pt
最上静香160位	2641528 pt
最上静香180位	2601139 pt
最上静香200位	2532967 pt
最上静香220位	2501333 pt
最上静香240位	2435407 pt
最上静香260位	2329667 pt
最上静香280位	1079504 pt
最上静香300位	427297 pt
伊吹翼60位	2401166 pt
伊吹翼80位	2300583 pt
伊吹翼100位	2214935 pt
伊吹翼120位	2166681 pt
伊吹翼140位	2131459 pt
伊吹翼160位	2100283 pt
伊吹翼180位	2082640 pt
伊吹翼200位	2057175 pt
伊吹翼220位	2023492 pt
伊吹翼240位	1990220 pt
伊吹翼260位	1927526 pt
伊吹翼280位	696721 pt
伊吹翼300位	301269 pt
田中琴葉60位	5108000 pt
田中琴葉80位	4517419 pt
田中琴葉100位	4269169 pt
田中琴葉120位	4022299 pt
田中琴葉140位	3782890 pt
田中琴葉160位	3676298 pt
田中琴葉180位	3545579 pt
田中琴葉200位	3440915 pt
田中琴葉220位	3305180 pt
田中琴葉240位	3202565 pt
田中琴葉260位	2755531 pt
田中琴葉280位	946124 pt
田中琴葉300位	430929 pt
島原エレナ60位	2296023 pt
島原エレナ80位	2223236 pt
島原エレナ100位	2168236 pt
島原エレナ120位	2130524 pt
島原エレナ140位	2095351 pt
島原エレナ160位	2057005 pt
島原エレナ180位	2023850 pt
島原エレナ200位	2009460 pt
島原エレナ220位	2000893 pt
島原エレナ240位	1980132 pt
島原エレナ260位	1950956 pt
島原エレナ280位	754031 pt
島原エレナ300位	366068 pt
佐竹美奈子60位	2615419 pt
佐竹美奈子80位	2365667 pt
佐竹美奈子100位	2261435 pt
佐竹美奈子120位	2210604 pt
佐竹美奈子140位	2156110 pt
佐竹美奈子160位	2114389 pt
佐竹美奈子180位	2094474 pt
佐竹美奈子200位	2064762 pt
佐竹美奈子220位	2044416 pt
佐竹美奈子240位	2013192 pt
佐竹美奈子260位	1983490 pt
佐竹美奈子280位	940484 pt
佐竹美奈子300位	413349 pt
所恵美60位	3164799 pt
