春日未来60位	2370655 pt
春日未来80位	2289377 pt
春日未来100位	2206542 pt
春日未来120位	2124473 pt
春日未来140位	2041471 pt
春日未来160位	2000466 pt
春日未来180位	1899584 pt
春日未来200位	1827687 pt
春日未来220位	1729203 pt
春日未来240位	1382556 pt
春日未来260位	899884 pt
春日未来280位	456238 pt
春日未来300位	238386 pt
最上静香60位	3000969 pt
最上静香80位	2808928 pt
最上静香100位	2649120 pt
最上静香120位	2586111 pt
最上静香140位	2500060 pt
最上静香160位	2411368 pt
最上静香180位	2301883 pt
最上静香200位	2225962 pt
最上静香220位	2093346 pt
最上静香240位	1574938 pt
最上静香260位	1056954 pt
最上静香280位	531358 pt
最上静香300位	322372 pt
伊吹翼60位	2223300 pt
伊吹翼80位	2098280 pt
伊吹翼100位	2003998 pt
伊吹翼120位	1910056 pt
伊吹翼140位	1798971 pt
伊吹翼160位	1722223 pt
伊吹翼180位	1618460 pt
伊吹翼200位	1542647 pt
伊吹翼220位	1432477 pt
伊吹翼240位	1165672 pt
伊吹翼260位	615060 pt
伊吹翼280位	265848 pt
伊吹翼300位	178861 pt
田中琴葉60位	5045571 pt
田中琴葉80位	4431072 pt
田中琴葉100位	4158564 pt
田中琴葉120位	4003576 pt
田中琴葉140位	3689171 pt
田中琴葉160位	3515032 pt
田中琴葉180位	3311928 pt
田中琴葉200位	3137741 pt
田中琴葉220位	2843050 pt
田中琴葉240位	2137393 pt
田中琴葉260位	956524 pt
田中琴葉280位	539059 pt
田中琴葉300位	310654 pt
島原エレナ60位	2029473 pt
島原エレナ80位	2000716 pt
島原エレナ100位	1842083 pt
島原エレナ120位	1749253 pt
島原エレナ140位	1610187 pt
島原エレナ160位	1505630 pt
島原エレナ180位	1451739 pt
島原エレナ200位	1342545 pt
島原エレナ220位	1220450 pt
島原エレナ240位	702417 pt
島原エレナ260位	444692 pt
島原エレナ280位	300150 pt
島原エレナ300位	181848 pt
佐竹美奈子60位	2562415 pt
佐竹美奈子80位	2279844 pt
佐竹美奈子100位	2131905 pt
佐竹美奈子120位	2015987 pt
佐竹美奈子140位	2000226 pt
佐竹美奈子160位	1897777 pt
佐竹美奈子180位	1802821 pt
佐竹美奈子200位	1621644 pt
佐竹美奈子220位	1450101 pt
佐竹美奈子240位	759203 pt
佐竹美奈子260位	413258 pt
佐竹美奈子280位	267367 pt
佐竹美奈子300位	174043 pt
所恵美60位	3031396 pt
所恵美80位	2907250 pt
所恵美100位	2688169 pt
所恵美120位	2591783 pt
所恵美140位	2500212 pt
所恵美160位	2420783 pt
所恵美180位	2324031 pt
所恵美200位	2211931 pt
所恵美220位	2096806 pt
所恵美240位	1816106 pt
所恵美260位	1213132 pt
所恵美280位	543307 pt
所恵美300位	373676 pt
徳川まつり60位	2345678 pt
徳川まつり80位	2224554 pt
徳川まつり100位	2105158 pt
徳川まつり120位	2024172 pt
徳川まつり140位	2001368 pt
徳川まつり160位	1880755 pt
徳川まつり180位	1801173 pt
徳川まつり200位	1703853 pt
徳川まつり220位	1521940 pt
徳川まつり240位	1107250 pt
徳川まつり260位	531572 pt
徳川まつり280位	368139 pt
徳川まつり300位	239484 pt
箱崎星梨花60位	2566450 pt
箱崎星梨花80位	2481154 pt
箱崎星梨花100位	2302622 pt
箱崎星梨花120位	2167136 pt
箱崎星梨花140位	2064292 pt
箱崎星梨花160位	2007006 pt
箱崎星梨花180位	1932468 pt
箱崎星梨花200位	1824381 pt
箱崎星梨花220位	1701285 pt
箱崎星梨花240位	1168727 pt
箱崎星梨花260位	607615 pt
箱崎星梨花280位	305248 pt
箱崎星梨花300位	218274 pt
野々原茜60位	1897904 pt
野々原茜80位	1728037 pt
野々原茜100位	1620531 pt
野々原茜120位	1504867 pt
野々原茜140位	1423687 pt
野々原茜160位	1340139 pt
野々原茜180位	1268121 pt
野々原茜200位	1154970 pt
野々原茜220位	1029004 pt
野々原茜240位	706687 pt
野々原茜260位	394049 pt
野々原茜280位	274415 pt
野々原茜300位	180223 pt
望月杏奈60位	3012246 pt
望月杏奈80位	2846115 pt
望月杏奈100位	2658282 pt
望月杏奈120位	2555506 pt
望月杏奈140位	2471271 pt
望月杏奈160位	2333645 pt
望月杏奈180位	2234292 pt
望月杏奈200位	2175729 pt
望月杏奈220位	1905164 pt
望月杏奈240位	1207825 pt
望月杏奈260位	754517 pt
望月杏奈280位	361323 pt
望月杏奈300位	245290 pt
ロコ60位	2237283 pt
ロコ80位	2146995 pt
ロコ100位	2033757 pt
ロコ120位	2007720 pt
ロコ140位	1929533 pt
ロコ160位	1820478 pt
ロコ180位	1652045 pt
ロコ200位	1585650 pt
ロコ220位	1455906 pt
ロコ240位	981701 pt
ロコ260位	495263 pt
ロコ280位	297046 pt
ロコ300位	191477 pt
七尾百合子60位	3514125 pt
七尾百合子80位	3347312 pt
七尾百合子100位	3105681 pt
七尾百合子120位	3003226 pt
七尾百合子140位	2828415 pt
七尾百合子160位	2719614 pt
七尾百合子180位	2533498 pt
七尾百合子200位	2469184 pt
