100位	5,685,226 pt
500位	2,405,195 pt
1200位	1,117,796 pt
1300位	1,026,621 pt
1000位	1,345,844 pt
	1位	33,586,972 pt
10位	16,006,138 pt
	11位	15,430,964 pt
20位	12,444,412 pt
※03/22 17:31 集計時点 BYそくどん


100位	5,681,983 pt
500位	2,404,821 pt
1200位	1,117,232 pt
1300位	1,026,621 pt
1000位	1,344,590 pt
	1位	33,586,972 pt
10位	16,001,249 pt
	11位	15,374,951 pt
20位	12,444,412 pt
※03/22 17:30 集計時点 BYそくどん


100位	5,681,983 pt
500位	2,400,199 pt
1200位	1,117,232 pt
1300位	1,026,621 pt
1000位	1,344,590 pt
	1位	33,586,972 pt
10位	16,001,249 pt
	11位	15,348,447 pt
20位	12,444,412 pt
※03/22 17:29 集計時点 BYそくどん


100位	5,677,018 pt
500位	2,396,781 pt
1200位	1,117,232 pt
1300位	1,025,850 pt
1000位	1,344,590 pt
	1位	33,586,972 pt
10位	16,001,249 pt
	11位	15,341,920 pt
20位	12,444,412 pt
※03/22 17:28 集計時点 BYそくどん


100位	5,671,967 pt
500位	2,396,781 pt
1200位	1,116,598 pt
1300位	1,025,850 pt
1000位	1,344,590 pt
	1位	33,586,972 pt
10位	15,996,958 pt
	11位	15,335,331 pt
20位	12,444,412 pt
※03/22 17:27 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,598 pt
1300位	1,025,850 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,977,533 pt
	11位	15,303,756 pt
20位	12,444,412 pt
※03/22 17:26 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,215 pt
1300位	1,025,850 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,957,737 pt
	11位	15,298,244 pt
20位	12,444,412 pt
※03/22 17:24 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,215 pt
1300位	1,025,693 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,903,967 pt
	11位	15,298,244 pt
20位	12,444,412 pt
※03/22 17:23 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,215 pt
1300位	1,025,693 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,873,922 pt
	11位	15,298,244 pt
20位	12,444,412 pt
※03/22 17:22 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,215 pt
1300位	1,025,693 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,849,003 pt
	11位	15,298,244 pt
20位	12,444,412 pt
※03/22 17:21 集計時点 BYそくどん


100位	5,657,693 pt
500位	2,396,781 pt
1200位	1,116,215 pt
1300位	1,025,693 pt
1000位	1,344,374 pt
	1位	33,586,972 pt
10位	15,819,436 pt
	11位	15,298,244 pt
20位	12,444,412 pt
※03/22 17:20 集計時点 BYそくどん


