春日未来81位	1459374 pt
春日未来82位	1443090 pt
春日未来83位	1433450 pt
春日未来84位	1429492 pt
春日未来85位	1397124 pt
春日未来86位	1339665 pt
春日未来87位	1271034 pt
春日未来88位	1256502 pt
春日未来89位	1253006 pt
春日未来90位	1242609 pt
春日未来91位	1236170 pt
春日未来92位	1209858 pt
春日未来93位	1204276 pt
春日未来94位	1198731 pt
春日未来95位	1192402 pt
春日未来96位	1191289 pt
春日未来97位	1186850 pt
春日未来98位	1179144 pt
春日未来99位	1168141 pt
春日未来100位	1158957 pt
春日未来101位	1147562 pt
春日未来102位	1139280 pt
春日未来103位	1120973 pt
春日未来104位	1089385 pt
春日未来105位	1059634 pt
春日未来106位	1054970 pt
春日未来107位	1049191 pt
春日未来108位	1021557 pt
春日未来109位	1006362 pt
春日未来110位	1006310 pt
最上静香81位	1373413 pt
最上静香82位	1368348 pt
最上静香83位	1366258 pt
最上静香84位	1365800 pt
最上静香85位	1360698 pt
最上静香86位	1359323 pt
最上静香87位	1326226 pt
最上静香88位	1318606 pt
最上静香89位	1313820 pt
最上静香90位	1306266 pt
最上静香91位	1300580 pt
最上静香92位	1297386 pt
最上静香93位	1297022 pt
最上静香94位	1285101 pt
最上静香95位	1238844 pt
最上静香96位	1223034 pt
最上静香97位	1222916 pt
最上静香98位	1222417 pt
最上静香99位	1198120 pt
最上静香100位	1176937 pt
最上静香101位	1155320 pt
最上静香102位	1139426 pt
最上静香103位	1139410 pt
最上静香104位	1138144 pt
最上静香105位	1120322 pt
最上静香106位	1120112 pt
最上静香107位	1118888 pt
最上静香108位	1114135 pt
最上静香109位	1112164 pt
最上静香110位	1112104 pt
伊吹翼81位	1240587 pt
伊吹翼82位	1236141 pt
伊吹翼83位	1231477 pt
伊吹翼84位	1225634 pt
伊吹翼85位	1222408 pt
伊吹翼86位	1214638 pt
伊吹翼87位	1213001 pt
伊吹翼88位	1210877 pt
伊吹翼89位	1200918 pt
伊吹翼90位	1171425 pt
