春日未来1位	481670 pt
春日未来2位	423911 pt
春日未来3位	420249 pt
春日未来4位	399811 pt
春日未来5位	334493 pt
春日未来6位	277039 pt
春日未来7位	269259 pt
春日未来8位	251191 pt
春日未来9位	250094 pt
春日未来10位	244408 pt
春日未来11位	212574 pt
春日未来12位	206912 pt
春日未来13位	168033 pt
春日未来14位	166623 pt
春日未来15位	166326 pt
春日未来16位	144545 pt
春日未来17位	142978 pt
春日未来18位	136564 pt
春日未来19位	135080 pt
春日未来20位	116617 pt
春日未来21位	115444 pt
春日未来22位	110880 pt
春日未来23位	108208 pt
春日未来24位	103927 pt
春日未来25位	98871 pt
春日未来26位	95862 pt
春日未来27位	90089 pt
春日未来28位	87243 pt
春日未来29位	81453 pt
春日未来30位	81156 pt
最上静香1位	1797932 pt
最上静香2位	1014677 pt
最上静香3位	648299 pt
最上静香4位	361910 pt
最上静香5位	300463 pt
最上静香6位	300282 pt
最上静香7位	241265 pt
最上静香8位	212475 pt
最上静香9位	182210 pt
最上静香10位	170904 pt
最上静香11位	167382 pt
最上静香12位	162556 pt
最上静香13位	136700 pt
最上静香14位	123008 pt
最上静香15位	122443 pt
最上静香16位	115955 pt
最上静香17位	113223 pt
最上静香18位	112067 pt
最上静香19位	107131 pt
最上静香20位	105616 pt
最上静香21位	104956 pt
最上静香22位	99990 pt
最上静香23位	96499 pt
最上静香24位	95950 pt
最上静香25位	89401 pt
最上静香26位	86628 pt
最上静香27位	85496 pt
最上静香28位	85080 pt
最上静香29位	79594 pt
最上静香30位	79539 pt
伊吹翼1位	542708 pt
伊吹翼2位	425799 pt
伊吹翼3位	421887 pt
伊吹翼4位	371769 pt
伊吹翼5位	327657 pt
伊吹翼6位	305137 pt
伊吹翼7位	292224 pt
伊吹翼8位	288890 pt
伊吹翼9位	272339 pt
伊吹翼10位	200602 pt
伊吹翼11位	199266 pt
伊吹翼12位	171535 pt
伊吹翼13位	170044 pt
伊吹翼14位	163856 pt
伊吹翼15位	157713 pt
伊吹翼16位	141802 pt
伊吹翼17位	126604 pt
伊吹翼18位	124276 pt
伊吹翼19位	111293 pt
伊吹翼20位	111002 pt
伊吹翼21位	102856 pt
伊吹翼22位	101889 pt
伊吹翼23位	99877 pt
伊吹翼24位	93316 pt
伊吹翼25位	89294 pt
伊吹翼26位	88403 pt
伊吹翼27位	86379 pt
伊吹翼28位	83368 pt
伊吹翼29位	81161 pt
伊吹翼30位	80018 pt
田中琴葉1位	2091251 pt
田中琴葉2位	1104367 pt
田中琴葉3位	812018 pt
田中琴葉4位	779627 pt
田中琴葉5位	667835 pt
田中琴葉6位	652165 pt
田中琴葉7位	649012 pt
田中琴葉8位	491458 pt
田中琴葉9位	401539 pt
田中琴葉10位	375107 pt
田中琴葉11位	331309 pt
田中琴葉12位	316557 pt
田中琴葉13位	294582 pt
田中琴葉14位	269508 pt
田中琴葉15位	237153 pt
田中琴葉16位	230260 pt
田中琴葉17位	213747 pt
田中琴葉18位	211949 pt
田中琴葉19位	209773 pt
田中琴葉20位	209109 pt
田中琴葉21位	206060 pt
田中琴葉22位	202675 pt
田中琴葉23位	198678 pt
田中琴葉24位	195002 pt
田中琴葉25位	178302 pt
田中琴葉26位	175265 pt
田中琴葉27位	162344 pt
田中琴葉28位	151302 pt
田中琴葉29位	150974 pt
田中琴葉30位	148244 pt
島原エレナ1位	682511 pt
島原エレナ2位	548357 pt
島原エレナ3位	509270 pt
島原エレナ4位	391251 pt
島原エレナ5位	339146 pt
島原エレナ6位	277187 pt
島原エレナ7位	243913 pt
島原エレナ8位	229639 pt
島原エレナ9位	221586 pt
島原エレナ10位	207778 pt
島原エレナ11位	166466 pt
島原エレナ12位	161559 pt
島原エレナ13位	158982 pt
島原エレナ14位	139351 pt
島原エレナ15位	136865 pt
島原エレナ16位	129119 pt
島原エレナ17位	124445 pt
島原エレナ18位	116732 pt
島原エレナ19位	97533 pt
島原エレナ20位	67553 pt
島原エレナ21位	57883 pt
島原エレナ22位	56295 pt
島原エレナ23位	55009 pt
島原エレナ24位	54294 pt
島原エレナ25位	54227 pt
島原エレナ26位	47664 pt
島原エレナ27位	45373 pt
島原エレナ28位	42110 pt
島原エレナ29位	38618 pt
島原エレナ30位	35956 pt
佐竹美奈子1位	712103 pt
佐竹美奈子2位	644612 pt
佐竹美奈子3位	592748 pt
佐竹美奈子4位	543411 pt
佐竹美奈子5位	543324 pt
佐竹美奈子6位	526535 pt
佐竹美奈子7位	400011 pt
佐竹美奈子8位	291877 pt
佐竹美奈子9位	281832 pt
佐竹美奈子10位	256800 pt
佐竹美奈子11位	248427 pt
佐竹美奈子12位	244518 pt
佐竹美奈子13位	194469 pt
佐竹美奈子14位	186564 pt
佐竹美奈子15位	182161 pt
佐竹美奈子16位	180957 pt
佐竹美奈子17位	171601 pt
佐竹美奈子18位	166267 pt
佐竹美奈子19位	158451 pt
佐竹美奈子20位	152701 pt
佐竹美奈子21位	144271 pt
佐竹美奈子22位	144199 pt
佐竹美奈子23位	142864 pt
佐竹美奈子24位	128917 pt
佐竹美奈子25位	126106 pt
佐竹美奈子26位	122455 pt
佐竹美奈子27位	122408 pt
佐竹美奈子28位	115013 pt
佐竹美奈子29位	111173 pt
佐竹美奈子30位	110959 pt
所恵美1位	500682 pt
所恵美2位	374158 pt
所恵美3位	318608 pt
所恵美4位	301795 pt
所恵美5位	285026 pt
所恵美6位	275372 pt
所恵美7位	274847 pt
所恵美8位	261673 pt
所恵美9位	258850 pt
所恵美10位	256578 pt
所恵美11位	247870 pt
所恵美12位	246028 pt
所恵美13位	223506 pt
所恵美14位	220158 pt
所恵美15位	207945 pt
所恵美16位	204668 pt
所恵美17位	203241 pt
所恵美18位	198524 pt
所恵美19位	195341 pt
所恵美20位	183352 pt
所恵美21位	175066 pt
所恵美22位	170599 pt
所恵美23位	162895 pt
所恵美24位	148286 pt
所恵美25位	144577 pt
所恵美26位	133132 pt
所恵美27位	130457 pt
所恵美28位	123270 pt
所恵美29位	121032 pt
所恵美30位	113287 pt
徳川まつり1位	565143 pt
徳川まつり2位	414841 pt
徳川まつり3位	358482 pt
徳川まつり4位	293082 pt
徳川まつり5位	187180 pt
徳川まつり6位	175405 pt
徳川まつり7位	167225 pt
徳川まつり8位	165226 pt
徳川まつり9位	152534 pt
徳川まつり10位	141366 pt
徳川まつり11位	111467 pt
徳川まつり12位	108889 pt
徳川まつり13位	105495 pt
徳川まつり14位	98210 pt
徳川まつり15位	97120 pt
徳川まつり16位	96720 pt
徳川まつり17位	93254 pt
徳川まつり18位	85629 pt
徳川まつり19位	72126 pt
徳川まつり20位	71811 pt
徳川まつり21位	65714 pt
徳川まつり22位	64387 pt
徳川まつり23位	64380 pt
徳川まつり24位	61375 pt
徳川まつり25位	59174 pt
徳川まつり26位	55991 pt
徳川まつり27位	55278 pt
徳川まつり28位	53470 pt
徳川まつり29位	53295 pt
徳川まつり30位	49579 pt
箱崎星梨花1位	643875 pt
箱崎星梨花2位	525737 pt
箱崎星梨花3位	364425 pt
箱崎星梨花4位	356122 pt
箱崎星梨花5位	344328 pt
箱崎星梨花6位	331969 pt
箱崎星梨花7位	320705 pt
箱崎星梨花8位	296402 pt
箱崎星梨花9位	290262 pt
箱崎星梨花10位	260973 pt
箱崎星梨花11位	237902 pt
箱崎星梨花12位	219923 pt
箱崎星梨花13位	216299 pt
箱崎星梨花14位	213187 pt
箱崎星梨花15位	206854 pt
箱崎星梨花16位	187862 pt
箱崎星梨花17位	187860 pt
箱崎星梨花18位	187454 pt
箱崎星梨花19位	172991 pt
箱崎星梨花20位	167297 pt
箱崎星梨花21位	160884 pt
箱崎星梨花22位	138349 pt
箱崎星梨花23位	123517 pt
箱崎星梨花24位	116223 pt
箱崎星梨花25位	115424 pt
箱崎星梨花26位	114161 pt
箱崎星梨花27位	112917 pt
箱崎星梨花28位	109219 pt
箱崎星梨花29位	106218 pt
箱崎星梨花30位	104297 pt
野々原茜1位	442196 pt
野々原茜2位	173303 pt
野々原茜3位	156809 pt
野々原茜4位	147049 pt
野々原茜5位	144893 pt
野々原茜6位	135643 pt
野々原茜7位	128969 pt
野々原茜8位	115225 pt
野々原茜9位	108389 pt
野々原茜10位	107079 pt
野々原茜11位	101752 pt
野々原茜12位	95231 pt
野々原茜13位	90128 pt
野々原茜14位	86701 pt
野々原茜15位	85049 pt
野々原茜16位	84540 pt
野々原茜17位	77544 pt
野々原茜18位	71588 pt
野々原茜19位	62226 pt
野々原茜20位	61779 pt
野々原茜21位	61738 pt
野々原茜22位	61556 pt
野々原茜23位	61054 pt
野々原茜24位	60842 pt
野々原茜25位	57900 pt
野々原茜26位	55573 pt
野々原茜27位	54840 pt
野々原茜28位	50621 pt
野々原茜29位	49475 pt
野々原茜30位	49125 pt
望月杏奈1位	3808690 pt
望月杏奈2位	1442603 pt
望月杏奈3位	778203 pt
望月杏奈4位	717300 pt
望月杏奈5位	681756 pt
望月杏奈6位	666667 pt
望月杏奈7位	472136 pt
望月杏奈8位	444876 pt
望月杏奈9位	414722 pt
望月杏奈10位	380843 pt
望月杏奈11位	344291 pt
望月杏奈12位	326862 pt
望月杏奈13位	316294 pt
