春日未来1位	267357 pt
春日未来2位	221058 pt
春日未来3位	198333 pt
春日未来4位	187307 pt
春日未来5位	183543 pt
春日未来6位	156253 pt
春日未来7位	137363 pt
春日未来8位	108208 pt
春日未来9位	106167 pt
春日未来10位	104788 pt
春日未来11位	103927 pt
春日未来12位	102934 pt
春日未来13位	95862 pt
春日未来14位	89392 pt
春日未来15位	76813 pt
春日未来16位	73617 pt
春日未来17位	70262 pt
春日未来18位	68602 pt
春日未来19位	66436 pt
春日未来20位	66037 pt
春日未来21位	64586 pt
春日未来22位	56379 pt
春日未来23位	52984 pt
春日未来24位	52748 pt
春日未来25位	51567 pt
春日未来26位	49733 pt
春日未来27位	47669 pt
春日未来28位	47152 pt
春日未来29位	46784 pt
春日未来30位	46009 pt
最上静香1位	1105511 pt
最上静香2位	358371 pt
最上静香3位	315567 pt
最上静香4位	193859 pt
最上静香5位	182210 pt
最上静香6位	173820 pt
最上静香7位	129615 pt
最上静香8位	121638 pt
最上静香9位	113634 pt
最上静香10位	111606 pt
最上静香11位	109628 pt
最上静香12位	108514 pt
最上静香13位	93556 pt
最上静香14位	85965 pt
最上静香15位	85961 pt
最上静香16位	76215 pt
最上静香17位	75882 pt
最上静香18位	69869 pt
最上静香19位	65594 pt
最上静香20位	63827 pt
最上静香21位	63427 pt
最上静香22位	59607 pt
最上静香23位	51024 pt
最上静香24位	47798 pt
最上静香25位	47413 pt
最上静香26位	43829 pt
最上静香27位	40329 pt
最上静香28位	40012 pt
最上静香29位	39725 pt
最上静香30位	38539 pt
伊吹翼1位	278077 pt
伊吹翼2位	239474 pt
伊吹翼3位	211912 pt
伊吹翼4位	176134 pt
伊吹翼5位	160840 pt
伊吹翼6位	149011 pt
伊吹翼7位	138102 pt
伊吹翼8位	131474 pt
伊吹翼9位	122861 pt
伊吹翼10位	111357 pt
伊吹翼11位	102706 pt
伊吹翼12位	100019 pt
伊吹翼13位	99119 pt
伊吹翼14位	98458 pt
伊吹翼15位	82850 pt
伊吹翼16位	82257 pt
伊吹翼17位	59984 pt
伊吹翼18位	54462 pt
伊吹翼19位	50270 pt
伊吹翼20位	48370 pt
伊吹翼21位	47528 pt
伊吹翼22位	46664 pt
伊吹翼23位	46425 pt
伊吹翼24位	37058 pt
伊吹翼25位	35613 pt
伊吹翼26位	32906 pt
伊吹翼27位	32168 pt
伊吹翼28位	29649 pt
伊吹翼29位	29113 pt
伊吹翼30位	28853 pt
田中琴葉1位	1259014 pt
田中琴葉2位	567478 pt
田中琴葉3位	399970 pt
田中琴葉4位	390467 pt
田中琴葉5位	361526 pt
田中琴葉6位	353915 pt
田中琴葉7位	253960 pt
田中琴葉8位	236760 pt
田中琴葉9位	231251 pt
田中琴葉10位	192255 pt
田中琴葉11位	178246 pt
田中琴葉12位	149538 pt
田中琴葉13位	147693 pt
田中琴葉14位	147565 pt
田中琴葉15位	147400 pt
田中琴葉16位	143884 pt
田中琴葉17位	139507 pt
田中琴葉18位	126441 pt
田中琴葉19位	124790 pt
田中琴葉20位	120906 pt
