201408060746	春日未来	726,194	558,815	549,508	508,260	489,152	484,957	482,538	467,126	406,211	403,540	
201408060746	最上静香	1,340,819	1,340,713	1,339,621	1,330,802	1,326,182	1,324,635	1,306,759	1,289,465	1,277,702	1,208,902	
201408060746	伊吹翼	1,357,548	1,351,893	1,344,905	1,333,832	1,288,443	1,244,209	1,226,706	1,222,035	1,219,149	1,213,285	
201408060746	田中琴葉	1,257,525	1,256,609	1,194,765	1,151,009	1,125,081	970,215	943,576	914,362	896,990	747,955	
201408060747	島原エレナ	758,472	751,644	749,138	733,490	722,743	649,798	645,734	621,389	583,591	544,868	
201408060747	佐竹美奈子	1,328,407	1,326,320	1,315,731	1,309,637	1,308,139	1,300,284	1,295,811	1,218,156	1,172,225	1,170,239	
201408060747	所恵美	1,604,898	1,597,672	1,595,375	1,580,255	1,580,095	1,579,160	1,578,867	1,566,904	1,559,299	1,514,961	
201408060747	徳川まつり	1,181,393	1,178,957	1,174,909	1,147,272	1,051,099	982,806	976,573	964,009	952,654	848,534	
201408060747	箱崎星梨花	992,792	975,503	971,024	965,030	957,236	957,016	956,943	922,292	883,362	842,992	
201408060747	野々原茜	682,862	677,654	663,844	660,093	657,965	649,963	626,832	624,918	619,067	616,481	
201408060747	望月杏奈	2,106,615	2,076,850	2,074,332	2,040,676	2,020,318	2,016,276	1,995,867	1,995,563	1,990,681	1,974,227	
201408060747	ロコ	791,035	785,148	782,492	776,357	705,926	703,137	623,535	602,752	586,801	560,652	
201408060747	七尾百合子	2,514,815	2,440,396	2,391,354	2,387,682	2,349,791	2,303,044	2,198,123	2,193,533	2,019,466	2,001,671	
201408060747	高山紗代子	1,523,266	1,518,775	1,494,040	1,493,913	1,483,088	1,473,870	1,465,740	1,439,525	1,416,434	1,414,965	
201408060747	松田亜利沙	881,604	873,646	869,389	851,640	849,064	842,443	810,878	793,569	670,479	658,334	
201408060748	高坂海美	960,430	957,068	935,331	917,966	912,835	890,832	881,447	872,466	822,914	777,623	
201408060748	中谷育	789,132	787,506	748,885	712,874	677,232	641,662	626,921	620,952	587,970	508,473	
201408060748	天空橋朋花	740,094	653,059	646,220	617,373	538,676	470,803	469,754	450,033	419,571	388,542	
201408060748	エミリー	1,004,291	984,844	953,118	935,968	918,335	913,862	900,822	868,613	842,664	814,591	
201408060748	北沢志保	1,810,504	1,728,064	1,723,729	1,723,552	1,632,398	1,572,707	1,469,631	1,448,193	1,402,299	1,242,292	
201408060748	舞浜歩	631,857	617,104	536,726	535,597	508,207	505,527	473,693	441,017	440,585	435,921	
201408060748	木下ひなた	744,727	717,749	701,890	701,602	637,011	622,480	618,837	602,702	567,451	543,806	
201408060748	矢吹可奈	800,181	799,114	749,429	718,524	583,072	564,639	509,945	475,531	443,730	424,110	
201408060748	横山奈緒	1,148,883	1,140,061	1,125,944	1,104,493	1,056,324	1,016,612	953,871	911,211	908,312	876,718	
201408060748	二階堂千鶴	752,332	724,828	720,811	717,930	717,151	659,783	635,793	578,922	519,690	352,407	
201408060748	馬場このみ	916,732	903,724	900,675	872,723	867,891	850,447	840,635	822,603	793,914	765,824	
201408060749	大神環	830,003	823,220	820,349	797,510	713,832	709,627	705,944	530,726	526,758	504,989	
201408060749	豊川風花	1,290,616	1,264,015	1,260,814	1,234,822	1,221,787	1,220,577	1,201,490	1,177,414	1,171,613	1,047,204	
201408060749	宮尾美也	753,880	744,440	734,406	704,268	699,979	685,216	663,113	654,489	638,860	635,923	
201408060749	福田のり子	657,847	638,342	628,831	622,798	615,073	611,411	608,692	605,901	599,682	586,002	
201408060749	真壁瑞希	1,030,666	1,027,896	1,006,413	991,639	919,216	904,447	740,638	708,407	622,985	589,205	
201408060749	篠宮可憐	837,960	829,556	785,229	779,806	691,714	676,522	643,107	580,936	566,370	553,452	
201408060749	百瀬莉緒	958,104	945,974	939,816	866,278	852,481	722,434	671,475	616,817	597,494	593,064	
201408060749	永吉昴	1,060,104	1,057,318	1,026,393	1,004,916	990,635	912,808	901,115	701,564	699,322	617,222	
201408060749	北上麗花	789,637	789,539	781,658	780,243	771,123	696,698	607,312	600,134	566,958	554,169	
201408060749	周防桃子	1,895,872	1,849,164	1,811,403	1,801,112	1,758,599	1,721,459	1,716,907	1,705,073	1,669,302	1,626,142	
201408060750	ジュリア	716,739	650,130	620,352	614,645	613,503	606,688	594,705	583,732	555,118	527,127	
201408060751	春日未来	728,256	558,815	549,508	508,260	493,527	487,690	482,538	467,126	411,787	406,211	
201408060751	最上静香	1,342,390	1,340,819	1,339,621	1,336,824	1,330,142	1,324,635	1,306,759	1,291,144	1,289,465	1,208,902	
201408060751	伊吹翼	1,357,548	1,351,893	1,344,905	1,333,832	1,288,443	1,244,209	1,236,614	1,222,035	1,219,149	1,213,285	
201408060751	田中琴葉	1,257,525	1,256,609	1,194,765	1,151,009	1,125,081	970,215	943,576	914,362	896,990	747,955	
201408060752	島原エレナ	758,472	752,317	749,138	733,490	722,743	649,798	648,896	621,389	583,591	544,868	
201408060752	佐竹美奈子	1,328,407	1,326,320	1,315,731	1,309,637	1,308,139	1,300,284	1,295,811	1,218,156	1,183,113	1,172,225	
201408060752	所恵美	1,612,074	1,597,672	1,596,915	1,594,538	1,580,255	1,579,160	1,578,867	1,575,604	1,560,784	1,514,961	
